,date,tsla_compound,tsla_sentiment
812,2018-06-28,-0.3062,-1
813,2018-06-29,-0.2263,-1
814,2018-07-01,0.0,-1
815,2018-07-02,-0.4121,-1
816,2018-07-03,0.4245999999999999,1
817,2018-07-05,1.2721,1
818,2018-07-06,0.5106,1
819,2018-07-08,0.0,-1
820,2018-07-09,-0.5994,-1
821,2018-07-10,1.4443,1
822,2018-07-11,0.1628,1
823,2018-07-12,1.7154999999999998,1
824,2018-07-13,-0.6294,-1
825,2018-07-16,1.3659,1
826,2018-07-17,0.4927,1
827,2018-07-18,0.7124000000000001,1
828,2018-07-19,-0.6947,-1
829,2018-07-20,0.5900000000000001,1
830,2018-07-22,0.2732,1
831,2018-07-23,1.7998999999999996,1
832,2018-07-24,-0.14869999999999986,-1
833,2018-07-25,0.8502000000000001,1
834,2018-07-27,0.3612,1
835,2018-07-30,0.0,-1
836,2018-07-31,0.4767,1
837,2018-08-01,0.8148,1
838,2018-08-02,1.9409,1
839,2018-08-03,-0.3818,-1
840,2018-08-06,0.0,-1
841,2018-08-07,3.7269,1
842,2018-08-08,1.0489,1
843,2018-08-09,1.7027,1
844,2018-08-10,-0.23199999999999996,-1
845,2018-08-13,2.2299,1
846,2018-08-14,0.9018999999999996,1
847,2018-08-15,0.198,1
848,2018-08-16,-0.2738000000000001,-1
849,2018-08-17,-0.21219999999999994,-1
850,2018-08-18,0.0,-1
851,2018-08-19,0.0,-1
852,2018-08-20,0.4719,1
853,2018-08-21,0.7384000000000001,1
854,2018-08-22,0.7397,1
855,2018-08-23,0.8957999999999999,1
856,2018-08-24,1.1948,1
857,2018-08-26,0.0,-1
858,2018-08-27,1.4251999999999998,1
859,2018-08-28,1.1249999999999998,1
860,2018-08-29,0.08000000000000017,1
861,2018-08-30,0.5424,1
862,2018-08-31,0.3989,1
863,2018-09-02,0.4588,1
864,2018-09-03,0.0492,1
865,2018-09-04,-0.6645,-1
866,2018-09-05,0.9176,1
867,2018-09-06,0.06119999999999998,1
868,2018-09-07,-0.3109999999999999,-1
869,2018-09-09,0.0,-1
870,2018-09-10,0.0,-1
871,2018-09-11,0.4526,1
872,2018-09-12,-0.6904,-1
873,2018-09-13,0.399,1
874,2018-09-14,-0.628,-1
875,2018-09-16,0.0,-1
876,2018-09-17,-1.2249,-1
877,2018-09-18,0.9909000000000004,1
878,2018-09-19,0.0,-1
879,2018-09-20,0.20409999999999995,1
880,2018-09-21,-0.5197,-1
881,2018-09-23,0.1856,1
882,2018-09-24,0.17559999999999998,1
883,2018-09-25,0.8607,1
884,2018-09-26,0.478,1
885,2018-09-27,-0.6715,-1
886,2018-09-28,-0.7404999999999999,-1
887,2018-09-29,0.0,-1
888,2018-09-30,0.3321,1
889,2018-10-01,3.5921,1
890,2018-10-02,0.1421,1
891,2018-10-03,0.1059,1
892,2018-10-04,0.10200000000000008,1
893,2018-10-05,-2.3594,-1
894,2018-10-07,0.0,-1
895,2018-10-08,1.2422,1
896,2018-10-09,0.8992,1
897,2018-10-10,2.1512,1
898,2018-10-11,-0.5203,-1
899,2018-10-12,2.1821,1
900,2018-10-16,0.7337,1
901,2018-10-17,2.0361,1
902,2018-10-18,0.0,-1
903,2018-10-19,-0.3243999999999999,-1
904,2018-10-21,-0.2263,-1
905,2018-10-22,0.0,-1
906,2018-10-23,0.2805000000000001,1
907,2018-10-24,1.6239,1
908,2018-10-25,3.2557,1
909,2018-10-26,0.4588,1
910,2018-10-28,0.2263,1
911,2018-10-29,0.6477999999999999,1
912,2018-10-30,0.0,-1
913,2018-10-31,0.0,-1
914,2018-11-01,-0.128,-1
915,2018-11-02,0.4588,1
916,2018-11-05,0.4019,1
917,2018-11-06,0.0,-1
918,2018-11-07,0.4215,1
919,2018-11-08,0.4588,1
920,2018-11-12,-0.29169999999999985,-1
921,2018-11-13,0.0,-1
922,2018-11-14,0.4215,1
923,2018-11-15,0.26280000000000003,1
924,2018-11-16,-0.29600000000000004,-1
925,2018-11-19,0.9318,1
926,2018-11-20,-0.4588,-1
927,2018-11-21,0.0,-1
928,2018-11-22,-0.7184,-1
929,2018-11-23,-0.8981,-1
930,2018-11-26,-0.5574,-1
931,2018-11-27,0.034700000000000064,1
932,2018-11-28,0.34,1
933,2018-11-29,0.5899,1
934,2018-11-30,0.536,1
935,2018-12-03,0.943,1
936,2018-12-04,0.0,-1
937,2018-12-05,0.4588,1
938,2018-12-06,0.08629999999999992,1
939,2018-12-07,1.3763999999999998,1
940,2018-12-09,0.34,1
941,2018-12-10,0.10970000000000008,1
942,2018-12-11,0.09249999999999996,1
943,2018-12-12,0.0,-1
944,2018-12-13,-0.222,-1
945,2018-12-14,-0.8645999999999999,-1
946,2018-12-17,0.2224,1
947,2018-12-18,0.29600000000000004,1
948,2018-12-19,-0.34,-1
949,2018-12-20,0.4588,1
950,2018-12-21,0.0,-1
951,2018-12-24,-0.5096999999999999,-1
952,2018-12-26,1.4006,1
953,2018-12-27,0.1219,1
954,2018-12-28,-0.07940000000000003,-1
955,2018-12-31,0.0,-1
956,2019-01-02,-2.3669,-1
957,2019-01-03,0.4539,1
958,2019-01-04,0.3818,1
959,2019-01-05,0.4767,1
960,2019-01-07,0.25,1
961,2019-01-08,1.8077,1
962,2019-01-09,-1.4619,-1
963,2019-01-10,-0.29600000000000004,-1
964,2019-01-11,1.67,1
965,2019-01-14,0.1531,1
966,2019-01-15,0.4215,1
967,2019-01-17,-0.29600000000000004,-1
968,2019-01-18,2.1241,1
969,2019-01-19,0.4404,1
970,2019-01-21,0.0,-1
971,2019-01-22,-0.8235000000000001,-1
972,2019-01-23,-0.8514,-1
973,2019-01-24,0.0,-1
974,2019-01-25,0.6369,1
975,2019-01-26,0.0,-1
976,2019-01-28,0.35079999999999995,1
977,2019-01-29,-0.4654,-1
978,2019-01-30,-0.08340000000000003,-1
979,2019-01-31,1.1399,1
980,2019-02-01,0.4588,1
981,2019-02-04,3.6655,1
982,2019-02-05,1.5347999999999995,1
983,2019-02-06,-0.2292,-1
984,2019-02-07,-0.5984,-1
985,2019-02-08,1.1364,1
986,2019-02-09,-0.2732,-1
987,2019-02-11,0.615,1
988,2019-02-12,0.1779,1
989,2019-02-13,0.8818999999999999,1
990,2019-02-14,0.25,1
991,2019-02-17,-0.34,-1
992,2019-02-19,2.0023,1
993,2019-02-20,0.23600000000000002,1
994,2019-02-21,0.4417,1
995,2019-02-22,0.743,1
996,2019-02-24,0.0,-1
997,2019-02-25,-0.027899999999999925,-1
998,2019-02-26,-1.7125,-1
999,2019-02-27,0.8818999999999999,1
1000,2019-02-28,0.8975000000000001,1
1001,2019-03-01,1.6607,1
1002,2019-03-02,0.0,-1
1003,2019-03-04,-0.5367,-1
1004,2019-03-05,-1.5882000000000005,-1
1005,2019-03-06,0.4714,1
1006,2019-03-07,1.8955,1
1007,2019-03-08,1.9287,1
1008,2019-03-11,0.26030000000000003,1
1009,2019-03-12,-0.918,-1
1010,2019-03-13,0.128,1
1011,2019-03-14,0.0772,1
1012,2019-03-15,2.115,1
1013,2019-03-18,0.0,-1
1014,2019-03-19,-0.299,-1
1015,2019-03-20,0.0,-1
1016,2019-03-21,-0.3695999999999999,-1
1017,2019-03-22,0.022799999999999987,1
1018,2019-03-24,0.0,-1
1019,2019-03-25,-1.8207,-1
1020,2019-03-26,-0.5106,-1
1021,2019-03-27,-0.7269,-1
1022,2019-03-28,0.0,-1
1023,2019-03-29,0.2673,1
1024,2019-04-01,0.4588,1
1025,2019-04-02,-0.9916,-1
1026,2019-04-03,-1.1074,-1
1027,2019-04-04,-3.7636,-1
1028,2019-04-05,0.2023,1
1029,2019-04-07,-0.177,-1
1030,2019-04-08,-1.7906,-1
1031,2019-04-09,-0.3182,-1
1032,2019-04-10,1.6816,1
1033,2019-04-11,1.4648,1
1034,2019-04-12,0.2307,1
1035,2019-04-13,0.0,-1
1036,2019-04-14,0.0,-1
1037,2019-04-15,0.4215,1
1038,2019-04-16,0.5324000000000001,1
1039,2019-04-17,-0.2732,-1
1040,2019-04-18,-0.2732,-1
1041,2019-04-19,0.0,-1
1042,2019-04-20,-0.1531,-1
1043,2019-04-21,0.0,-1
1044,2019-04-22,-0.29600000000000004,-1
1045,2019-04-23,1.7205,1
1046,2019-04-24,-1.1842,-1
1047,2019-04-25,-0.2778,-1
1048,2019-04-26,-0.5186999999999999,-1
1049,2019-04-28,-0.4019,-1
1050,2019-04-29,0.3818,1
1051,2019-04-30,-0.9639,-1
1052,2019-05-01,0.7387999999999999,1
1053,2019-05-02,1.2668,1
1054,2019-05-03,-0.9724,-1
1055,2019-05-05,-0.951,-1
1056,2019-05-06,-1.5531,-1
1057,2019-05-08,-0.3612,-1
1058,2019-05-10,0.2263,1
1059,2019-05-13,-0.34,-1
1060,2019-05-14,0.0,-1
1061,2019-05-15,-1.6005,-1
1062,2019-05-16,-1.6826,-1
1063,2019-05-17,-1.1259,-1
1064,2019-05-20,-2.7102,-1
1065,2019-05-21,-1.7900999999999996,-1
1066,2019-05-22,-0.8595,-1
1067,2019-05-23,-0.3471000000000001,-1
1068,2019-05-24,0.0,-1
1069,2019-05-28,0.0,-1
1070,2019-05-29,0.5023,1
1071,2019-05-30,0.2374000000000001,1
1072,2019-05-31,-0.4751,-1
1073,2019-06-03,0.3818,1
1074,2019-06-04,0.7579,1
1075,2019-06-05,-0.6808,-1
1076,2019-06-06,0.3004,1
1077,2019-06-07,0.0,-1
1078,2019-06-10,1.025,1
1079,2019-06-11,0.4588,1
1080,2019-06-12,0.06290000000000008,1
1081,2019-06-13,-0.5908,-1
1082,2019-06-14,-0.3182,-1
1083,2019-06-17,0.4215,1
1084,2019-06-18,0.6787000000000001,1
1085,2019-06-19,0.4961,1
1086,2019-06-20,-1.2381000000000002,-1
1087,2019-06-21,-0.5226999999999999,-1
1088,2019-06-24,0.9471,1
1089,2019-06-25,0.4717,1
1090,2019-06-26,-0.0511,-1
1091,2019-06-27,0.7636,1
1092,2019-06-28,-1.5223,-1
1093,2019-07-01,0.0,-1
1094,2019-07-02,-0.007499999999999951,-1
1095,2019-07-03,1.2531,1
1096,2019-07-04,0.0,-1
1097,2019-07-05,0.4511,1
1098,2019-07-08,-0.2307,-1
1099,2019-07-09,0.1059,1
1100,2019-07-10,1.0011,1
1101,2019-07-11,0.6486,1
1102,2019-07-12,0.0,-1
1103,2019-07-15,0.0,-1
1104,2019-07-16,-0.29600000000000004,-1
1105,2019-07-17,0.0,-1
1106,2019-07-18,0.0,-1
1107,2019-07-22,-0.03510000000000002,-1
1108,2019-07-23,0.2181,1
1109,2019-07-24,-0.9953,-1
1110,2019-07-25,-3.8933,-1
1111,2019-07-29,0.0,-1
1112,2019-07-31,0.2732,1
1113,2019-08-02,0.0,-1
1114,2019-08-05,-1.8555,-1
1115,2019-08-07,0.3957,1
1116,2019-08-08,-0.5719,-1
1117,2019-08-09,-0.2023,-1
1118,2019-08-11,-0.6249,-1
1119,2019-08-12,-1.176,-1
1120,2019-08-13,0.3612,1
1121,2019-08-14,0.0,-1
1122,2019-08-16,-0.06819999999999997,-1
1123,2019-08-19,0.0,-1
1124,2019-08-20,-0.68,-1
1125,2019-08-21,0.4692,1
1126,2019-08-22,-0.029999999999999968,-1
1127,2019-08-23,-1.2559,-1
1128,2019-08-26,0.7482,1
1129,2019-08-28,-0.34,-1
1130,2019-08-29,-0.5106,-1
1131,2019-08-30,0.9268999999999998,1
1132,2019-09-03,0.0,-1
1133,2019-09-04,0.128,1
1134,2019-09-05,-0.6249,-1
1135,2019-09-06,0.0,-1
1136,2019-09-09,-0.5267,-1
1137,2019-09-10,0.0,-1
1138,2019-09-11,0.4588,1
1139,2019-09-13,0.5574,1
1140,2019-09-16,0.9878,1
1141,2019-09-18,-0.8631,-1
1142,2019-09-19,1.1148,1
1143,2019-09-20,0.0,-1
1144,2019-09-22,-0.1027,-1
1145,2019-09-23,0.3003,1
1146,2019-09-24,-0.128,-1
1147,2019-09-26,0.4588,1
1148,2019-09-27,-0.2467,-1
1149,2019-09-30,-0.5267,-1
1150,2019-10-01,0.2023,1
1151,2019-10-02,0.6197999999999999,1
1152,2019-10-03,0.4156000000000001,1
1153,2019-10-04,0.33030000000000004,1
1154,2019-10-07,0.3836,1
1155,2019-10-08,0.0,-1
1156,2019-10-09,0.7009,1
1157,2019-10-10,-0.802,-1
1158,2019-10-12,0.0,-1
1159,2019-10-15,0.9855,1
1160,2019-10-17,0.1027,1
1161,2019-10-18,0.06789999999999996,1
1162,2019-10-22,0.0,-1
1163,2019-10-23,0.9405000000000002,1
1164,2019-10-24,2.3835,1
1165,2019-10-25,0.7184,1
1166,2019-10-28,0.6808,1
1167,2019-10-29,-0.19559999999999989,-1
1168,2019-10-30,0.0,-1
1169,2019-10-31,0.0,-1
1170,2019-11-01,0.0,-1
1171,2019-11-04,0.4844000000000001,1
1172,2019-11-05,0.4215,1
1173,2019-11-06,0.5994,1
1174,2019-11-08,0.3844,1
1175,2019-11-11,0.9176,1
1176,2019-11-12,0.0,-1
1177,2019-11-13,0.0,-1
1178,2019-11-14,0.8606,1
1179,2019-11-15,0.2023,1
1180,2019-11-18,0.0,-1
1181,2019-11-19,0.6042,1
1182,2019-11-20,0.0,-1
1183,2019-11-21,1.2813,1
1184,2019-11-22,1.9297,1
1185,2019-11-24,0.0,-1
1186,2019-11-25,0.0,-1
1187,2019-11-26,0.4985,1
1188,2019-11-27,0.3698,1
1189,2019-11-28,0.0,-1
1190,2019-11-29,0.0,-1
1191,2019-12-03,-0.3612,-1
1192,2019-12-04,1.1012,1
1193,2019-12-05,0.2035,1
1194,2019-12-06,2.7316000000000003,1
1195,2019-12-10,0.0,-1
1196,2019-12-11,0.3182,1
1197,2019-12-12,0.5859,1
1198,2019-12-13,0.0,-1
1199,2019-12-16,0.765,1
1200,2019-12-17,0.0,-1
1201,2019-12-18,-0.5464,-1
1202,2019-12-19,-0.7845,-1
1203,2019-12-20,0.0,-1
1204,2019-12-23,1.6733999999999998,1
1205,2019-12-24,-0.2732,-1
1206,2019-12-26,4.382,1
1207,2019-12-27,1.418,1
1208,2019-12-29,0.9355,1
1209,2019-12-30,-1.7052,-1
1210,2019-12-31,-0.0276,-1
1211,2020-01-01,-1.4368,-1
1212,2020-01-02,0.17849999999999988,1
1213,2020-01-03,-0.5548,-1
1214,2020-01-06,0.0,-1
1215,2020-01-07,6.3832,1
1216,2020-01-08,4.572800000000001,1
1217,2020-01-09,4.6815,1
1218,2020-01-10,4.6998,1
1219,2020-01-11,0.8803,1
1220,2020-01-12,-0.4767,-1
1221,2020-01-13,3.7852,1
1222,2020-01-14,2.3926,1
1223,2020-01-15,2.5481000000000003,1
1224,2020-01-16,4.8645,1
1225,2020-01-17,-1.0176000000000005,-1
1226,2020-01-18,-1.4495999999999998,-1
1227,2020-01-19,0.7769999999999999,1
1228,2020-01-20,1.0756,1
1229,2020-01-21,8.2623,1
1230,2020-01-22,10.636699999999998,1
1231,2020-01-23,-2.0358,-1
1232,2020-01-24,-2.1186,-1
1233,2020-01-25,0.2908,1
1234,2020-01-26,0.7662,1
1235,2020-01-27,-2.3389999999999995,-1
1236,2020-01-28,2.6730000000000005,1
1237,2020-01-29,5.6682,1
1238,2020-01-30,1.8823999999999983,1
1239,2020-01-31,-0.04729999999999995,-1
1240,2020-02-01,0.11869999999999994,1
1241,2020-02-02,0.9878,1
1242,2020-02-03,9.6465,1
1243,2020-02-04,11.7644,1
1244,2020-02-05,6.359200000000002,1
1245,2020-02-06,2.0273,1
1246,2020-02-07,3.5153,1
1247,2020-02-08,-0.09200000000000004,-1
1248,2020-02-09,0.3816,1
1249,2020-02-10,5.7170000000000005,1
1250,2020-02-11,-1.0619999999999998,-1
1251,2020-02-12,-0.5226999999999999,-1
1252,2020-02-13,0.3187000000000001,1
1253,2020-02-14,2.5733999999999995,1
1254,2020-02-15,-0.1027,-1
1255,2020-02-16,-0.16410000000000002,-1
1256,2020-02-17,-0.4404,-1
1257,2020-02-18,3.8286,1
1258,2020-02-19,6.874100000000001,1
1259,2020-02-20,6.187900000000001,1
1260,2020-02-21,3.099400000000001,1
1261,2020-02-22,1.9896,1
1262,2020-02-23,1.6878000000000002,1
1263,2020-02-24,-1.3996000000000002,-1
1264,2020-02-25,-1.6431000000000004,-1
1265,2020-02-26,-0.5881999999999998,-1
1266,2020-02-27,-2.0751,-1
1267,2020-02-28,1.7541,1
1268,2020-02-29,-0.5267,-1
1269,2020-03-01,-0.1856,-1
1270,2020-03-02,1.8595,1
1271,2020-03-03,1.6384999999999996,1
1272,2020-03-04,1.8116,1
1273,2020-03-05,0.9146999999999996,1
1274,2020-03-06,-2.3243,-1
1275,2020-03-07,0.7383,1
1276,2020-03-08,-0.7037000000000001,-1
1277,2020-03-09,-2.5063999999999997,-1
1278,2020-03-10,0.21729999999999985,1
1279,2020-03-11,2.7965,1
1280,2020-03-12,-2.2573000000000003,-1
1281,2020-03-13,0.0869,1
1282,2020-03-14,0.15989999999999993,1
1283,2020-03-16,-2.9076,-1
1284,2020-03-17,0.6117999999999998,1
1285,2020-03-18,-2.8835,-1
1286,2020-03-19,-6.4708999999999985,-1
1287,2020-03-20,1.5516,1
1288,2020-03-21,-0.7769999999999999,-1
1289,2020-03-22,-1.4628,-1
1290,2020-03-23,2.1519999999999997,1
1291,2020-03-24,-3.0652000000000004,-1
1292,2020-03-25,2.282,1
1293,2020-03-26,4.0275,1
1294,2020-03-27,-1.247,-1
1295,2020-03-28,0.5598,1
1296,2020-03-29,0.0,-1
1297,2020-03-30,0.5175000000000001,1
1298,2020-03-31,0.21419999999999995,1
1299,2020-04-01,0.9672,1
1300,2020-04-02,2.8352,1
1301,2020-04-03,4.702400000000002,1
1302,2020-04-04,0.25349999999999995,1
1303,2020-04-05,0.4931,1
1304,2020-04-06,3.139,1
