,date,amazon_close,amazon_vol,amazon_intra_perc_change,amazon_intra_returns,amazon_pct_change,amazon_pct_returns,amazon_previous_close,amazon_opening_change,amazon_opening_returns,amazon_target,amazon_intra_target,amazon_open_target
17,2010-04-22,150.09,15165800,-2.0950955717298227,-1,0.02499487809875034,1,146.43,0.3960936966468511,1,1,-1,1
18,2010-04-23,143.63,18975200,1.2037419177328381,1,-0.04304084216136994,-1,150.09,-3.138117129722172,-1,-1,1,-1
19,2010-04-26,147.11,9318300,-2.7304469273743193,-1,0.024228921534498404,1,143.63,-0.2993803522940937,-1,1,-1,-1
20,2010-04-27,142.02,8639000,2.4252834077636556,1,-0.034599959214193454,-1,147.11,-1.0604309700224337,-1,-1,1,-1
21,2010-04-28,139.35,9235300,2.2722491058279046,1,-0.01880016899028314,-1,142.02,0.4013519222644649,1,-1,1,1
22,2010-04-29,141.73,6314200,-1.170675994003845,-1,0.01707929673484032,1,139.35,0.5310369573017647,1,1,-1,1
23,2010-04-30,137.1,6113500,3.041018387553049,1,-0.03266774853594856,-1,141.73,-0.23283708459746286,-1,-1,1,-1
24,2010-05-03,137.49,5654600,-0.2113702623906855,-1,0.002844638949671907,1,137.1,0.07293946024799003,1,1,-1,1
25,2010-05-04,129.83,12667800,4.269281816841168,1,-0.05571314277401995,-1,137.49,-1.3600989162848238,-1,-1,1,-1
26,2010-05-05,130.93,9458100,-2.2890625000000053,-1,0.008472618038974034,1,129.83,-1.409535546483873,-1,1,-1,-1
27,2010-05-06,128.71,10189000,0.9923076923076862,1,-0.016955625143206254,-1,130.93,-0.7103032154586472,-1,-1,1,-1
28,2010-05-07,124.98,11927600,2.3364851136985187,1,-0.02897987724341544,-1,128.71,-0.5749359024162917,-1,-1,1,-1
29,2010-05-10,131.29,6806100,-1.2024974947968876,-1,0.05048807809249478,1,124.98,3.800608097295556,1,1,-1,1
30,2010-05-11,130.46,6044100,-0.39245863793768326,-1,-0.006321882854748884,-1,131.29,-1.0206413283570748,-1,-1,-1,-1
31,2010-05-12,133.87,5904500,-1.87200365269006,-1,0.02613827993254625,1,130.46,0.7281925494404328,1,1,-1,1
32,2010-05-13,131.47,5940200,1.8367804076756575,1,-0.017927840442220067,-1,133.87,0.04481960110555186,1,-1,1,1
33,2010-05-14,128.53,5277800,1.4038048481129275,1,-0.02236251616338325,-1,131.47,-0.8442990796379289,-1,-1,1,-1
34,2010-05-17,128.91,5642200,-0.5224578914535148,-1,0.00295650820820037,1,128.53,-0.2256282579942364,-1,1,-1,-1
35,2010-05-18,126.28,5256900,2.966036575995071,1,-0.020401830734620985,-1,128.91,0.9541540609727638,1,-1,1,1
36,2010-05-19,124.59,6463300,0.7330093219663785,1,-0.01338295850490967,-1,126.28,-0.6097560975609724,-1,-1,1,-1
37,2010-05-20,119.71,8594400,2.389106327462497,1,-0.03916847259009559,-1,124.59,-1.565133638333737,-1,-1,1,-1
38,2010-05-21,122.72,7966900,-4.088210347752327,-1,0.025144098237407153,1,119.71,-1.5119873026480564,-1,1,-1,-1
39,2010-05-24,122.12,4535900,0.3671371461205749,1,-0.004889178617992096,-1,122.72,-0.12222946544980906,-1,-1,1,-1
40,2010-05-25,124.86,6913400,-5.331533659524205,-1,0.02243694726498524,1,122.12,-2.9315427448411384,-1,1,-1,-1
41,2010-05-26,123.21,6964600,1.4714114354258325,1,-0.013214800576645924,-1,124.86,0.1521704308825867,1,-1,1,1
42,2010-05-27,126.7,4747700,-1.376220195231236,-1,0.028325622920217564,1,123.21,1.4365717068419854,1,1,-1,1
43,2010-05-28,125.46,3954800,0.4838581740303002,1,-0.009786898184688364,-1,126.7,-0.4972375690607811,-1,-1,1,-1
44,2010-06-01,123.24,3659500,1.3843322397375402,1,-0.017694882831181258,-1,125.46,-0.39056272915669926,-1,-1,1,-1
45,2010-06-02,126.31,4764700,-1.8464763747782669,-1,0.024910743265173618,1,123.24,0.6329113924050642,1,1,-1,1
46,2010-06-03,128.76,5276900,-1.9881188118811808,-1,0.019396722349774187,1,126.31,-0.04750217718312269,-1,1,-1,-1
47,2010-06-04,122.77,5497700,2.818016306498854,1,-0.046520658589624064,-1,128.76,-1.8872320596458472,-1,-1,1,-1
48,2010-06-07,122.01,6566400,3.0435473617291784,1,-0.006190437403274296,-1,122.77,2.500610898427961,1,-1,1,1
49,2010-06-08,118.84,11484400,2.590163934426227,1,-0.025981476928120695,-1,122.01,-0.008196049504143198,-1,-1,1,-1
50,2010-06-09,117.91,7369200,1.9948466461640808,1,-0.007825647929989965,-1,118.84,1.2369572534500157,1,-1,1,1
51,2010-06-10,123.21,6061800,-2.674999999999995,-1,0.04494953778305488,1,117.91,1.7725383767280156,1,1,-1,1
