,date,dax_open,dax_high,dax_low,dax_close,dax_vol,dax_perc_change,dax_return
34,2010-06-04,6081.470215,6114.580078,5912.899902,5938.879883,131208800,-2.3446687553989882,-1
35,2010-06-07,5876.47998,5954.470215,5851.930176,5904.950195,117565000,0.48447735884229587,1
36,2010-06-08,5916.859863000001,5922.950195,5798.759765999999,5868.549805,163228700,-0.81648136204981,-1
37,2010-06-09,5895.939941,5993.930176,5832.970215,5984.75,115040500,1.5062917853423292,1
38,2010-06-10,5959.109863000001,6089.430176,5925.060059,6056.589844,131094700,1.6358144629158597,1
39,2010-06-11,6082.899902,6084.700195,5983.27002,6047.830078,132370300,-0.5765313348074251,-1
40,2010-06-14,6113.459961,6137.25,6093.379883,6125.0,96620900,0.18876444883287974,1
41,2010-06-15,6089.319824,6194.25,6089.319824,6175.049805,118277000,1.4078744995805546,1
42,2010-06-16,6203.009765999999,6207.299805,6143.180176,6190.910156,120767100,-0.19506030872818883,-1
43,2010-06-17,6181.77002,6241.359863000001,6164.990234000001,6223.540039,112716300,0.6756967480974083,1
44,2010-06-18,6223.879883,6256.549805,6189.709961,6216.97998,260009000,-0.11086176355758473,-1
45,2010-06-21,6320.410156,6330.810059,6263.410156,6292.970215,92615800,-0.4341481062577996,-1
46,2010-06-22,6254.859863000001,6295.580078,6216.390136999999,6269.040039,86801700,0.22670653396859078,1
47,2010-06-23,6219.200195,6271.850098,6178.839844,6204.52002,96948000,-0.23604602745868702,-1
48,2010-06-24,6232.379883,6235.47998,6097.009765999999,6115.47998,113903600,-1.8756864182632103,-1
49,2010-06-25,6116.22998,6149.870117,6039.560059,6070.600098,101546500,-0.7460458836441624,-1
50,2010-06-28,6097.370117,6168.990234000001,6059.830078,6157.220215,81583500,0.9815723312110016,1
51,2010-06-29,6061.680176,6068.819824,5935.350098,5952.029785,122001100,-1.808910859964845,-1
52,2010-06-30,5972.259765999999,6001.029785,5938.200195,5965.52002,110273900,-0.11285085150462772,-1
53,2010-07-01,5885.609863000001,5953.839844,5827.25,5857.430176,133033400,-0.4787895843581629,-1
54,2010-07-02,5885.220215,5941.220215,5833.120117,5834.149902,103990600,-0.8677723370458478,-1
55,2010-07-05,5853.75,5861.049805,5809.370117,5816.200195,58955400,-0.6414658125133402,-1
56,2010-07-06,5847.470215,5995.640136999999,5842.069824,5940.97998,104933400,1.5991490603941414,1
57,2010-07-07,5896.180176,5997.819824,5848.660156,5992.859863000001,117657700,1.6397003502967706,1
58,2010-07-08,6025.859863000001,6057.52002,6006.680176,6035.660156,108892000,0.16263725381625802,1
59,2010-07-09,6070.470215,6078.560059,6039.310059,6065.240234000001,82687900,-0.08615446274781693,-1
60,2010-07-12,6079.950195,6119.700195,6061.839844,6077.189941,68496700,-0.04539928636702778,-1
61,2010-07-13,6078.339844,6200.819824,6076.140136999999,6191.129883,117515900,1.8556060025392604,1
62,2010-07-14,6215.22998,6226.540039,6161.129883,6209.759765999999,97857800,-0.08801305852886318,-1
63,2010-07-15,6187.779785,6248.069824,6127.359863000001,6149.359863000001,114225200,-0.6208999566069583,-1
64,2010-07-16,6165.509765999999,6205.439941,6018.640136999999,6040.27002,143885200,-2.0312958823070866,-1
65,2010-07-19,6034.870117,6083.120117,5993.549805,6009.109863000001,80327500,-0.42685680885549043,-1
66,2010-07-20,6039.160156,6052.509765999999,5906.040039,5967.490234000001,92837300,-1.1867531270684046,-1
67,2010-07-21,6011.720215,6060.490234000001,5976.919922,5990.379883,79687600,-0.35497879536632215,-1
68,2010-07-22,5971.089844,6148.129883,5961.859863000001,6142.149902,100967900,2.864804624768597,1
69,2010-07-23,6125.259765999999,6190.240234000001,6112.5,6166.339844,85493000,0.6706667075252474,1
70,2010-07-26,6201.02002,6201.140136999999,6131.910156,6194.209961,73220100,-0.1098215935126164,-1
71,2010-07-27,6211.100098,6253.640136999999,6189.959961,6207.310059,134573900,-0.061020414100554136,-1
72,2010-07-28,6238.709961,6249.160156,6147.569824,6178.939941,102638200,-0.9580509492128951,-1
73,2010-07-29,6202.779785,6243.419922,6124.450195,6134.700195,111252400,-1.0975658069408532,-1
74,2010-07-30,6123.410156,6184.540039,6059.189941,6147.970215,105538800,0.40108466319106983,1
75,2010-08-02,6187.640136999999,6304.259765999999,6182.680176,6292.129883,104821000,1.6886849216583684,1
76,2010-08-03,6279.950195,6310.319824,6265.609863000001,6307.910156,99281900,0.4452258398842217,1
77,2010-08-04,6287.649902,6361.669922,6264.279785,6331.330078,99509500,0.6946979663436078,1
78,2010-08-05,6332.819824,6382.560059,6321.379883,6333.580078,117072800,0.012004983895461674,1
79,2010-08-06,6361.089844,6386.970215,6244.689941,6259.629883,111202900,-1.5950090863077657,-1
80,2010-08-09,6326.620117,6356.410156,6318.120117,6351.600098,70334800,0.3948392749689019,1
81,2010-08-10,6315.870117,6333.25,6247.620117,6286.25,83815500,-0.4689791976607297,-1
82,2010-08-11,6234.600098,6236.569824,6143.580078,6154.069824,107362000,-1.291667031311809,-1
83,2010-08-12,6141.899902,6173.419922,6097.720215,6135.169922,113104100,-0.10957488899824908,-1
84,2010-08-13,6163.109863000001,6168.709961,6068.819824,6110.410156,98258900,-0.8550830371592334,-1
85,2010-08-16,6132.779785,6156.569824,6062.290039,6110.569824,74503300,-0.36215161441671706,-1
86,2010-08-17,6125.319824,6215.350098,6123.790039,6206.399902,87901100,1.3236872576402463,1
87,2010-08-18,6183.120117,6216.549805,6155.509765999999,6186.310059,76996200,0.05159113747813956,1
88,2010-08-19,6216.330078,6229.459961,6070.830078,6075.129883,105084200,-2.2714397921004403,-1
89,2010-08-20,6079.910156,6097.350098,5999.629883,6005.160156,107089500,-1.22945895715634,-1
90,2010-08-23,6017.189941,6055.22998,5995.370117,6010.910156,66569300,-0.10436408126674623,-1
91,2010-08-24,5962.870117,5975.830078,5869.299805,5935.439941,97950200,-0.46001632538998255,-1
92,2010-08-25,5925.47998,5954.959961,5837.899902,5899.5,107849000,-0.43844515697781616,-1
93,2010-08-26,5937.27002,5948.910156,5896.52002,5912.580078,90854800,-0.41584670929283374,-1
94,2010-08-27,5899.990234000001,5957.319824,5845.490234000001,5951.169922,117064900,0.8674537748395746,1
95,2010-08-30,5973.47998,5978.189941,5889.839844,5912.410156,57738000,-1.022349186813549,-1
96,2010-08-31,5846.029785,5925.810059,5833.509765999999,5925.220215,102991500,1.354601890725751,1
97,2010-09-01,5936.939941,6087.939941,5876.430176,6083.899902,119785800,2.4753486216882123,1
98,2010-09-02,6071.560059,6104.089844,6052.549805,6083.850098,96113500,0.20241978800459598,1
99,2010-09-03,6091.660156,6178.009765999999,6088.259765999999,6134.620117,94990500,0.7052258317084042,1
100,2010-09-06,6156.290039,6164.930176,6140.97998,6155.040039,63508500,-0.020304436471986695,-1
101,2010-09-07,6136.919922,6138.930176,6083.200195,6117.890136999999,81983300,-0.3100869042103924,-1
102,2010-09-08,6099.330078,6180.379883,6062.649902,6164.439941,108640300,1.0674920387543532,1
103,2010-09-09,6141.839844,6233.069824,6133.990234000001,6221.52002,102017200,1.2973339915048403,1
104,2010-09-10,6186.220215,6224.649902,6182.560059,6214.77002,94002800,0.46150644509507893,1
105,2010-09-13,6258.509765999999,6290.870117,6231.52002,6261.680176,93974100,0.05065758652681521,1
106,2010-09-14,6261.779785,6287.779785,6231.379883,6275.410156,112788800,0.21767566838826793,1
107,2010-09-15,6282.52002,6288.200195,6227.200195,6261.870117,104880700,-0.32868821642051116,-1
108,2010-09-16,6255.140136999999,6281.100098,6233.970215,6249.649902,96808800,-0.08777157473297552,-1
109,2010-09-17,6297.930176,6321.200195,6185.740234000001,6209.759765999999,232899500,-1.3999902751541817,-1
110,2010-09-20,6231.279785,6301.629883,6219.850098,6294.580078,96805800,1.0158473890448212,1
111,2010-09-21,6281.069824,6339.970215,6275.97998,6275.97998,130949600,-0.08103466674660684,-1
112,2010-09-22,6286.330078,6297.399902,6192.430176,6208.330078,133906500,-1.2407875347330752,-1
113,2010-09-23,6252.310059,6263.740234000001,6129.439941,6184.709961,117864900,-1.0812019455543895,-1
114,2010-09-24,6173.890136999999,6310.279785,6146.419922,6298.299805,114746400,2.015093648239958,1
115,2010-09-27,6307.870117,6324.089844,6272.169922,6278.890136999999,86116600,-0.45942575643557715,-1
116,2010-09-28,6258.200195,6311.919922,6197.959961,6276.089844,109270100,0.28585932764331673,1
117,2010-09-29,6296.279785,6326.339844,6223.140136999999,6246.919922,120081800,-0.7839528211181562,-1
118,2010-09-30,6214.02002,6339.359863000001,6204.689941,6229.02002,137412300,0.24138963105561415,1
119,2010-10-01,6244.060059,6293.089844,6187.220215,6211.339844,125509200,-0.5240214650536288,-1
120,2010-10-04,6205.0,6210.25,6128.540039,6134.209961,90481300,-1.1408547784045195,-1
121,2010-10-05,6132.120117,6233.450195,6115.870117,6215.830078,106588200,1.365106348258435,1
122,2010-10-06,6248.810059,6289.560059,6242.52002,6270.72998,111931000,0.3507855222520167,1
123,2010-10-07,6278.609863000001,6321.790039,6233.140136999999,6276.25,97564700,-0.037585756266005896,-1
124,2010-10-08,6269.47998,6295.089844,6239.430176,6291.669922,124534200,0.35393592563956117,1
125,2010-10-11,6308.430176,6325.310059,6289.359863000001,6309.509765999999,79124000,0.017113449303229174,1
126,2010-10-12,6257.029785,6316.77002,6228.390136999999,6304.569824,99634300,0.7597860427957103,1
127,2010-10-13,6339.759765999999,6456.27002,6335.220215,6434.52002,148838900,1.4946978670737336,1
128,2010-10-14,6446.319824,6485.709961,6445.319824,6455.27002,110051500,0.13884194772151562,1
129,2010-10-15,6478.0,6512.779785,6438.779785,6492.299805,137125800,0.22074413399196746,1
130,2010-10-18,6465.830078,6533.830078,6462.589844,6516.629883,91058500,0.7856656359226961,1
131,2010-10-19,6508.359863000001,6544.790039,6472.180176,6490.689941,101370600,-0.27149577423421817,-1
132,2010-10-20,6470.299805,6527.850098,6461.47998,6524.549805,95159700,0.8384464651557209,1
133,2010-10-21,6514.990234000001,6621.839844,6504.660156,6611.009765999999,95687700,1.4738246497883918,1
134,2010-10-22,6594.899902,6623.939941,6586.399902,6605.839844,67471100,0.16588488320622236,1
135,2010-10-25,6645.450195,6668.540039,6625.830078,6639.209961,75742000,-0.09390235148697525,-1
136,2010-10-26,6634.240234000001,6645.700195,6580.279785,6613.799805,95124400,-0.3081050471347934,-1
137,2010-10-27,6591.240234000001,6629.129883,6553.25,6568.0,117914500,-0.3525927317914958,-1
138,2010-10-28,6600.279785,6644.609863000001,6576.02002,6595.279785,104323100,-0.07575436440381142,-1
139,2010-10-29,6585.970215,6630.97998,6569.25,6601.370117,93680300,0.23382890443272542,1
140,2010-11-01,6637.089844,6670.899902,6586.009765999999,6604.859863000001,75385200,-0.4856041089926746,-1
141,2010-11-02,6600.410156,6668.930176,6597.459961,6654.310059,71574400,0.8166144485885257,1
142,2010-11-03,6666.069824,6682.910156,6604.75,6617.799805,82909600,-0.724115112419208,-1
143,2010-11-04,6677.779785,6757.290039,6676.419922,6734.689941,130037000,0.8522316972451633,1
144,2010-11-05,6743.560059,6775.169922,6712.470215,6754.200195,111691700,0.1577821789515997,1
145,2010-11-08,6746.439941,6759.410156,6728.350098000001,6750.5,98820700,0.06018076252819286,1
146,2010-11-09,6742.049805,6810.859863,6736.629883,6787.810059,109749700,0.6787291005483861,1
147,2010-11-10,6759.589844,6783.689941,6684.220215,6719.839844,132576800,-0.5880534310122855,-1
148,2010-11-11,6747.799805,6750.390137,6700.470215,6723.410156,107482000,-0.36144594838049937,-1
149,2010-11-12,6650.919922,6758.589844,6617.970215,6734.609863,117494900,1.2583212845965708,1
150,2010-11-15,6705.129883,6812.959961,6679.689941,6790.169922,95231800,1.2682832470644394,1
151,2010-11-16,6751.129883,6772.009765999999,6663.149902,6663.240234000001,131975000,-1.3018509571459067,-1
152,2010-11-17,6658.990234000001,6705.189941,6653.569824,6700.069824,85428300,0.616904193525498,1
153,2010-11-18,6765.700195,6835.540039,6754.399901999999,6832.109863,99615600,0.9815638601467667,1
154,2010-11-19,6841.370117,6854.089844,6794.430176000001,6843.549805,107514800,0.03186040168449579,1
155,2010-11-22,6892.02002,6901.930176000001,6805.970215,6822.049805,96805200,-1.0152352256225785,-1
156,2010-11-23,6791.75,6827.830078,6705.0,6705.0,115849900,-1.277284941289064,-1
157,2010-11-24,6740.609863,6833.700195,6701.97998,6823.799805,118626100,1.2341604645692277,1
158,2010-11-25,6834.680176000001,6885.810059,6823.189941,6879.660156,84547500,0.6581138962134101,1
159,2010-11-26,6842.390137,6871.709961,6778.600098000001,6848.97998,101948600,0.09630908013218051,1
160,2010-11-29,6867.77002,6907.609863,6697.970215,6697.970215,123908800,-2.472415420223982,-1
161,2010-11-30,6732.589844,6763.52002,6655.939941,6688.490234000001,132333700,-0.6550170294318511,-1
162,2010-12-01,6748.359863,6868.810059,6736.689941,6866.629883,121565400,1.7525742906576813,1
163,2010-12-02,6895.77002,6958.689941,6840.649901999999,6957.609863,130561600,0.8967793708410211,1
164,2010-12-03,6947.310059,6977.910156,6914.5,6947.720215,103221900,0.005903810201598422,1
165,2010-12-06,6970.240234000001,6971.950195,6926.569823999999,6954.379883,84507200,-0.2275438215549053,-1
166,2010-12-07,6987.879883,7042.669922,6962.100098000001,7001.910156,112763600,0.20078011120558795,1
167,2010-12-08,6976.189941,7013.529785,6956.669922,6975.870117,89053100,-0.004584508201526961,-1
168,2010-12-09,7017.990234000001,7021.310059,6947.899901999999,6964.160156,141055000,-0.767029822002469,-1
169,2010-12-10,6987.689941,7018.109863,6973.319823999999,7006.169922,98519300,0.26446481106108954,1
170,2010-12-13,7027.580078,7044.870117,7017.600098000001,7029.390137,72037500,0.02575650479838424,1
171,2010-12-14,7024.790039,7032.649901999999,7011.140137,7027.399901999999,75982500,0.037152185125952746,1
172,2010-12-15,7007.490234000001,7029.740234000001,6964.129883,7016.370117,93677700,0.12671987692419248,1
173,2010-12-16,7012.990234000001,7033.029785,6991.689941,7024.399901999999,78306500,0.16269333935020588,1
174,2010-12-17,7042.830078,7043.149901999999,6980.180176000001,6982.450195,188705900,-0.8573241485494719,-1
175,2010-12-20,7000.379883,7068.560059,6992.669922,7018.600098000001,73899400,0.2602746608687321,1
176,2010-12-21,7045.25,7087.839844,7042.97998,7077.990234000001,66695100,0.46471358716867084,1
177,2010-12-22,7079.220215,7084.100098000001,7067.709961,7067.919922,62438000,-0.15962623928630304,-1
178,2010-12-23,7083.080078,7083.080078,7042.580078,7057.689941,42131200,-0.3584618092750627,-1
179,2010-12-27,7055.319823999999,7056.339844,6943.049805,6970.72998,44519600,-1.198951232688997,-1
180,2010-12-28,6984.850098000001,6990.810059,6957.649901999999,6972.100098000001,32268800,-0.1825379187972947,-1
181,2010-12-29,6989.540039,7008.310059,6981.790039,6995.470215,39088900,0.08484358007695571,1
182,2010-12-30,6996.560059,7008.120117,6897.220215,6914.189941,43679800,-1.1772945176686394,-1
183,2011-01-03,6973.390137,7026.620117,6969.830078,6989.740234000001,61893200,0.23446410825702607,1
184,2011-01-04,6979.680176000001,7025.859863,6952.02002,6975.350098000001,87665600,-0.06203834403314295,-1
185,2011-01-05,6966.080078,6967.240234000001,6842.899901999999,6939.819823999999,117141900,-0.37697318586581874,-1
186,2011-01-06,6949.47998,7047.589844,6949.069823999999,6981.390137,91236400,0.4591733063745045,1
187,2011-01-07,6991.549805,7010.890137,6939.879883,6947.839844,92626900,-0.6251827165522075,-1
188,2011-01-10,6920.359863,6941.390137,6835.740234000001,6857.060059,93167900,-0.9146894851297318,-1
189,2011-01-11,6879.390137,6951.189941,6860.52002,6941.569823999999,115258100,0.9038546406253761,1
190,2011-01-12,6958.839844,7070.399901999999,6958.5,7068.779785,122555700,1.5798601988920788,1
191,2011-01-13,7075.540039,7084.069823999999,7036.089844,7075.109863,160361400,-0.006079762076529127,-1
192,2011-01-14,7055.419922,7083.02002,7015.350098000001,7075.700195,125089000,0.2874424658518618,1
193,2011-01-17,7072.75,7087.430176000001,7055.830078,7078.060059,79250900,0.07507771376056505,1
194,2011-01-18,7100.47998,7156.25,7099.120117,7143.450195,121727300,0.605173384349156,1
195,2011-01-19,7163.370117,7165.0,7077.22998,7082.759765999999,110001900,-1.125313221059148,-1
196,2011-01-20,7074.890137,7084.240234000001,7008.620117,7024.27002,154426700,-0.7154897958806338,-1
197,2011-01-21,7047.700195,7122.890137,7023.689941,7062.419922,173919200,0.20885858638599047,1
198,2011-01-24,7080.779785,7089.620117,7000.410156,7067.77002,121571600,-0.18373350669031982,-1
199,2011-01-25,7096.839844,7102.080078,7043.640137,7059.009765999999,122874800,-0.5330552588414994,-1
200,2011-01-26,7092.890137,7160.859863,7087.25,7127.350098000001,109512300,0.4858380763610081,1
201,2011-01-27,7120.640137,7180.149901999999,7114.350098000001,7155.580078,113476500,0.49068539243327347,1
202,2011-01-28,7155.470215,7177.22998,7102.799805,7102.799805,96018200,-0.7360859372957452,-1
203,2011-01-31,7094.560059,7107.370117,7033.089844,7077.47998,93018500,-0.24074895212611372,-1
204,2011-02-01,7133.339844,7190.75,7105.310059,7184.27002,117369400,0.7139737782553325,1
205,2011-02-02,7202.620117,7222.129883,7160.359863,7183.669922,114242400,-0.263101408823063,-1
206,2011-02-03,7175.75,7198.97998,7144.080078,7193.680176000001,105091300,0.24987180434102016,1
207,2011-02-04,7216.660156,7226.640137,7186.240234000001,7216.209961,94076900,-0.006238273526377054,-1
208,2011-02-07,7222.049805,7287.660156,7214.049805,7283.620117,93205600,0.8525323649440096,1
209,2011-02-08,7274.169922,7325.029785,7272.799805,7323.240234000001,98883400,0.6745829768368826,1
210,2011-02-09,7319.120117,7350.779785,7310.439941,7320.899901999999,81819000,0.024316925689809803,1
211,2011-02-10,7322.620117,7340.870117,7269.529785,7340.279785,105376400,0.24116597225904307,1
212,2011-02-11,7320.069823999999,7390.47998,7283.870117,7371.200195,96097500,0.6984956732565877,1
213,2011-02-14,7403.830078,7424.359863,7378.410156,7396.629883,69641000,-0.09724959816940236,-1
214,2011-02-15,7397.680176000001,7420.689941,7376.240234000001,7400.040039,101585600,0.031900040875728675,1
215,2011-02-16,7414.22998,7438.419922,7399.819823999999,7414.299805,122447300,0.0009417700852001674,1
216,2011-02-17,7429.0,7434.930176000001,7364.040039,7405.509765999999,112233100,-0.31619644635887445,-1
217,2011-02-18,7422.109863,7427.299805,7379.939941,7426.810059,122186000,0.06332695266923574,1
218,2011-02-21,7412.060059,7441.819823999999,7310.689941,7321.810059,100847900,-1.217610209329255,-1
219,2011-02-22,7293.109863,7350.950195,7259.669922,7318.350098000001,121301400,0.3460832960717065,1
220,2011-02-23,7295.120117,7310.72998,7183.299805,7194.600098000001,118018600,-1.3779076613934742,-1
221,2011-02-24,7134.700195,7156.049805,7093.910156,7130.5,137570400,-0.058869957884759426,-1
222,2011-02-25,7139.879883,7194.02002,7130.149901999999,7185.169922,114084700,0.6343249430265021,1
223,2011-02-28,7173.589844,7305.490234000001,7148.939941,7272.319823999999,101476200,1.3762980898967487,1
224,2011-03-01,7309.799805,7356.330078,7193.779785,7223.299805,112179300,-1.1833429410861958,-1
225,2011-03-02,7169.040039,7202.580078,7122.689941,7181.120117,111139900,0.16850342492556353,1
226,2011-03-03,7225.22998,7294.040039,7191.140137,7225.959961,95318500,0.010103221655506358,1
227,2011-03-04,7262.540039,7311.25,7157.120117,7178.899901999999,97463100,-1.1516650724244115,-1
228,2011-03-07,7137.810059,7270.810059,7127.310059,7161.930176000001,86671800,0.33792040977032656,1
229,2011-03-08,7211.060059,7222.160156,7072.470215,7164.75,143918800,-0.6422087546227212,-1
230,2011-03-09,7177.549805,7217.540039,7109.259765999999,7131.799805,129975700,-0.6374041454666018,-1
231,2011-03-10,7078.689941,7109.709961,7021.950195,7063.089844,131965800,-0.220381131678664,-1
232,2011-03-11,7002.259765999999,7014.02002,6963.310059,6981.490234000001,141420300,-0.29661184666193713,-1
233,2011-03-14,6896.310059,6946.439941,6847.939941,6866.629883,170810200,-0.4303776330541688,-1
234,2011-03-15,6668.990234000001,6714.830078,6483.390136999999,6647.660156,284442100,-0.3198396946400576,-1
235,2011-03-16,6696.310059,6733.029785,6501.850098,6513.839844,202700000,-2.7249367695385605,-1
236,2011-03-17,6557.850098,6692.830078,6517.180176,6656.879883,146277000,1.510095283059331,1
237,2011-03-18,6715.169922,6761.310059,6655.689941,6664.399902,252614000,-0.756049669475511,-1
238,2011-03-21,6782.299805,6829.75,6781.299805,6816.120117,218418400,0.49865551468349967,1
239,2011-03-22,6823.080078,6826.029785,6765.060059,6780.970215,119673000,-0.6171679434889915,-1
240,2011-03-23,6749.180176000001,6807.379883,6720.02002,6804.450195,95709800,0.8189145578975515,1
241,2011-03-24,6798.080078,6941.720215,6787.040039,6933.580078,103543200,1.9932098246166028,1
242,2011-03-25,6971.77002,6985.25,6920.569823999999,6946.359863,80873800,-0.3644721057508471,-1
243,2011-03-28,6931.859863,6981.189941,6915.580078,6938.629883,72637400,0.09766527503154072,1
244,2011-03-29,6952.509765999999,6960.160156,6867.419922,6934.439941,93210600,-0.25990362628998837,-1
245,2011-03-30,7010.77002,7065.27002,7002.77002,7057.149901999999,100538400,0.661551896121095,1
246,2011-03-31,7068.290039,7079.759765999999,7041.310059,7041.310059,96954200,-0.3817044837030642,-1
247,2011-04-01,7086.560059,7192.379883,7086.560059,7179.810059,103281900,1.3158711592597256,1
248,2011-04-04,7178.589844,7200.259765999999,7168.240234000001,7175.330078,79269800,-0.04540955913123662,-1
249,2011-04-05,7174.689941,7186.350098000001,7129.410156,7175.310059,104322600,0.008643133084498123,1
250,2011-04-06,7197.370117,7242.689941,7157.680176000001,7215.109863,153818400,0.2464753890882792,1
251,2011-04-07,7212.459961,7241.089844,7175.350098000001,7178.779785,125928000,-0.4669721035835065,-1
252,2011-04-08,7226.790039,7232.870117,7195.439941,7217.02002,117232400,-0.135191681884706,-1
253,2011-04-11,7215.339844,7224.740234000001,7157.330078,7204.859863,108138900,-0.14524584048130673,-1
254,2011-04-12,7131.439941,7177.740234000001,7089.169922,7102.910156,147603100,-0.4000564435237907,-1
255,2011-04-13,7135.209961,7201.120117,7122.509765999999,7177.970215,182464900,0.5992851539579344,1
256,2011-04-14,7160.990234000001,7184.930176000001,7099.660156,7146.560059,134223300,-0.2015108878585913,-1
257,2011-04-15,7166.97998,7193.379883,7144.959961,7178.290039,187053300,0.15780787767737514,1
258,2011-04-18,7165.990234000001,7174.75,6994.560059,7026.850098000001,163927600,-1.9416735364755449,-1
259,2011-04-19,7050.850098000001,7078.790039,7027.040039,7039.310059,130648600,-0.1636687610657587,-1
260,2011-04-20,7137.100098000001,7261.259765999999,7136.740234000001,7249.189941,142610300,1.570523622492128,1
261,2011-04-21,7294.580078,7316.529785,7280.100098000001,7295.490234000001,115546600,0.012477154137299811,1
262,2011-04-26,7288.77002,7359.970215,7278.52002,7356.509765999999,83584900,0.9293714277460394,1
263,2011-04-27,7374.109863,7428.720215,7361.240234000001,7404.950195,107731000,0.41822447146799,1
264,2011-04-28,7450.569823999999,7480.330078,7426.620117,7475.220215,138731300,0.3308524258184449,1
265,2011-04-29,7475.0,7514.689941,7461.529785,7514.459961,91918500,0.5278924548494925,1
266,2011-05-02,7570.859863,7600.410156,7527.640137,7527.640137,92276200,-0.5708694492051167,-1
267,2011-05-03,7518.600098000001,7523.680176000001,7446.830078,7500.700195,142236900,-0.23807494436047938,-1
268,2011-05-04,7475.180176000001,7534.259765999999,7355.399901999999,7373.930176000001,182273400,-1.354482401977089,-1
269,2011-05-05,7416.379883,7423.959961,7291.390137,7376.959961,194776600,-0.5315251190187724,-1
270,2011-05-06,7391.040039,7501.629883,7362.549805,7492.25,175803700,1.3693602045983932,1
271,2011-05-09,7461.350098000001,7489.089844,7379.970215,7410.52002,121918900,-0.6812450472418626,-1
272,2011-05-10,7446.439941,7533.859863,7423.330078,7501.52002,107863900,0.7396833847639073,1
273,2011-05-11,7526.560059,7566.410156,7469.629883,7495.049805,118539600,-0.4186541229060126,-1
274,2011-05-12,7438.02002,7443.950195,7356.759765999999,7443.950195,154679300,0.0797278709126198,1
275,2011-05-13,7486.200195,7511.089844,7391.140137,7403.310059,136905900,-1.1072391044973917,-1
276,2011-05-16,7348.120117,7402.52002,7284.959961,7387.540039,154713300,0.5364626785128537,1
