,date,apple_close,apple_vol,apple_intra_perc_change,apple_intra_returns,apple_pct_change,apple_pct_returns,apple_opening_change,apple_target,apple_intra_target,apple_open_target
37,2010-05-20,33.97,319497456,1.6787264833574485,1,-0.018775274407856646,-1,-2.6211950394588497,-1,1,-1
38,2010-05-21,34.62,305744272,-4.088995790739626,-1,-0.017872340425531985,-1,-2.090079481895793,-1,-1,-1
39,2010-05-24,35.25,188078156,0.22643645626945455,1,0.006280331144733031,1,2.0508376660889684,1,1,1
40,2010-05-25,35.03,261342838,-2.4568587306229994,-1,0.004588471465443167,1,-3.0070921985815664,1,-1,-1
41,2010-05-26,34.87,212125404,2.4069409459837656,1,-0.03647416413373861,-1,1.9982871824150605,-1,1,1
42,2010-05-27,36.19,165270400,-1.0893854748603369,-1,-0.013896457765667725,-1,2.6670490392887864,-1,-1,1
43,2010-05-28,36.7,203645811,0.9713977334052871,1,-0.015029522275898932,-1,2.4039789997236936,-1,1,1
44,2010-06-01,37.26,218455576,-0.43126684636117674,-1,-0.011933174224343701,-1,1.089918256130786,-1,-1,1
45,2010-06-02,37.71,171594061,0.21169621593013574,1,0.0031923383878691425,1,1.4224369296833097,1,1,1
46,2010-06-03,37.59,162341809,0.7655755015839469,1,0.02789171452009853,1,0.4508088040307656,1,1,1
47,2010-06-04,36.57,189045767,0.8674437516942268,1,0.020083682008368076,1,-1.8621973929236573,1,1,-1
48,2010-06-07,35.85,221253336,2.845528455284545,1,0.006457046603032035,1,0.9023789991796508,1,1,1
49,2010-06-08,35.62,249904415,1.5478164731896138,1,0.025331030512377506,1,0.9205020920502044,1,1,1
50,2010-06-09,34.74,213040094,3.2850779510022265,1,-0.029337803855825517,-1,0.8422234699607083,-1,1,1
51,2010-06-10,35.79,193507918,-2.315608919382511,-1,-0.01187189398122579,-1,0.6908462867011942,-1,-1,1
52,2010-06-11,36.22,136154451,-2.14326001128031,-1,-0.003027800715661999,-1,-0.9220452640402299,-1,-1,-1
53,2010-06-14,36.33,150469315,0.6562756357670275,1,-0.020754716981132182,-1,0.9663169519602469,-1,1,1
54,2010-06-15,37.1,145862054,-1.5881708652792943,-1,-0.028287061288632787,-1,0.522983759977993,-1,-1,1
55,2010-06-16,38.18,195557169,-2.35924932975872,-1,-0.016992790937178315,-1,0.539083557951471,-1,-1,1
56,2010-06-17,38.84,217872895,-0.46559751681326134,-1,-0.00791826309067678,-1,1.257202723939227,-1,-1,1
57,2010-06-18,39.15,195928029,-0.6685523270763641,-1,0.014248704663212264,1,0.12873326467558485,1,-1,1
58,2010-06-21,38.6,193217628,2.6972523317368293,1,-0.01329243353783216,-1,1.3282247765006467,-1,1,1
59,2010-06-22,39.12,178776694,-0.6172839506172707,-1,0.010591578403513324,1,0.7253886010362723,1,-1,1
60,2010-06-23,38.71,191838418,1.325516186591884,1,0.007285974499089187,1,0.2811860940695282,1,1,1
61,2010-06-24,38.43,178309303,0.7233273056057895,1,0.008661417322834541,1,0.0,1,1,-1
62,2010-06-25,38.1,136678611,1.244167962674953,1,-0.0060005217845029435,-1,0.3903200624512063,-1,1,1
63,2010-06-28,38.33,146186434,-0.5245213742459893,-1,0.04726775956284146,1,0.07874015748031794,1,-1,1
64,2010-06-29,36.6,282782865,2.9949642194540034,1,0.01864736988588933,1,-1.5653535090007866,1,1,-1
65,2010-06-30,35.93,184538045,2.0179983637851158,1,0.012112676056337923,1,0.19125683060109366,1,1,1
66,2010-07-01,35.5,255527517,2.2846132672722224,1,0.006235827664399007,1,1.113275814082935,1,1,1
67,2010-07-02,35.28,173446612,1.397428731134712,1,-0.006756756756756799,-1,0.7887323943662005,-1,1,1
68,2010-07-06,35.52,153559326,0.9481316229782384,1,-0.03870094722598105,-1,1.6439909297052104,-1,1,1
69,2010-07-07,36.95,163169979,-3.2699832308552312,-1,0.002169785733658891,1,0.7319819819819763,1,-1,1
70,2010-07-08,36.87,184252935,1.6800000000000068,1,-0.005931517929361196,-1,1.488497970230033,-1,1,1
71,2010-07-09,37.09,108260072,-1.062670299727522,-1,0.008977149075081847,1,-0.4610794684024806,1,-1,-1
72,2010-07-12,36.76,140474992,0.4603303547251603,1,0.021962746733388938,1,-0.43138312213535634,1,1,-1
73,2010-07-13,35.97,296797219,1.774986346258871,1,-0.003601108033241096,-1,-0.3808487486398275,-1,1,-1
74,2010-07-14,36.1,202950851,-1.3191131069323572,-1,0.0050111358574609355,1,-0.9452321378926782,1,-1,-1
75,2010-07-15,35.92,205060442,-1.2972363226170356,-1,0.006162464985994376,1,-1.7728531855955694,1,-1,-1
76,2010-07-16,35.7,259540618,1.2994194083494577,1,0.01767388825541638,1,0.6959910913140311,1,1,1
77,2010-07-19,35.08,255842447,1.736694677871161,1,-0.02501389660922726,-1,0.0,-1,1,-1
78,2010-07-20,35.98,263591379,-3.6887608069164095,-1,-0.009361233480176256,-1,-1.0832383124287213,-1,-1,-1
79,2010-07-21,36.32,295973249,4.092949564298911,1,-0.018378378378378413,-1,5.252918287937745,-1,1,1
80,2010-07-22,37.0,161139628,-0.5161640858462312,-1,-0.003501211957985473,-1,1.349118942731283,-1,-1,1
81,2010-07-23,37.13,133236640,-1.0890280424721093,-1,0.0024298056155509506,1,-0.7297297297297382,1,-1,-1
82,2010-07-26,37.04,104188731,0.26925148088314865,1,-0.018287834614365117,-1,0.026932399676805843,-1,1,1
83,2010-07-27,37.73,145188934,-1.2342366514622851,-1,0.012070815450643702,1,0.6209503239740929,1,-1,1
84,2010-07-28,37.28,129737759,1.0353066100345116,1,0.011120151885001484,1,-0.1590246488205544,1,1,-1
85,2010-07-29,36.87,160834008,0.9935553168635998,1,0.0032653061224490187,1,-0.1072961373390535,1,1,-1
86,2010-07-30,36.75,112029784,-0.5196936542669521,-1,-0.017642341619887647,-1,-0.8407919717927724,-1,-1,-1
87,2010-08-02,37.41,106583082,-0.5374899220639499,-1,-0.0002672367717799773,-1,1.2517006802721113,-1,-1,1
88,2010-08-03,37.42,104082541,-0.348618932689736,-1,-0.003992547245142308,-1,-0.32076984763431554,-1,-1,-1
89,2010-08-04,37.57,105052042,-0.05326231691079395,-1,0.004814121422840323,1,0.3474078033137238,1,-1,1
90,2010-08-05,37.39,72257102,0.0,-1,0.006189451022605041,1,-0.4791056694170874,1,-1,-1
91,2010-08-06,37.16,111151143,-0.1347345728913963,-1,-0.006151377373629474,-1,-0.7488633324418323,-1,-1,-1
92,2010-08-09,37.39,75552633,-0.10709504685408071,-1,0.008904479222881845,1,0.5113024757804221,1,-1,1
93,2010-08-10,37.06,112874754,0.16163793103446975,1,0.03693340794627864,1,-0.7221182134260581,1,1,-1
94,2010-08-11,35.74,154454626,2.0553576322280076,1,-0.006394217403391633,-1,-1.5380464112250412,-1,1,-1
95,2010-08-12,35.97,133552620,-2.0715096481271194,-1,0.010677156504635965,1,-1.3989927252378287,1,-1,-1
96,2010-08-13,35.59,88560037,1.0013908205841429,1,0.005935556811758058,1,-0.055601890464264725,1,1,-1
97,2010-08-16,35.38,79420764,-0.02827254735653129,-1,-0.01722222222222214,-1,-0.6181511660578981,-1,-1,-1
98,2010-08-17,36.0,105546662,-0.755667506297238,-1,-0.004149377593360981,-1,0.9892594686263264,-1,-1,1
99,2010-08-18,36.15,84548265,-0.27739251040222307,-1,0.012605042016806678,1,0.138888888888881,1,-1,1
100,2010-08-19,35.7,106533662,1.1627906976744036,1,0.00112170499158748,1,-0.08298755186722306,1,1,-1
101,2010-08-20,35.66,95681559,-0.08419870895311263,-1,0.015665052691540726,1,-0.1960784313725498,1,-1,-1
102,2010-08-23,35.11,103289091,2.390881289963857,1,0.02421236872812127,1,0.8693213684800962,1,1,1
103,2010-08-24,34.28,150183995,1.1248918373233359,1,-0.012103746397694626,-1,-1.2532042153232634,-1,1,-1
104,2010-08-25,34.7,148938905,-2.0288150543957806,-1,0.01077774541217602,1,-0.7876312718786557,1,-1,-1
105,2010-08-26,34.33,116284385,2.08214489446664,1,-0.0055040556199306145,-1,1.0374639769452432,-1,1,1
106,2010-08-27,34.52,136758551,0.057903879559919,1,-0.0034642032332562467,-1,0.6117098747451234,-1,1,1
107,2010-08-30,34.64,95553599,-0.7269555103227682,-1,-0.0025914195220269054,-1,-0.3765932792584083,-1,-1,-1
108,2010-08-31,34.73,104966361,-0.5209840810419674,-1,-0.028803131991051445,-1,-0.25981524249423615,-1,-1,-1
109,2010-09-01,35.76,173960762,-1.1598302687411501,-1,-0.007218212104386557,-1,1.7852001151742143,-1,-1,1
110,2010-09-02,36.02,103632581,-0.362217887991091,-1,-0.025696510684338536,-1,0.3635346756152197,-1,-1,1
111,2010-09-03,36.97,130035609,-1.4544456641053818,-1,0.003801248981808225,1,1.1660188784008734,1,-1,1
112,2010-09-07,36.83,85565506,-0.4637206764866386,-1,-0.019435569755058668,-1,-0.838517717067899,-1,-1,-1
113,2010-09-08,37.56,131395709,-1.2126111560226431,-1,-0.000532197977647586,-1,0.7602497963616648,-1,-1,1
114,2010-09-09,37.58,109347103,0.739566825145275,1,-0.0013287270794579698,-1,0.7987220447284269,-1,1,1
115,2010-09-10,37.63,96849369,-0.07978723404255621,-1,-0.013630406290956687,-1,0.05321979776477682,-1,-1,1
116,2010-09-13,38.15,96883319,-0.4740584672109553,-1,-0.003656307129798919,-1,0.903534414031348,-1,-1,1
117,2010-09-14,38.29,101293530,-0.6836707862213989,-1,-0.00803108808290165,-1,-0.3145478374836106,-1,-1,-1
118,2010-09-15,38.6,106805122,-0.756982511093707,-1,-0.0230321437610731,-1,0.052232958997135356,-1,-1,1
119,2010-09-16,39.51,162463819,-2.3310023310023276,-1,0.004321301474326189,1,0.02590673575129018,1,-1,1
120,2010-09-17,39.34,157292917,0.8318628686664944,1,-0.02768166089965396,-1,0.4049607694254713,-1,1,1
121,2010-09-20,40.46,164490809,-2.586206896551732,-1,-0.0019733596447951696,-1,0.25419420437212586,-1,-1,1
122,2010-09-21,40.54,166544330,0.024660912453755884,1,-0.013865239601070334,-1,0.2224419179436389,-1,1,1
123,2010-09-22,41.11,146168794,-1.7826194602624383,-1,-0.0038769081657379356,-1,-0.37000493339910845,-1,-1,-1
124,2010-09-23,41.27,196189899,-0.9046454767726272,-1,-0.01173371647509569,-1,-0.5108246168815395,-1,-1,-1
125,2010-09-24,41.76,161761929,-0.0718907260963363,-1,0.004087521038711017,1,1.114611097649609,1,-1,1
126,2010-09-27,41.59,120369236,0.9761904761904681,1,0.014885309907272104,1,0.5747126436781657,1,1,1
127,2010-09-28,40.98,258538988,1.679462571976974,1,-0.001705237515225333,-1,0.21639817263764438,-1,1,1
128,2010-09-29,41.05,117244505,-0.04874482086277363,-1,0.012580167735569692,1,0.12201073694486156,1,-1,1
129,2010-09-30,40.54,167988710,1.8164204407846936,1,0.004459861248761188,1,0.5846528623629769,1,1,1
130,2010-10-01,40.36,112000034,1.272015655577307,1,0.01381562421502136,1,0.8386778490379956,1,1,1
131,2010-10-04,39.81,108637023,1.0439970171513662,1,-0.03561046511627908,-1,-0.32210109018831157,-1,1,-1
132,2010-10-05,41.28,124901667,-2.4571854058078975,-1,-0.000726216412490932,-1,1.2057272042200373,-1,-1,1
133,2010-10-06,41.31,167206320,0.14503263234226535,1,-0.0002420135527588796,-1,0.21802325581394455,-1,1,1
134,2010-10-07,41.32,101859481,0.38572806171648166,1,-0.016424660795048784,-1,0.4115226337448429,-1,1,1
135,2010-10-08,42.01,164183439,-0.8159347252219734,-1,-0.004266413842142658,-1,0.8470474346563441,-1,-1,1
136,2010-10-11,42.19,106676392,-0.18997862740441296,-1,-0.010785463071512291,-1,0.23803856224708744,-1,-1,1
137,2010-10-12,42.65,139112862,-1.0663507109004637,-1,-0.0053638059701492935,-1,0.02370229912302706,-1,-1,1
138,2010-10-13,42.88,155265647,0.023315458148747983,1,-0.007177587404491703,-1,0.5627198124267339,-1,1,1
139,2010-10-14,43.19,108314742,-0.20881670533641836,-1,-0.03936832740213525,-1,0.5130597014925347,-1,-1,1
140,2010-10-15,44.96,229189449,-2.367941712204005,-1,-0.010345586616772984,-1,1.6902060662190415,-1,-1,1
141,2010-10-18,45.43,267603430,0.15384615384615447,1,0.02759556661388829,1,1.201067615658361,1,1,1
142,2010-10-19,44.21,307005952,-2.007383479464692,-1,-0.003381424706943137,-1,-4.600484261501203,-1,-1,-1
143,2010-10-20,44.36,179414674,-0.4984141368373332,-1,0.003165988240615203,1,-0.1583352182764087,1,-1,-1
144,2010-10-21,44.22,136781721,0.8964589870013415,1,0.006830601092896016,1,0.5861136158701488,1,1,1
145,2010-10-22,43.92,92488648,0.5209513023782488,1,-0.00453309156844961,-1,-0.15829941203075595,-1,1,-1
146,2010-10-25,44.12,96214749,0.09057971014492561,1,0.002499431947284636,1,0.5464480874316823,1,1,1
147,2010-10-26,44.01,97175079,-0.38777372262772486,-1,0.0006821282401092699,1,-0.634632819582942,1,-1,-1
148,2010-10-27,43.98,97963209,-0.06825938566551543,-1,0.008484292593441856,1,-0.136332651670064,1,-1,-1
149,2010-10-28,43.61,137111911,0.8638326892475621,1,0.014186046511627914,1,0.02273760800364965,1,1,1
150,2010-10-29,43.0,106459252,1.05844454670962,1,-0.010356731875719283,-1,-0.3439578078422348,-1,1,-1
151,2010-11-01,43.45,105463082,-0.6485985638174685,-1,-0.01674587010635875,-1,0.39534883720930625,-1,-1,1
152,2010-11-02,44.19,107689502,-0.7523939808481493,-1,-0.011188185276348128,-1,0.9436133486766319,-1,-1,1
153,2010-11-03,44.69,126496828,-0.47212230215827533,-1,-0.017154167583021795,-1,0.6562570717356849,-1,-1,1
154,2010-11-04,45.47,159613418,-0.90989791389258,-1,0.0037527593818984517,1,0.8279257104497753,1,-1,1
155,2010-11-05,45.3,90104657,0.2861545234426647,1,-0.004833040421792778,-1,-0.08797009016934054,-1,1,-1
156,2010-11-08,45.52,69985111,-0.46347384683293064,-1,0.008194905869324476,1,0.022075055187649264,1,-1,1
157,2010-11-09,45.15,95514329,1.5481901439162689,1,-0.006163328197226536,-1,0.7469244288224874,-1,1,1
158,2010-11-10,45.43,95152429,-0.4421843908910078,-1,0.0041998231653403995,1,0.17718715393133622,1,-1,1
159,2010-11-11,45.24,90179837,-0.5333333333333378,-1,0.028181818181818308,1,-0.9465111160026409,1,-1,-1
160,2010-11-12,44.0,198704230,2.5254762959681005,1,0.0031919744642043835,1,-0.2210433244916035,1,1,-1
161,2010-11-15,43.86,100475160,0.47651463580667314,1,0.01810584958217265,1,0.15909090909090975,1,1,1
162,2010-11-16,43.08,164041549,1.3510419051980842,1,0.0034940600978337066,1,-0.4331965344277194,1,1,-1
163,2010-11-17,42.93,119653066,0.23239600278875533,1,-0.025646845211075853,-1,-0.1160631383472543,-1,1,-1
164,2010-11-18,44.06,123123667,-1.055045871559635,-1,0.005476951163852162,1,1.5606801770323822,1,-1,1
165,2010-11-19,43.82,96113949,0.40909090909090845,1,-0.021219566674112178,-1,-0.136177939173859,-1,1,-1
166,2010-11-22,44.77,97869619,-2.1912805295594633,-1,0.015192743764172345,1,-0.0228206298493793,1,-1,-1
167,2010-11-23,44.1,129372219,0.5636978579481398,1,-0.019346230820546984,-1,-0.9381282108554873,-1,1,-1
168,2010-11-24,44.97,103401091,-0.8974646623289176,-1,-0.0006666666666667043,-1,1.065759637188206,-1,-1,1
169,2010-11-26,45.0,59436255,-0.4016064257028106,-1,-0.005964214711729698,-1,-0.3335557038025319,-1,-1,-1
170,2010-11-29,45.27,110489713,-0.44375416019525815,-1,0.0184476940382452,1,0.1555555555555562,1,-1,1
171,2010-11-30,44.45,125157098,0.7590980129493108,1,-0.0165929203539823,-1,-1.0603048376408304,-1,1,-1
172,2010-12-01,45.2,114829084,-0.3552397868561361,-1,-0.005500550055005493,-1,1.3273340832395868,-1,-1,1
173,2010-12-02,45.45,115699815,-0.19841269841270595,-1,0.0022050716648291946,1,0.3539823008849482,1,-1,1
174,2010-12-03,45.35,85503906,-0.13247957606536162,-1,-0.008526453869698303,-1,-0.3520352035203601,-1,-1,-1
175,2010-12-06,45.74,111165143,-0.4833040421792593,-1,0.006159260888693341,1,0.3748621830209519,1,-1,1
176,2010-12-07,45.46,97437439,1.7293558149589217,1,-0.008722197993894398,-1,1.136860515959764,-1,1,1
177,2010-12-08,45.86,80165284,-0.43802014892685687,-1,0.0039404553415061105,1,0.43994720633523043,1,-1,1
178,2010-12-09,45.68,73378782,0.7388092133854919,1,-0.002402271238261644,-1,0.34888791975578654,-1,1,1
179,2010-12-10,45.79,65576594,-0.28471309680245854,-1,-0.003482045701849956,-1,-0.04378283712785273,-1,-1,-1
180,2010-12-13,45.95,109673093,0.8416055243849817,1,0.004152097902097918,1,1.201135619130824,1,1,1
181,2010-12-14,45.76,87718986,0.43516100957354836,1,-0.00021848372296273677,-1,0.02176278563655715,-1,1,1
182,2010-12-15,45.77,103780771,-0.13126230584117757,-1,-0.0026149487905861024,-1,-0.10926573426572805,-1,-1,-1
183,2010-12-16,45.89,80244454,-0.04360148245041013,-1,0.0019650655021834496,1,0.21848372296262683,1,-1,1
184,2010-12-17,45.8,96587849,0.3264417845484346,1,-0.00499674125570293,-1,0.13074743952931417,-1,1,1
185,2010-12-20,46.03,96006079,-0.1959077057030984,-1,-0.006260794473229692,-1,0.3056768558951978,-1,-1,1
186,2010-12-21,46.32,63928793,-0.39011703511053253,-1,-0.0027987082884822767,-1,0.2389745817944806,-1,-1,1
187,2010-12-22,46.45,66449697,-0.23737591713422404,-1,0.004758814622539687,1,0.04317789291883231,1,-1,1
188,2010-12-23,46.23,55731469,0.4307559767391834,1,-0.0032341526520053288,-1,-0.04305705059204117,-1,1,-1
189,2010-12-27,46.38,62274056,-0.5637467476149288,-1,-0.002580645161290307,-1,-0.23794073112697262,-1,-1,-1
190,2010-12-28,46.5,43898371,0.12886597938144817,1,0.0006455777921239303,1,0.3880983182406203,1,1,1
191,2010-12-29,46.47,40775656,0.2789699570815506,1,0.004974048442906609,1,0.21505376344086324,1,1,1
192,2010-12-30,46.24,39354103,0.5591397849462323,1,0.003472222222222321,1,0.06455777921239754,1,1,1
193,2010-12-31,46.08,48344906,0.13003901170351598,1,-0.021240441801189447,-1,-0.21626297577854978,-1,1,-1
194,2011-01-03,47.08,110964733,-1.203783319002569,-1,-0.005282062117050512,-1,0.9548611111111216,-1,-1,1
195,2011-01-04,47.33,77212123,0.3369130343230231,1,-0.007964787256340422,-1,0.870858113848776,-1,1,1
196,2011-01-05,47.71,63310259,-1.3381478334749417,-1,0.0006291946308725205,1,-0.5282062117050497,1,-1,-1
197,2011-01-06,47.68,74957912,0.29276453366792254,1,-0.007080383173677651,-1,0.23055963110458905,-1,1,1
198,2011-01-07,48.02,77371653,-0.6497589603856682,-1,-0.01839738348323794,-1,0.0629194630872507,-1,-1,1
199,2011-01-10,48.92,111939414,-1.0743801652892626,-1,0.0022536365498873057,1,0.7913369429404319,1,-1,1
200,2011-01-11,48.81,110618303,0.9336310127866873,1,-0.00792682926829269,-1,0.7154538021259227,-1,1,1
201,2011-01-12,49.2,75491803,-0.32626427406199776,-1,-0.0036452004860266785,-1,0.4712149149764328,-1,-1,1
202,2011-01-13,49.38,74023552,-0.14195903467856477,-1,-0.008035355564483648,-1,0.22357723577235655,-1,-1,1
203,2011-01-14,49.78,76865693,-0.7488362679619603,-1,0.023016851623510082,1,0.06075334143376676,1,-1,1
204,2011-01-18,48.66,462442329,-3.3779477374123568,-1,0.005164222268126517,1,-5.4439533949377275,1,-1,-1
205,2011-01-19,48.41,283119845,2.713022508038588,1,0.01851462234378287,1,2.260583641594742,1,1,1
206,2011-01-20,47.53,190898107,1.102788181439869,1,0.01842725519605737,1,-0.7229911175376871,1,1,-1
207,2011-01-21,46.67,188198066,2.1182885906040227,1,-0.031943580170089136,-1,0.3155901535872051,-1,1,1
208,2011-01-24,48.21,143251473,-3.233404710920766,-1,-0.011482468730777184,-1,0.06428112277694693,-1,-1,1
209,2011-01-25,48.77,135998561,-1.4984391259105225,-1,-0.007125407166123643,-1,-0.3318813524165188,-1,-1,-1
210,2011-01-26,49.12,126542748,-0.26536027760766573,-1,0.0018356108504995472,1,0.45109698585195585,1,-1,1
211,2011-01-27,49.03,71129331,0.1628996131134154,1,0.02124557383878356,1,-0.02035830618892103,1,1,-1
212,2011-01-28,48.01,147746454,2.359162090705722,1,-0.0094904064369713,-1,0.2855394656332869,-1,1,1
213,2011-01-31,48.47,94202598,-1.0423181154888472,-1,-0.016636234530330696,-1,-0.08331597583836522,-1,-1,-1
214,2011-02-01,49.29,106341512,-1.0869565217391328,-1,0.0020329335230737655,1,0.5983082318960165,1,-1,1
215,2011-02-02,49.19,64653258,0.04064214590531015,1,0.002649816551161699,1,-0.16230472712517405,1,1,-1
216,2011-02-03,49.06,98290879,0.101812258195881,1,-0.008888888888888835,-1,-0.1626346818459002,-1,1,-1
217,2011-02-04,49.5,80346164,-0.8352006518639163,-1,-0.015317286652078876,-1,0.06114961271912176,-1,-1,1
218,2011-02-07,50.27,121039906,-1.1468812877263586,-1,-0.009262908947575865,-1,0.40404040404040975,-1,-1,1
219,2011-02-08,50.74,94755248,-0.41559469622006895,-1,-0.008403361344537785,-1,0.5172070817585,-1,-1,1
220,2011-02-09,51.17,120447916,-0.8474576271186436,-1,0.010266535044422653,1,0.0,1,-1,-1
221,2011-02-10,50.65,231786170,0.8029768899334189,1,-0.0064731267163593564,-1,-0.21496970881375696,-1,1,-1
222,2011-02-11,50.98,91775628,-0.5919494869771057,-1,-0.00643149483531491,-1,0.05923000987167056,-1,-1,1
223,2011-02-14,51.31,77500243,-0.6670590543457002,-1,-0.0019451468585877096,-1,-0.01961553550411536,-1,-1,-1
224,2011-02-15,51.41,70731871,-0.1948937828883148,-1,-0.00905936777178118,-1,0.0,-1,-1,-1
225,2011-02-16,51.88,118767216,-0.659681800543274,-1,0.013479195155303936,1,0.252869091616422,1,-1,1
226,2011-02-17,51.19,132320200,-0.29388714733542043,-1,0.02216453674121399,1,-1.6191210485736378,1,-1,-1
227,2011-02-18,50.08,203326891,2.263856362217025,1,0.0353524912135621,1,0.0976753272123545,1,1,1
228,2011-02-22,48.37,217592825,1.0433715220949369,1,-0.011848825331971513,-1,-2.396166134185295,-1,1,-1
229,2011-02-23,48.95,167580960,-1.1363636363636453,-1,-0.0006124948958757814,-1,0.06202191440976047,-1,-1,1
230,2011-02-24,48.98,124804997,0.34587995930824356,1,-0.015279453156413436,-1,0.408580183861074,-1,1,1
231,2011-02-25,49.74,94401188,-0.8515815085158186,-1,-0.014268727705112894,-1,0.694160881992657,-1,-1,1
232,2011-02-28,50.46,100497210,-0.5579912315663633,-1,0.011222444889779526,1,0.8845999195818209,1,-1,1
233,2011-03-01,49.9,113527924,1.7329657345411629,1,-0.007952286282306154,-1,0.6341656757827988,-1,1,1
234,2011-03-02,50.3,150412615,-0.6201240248049513,-1,-0.02082927778859256,-1,0.1803607214428926,-1,-1,1
235,2011-03-03,51.37,124643787,-0.6662747403488072,-1,-0.0011666342601595048,-1,1.4512922465208828,-1,-1,1
236,2011-03-04,51.43,113155454,0.0194401244167924,1,0.012999803033287405,1,0.13626630328985845,1,1,1
237,2011-03-07,50.77,136302361,1.6656982374588407,1,-0.0009838646202281476,-1,0.3888780867198189,-1,1,1
238,2011-03-08,50.82,88957077,-0.23668639053253931,-1,0.009334657398212487,1,-0.13787669883789694,1,-1,-1
239,2011-03-09,50.35,113249954,0.631537398855339,1,0.016760904684975708,1,-0.2951593860684742,1,1,-1
