,date,cloudera_close,cloudera_vol,cloudera_intra_perc_change,cloudera_intra_returns,cloudera_pct_change,cloudera_pct_returns,cloudera_previous_close,cloudera_opening_change,cloudera_opening_returns,cloudera_target,cloudera_intra_target,cloudera_open_target
23,2017-06-01,21.86,501400,-4.894433781190017,-1,0.05349397590361438,1,20.75,0.4337349397590355,1,1,-1,1
24,2017-06-02,22.87,769800,-4.191343963553538,-1,0.04620311070448313,1,21.86,0.4117108874656901,1,1,-1,1
25,2017-06-05,22.56,467500,0.4852227613586369,1,-0.013554875382597364,-1,22.87,-0.8745080891998219,-1,-1,1,-1
26,2017-06-06,22.57,923900,-0.3111111111111124,-1,0.00044326241134751143,1,22.56,-0.26595744680850497,-1,1,-1,-1
27,2017-06-07,22.61,833900,0.7462686567164254,1,0.0017722640673460965,1,22.57,0.9304386353566719,1,1,1,1
28,2017-06-08,22.99,1975500,-0.8333333333333233,-1,0.01680672268907557,1,22.61,0.8403361344537872,1,1,-1,1
29,2017-06-09,19.41,7658900,2.9499999999999993,1,-0.15571987820791644,-1,22.99,-13.005654632448884,-1,-1,1,-1
30,2017-06-12,18.48,1915000,5.376344086021509,1,-0.04791344667697062,-1,19.41,0.6182380216383359,1,-1,1,1
31,2017-06-13,17.81,1876300,4.708400214018205,1,-0.03625541125541132,-1,18.48,1.136363636363641,1,-1,1,1
32,2017-06-14,16.88,2122200,5.8561070831009525,1,-0.05221785513756316,-1,17.81,0.6737787759685626,1,-1,1,1
33,2017-06-15,16.11,1458800,1.5281173594132031,1,-0.045616113744075815,-1,16.88,-3.0805687203791448,-1,-1,1,-1
34,2017-06-16,17.4,2319700,-8.276291225886736,-1,0.08007448789571692,1,16.11,-0.24829298572314804,-1,1,-1,-1
35,2017-06-19,17.47,1607400,1.29943502824859,1,0.004022988505747227,1,17.4,1.7241379310344869,1,1,1,1
