,date,fb_close,fb_vol,fb_intra_perc_change,fb_intra_returns,fb_pct_change,fb_pct_returns,fb_previous_close,fb_opening_change,fb_opening_returns,fb_target,fb_intra_target,fb_open_target,amazon_close,amazon_vol,amazon_intra_perc_change,amazon_intra_returns,amazon_pct_change,amazon_pct_returns,amazon_previous_close,amazon_opening_change,amazon_opening_returns,amazon_target,amazon_intra_target,amazon_open_target,apple_close,apple_vol,apple_intra_perc_change,apple_intra_returns,apple_pct_change,apple_pct_returns,apple_opening_change,apple_target,apple_intra_target,apple_open_target,nflx_close,nflx_vol,nflx_intra_perc_change,nflx_intra_returns,nflx_pct_change,nflx_pct_returns,nflx_previous_close,nflx_opening_change,nflx_opening_returns,nflx_target,nflx_intra_target,nflx_open_target,google_close,google_vol,google_intra_perc_change,google_intra_returns,google_pct_change,google_pct_returns,google_previous_close,google_opening_change,google_opening_returns,google_target,google_intra_target,google_open_target,tsla_close,tsla_vol,tsla_intra_perc_change,tsla_intra_returns,tsla_pct_change,tsla_pct_returns,tsla_previous_close,tsla_opening_change,tsla_opening_returns,tsla_target,tsla_intra_target,tsla_open_target
434,2014-02-12,64.45,47282100,0.7239679605668498,1,-0.006168080185042224,-1,64.85,0.10794140323825349,1,-1,1,1,349.25,6587700,2.0144207838846357,1,-0.03466099118273036,-1,361.79,-1.4815224301390346,-1,-1,1,-1,76.56,76994423,0.19554165037151805,1,-0.01568526613525323,-1,0.18283923207522604,-1,1,1,61.28,15673000,1.336338753823858,1,-0.011612903225806437,-1,62.0,0.17741935483870874,1,-1,1,1,591.13,3461800,0.19416492199634924,1,-0.0029348761111205324,-1,592.87,-0.09951591411271135,-1,-1,1,-1,195.320007,5173700,0.23495352045639745,1,-0.0066116775153004514,-1,196.619995,-0.4272179947924346,-1,-1,1,-1
435,2014-02-13,67.33,61911700,-4.908071050171379,-1,0.04468580294802171,1,64.45,-0.4189294026376975,-1,1,-1,-1,357.2,4175000,-2.7322404371584703,-1,0.022763063707945674,1,349.25,-0.4438081603435967,-1,1,-1,-1,77.78,76790093,-1.8329405603561217,-1,0.0009007849697595383,1,-0.23510971786834747,1,-1,-1,62.36,18700500,-2.5489228745272112,-1,0.01762402088772852,1,61.28,-0.7669712793733663,-1,1,-1,-1,597.71,3686400,-1.6219800397844293,-1,0.011131223250384847,1,591.13,-0.500735878740723,-1,1,-1,-1,199.630005,8029300,-3.2533408141789897,-1,0.02206634162162402,1,195.320007,-1.013726668563973,-1,1,0,-1
436,2014-02-14,67.09,36694900,0.6074074074074023,1,-0.0035645328976681157,-1,67.33,0.2524877469181668,1,-1,1,1,357.35,3520200,0.5537930650637147,1,0.0004199328107503675,1,357.2,0.5991041433370622,1,1,1,1,77.71,68395257,-0.2709677419354758,-1,-0.003717948717948838,-1,-0.3599897145795849,-1,-1,-1,62.22,11985400,0.35233824471492453,1,-0.0022450288646568284,-1,62.36,0.12828736369467333,1,-1,1,1,599.15,4389700,-0.6011048239501531,-1,0.0024091950946110163,1,597.71,-0.3580331598935916,-1,1,-1,-1,198.229996,6158000,-0.06561837257086821,-1,-0.0070130189096574425,-1,199.630005,-0.7664173529425117,-1,-1,0,-1
437,2014-02-18,67.3,43809900,-0.5377950403346271,-1,0.0031301237144134575,1,67.09,-0.22358026531525663,-1,1,-1,-1,353.65,4998000,0.4587930646250832,1,-0.010353994683083956,-1,357.35,-0.5792640268644327,-1,-1,1,-1,78.0,65048101,0.0,-1,0.016021883548261062,1,0.37318234461460076,1,-1,1,62.41,15507800,0.016020506248005634,1,0.0030536804885887836,1,62.22,0.3214400514304128,1,1,1,1,603.18,4233500,-0.7886909734986322,-1,0.006726195443544913,1,599.15,-0.11516314779269647,-1,1,-1,-1,203.699997,9332800,0.7503449437160169,1,0.02759421434887188,1,198.229996,3.5363008330989403,1,1,1,1
438,2014-02-19,68.06,62087100,-1.5063385533184268,-1,0.011292719167905085,1,67.3,-0.37147102526002973,-1,1,-1,-1,347.38,4168100,1.4916061705989085,1,-0.017729393468118193,-1,353.65,-0.28559310052311354,-1,-1,1,-1,76.77,78415914,1.3492675404780228,1,0.011729045861887277,1,-0.2307692307692395,1,1,-1,61.18,16031400,0.794551645856984,1,-0.019708380067296805,-1,62.41,-1.1857074186828953,-1,-1,1,-1,598.93,4222900,0.24483677548301588,1,-0.007045989588514212,-1,603.18,-0.46089061308398377,-1,-1,1,-1,193.639999,16169000,4.938634338811506,1,-0.049386343388115095,-1,203.699997,0.0,-1,-1,1,-1
439,2014-02-20,69.63,130928900,-2.805256164181295,-1,0.02306788128122239,1,68.06,-0.4848662944460745,-1,1,-1,-1,349.8,3492800,-0.28669724770642196,-1,0.006966434452184922,1,347.38,0.4087742529794507,1,1,-1,1,75.88,76457383,0.3414762280010574,1,0.011194029850746023,1,-0.8206330597889743,1,1,-1,62.14,11965100,-1.073519843851665,-1,0.015691402419091283,1,61.18,0.49035632559659553,1,1,-1,1,599.81,3414300,-0.08175932723751841,-1,0.001469286894962618,1,598.93,0.06511612375404473,1,1,-1,1,209.97000099999997,18002300,2.3440742836164725,1,0.08433176040245693,1,193.639999,11.035940978289329,1,1,1,1
440,2014-02-21,68.59,70932400,1.578418711436353,1,-0.01493609076547453,-1,69.63,0.08616975441620318,1,-1,1,1,346.76,4210000,1.6116218363409394,1,-0.008690680388793615,-1,349.8,0.7547169811320715,1,-1,1,1,75.04,69688045,1.4058599395611526,1,-0.004246284501061459,-1,0.30311017395888773,-1,1,1,61.75,13483400,1.468007020903146,1,-0.006276150627615107,-1,62.14,0.852912777598972,1,-1,1,1,599.65,3738500,0.3324191805867199,1,-0.00026675113786023275,-1,599.81,0.3067638085393761,1,-1,1,1,209.600006,7818800,0.963897660952082,1,-0.0017621326772292445,-1,209.97000099999997,0.7953507606070115,1,-1,1,1
441,2014-02-24,70.78,76620300,-2.967704393366317,-1,0.03192885260242018,1,68.59,0.2186907712494408,1,1,-1,1,351.78,3644700,-1.9090935426866291,-1,0.01447687161148914,1,346.76,-0.45276271772984,-1,1,-1,-1,75.36,72208942,-0.8295424137008357,-1,0.01045856798069189,1,-0.39978678038381044,1,-1,-1,63.86,26043500,-2.6523067031023926,-1,0.034170040485830055,1,61.75,0.7449392712550621,1,1,-1,1,603.99,3361100,-0.5929084156354711,-1,0.007237555240557025,1,599.65,0.13007587759525935,1,1,-1,1,217.649994,8278400,-4.258478258729594,-1,0.038406430198289154,1,209.600006,-0.4007685953978475,-1,1,0,-1
442,2014-02-25,69.85,52077000,1.5503875968992367,1,-0.01313930488838666,-1,70.78,0.24018084204577805,1,-1,1,1,358.32,3736400,-1.5070821529745024,-1,0.018591164932628468,1,351.78,0.3468076638808424,1,1,-1,1,74.58,57961606,1.3883379611265334,1,0.009065079150317956,1,0.35828025477706477,1,1,1,64.72,18700500,-0.6688442992689261,-1,0.013466958972752963,1,63.86,0.6733479486376555,1,1,-1,1,607.72,2888100,-0.33349843156677916,-1,0.006175598933757298,1,603.99,0.28311727015348537,1,1,-1,1,248.0,32681700,-7.82608695652174,-1,0.1394440929780132,1,217.649994,5.674250558444769,1,1,0,1
443,2014-02-26,69.26,55322700,1.3249750676734473,1,-0.008446671438797293,-1,69.85,0.48675733715104286,1,-1,1,1,359.8,3622100,0.016673150669705518,1,0.004130386246930184,1,358.32,0.42978343380219375,1,1,1,1,73.91,69024270,1.1898395721925141,1,-0.019501193950649975,-1,0.2949852507374616,-1,1,1,64.11,15010100,1.56609857208659,1,-0.00942521631644,-1,64.72,0.63349814585908,1,-1,1,1,607.81,3979100,0.3116235587410557,1,0.0001480945172116499,1,607.72,0.3274534325018115,1,1,1,1,253.0,24604600,2.157934596848756,1,0.02016129032258074,1,248.0,4.266123790322587,1,1,1,1
444,2014-02-27,68.94,41653700,0.5768676088837693,1,-0.004620271440947232,-1,69.26,0.11550678602367642,1,-1,1,1,360.13,3104900,-0.8146240412070902,-1,0.0009171762090049995,1,359.8,-0.7170650361311796,-1,1,-1,-1,75.38,75444623,-2.0303194369247426,-1,0.002660281989890878,1,-0.04058990664321626,1,-1,-1,64.6,10304700,-0.9690528290090613,-1,0.007643113398845713,1,64.11,-0.2027764779285643,-1,1,-1,-1,607.33,2529400,-0.06755420813288109,-1,-0.0007897204718578799,-1,607.81,-0.14642733749033193,-1,-1,-1,-1,252.539993,17945800,3.333973971291862,1,-0.001818209486165956,-1,253.0,3.260869565217391,1,-1,1,1
445,2014-02-28,68.46,66783700,1.453864977688218,1,-0.006962576153176747,-1,68.94,0.7687844502465929,1,-1,1,1,362.1,3882000,-0.4159733777038269,-1,0.005470246855302285,1,360.13,0.1305084275122948,1,1,-1,1,75.18,92930208,0.5292405398253394,1,-0.0027855153203342198,-1,0.2653223666755145,-1,1,1,63.66,15751400,1.6530202379113352,1,-0.014551083591331282,-1,64.6,0.20123839009289426,1,-1,1,1,605.56,4644500,0.383293029988985,1,-0.0029143957980012347,-1,607.33,0.09220687270511013,1,-1,1,1,244.809998,14589800,1.938712644231021,1,-0.030608993483261848,-1,252.539993,-1.144372804350247,-1,-1,1,-1
446,2014-03-03,67.41,56824100,-0.6720430107526926,-1,-0.015337423312883347,-1,68.46,-2.1910604732690624,-1,-1,-1,-1,359.78,2798300,-0.2899035513184935,-1,-0.006407069870201787,-1,362.1,-0.9279204639602356,-1,-1,-1,-1,75.39,59671581,-0.8292095760331745,-1,-0.0065884833311371516,-1,-0.5453578079276546,-1,-1,-1,63.66,13528200,-0.9995240361732436,-1,0.0,-1,63.66,-0.9896324222431597,-1,-1,-1,-1,599.1,4225300,0.3360393931328157,1,-0.01066781161239172,-1,605.56,-0.7332056278485932,-1,-1,1,-1,250.559998,13089300,-5.605666054237241,-1,0.023487602822495735,1,244.809998,-3.084025596046112,-1,1,0,-1
447,2014-03-04,68.8,42013500,-0.2039032915817078,-1,0.02062008604064669,1,67.41,1.8543242842308263,1,1,-1,1,363.9,2704400,0.0,-1,0.011451442548223945,1,359.78,1.145144254822393,1,1,-1,1,75.89,64772440,-0.039546533087267514,-1,-0.002103879026955857,-1,0.6234248574081428,-1,-1,1,65.0,12387900,-0.9003415088481811,-1,0.0210493245366008,1,63.66,1.193842287150495,1,1,-1,1,605.19,2946300,0.006609057713590473,1,0.010165247871807725,1,599.1,1.0232014688699709,1,1,1,1,254.83999599999999,8745600,1.4082384885073398,1,0.017081729063551432,1,250.559998,3.1609247538387923,1,1,1,1
448,2014-03-05,71.57,74567700,-2.697661070454865,-1,0.04026162790697674,1,68.8,1.2936046511627914,1,1,-1,1,372.37,3848300,-2.2629280751380025,-1,0.023275625171750525,1,363.9,0.06320417697170053,1,1,-1,1,76.05,50000910,-0.263678312458804,-1,0.0030335003956740714,1,-0.05270786664910562,1,-1,-1,64.79,10868900,0.10792476102373294,1,-0.0032307692307691482,-1,65.0,-0.21538461538461623,-1,-1,1,-1,606.86,2479700,-0.26434920530020534,-1,0.002759463969992826,1,605.19,0.011566615443073469,1,1,-1,1,252.66000400000001,5935700,1.5814883858620559,1,-0.008554355808418568,-1,254.83999599999999,0.7377197573021399,1,-1,1,1
