,date,fb_close,fb_vol,fb_intra_perc_change,fb_intra_returns,fb_pct_change,fb_pct_returns,fb_previous_close,fb_opening_change,fb_opening_returns,fb_target,fb_intra_target,fb_open_target,amazon_close,amazon_vol,amazon_intra_perc_change,amazon_intra_returns,amazon_pct_change,amazon_pct_returns,amazon_previous_close,amazon_opening_change,amazon_opening_returns,amazon_target,amazon_intra_target,amazon_open_target,apple_close,apple_vol,apple_intra_perc_change,apple_intra_returns,apple_pct_change,apple_pct_returns,apple_opening_change,apple_target,apple_intra_target,apple_open_target,nflx_close,nflx_vol,nflx_intra_perc_change,nflx_intra_returns,nflx_pct_change,nflx_pct_returns,nflx_previous_close,nflx_opening_change,nflx_opening_returns,nflx_target,nflx_intra_target,nflx_open_target,google_close,google_vol,google_intra_perc_change,google_intra_returns,google_pct_change,google_pct_returns,google_previous_close,google_opening_change,google_opening_returns,google_target,google_intra_target,google_open_target,tsla_close,tsla_vol,tsla_intra_perc_change,tsla_intra_returns,tsla_pct_change,tsla_pct_returns,tsla_previous_close,tsla_opening_change,tsla_opening_returns,tsla_target,tsla_intra_target,tsla_open_target
12,2012-06-07,26.31,26159500,2.5555555555555602,1,-0.01864975755315179,-1,26.81,0.7086907870197736,1,-1,1,1,218.8,3503900,0.3869792852264941,1,0.005329902591435509,1,217.64,0.9235434662745907,1,1,1,1,81.67,94916808,0.9700497150478928,1,-0.014837153196622488,-1,1.0166585007349318,-1,1,1,9.23,21045500,2.9442691903259663,1,-0.019128586609989395,-1,9.41,1.0626992561105169,1,-1,1,1,288.04,3530100,1.5920737956952404,1,-0.004011065006915504,-1,289.2,1.2102351313969573,1,-1,1,1,28.93,492100,2.9520262647442492,1,-0.009924675219872503,-1,29.219998999999998,2.0191650246120814,1,-1,1,1
13,2012-06-08,27.1,38034000,-2.0715630885122436,-1,0.03002660585328787,1,26.31,0.9122006841505208,1,1,-1,1,218.48,2877000,0.05946663007182831,1,-0.001462522851919612,-1,218.8,-0.0868372943327229,-1,-1,1,-1,82.9,86587996,-1.518491305412698,-1,0.015931372549019773,1,-0.012244398187835332,1,-1,-1,9.38,22017100,-1.9565217391304512,-1,0.01625135427952329,1,9.23,-0.3250270855904782,-1,1,-1,-1,289.14,2831300,-0.798326651560036,-1,0.003818914039716681,1,288.04,-0.41313706429662467,-1,1,-1,-1,30.08,881100,-4.227300615824642,-1,0.03975112340131348,1,28.93,-0.24195990321465352,-1,1,0,-1
14,2012-06-11,27.01,28219600,0.625459896983069,1,-0.0033210332103320583,-1,27.1,0.295202952029514,1,-1,1,1,216.5,3749100,0.45519334222263513,1,-0.009062614426949778,-1,218.48,-0.4531307213474829,-1,-1,1,-1,81.6,147605824,2.8108623153882797,1,-0.008625926375896098,-1,1.2786489746682606,-1,1,1,9.0,22941100,5.06329113924051,1,-0.04051172707889139,-1,9.38,1.0660980810234504,1,-1,1,1,283.19,5342100,2.6871928799697584,1,-0.02057826658366191,-1,289.14,0.646745521200804,1,-1,1,1,29.120001000000002,636000,3.9260905287393637,1,-0.03191486037234026,-1,30.08,0.7646243351063811,1,-1,1,1
15,2012-06-12,27.4,15816800,0.29112081513828914,1,0.01443909663087739,1,27.01,1.7400962606442016,1,1,1,1,216.42,2833300,0.5651274982770587,1,-0.0003695150115473611,-1,216.5,0.5311778290993098,1,-1,1,1,82.31,108784723,-0.29243328865603646,-1,0.006973330070956685,1,0.5759803921568614,1,-1,1,9.0,20797700,0.44247787610618533,1,0.0,-1,9.0,0.444444444444435,1,-1,1,1,281.49,6472500,0.820942851102806,1,-0.006003036830396491,-1,283.19,0.2224654825382236,1,-1,1,1,29.66,569000,-1.4710913445090652,-1,0.01854392106648617,1,29.120001000000002,0.37774380570934185,1,1,0,1
16,2012-06-13,27.27,17102800,1.4099783080260324,1,-0.0047445255474452,-1,27.4,0.9489051094890568,1,-1,1,1,214.73,2325200,0.3665553080920659,1,-0.007808890121060896,-1,216.42,-0.4158580537842978,-1,-1,1,-1,81.74,73380042,0.40209577190203283,1,0.0011022657685240134,1,-0.2915806098894534,1,1,-1,8.98,17924900,-0.4474272930648874,-1,-0.0022222222222221255,-1,9.0,-0.6666666666666722,-1,-1,-1,-1,279.5,3923000,0.11078946427933321,1,-0.007069522896017699,-1,281.49,-0.596824043482897,-1,-1,1,-1,29.77,844100,-0.7445042553131724,-1,0.0037086985839513975,1,29.66,-0.37087322993931376,-1,1,0,-1
17,2012-06-14,28.29,16855000,-2.314647377938519,-1,0.037403740374037486,1,27.27,1.3934726806013897,1,1,-1,1,214.45,3060900,0.3762891387159724,1,-0.0013039631164718513,-1,214.73,0.24682158990360042,1,-1,1,1,81.65,86325986,-0.0490136012743613,-1,-0.0045110948549133,-1,-0.15904086126742778,-1,-1,-1,8.95,26137300,0.22296544035675975,1,-0.0033407572383075124,-1,8.98,-0.11135857461024262,-1,-1,1,-1,278.48,4707200,0.40057224606580993,1,-0.003649373881931983,-1,279.5,0.03577817531306717,1,-1,1,1,29.389999,872200,2.617630881378397,1,-0.012764561639234118,-1,29.77,1.3772253946926443,1,-1,1,1
18,2012-06-15,30.01,43563800,-5.26131182041389,-1,0.06079886885825392,1,28.29,0.7776599505125572,1,1,-1,1,218.35,3785200,-1.4213386594825594,-1,0.018186057356027074,1,214.45,0.3916996968990457,1,1,-1,1,82.02,83596545,-0.5516734093416732,-1,-0.019837476099426543,-1,-0.09797917942438762,-1,-1,-1,9.4,33022500,-3.982300884955766,-1,0.05027932960893877,1,8.95,1.0055865921787694,1,1,-1,1,281.2,6024800,-0.7451991974777816,-1,0.009767308244757134,1,278.48,0.22981901752369516,1,1,-1,1,29.91,646800,-1.7693127515928144,-1,0.01769312751592822,1,29.389999,0.0,-1,1,0,-1
19,2012-06-18,31.41,42978900,-4.839786381842455,-1,0.04665111629456842,1,30.01,-0.1666111296234612,-1,1,-1,-1,222.66,3369600,-2.4760677466863013,-1,0.01973895122509739,1,218.35,-0.49003892832607887,-1,1,-1,-1,83.68,109922713,-2.586735319357624,-1,-0.0028598665395613843,-1,-0.5486466715435295,-1,-1,-1,9.53,22997800,-2.583423035522069,-1,0.01382978723404249,1,9.4,-1.1702127659574595,-1,1,-1,-1,284.36,5012400,-1.4629272818097563,-1,0.01123755334281662,1,281.2,-0.334281650071123,-1,1,-1,-1,31.84,1256800,-6.34602183213019,-1,0.06452691407556,1,29.91,0.1003042460715552,1,1,0,1
20,2012-06-19,31.91,30849000,-1.173113506658215,-1,0.015918497293855527,1,31.41,0.4138809296402388,1,1,-1,1,224.03,2716600,-0.3448893666577131,-1,0.00615287882870752,1,222.66,0.26946914578280534,1,1,-1,1,83.92,90239127,-0.6959443244540415,-1,0.002868068833651982,1,-0.40630975143403847,1,-1,-1,9.98,27706700,-4.393305439330543,-1,0.047219307450157455,1,9.53,0.31479538300106125,1,1,-1,1,289.68,4167900,-1.3859722805543815,-1,0.018708679139119333,1,284.36,0.47826698551132846,1,1,-1,1,32.09,911100,-0.2186133666458472,-1,0.007851758793969932,1,31.84,0.5653266331658394,1,1,0,1
21,2012-06-20,31.6,15553600,1.0025062656641612,1,-0.009714822939517309,-1,31.91,0.03133813851457713,1,-1,1,1,223.02,2444400,0.6636675426484258,1,-0.004508324777931505,-1,224.03,0.21425701914921652,1,-1,1,1,83.68,89706357,0.4165179102701348,1,0.01405719825496865,1,0.13107721639656747,1,1,1,9.74,26638500,1.9133937562940535,1,-0.024048096192384794,-1,9.98,-0.5010020040080231,-1,-1,1,-1,287.68,4710800,0.3947095076518199,1,-0.0069041701187517734,-1,289.68,-0.2968793151063289,-1,-1,1,-1,33.779999,3422400,-0.8358179104477509,-1,0.05266435026487981,1,32.09,4.393892178248664,1,1,0,1
22,2012-06-21,31.84,21875300,-0.536785601515624,-1,0.0075949367088608,1,31.6,0.22151898734177303,1,1,-1,1,220.57,2843000,1.4608649035025063,1,-0.010985561833019575,-1,223.02,0.3676800286969748,1,-1,1,1,82.52,81511944,1.327274901351189,1,-0.007696007696007756,-1,-0.05975143403443041,-1,1,-1,9.41,17690400,3.4871794871794854,1,-0.033880903490759784,-1,9.74,0.10266940451745162,1,-1,1,1,281.55,4037600,2.523888658080586,1,-0.021308398220244662,-1,287.68,0.4032258064516018,1,-1,1,1,32.189999,1891900,6.042028957503138,1,-0.047069273151843394,-1,33.779999,1.4209562291579685,1,-1,1,1
23,2012-06-22,33.05,74834000,-1.974699166923791,-1,0.03800251256281406,1,31.84,1.7902010050251154,1,1,-1,1,222.16,2187500,-0.14876256592885725,-1,0.007208595910595195,1,220.57,0.5712472231037854,1,1,-1,1,83.16,70792001,-0.5319148936170186,-1,0.01986754966887405,1,0.24236548715463263,1,-1,1,9.69,18074700,-2.4312896405919515,-1,0.029755579171094615,1,9.41,0.5313496280552679,1,1,-1,1,284.67,4472400,-0.6114370537923299,-1,0.011081513052743741,1,281.55,0.4936956135677451,1,1,-1,1,33.790001000000004,3046600,-3.6503161748660364,-1,0.04970494096629219,1,32.189999,1.2736844135969034,1,1,0,1
24,2012-06-25,32.06,24352900,2.434570906877654,1,-0.029954614220877307,-1,33.05,-0.5748865355521868,-1,-1,1,-1,220.07,2382300,0.10440308669996286,1,-0.009407634137558518,-1,222.16,-0.8372344256391724,-1,-1,1,-1,81.54,75963043,1.1276827937431704,1,-0.0022026431718060735,-1,-0.829725829725827,-1,1,-1,9.58,30746100,1.1351909184726463,1,-0.011351909184726505,-1,9.69,0.0,-1,-1,1,-1,279.3,3174900,1.1712253635752459,1,-0.018863947728949282,-1,284.67,-0.7236449221906074,-1,-1,1,-1,33.110001000000004,1498500,2.4454862240862063,1,-0.02012429653375858,-1,33.790001000000004,0.44391238698097846,1,-1,1,1
25,2012-06-26,33.1,24858700,-1.2542061792597239,-1,0.032439176543979986,1,32.06,1.965065502183392,1,1,-1,1,225.61,3754100,-1.8785278843982955,-1,0.025173808333712078,1,220.07,0.6270732039805496,1,1,-1,1,81.72,69124972,-0.12251899044351178,-1,-0.0042646521262336146,-1,0.0981113563895,-1,-1,1,9.54,15611400,0.6250000000000052,1,-0.0041753653444677186,-1,9.58,0.2087682672233776,1,-1,1,1,281.29,2710500,-0.34245353690294883,-1,0.007124955245256137,1,279.3,0.3687790905835921,1,1,-1,1,31.610001,2613900,1.3728487167815489,1,-0.0453035323073534,-1,33.110001000000004,-3.201455656857287,-1,-1,1,-1
