,date,fb_close,fb_vol,fb_intra_perc_change,fb_intra_returns,fb_pct_change,fb_pct_returns,fb_previous_close,fb_opening_change,fb_opening_returns,fb_target,fb_intra_target,fb_open_target,amazon_close,amazon_vol,amazon_intra_perc_change,amazon_intra_returns,amazon_pct_change,amazon_pct_returns,amazon_previous_close,amazon_opening_change,amazon_opening_returns,amazon_target,amazon_intra_target,amazon_open_target,apple_close,apple_vol,apple_intra_perc_change,apple_intra_returns,apple_pct_change,apple_pct_returns,apple_opening_change,apple_target,apple_intra_target,apple_open_target,nflx_close,nflx_vol,nflx_intra_perc_change,nflx_intra_returns,nflx_pct_change,nflx_pct_returns,nflx_previous_close,nflx_opening_change,nflx_opening_returns,nflx_target,nflx_intra_target,nflx_open_target,google_close,google_vol,google_intra_perc_change,google_intra_returns,google_pct_change,google_pct_returns,google_previous_close,google_opening_change,google_opening_returns,google_target,google_intra_target,google_open_target,tsla_close,tsla_vol,tsla_intra_perc_change,tsla_intra_returns,tsla_pct_change,tsla_pct_returns,tsla_previous_close,tsla_opening_change,tsla_opening_returns,tsla_target,tsla_intra_target,tsla_open_target,dji_open,dji_high,dji_low,dji_close,dji_vol,dji_perc_change,dji_return,dji_previous_day_return,dji_previous_perc_change,cac_open,cac_high,cac_low,cac_close,cac_vol,cac_perc_change,cac_return,dax_open,dax_high,dax_low,dax_close,dax_vol,dax_perc_change,dax_return,google_compound,google_sentiment,amazon_compound,amazon_sentiment,fb_compound,fb_neg,fb_neu,fb_pos,fb_sentiment,tsla_compound,tsla_sentiment,em_tweets3_compound,em_tweets3_sentiment
113,2017-01-11,126.09,18356500,-1.3992762364294404,-1,0.013992762364294364,1,124.35,0.0,-1,1,-1,-1,799.02,2992800,-0.6753521659148771,-1,0.003920090463626069,1,795.9,-0.28144239226033535,-1,1,-1,-1,119.75,27453130,-0.8505979450901172,-1,0.004192872117400492,1,-0.31063722609353084,1,-1,-1,130.5,5615100,0.3131922694981259,1,0.004696281468935304,1,129.89,0.785279852182624,1,1,1,1,807.91,1065900,-0.3614906832298097,-1,0.003876787733446019,1,804.79,0.026093763590506393,1,1,-1,1,229.729996,3650800,-0.28811672407205385,-1,-0.0006090355550754101,-1,229.86999500000002,-0.34801758272106875,-1,-1,0,-1,19887.380859,19973.419922,19833.160156,19954.279297,336150000,0.33638636718582976,1,-1.0,-0.10474917381495646,4890.040039,4916.47998,4856.5,4888.709961,99652700,-0.027199736390560607,-1,11587.530270000001,11692.26953,11524.99023,11646.16992,98191900,0.5060582249508044,1,0.4019,1,3.2523,1,0.1452,0.166,4.283,0.5509999999999999,1,0.0,-1,0.17520000000000002,1
114,2017-01-12,126.62,18653900,-0.8040761085900844,-1,0.004203346815766507,1,126.09,-0.3806804663335744,-1,1,-1,-1,813.64,4873900,-1.6656045782259425,-1,0.018297414332557382,1,799.02,0.1614477735225606,1,1,-1,1,119.25,27057550,-0.2943650126156386,-1,0.0017641129032257563,1,-0.7098121085594943,1,-1,-1,129.18,5388900,1.1100053586465504,1,-0.010114942528735571,-1,130.5,0.0996168582375444,1,-1,1,1,806.36,1353100,0.09663751022127175,1,-0.0019185305293906163,-1,807.91,-0.09530764565359778,-1,-1,1,-1,229.58999599999999,3790200,-0.23137955322953324,-1,-0.0006094110583626522,-1,229.729996,-0.29164585020059486,-1,-1,0,-1,19926.210938,19929.289063,19770.470703,19891.0,306290000,-0.17670664086392684,-1,1.0,0.33638636718582976,4873.009765999999,4889.209961,4857.439941,4863.970215,99417200,-0.18550241912236173,-1,11599.24023,11606.42969,11491.87012,11521.04004,98548200,-0.6741837262560048,-1,0.2263,1,0.5402,1,0.2263,0.316,3.3040000000000003,0.38,1,0.3308,1,2.4128000000000003,1
115,2017-01-18,127.92,13145900,0.3815902188303052,1,0.00039102213185260304,1,127.87,0.4223039024008697,1,1,1,1,807.48,2354200,0.2495367510809119,1,-0.0027663883811688272,-1,809.72,-0.027169885886482645,-1,-1,1,-1,119.99,23687350,0.008333333333337597,1,0.0017532142260809902,1,0.0,1,1,-1,133.26,16168600,-0.037534719615631665,-1,0.002784257656708533,1,132.89,0.24080066220183732,1,1,-1,1,806.07,1294400,-0.03226567056751649,-1,0.0018145436919749791,1,804.61,0.1491405774225938,1,1,-1,1,238.36000099999998,3769000,-0.7225890738877392,-1,0.01180065785040596,1,235.580002,0.45419474951867306,1,1,0,1,19822.730469,19828.199219,19739.0,19804.720703,279760000,-0.09085411330272584,-1,-1.0,-0.11109366527720671,4874.310059,4875.740234000001,4827.109863000001,4853.399902,88911500,-0.4289870104055326,-1,11592.12012,11599.38965,11529.75977,11599.38965,79838900,0.06271096162519386,1,0.9176,1,1.4741,1,-0.9457,0.611,2.389,0.0,-1,0.7769999999999999,1,0.4588,1
116,2017-01-24,129.37,15162700,0.0077291698871470894,1,0.003412704568370506,1,128.93,0.34902660358333093,1,1,1,1,822.44,2971700,-0.05352798053528644,-1,0.005575390032767746,1,817.88,0.5037413801535684,1,1,-1,1,119.97,23191150,-0.3513174404015071,-1,-0.01567115195274038,-1,-0.44137241838774244,-1,-1,-1,140.11,7754700,-1.44812106292086,-1,0.01979765630686381,1,137.39,0.5240556081228819,1,1,-1,1,823.87,1474000,-0.19092788520005474,-1,0.005565658908105675,1,819.31,0.3649412310358728,1,1,-1,1,254.61000099999998,4965500,-1.844000399999993,-1,0.02285876203486059,1,248.919998,0.433875144093488,1,1,0,1,19794.679688,19949.240234,19786.710938,19912.710938,374460000,0.5962776456117819,1,1.0,0.0255650413040252,4831.950195,4840.5,4816.72998,4830.029785,87954000,-0.03974399409140907,-1,11554.799809999999,11596.17969,11538.049809999999,11594.94043,79231000,0.3473934699003838,1,0.8052,1,0.0,-1,0.0,0.0,1.0,0.0,-1,-0.25,-1,3.2989,1
117,2017-01-25,131.48,18731300,-1.1384615384615306,-1,0.016309809074746662,1,129.37,0.486975342042201,1,1,-1,1,836.52,3922600,-1.2993618232238242,-1,0.017119789893487614,1,822.44,0.40732454647146404,1,1,-1,1,121.88,32417410,-1.2124231855173508,-1,-0.0004920452681647092,-1,0.3750937734433632,-1,-1,1,139.52,7238100,0.9090909090909097,1,-0.004210977089429746,-1,140.11,0.4924702019841536,1,-1,1,1,835.67,1494500,-0.7292495359321081,-1,0.014322647990580917,1,823.87,0.6979256436088218,1,1,-1,1,254.47000099999997,5142600,1.1037258645503698,1,-0.0005498605689099323,-1,254.61000099999998,1.0604442046249491,1,-1,1,1,19994.480469,20082.0,19994.480469,20068.509766,372240000,0.37024866494919956,1,1.0,0.5962776456117819,4865.089844,4890.160156,4854.549805,4877.669922,114294300,0.258578534074035,1,11677.62988,11827.73047,11669.299809999999,11806.049809999999,119515300,1.0997088563317114,1,-0.25,-1,0.9671,1,0.5267,0.0,2.714,0.28600000000000003,1,0.0,-1,1.7542999999999995,1
118,2017-01-27,132.18,19539500,0.3768465480856195,1,-0.004518752824220429,-1,132.78,-0.07531254707033763,-1,-1,1,-1,835.77,2998700,0.3849821215733037,1,-0.0040278853601859455,-1,839.15,-0.017875230888396265,-1,-1,1,-1,121.95,20495340,0.15555919436711785,1,0.002630929869275711,1,0.16401508938822604,1,1,1,142.45,8323900,-2.143983938046738,-1,0.02511514104778345,1,138.96,0.3598157743235463,1,1,-1,1,823.31,2965800,1.3657437912568544,1,-0.010623084780388203,-1,832.15,0.30763684431894,1,-1,1,1,252.94999700000002,3166300,-0.6245492755082258,-1,0.001742513202299234,1,252.50999500000003,-0.4475030780464943,-1,1,0,-1,20103.359375,20115.970703,20072.640625,20093.779297,343130000,-0.04765411502274877,-1,1.0,0.12283248116556496,4867.310059,4867.310059,4829.700195,4839.97998,79429000,-0.5615027328999731,-1,11841.719729999999,11844.67969,11798.25977,11814.26953,71214800,-0.2318092357012685,-1,2.3903000000000003,1,2.7479,1,1.3011,0.115,3.128,0.757,1,0.4588,1,1.1837,1
119,2017-01-30,130.98,18956100,0.455996352029201,1,-0.00907852927825703,-1,132.18,-0.4539264639128418,-1,-1,1,-1,830.38,3747300,0.3145258103241302,1,-0.006449142706725475,-1,835.77,-0.33143089605991866,-1,-1,1,-1,121.63,30327110,-0.5788472670139656,-1,0.002307375360527386,1,-0.8364083640836375,1,-1,-1,141.22,8122500,0.38795231713339307,1,-0.00863460863460852,-1,142.45,-0.4773604773604622,-1,-1,1,-1,802.32,3246600,1.5147423465003707,1,-0.02549464964594128,-1,823.31,-1.0506370625888157,-1,-1,1,-1,250.63000499999998,3801100,0.7523834821699932,1,-0.009171741559657165,-1,252.94999700000002,-0.16603993080893079,-1,-1,1,-1,20028.619141,20028.619141,19870.390625,19971.130859,317280000,-0.2870306814228439,-1,-1.0,-0.04765411502274877,4823.5,4830.689941,4771.97998,4784.640136999999,83384600,-0.8056362185135397,-1,11786.30957,11792.33008,11659.34961,11681.88965,75301200,-0.885942451959543,-1,-1.3411,-1,0.6718,1,0.4429,0.33,3.1439999999999997,0.526,1,-0.2263,-1,3.6608,1
120,2017-01-31,130.32,19790500,-0.11523392486748535,-1,-0.005038937242327068,-1,130.98,-0.618415025194688,-1,-1,-1,-1,823.48,3137200,0.03277693474961843,1,-0.008309448686143694,-1,830.38,-0.7984296346251107,-1,-1,1,-1,121.35,47767760,-0.16508460586049412,-1,-0.057475728155339856,-1,-0.39463948039134245,-1,-1,-1,140.71,4411600,-0.11383849163998333,-1,-0.003611386489165813,-1,141.22,-0.47443704857668006,-1,-1,-1,-1,796.79,2160600,0.00878447908039681,1,-0.006892511716023675,-1,802.32,-0.6805264732276444,-1,-1,1,-1,251.92999300000002,4116100,-1.0792761779956057,-1,0.0051868809562527485,1,250.63000499999998,-0.5546023908829331,-1,1,0,-1,19913.160156,19918.169922,19784.769531,19864.089844,373750000,-0.2464215203191552,-1,-1.0,-0.2870306814228439,4790.279785,4812.549805,4748.899902,4748.899902,98487800,-0.8638301906618094,-1,11692.530270000001,11733.16016,11535.30957,11535.30957,97413600,-1.3446251270641496,-1,0.0,-1,1.4652,1,1.1255,0.10400000000000001,4.11,0.7859999999999999,1,0.4019,1,-0.4019,-1
121,2017-02-02,130.84,54366400,1.7865185407596424,1,-0.017938902649553334,-1,133.23,-0.007505817008174514,-1,-1,1,-1,839.95,7350500,-0.40163042828625894,-1,0.009130774313690138,1,832.35,0.5094010932900833,1,1,-1,1,128.53,33671250,-0.42975464916392964,-1,-0.00426092345832052,-1,-0.5980582524271814,-1,-1,-1,139.2,3462400,1.002773629187131,1,-0.01122318511152165,-1,140.78,-0.12075578917458978,-1,-1,1,-1,798.53,1532100,-0.5958679768203601,-1,0.0035566168153826627,1,795.7,-0.23878346110344237,-1,1,-1,-1,251.55000299999998,2499800,-1.2925855889922744,-1,0.009268167042445707,1,249.24000499999997,-0.36110134085416307,-1,1,0,-1,19858.339844,19922.75,19831.089844,19884.910156,347220000,0.13379926121080774,1,-1.0,-0.1649839719287605,4785.140136999999,4812.310059,4774.180176,4794.290039,98607300,0.19121492240637847,1,11628.280270000001,11675.98047,11603.65039,11627.9502,97613900,-0.0028385108746763706,-1,-1.1823,-1,0.5391,1,-1.1446,1.169,9.456,0.375,-1,0.8607,1,0.4019,1
122,2017-02-07,131.84,14596400,0.30248033877798375,1,-0.0016659094351052506,-1,132.06,0.1363016810540715,1,-1,1,1,812.5,3466100,-0.39416292891476135,-1,0.006017532564013717,1,807.64,0.20677529592392144,1,1,-1,1,131.53,38158410,-0.7583882334916571,-1,-0.003862465919418301,-1,0.19187965308158722,-1,-1,1,144.0,8573500,-1.7739769595024317,-1,0.02149393487976159,1,140.97,0.368872809817699,1,1,-1,1,806.97,1241200,-0.370651376260901,-1,0.0070257318990689654,1,801.34,0.330696084059198,1,1,-1,1,257.480011,4244800,0.27498779755228564,1,-0.0011249486455927604,-1,257.769989,0.16294100086258803,1,-1,1,1,20107.619141,20155.349609,20068.679688,20090.289063,279670000,-0.08618662348076074,-1,1.0,0.13388130417380095,4762.169922,4787.939941,4750.029785,4754.470215,83945400,-0.16168484380259296,-1,11498.49023,11606.25977,11483.83008,11549.44043,70078100,0.4431033899308808,1,0.0,-1,1.0654,1,0.0,0.0,1.0,0.0,-1,-0.1027,-1,1.528,1
123,2017-02-08,134.2,22390600,-1.2066365007541435,-1,0.017900485436893154,1,131.84,0.5764563106796047,1,1,-1,1,819.71,2858000,-0.8637980041590252,-1,0.008873846153846232,1,812.5,0.023384615384622102,1,1,-1,1,132.04,22941650,-0.5253140464408053,-1,-0.002869657151487681,-1,-0.13685090853798132,-1,-1,-1,144.74,6887100,-0.8149334819252044,-1,0.005138888888889026,1,144.0,-0.2986111111111159,-1,1,-1,-1,808.38,1155300,-0.1710037174721184,-1,0.0017472768504405156,1,806.97,0.003717610320082867,1,1,-1,1,262.079987,3933000,-1.837956436651495,-1,0.017865371304493394,1,257.480011,-0.05049129813808452,-1,1,0,-1,20049.289063,20068.279297,20015.330078,20054.339844,280410000,0.025191820937526758,1,-1.0,-0.08618662348076074,4768.0,4790.290039,4733.819824,4766.600098,102120800,-0.029360360738257364,-1,11546.92969,11591.25977,11479.780270000001,11543.37988,95316900,-0.0307424579113414,-1,0.4588,1,0.3558,1,1.2306,0.11599999999999999,3.2239999999999998,0.6599999999999999,1,0.7003,1,0.0,-1
124,2017-02-09,134.14,16470600,0.26024239720427,1,-0.00044709388971686526,-1,134.2,0.21609538002982154,1,-1,1,1,821.36,2484900,0.029211295034080948,1,0.0020129070036964958,1,819.71,0.23056934769613477,1,1,1,1,132.42,28321440,-0.584884162552208,-1,0.002270663033605791,1,-0.29536504089668764,1,-1,-1,144.14,4555100,0.5793902607256197,1,-0.004145364101147075,-1,144.74,0.16581456404586198,1,-1,1,1,809.56,989700,-0.006176575953348881,-1,0.0014597095425417095,1,808.38,0.13978574432816193,1,1,-1,1,269.200012,7820200,-1.1079857276995362,-1,0.027167373905585546,1,262.079987,1.5911222553593851,1,1,0,1,20061.730469,20206.359375,20061.730469,20172.400391,325310000,0.5516469387873171,1,1.0,0.025191820937526758,4793.009765999999,4831.310059,4769.859863000001,4826.240234000001,100798200,0.6933110847327568,1,11584.40039,11657.24023,11548.17969,11642.86035,106780800,0.5046438143700948,1,0.4767,1,1.7963,1,2.412,0.248,3.327,1.4249999999999998,1,0.2809,1,0.0,-1
125,2017-02-15,133.44,13226500,0.007493443237160664,1,-0.00306313036981698,-1,133.85,-0.2988419872992198,-1,-1,1,-1,842.7,2968900,-1.0431654676259048,-1,0.007544327407071005,1,836.39,-0.2857518621695604,-1,1,-1,-1,135.51,35578640,0.007378984651726185,1,0.0011821204285187292,1,0.3703155088135091,1,1,1,142.27,5309100,-1.101478112563965,-1,0.01029683283624494,1,140.82,-0.07101264024996046,-1,1,-1,-1,818.98,1313600,0.04637766061316094,1,-0.0017916996770065419,-1,820.45,-0.13285392162837856,-1,-1,1,-1,279.76001,4947900,0.08571071428570626,1,-0.0043419494349723475,-1,280.980011,-0.3487831737610653,-1,-1,1,-1,20504.269531,20620.449219,20496.029297,20611.859375,384380000,0.5247192241466359,1,1.0,0.6389910804334861,4910.569824,4932.350098,4902.160156,4924.859863000001,96447600,0.29100571852494717,1,11834.48047,11848.04004,11725.37988,11793.92969,86209800,-0.34264943106538903,-1,0.34,1,1.3049,1,0.0,0.0,1.0,0.0,-1,0.34,1,1.4214,1
126,2017-02-16,133.84,12831100,-0.5786428195686558,-1,0.002997601918465209,1,133.44,-0.27727817745803696,-1,1,-1,-1,844.14,2714700,-0.27321106148436214,-1,0.0017087931648271937,1,842.7,-0.10205292512163447,-1,1,-1,-1,135.35,22539860,0.23586644062798937,1,-0.002726201002063111,-1,0.11807246697660438,-1,1,1,142.01,2847500,0.28788091560173895,1,-0.001827511070499943,-1,142.27,0.10543333099035444,1,-1,1,1,824.16,1287600,-0.5158976985840278,-1,0.00632494077999457,1,818.98,0.11599794866784681,1,1,-1,1,268.950012,7077300,3.1159920075794205,1,-0.03864025455246445,-1,279.76001,-0.7720917653670425,-1,-1,1,-1,20627.310547,20639.869141,20556.830078,20619.769531,354120000,-0.036558406307098376,-1,1.0,0.5247192241466359,4925.540039,4928.25,4890.47998,4899.459961,91475500,-0.5294866713802154,-1,11778.99023,11814.7002,11728.37988,11757.24023,74134300,-0.1846508026180781,-1,0.0,-1,0.0,-1,0.0,0.0,1.0,0.0,-1,0.0,-1,4.3389,1
127,2017-02-17,133.53,12276500,-0.022471910112360403,-1,-0.0023161984459055818,-1,133.84,-0.2540346682606122,-1,-1,-1,-1,845.07,3112300,-0.3646080760095071,-1,0.0011017129859975938,1,844.14,-0.2535124505413778,-1,1,-1,-1,135.72,22163280,-0.45891931902294936,-1,-0.007168983174835386,-1,-0.1847063169560399,-1,-1,-1,142.22,4588100,-0.33156966490299744,-1,0.0014787691007676074,1,142.01,-0.1830856981902619,-1,1,-1,-1,828.07,1611000,-0.6135938373308144,-1,0.004744224422442267,1,824.16,-0.13832265579498962,-1,1,-1,-1,272.230011,6257100,-2.4191208767097483,-1,0.012195571123454707,1,268.950012,-1.171230287954042,-1,1,0,-1,20564.130859,20624.050781,20532.609375,20624.050781,340620000,0.2913807659115176,1,-1.0,-0.036558406307098376,4896.970215,4903.160156,4843.009765999999,4867.580078,102966800,-0.6001698133669437,-1,11759.57031,11775.40039,11693.7002,11757.01953,89889600,-0.021691098677563643,-1,-0.2732,-1,1.3298,1,0.29600000000000004,0.0,0.922,0.078,1,0.128,1,0.5687,1
128,2017-02-23,135.36,18422500,0.39002134079032513,1,-0.005583308845136581,-1,136.12,-0.16896855715546444,-1,-1,1,-1,852.19,3462000,0.6273540352391053,1,-0.003997148233424008,-1,855.61,0.22907633150618112,1,-1,1,1,136.53,20762360,0.6187217935652892,1,-0.0009512659154105041,-1,0.196922179272104,-1,1,1,142.78,4668000,1.1561093804084372,1,-0.0075072987626860765,-1,143.86,0.4101209509244925,1,-1,1,1,831.33,1472800,-0.145762058497571,-1,0.0006861187346527409,1,830.76,-0.07703789301362443,-1,1,-1,-1,255.99000499999997,14915200,3.034089015151527,1,-0.06405617476303715,-1,273.51001,-3.477024478921273,-1,-1,1,-1,20817.210938,20840.699219,20746.410156,20810.320313,302110000,-0.03310061573820999,-1,1.0,0.29055400084639793,4900.799805,4916.439941,4880.490234000001,4891.290039,107821600,-0.1940451840186771,-1,11994.05957,12015.98047,11925.87988,11947.83008,69772500,-0.38543655490615275,-1,-0.6369,-1,0.0,-1,-0.5342,0.18899999999999997,1.714,0.09699999999999999,-1,0.6486,1,0.5719,1
129,2017-02-24,135.44,12625700,-0.9540846750149083,-1,0.0005910165484632746,1,135.36,-0.8865248226950481,-1,1,-1,-1,845.24,3688000,-0.06511264487562947,-1,-0.008155458289818007,-1,852.19,-0.8800854269587768,-1,-1,-1,-1,136.66,21754600,-0.5518357736737547,-1,-0.001971810414080233,-1,-0.45411264923460376,-1,-1,-1,143.25,3302700,-0.9656047363969584,-1,0.003291777559882414,1,142.78,-0.6303403838072599,-1,1,-1,-1,828.64,1392200,-0.10993923139187514,-1,-0.003235778812264778,-1,831.33,-0.4330410306376556,-1,-1,-1,-1,257.0,8171600,-1.7177218124321665,-1,0.003945447010714531,1,255.99000499999997,-1.3008324289848556,-1,1,0,-1,20751.910156,20821.759766,20733.949219,20821.759766,292540000,0.3365936411391115,1,-1.0,-0.03310061573820999,4886.509765999999,4890.109863000001,4806.490234000001,4845.240234000001,117178100,-0.844560514073849,-1,11920.90039,11934.63965,11722.34961,11804.030270000001,98702100,-0.9803799727916322,-1,-0.3182,-1,0.4588,1,0.0,0.0,1.0,0.0,-1,0.4588,1,2.7648,1
130,2017-02-27,136.41,14306700,-0.8502144018926554,-1,0.007161842882457137,1,135.44,-0.1329001772002413,-1,1,-1,-1,848.64,2713600,-0.7431325530045811,-1,0.004022526146419958,1,845.24,-0.3383654346694446,-1,1,-1,-1,136.93,20222210,0.15312819017061363,1,-0.0004379881743192815,-1,0.35123664569002616,-1,1,1,143.41,3907400,-0.2026271660145277,-1,0.0011169284467713592,1,143.25,-0.09075043630017135,-1,1,-1,-1,829.28,1101500,-0.5736462312776689,-1,0.0007723498744931501,1,828.64,-0.49357984166827956,-1,1,-1,-1,246.229996,11460800,0.7817230187510389,1,-0.041906630350194596,-1,257.0,-3.43579844357977,-1,-1,1,-1,20808.710938,20851.330078,20774.759766,20837.439453,256540000,0.13806004170847538,1,1.0,0.3365936411391115,4864.129883,4869.509765999999,4833.77002,4845.180176,89282400,-0.38958061268529176,-1,11858.13965,11860.82031,11792.50977,11822.66992,62847100,-0.2991171553625521,-1,1.0203,1,1.7268,1,0.9379,0.07,3.321,0.609,1,-0.6760999999999998,-1,0.29600000000000004,1
131,2017-03-02,136.76,12294800,0.2407177766430903,1,-0.004802794353078177,-1,137.42,-0.2401397176538962,-1,-1,1,-1,848.91,2132100,0.4888169925446702,1,-0.004888169925446717,-1,853.08,0.0,-1,-1,1,-1,138.96,26170690,0.7428571428571372,1,-0.005866361425096556,-1,0.15022533800701623,-1,1,1,139.53,6119900,1.8431234611326095,1,-0.02187171398527865,-1,142.65,-0.3505082369435682,-1,-1,1,-1,830.63,942500,0.3861605804401304,1,-0.005519371677601637,-1,835.24,-0.16641923279536258,-1,-1,1,-1,250.479996,3351800,-0.3083532811722718,-1,0.0018398207848999704,1,250.020004,-0.1239888789058694,-1,1,0,-1,21128.910156,21129.199219,20996.609375,21002.970703,319910000,-0.5960527640572105,-1,1.0,0.7551631202120122,4965.27002,4972.879883,4955.410156,4963.799805,106837200,-0.029609970738314055,-1,12052.799809999999,12082.58984,12041.90039,12059.57031,79637900,0.05617367007442679,1,0.0,-1,0.4043000000000001,1,-0.2732,0.29600000000000004,0.7040000000000001,0.0,-1,-0.2732,-1,0.9215,1
132,2017-03-10,138.79,16314100,0.0863868691958855,1,0.0039785879629627985,1,138.24,0.4846643518518428,1,1,1,1,852.46,2436400,0.5297549591598557,1,-0.0006330597889799838,-1,853.0,0.4689331770222743,1,-1,1,1,139.14,19578920,0.07899461400360046,1,-0.0004310344827586077,-1,0.4110181713296749,-1,1,1,140.89,3318500,0.35363179857132754,1,0.0025617305913328003,1,140.53,0.6119689745961612,1,1,1,1,843.25,1704000,0.0035575372355531633,1,0.005449038965994246,1,838.68,0.54848094624887,1,1,1,1,243.690002,3066300,1.0235185119831454,1,-0.004940759614718515,-1,244.899994,0.5349175304593915,1,-1,1,1,20919.009766,20940.289063,20827.660156,20902.980469,315430000,-0.07662550560138666,-1,-1.0,-0.029384422344116073,4994.0,5022.100098,4990.149902,4993.319824,103802900,-0.013619863836600854,-1,12018.48047,12067.07031,11936.80957,11963.17969,107316000,-0.4601312132431295,-1,0.0,-1,0.0,-1,0.0,0.0,4.0,0.0,-1,-0.2263,-1,0.6732,1
133,2017-03-14,139.32,12944000,0.10038720780153074,1,-0.0020057306590257618,-1,139.6,-0.10028653295127964,-1,-1,1,-1,852.53,2130600,0.11950090797258296,1,-0.002410512643489904,-1,854.59,-0.12169578394318648,-1,-1,1,-1,138.99,15281850,0.22254127781766134,1,-0.010465612985903427,-1,0.07183908045978646,-1,1,1,143.19,4660300,-0.16789087093389934,-1,-0.00229933110367897,-1,143.52,-0.3971571906354665,-1,-1,-1,-1,845.62,779900,-0.23469726423593218,-1,9.461409276911859e-05,1,845.54,-0.22470847032665248,-1,1,-1,-1,258.0,7598400,-4.831172626747509,-1,0.04805622982537461,1,246.169998,-0.02437218202358268,-1,1,0,-1,20848.599609,20874.0,20786.310547,20837.369141,246820000,-0.05386677383910982,-1,-1.0,-0.0851647932307294,5006.049805,5006.049805,4958.879883,4974.259765999999,91792700,-0.6350324155434653,-1,11987.33984,12002.75,11930.37988,11988.79004,105152600,0.012097763301580954,1,0.0,-1,1.0,1,0.07950000000000003,0.375,1.391,0.23399999999999999,1,0.0,-1,0.365,1
134,2017-03-16,139.99,13612900,0.14978601997145474,1,0.001932436301173901,1,139.72,0.34354423131977513,1,1,1,1,853.42,1842300,0.21980591605284644,1,0.0005275683787235863,1,852.97,0.2731631827614016,1,1,1,1,140.69,19173780,0.021318931210916103,1,0.005000357168368996,1,0.18510608002277582,1,1,1,144.39,5286500,0.7628865979381537,1,-0.005920826161790127,-1,145.25,0.17211703958691912,1,-1,1,1,848.78,977600,0.029445367065945843,1,0.00186496694995264,1,847.2,0.216005665722371,1,1,1,1,262.049988,7132200,0.1333864359768269,1,0.024713534191741715,1,255.729996,2.608218865337953,1,1,1,1,20969.269531,21000.109375,20893.5,20934.550781,264360000,-0.16556966826466415,-1,1.0,0.3608196806699864,5027.100098,5031.569824,5004.620117,5013.379883,113121800,-0.27292504092884046,-1,12140.299809999999,12156.44043,12046.07031,12083.17969,119337500,-0.47050007737821903,-1,-1.0539,-1,1.1137,1,-1.0539,0.7859999999999999,1.214,0.0,-1,0.0,-1,0.7269,1
135,2017-03-23,139.53,13022800,-0.03584743332378217,-1,-0.0004298302170643309,-1,139.59,-0.0788022064617907,-1,-1,-1,-1,847.38,1953000,0.09667531242632044,1,-0.0008018300591938754,-1,848.06,0.016508265924592605,1,-1,1,1,140.92,20299310,0.24069092453631843,1,0.0019908987485779406,1,-0.11313816999009801,1,1,-1,141.84,3712600,0.21105951878428517,1,-0.005678233438485836,-1,142.65,-0.3575184016824531,-1,-1,1,-1,817.58,3487100,0.4165651644336126,1,-0.01447703082245444,-1,829.59,-1.0354512470015347,-1,-1,1,-1,254.77999900000003,3320200,0.23885038661987118,1,-0.0009019097467140025,-1,255.00999500000003,0.1490153356537987,1,-1,1,1,20645.070313,20757.890625,20618.619141,20656.580078,280050000,0.05575066989600559,1,1.0,0.10116489431372713,4996.620117,5032.939941,4980.560059,5032.759765999999,89305600,0.7232819016406891,1,11914.2002,12043.66992,11896.67969,12039.67969,84715200,1.0531927271123205,1,-0.2766,-1,-0.0244,-1,-0.34,0.16699999999999998,0.833,0.0,-1,-0.0772,-1,0.3612,1
136,2017-03-24,140.34,16664700,-0.18560822387206657,-1,0.005805203182111418,1,139.53,0.3941804629828792,1,1,-1,1,845.61,2138300,0.7127089986849446,1,-0.0020887913332860997,-1,847.38,0.5074464820977548,1,-1,1,1,140.64,22355140,0.6077738515901157,1,-0.0017035775127769437,-1,0.4115810388873209,-1,1,1,142.02,3546600,0.23883113234054748,1,0.0012690355329949554,1,141.84,0.36661026508742967,1,1,1,1,814.43,1981000,0.6889571749097759,1,-0.0038528339734339445,-1,817.58,0.305780474082047,1,-1,1,1,263.160004,5647300,-2.917484195355696,-1,0.03289114150597028,1,254.77999900000003,0.3610950638240612,1,1,0,1,20674.449219,20718.330078,20529.669922,20596.720703,292980000,-0.375964143840727,-1,1.0,0.05575066989600559,5027.189941,5027.189941,5003.580078,5020.899902,68967900,-0.12512037686700817,-1,12033.26953,12082.66992,12010.33008,12064.26953,92696000,0.25761909448395776,1,0.0,-1,0.6818,1,0.0772,0.065,1.859,0.076,1,0.0,-1,8.7058,1
