,date,fb_close,fb_vol,fb_intra_perc_change,fb_intra_returns,fb_pct_change,fb_pct_returns,fb_previous_close,fb_opening_change,fb_opening_returns,fb_target,fb_intra_target,fb_open_target,amazon_close,amazon_vol,amazon_intra_perc_change,amazon_intra_returns,amazon_pct_change,amazon_pct_returns,amazon_previous_close,amazon_opening_change,amazon_opening_returns,amazon_target,amazon_intra_target,amazon_open_target,apple_close,apple_vol,apple_intra_perc_change,apple_intra_returns,apple_pct_change,apple_pct_returns,apple_opening_change,apple_target,apple_intra_target,apple_open_target,nflx_close,nflx_vol,nflx_intra_perc_change,nflx_intra_returns,nflx_pct_change,nflx_pct_returns,nflx_previous_close,nflx_opening_change,nflx_opening_returns,nflx_target,nflx_intra_target,nflx_open_target,google_close,google_vol,google_intra_perc_change,google_intra_returns,google_pct_change,google_pct_returns,google_previous_close,google_opening_change,google_opening_returns,google_target,google_intra_target,google_open_target,tsla_close,tsla_vol,tsla_intra_perc_change,tsla_intra_returns,tsla_pct_change,tsla_pct_returns,tsla_previous_close,tsla_opening_change,tsla_opening_returns,tsla_target,tsla_intra_target,tsla_open_target,dji_open,dji_high,dji_low,dji_close,dji_vol,dji_perc_change,dji_return,dji_previous_day_return,dji_previous_perc_change,cac_open,cac_high,cac_low,cac_close,cac_vol,cac_perc_change,cac_return,dax_open,dax_high,dax_low,dax_close,dax_vol,dax_perc_change,dax_return,google_compound,google_sentiment,amazon_compound,amazon_sentiment,fb_compound,fb_neg,fb_neu,fb_pos,fb_sentiment,tsla_compound,tsla_sentiment,em_tweets3_compound,em_tweets3_sentiment
352,2018-10-08,157.25,24046000,-1.0993956538511045,-1,-0.0005084853492659525,-1,157.33,-1.1377359689824067,-1,-1,-1,-1,1864.42,7393200,0.5112059765208071,1,-0.013351678882332685,-1,1889.65,-0.8281956976159653,-1,-1,1,-1,223.77,28784550,-0.7020386121236678,-1,-0.013664212985410096,-1,-0.9273708145704153,-1,-1,-1,349.1,12375500,-1.135639376557163,-1,-0.006403870784118415,-1,351.35,-1.756083677244917,-1,-1,-1,-1,1148.97,1932400,0.09912095364790088,1,-0.007240679137685113,-1,1157.35,-0.6255670281245959,-1,-1,1,-1,250.559998,13472700,5.277480561213845,1,-0.04348163190769394,-1,261.950012,0.9810944387358892,1,-1,1,1,26399.449219,26529.349609,26223.089844,26486.779297,273020000,0.3308026515081617,1,-1.0,-0.6973317205476026,5339.490234000001,5349.310059,5291.740234000001,5300.25,69434100,-0.7349059981444059,-1,12044.95996,12072.26953,11938.799809999999,11947.16016,77268800,-0.8119562067851048,-1,-1.3813,-1,1.7603999999999995,1,0.2369000000000001,1.137,7.229000000000001,1.6340000000000001,1,1.2422,1,1.6543,1
353,2018-10-09,157.9,18844400,-0.13317268057581835,-1,0.004133545310015974,1,157.25,0.2798092209856901,1,1,-1,1,1870.32,4772900,-0.555379329996394,-1,0.0031645230152004267,1,1864.42,-0.23760740605657865,-1,1,-1,-1,226.87,26656630,-1.4442854587730363,-1,0.04857644666296901,1,-0.058095365777371344,1,-1,-1,355.71,8755000,-2.0747245179063247,-1,0.018934402749928303,1,349.1,-0.17759954167860342,-1,1,-1,-1,1138.82,1308700,0.6395323474239981,1,-0.008833999147062177,-1,1148.97,-0.24543721768191828,-1,-1,1,-1,262.799988,12060600,-2.957879725759054,-1,0.04885053519197413,1,250.559998,1.8718079651325639,1,1,0,1,26469.189453,26539.939453,26324.160156,26430.570313,282560000,-0.14590223878435316,-1,1.0,0.3308026515081617,5304.109863000001,5328.370117,5260.529785,5318.549805,78857600,0.2722406279841241,1,11963.62988,11998.63965,11803.19043,11977.219729999999,77186000,0.11359303268581623,1,0.7269999999999999,1,1.0838,1,-0.4215,0.37200000000000005,1.3659999999999999,0.262,-1,0.8992,1,0.9838,1
354,2018-10-10,151.38,30610000,3.4689452875908673,1,-0.04129195693476895,-1,157.9,-0.6839772007599826,-1,-1,1,-1,1755.25,10988900,5.524546663150138,1,-0.061524231147611075,-1,1870.32,-0.6645921553530859,-1,-1,1,-1,216.36,41084070,4.036192672757914,1,0.00890650501282364,1,-0.6215013003041374,1,1,-1,325.89,17183100,7.815682281059062,1,-0.08383233532934131,-1,355.71,-0.6156700683140756,-1,-1,1,-1,1081.22,2675700,4.408176256321383,1,-0.05057866914876796,-1,1138.82,-0.6796508666865712,-1,-1,1,-1,256.880005,12815300,2.9212729821968026,1,-0.022526572565901293,-1,262.799988,0.688735571783972,1,-1,1,1,26441.730469,26487.869141,25567.099609,25598.740234,438200000,-3.188105392679614,-1,-1.0,-0.14590223878435316,5319.27002,5319.879883,5200.109863000001,5206.220215,104816300,-2.1252879544550676,-1,11976.7002,11978.799809999999,11712.26953,11712.5,0,-2.205951519100389,-1,0.8219000000000001,1,4.5711,1,1.2936,0.086,2.747,1.166,1,2.1512,1,0.7184,1
355,2018-10-11,153.35,35338900,-2.144807833211216,-1,0.013013608138459531,1,151.38,-0.8257365570088518,-1,1,-1,-1,1719.36,13935900,0.2691415313225116,1,-0.020447229739353423,-1,1755.25,-1.7803731662156388,-1,-1,1,-1,214.45,52902320,0.03263099011748163,1,-0.03448741614515338,-1,-0.8504344610833812,-1,1,-1,321.1,16082100,1.181756631993591,1,-0.014698211052809107,-1,325.89,-0.2915094050139583,-1,-1,1,-1,1079.32,2949000,-0.5946278449866611,-1,-0.0017572741902666111,-1,1081.22,-0.7658015944951049,-1,-1,-1,-1,252.229996,8167700,2.058013831623566,1,-0.018101872117294526,-1,256.880005,0.25303409660088155,1,-1,1,1,25518.390625,25683.640625,24899.769531,25052.830078,522880000,-1.8244118676665213,-1,-1.0,-3.188105392679614,5128.220215,5175.359863000001,5101.899902,5106.370117,141209700,-0.4260756575173691,-1,11558.98047,11700.5,11518.55957,11539.34961,142293600,-0.16983210630860354,-1,0.5992,1,3.4157,1,-0.5267,0.5349999999999999,5.188,0.27699999999999997,-1,-0.5203,-1,0.1876,1
356,2018-10-12,153.74,25293500,1.9077394244879606,1,0.00254320182588863,1,153.35,2.2041082491033555,1,1,1,1,1788.61,9444600,1.072455752212395,1,0.0402766145542528,1,1719.36,5.155406662944357,1,1,1,1,222.11,39494770,-0.7667180836584822,-1,0.021853146853146876,1,2.7838657029610627,1,-1,1,339.56,14870800,0.002944900904081899,1,0.057489878542509976,1,321.1,5.752102148863273,1,1,1,1,1110.08,2101300,-0.18772563176894652,-1,0.02849942556424412,1,1079.32,2.657228625430833,1,1,-1,1,258.77999900000003,7201400,0.8505750957854283,1,0.025968374514821813,1,252.229996,3.476986932196598,1,1,1,1,25407.630859,25467.550781,25000.830078,25339.990234,397510000,-0.2662216929054605,-1,-1.0,-1.8244118676665213,5160.22998,5164.029785,5095.740234000001,5095.97998,98283100,-1.245099544962529,-1,11691.469729999999,11693.83984,11514.549809999999,11523.80957,99171000,-1.4340383533627767,-1,0.7235,1,1.7957,1,0.06130000000000003,0.638,4.472,0.89,1,2.1821,1,3.5021000000000004,1
357,2018-10-16,158.78,19180100,-2.175032175032172,-1,0.03426263678999475,1,153.52,1.2245961438249058,1,1,-1,1,1819.96,5859900,-2.04429492570788,-1,0.03351032113347907,1,1760.95,1.2805587892898693,1,1,-1,1,222.15,28802550,-1.4707897501484486,-1,0.004340160043401653,1,0.7223040117776928,1,-1,1,346.4,20156400,-2.7161665282884497,-1,0.03983429892234258,1,333.13,1.2337525890793426,1,1,-1,1,1121.28,1928500,-1.5109678704315679,-1,0.026578164339665866,1,1092.25,1.1297779812313957,1,1,-1,1,276.589996,9526400,-4.098601245076334,-1,0.06548788575041997,1,259.589996,2.3537178220072974,1,1,0,1,25351.529297,25817.679688,25351.529297,25798.419922,305800000,1.7627758064002998,1,-1.0,-0.323340701878391,5094.439941,5176.799805,5082.410156,5173.049805,88042700,1.5430521295844248,1,11637.62012,11790.15039,11606.969729999999,11776.549809999999,85693600,1.1937981182358703,1,-0.3629,-1,1.5090000000000001,1,0.7366999999999999,0.373,3.847,0.78,1,0.7337,1,2.1398,1
358,2018-10-17,159.42,17592000,0.08774128854350387,1,0.0040307343494141445,1,158.78,0.49124574883486655,1,1,1,1,1831.73,5295200,0.6001769056702035,1,0.006467175102749412,1,1819.96,1.2544231741356913,1,1,1,1,221.19,22692880,0.49932523616734753,1,0.023932969169521368,1,0.06752194463200796,1,1,1,364.7,32610900,3.6026749134353593,1,0.0528290993071594,1,346.4,9.21766743648961,1,1,1,1,1115.69,1467200,0.9560925376844257,1,-0.004985373858447439,-1,1121.28,0.461972031963476,1,-1,1,1,271.77999900000003,8655500,3.7606215388233903,1,-0.017390350589541748,-1,276.589996,2.1005813962989492,1,-1,1,1,25705.869141,25810.089844,25479.160156,25706.679688,298210000,0.0031531592865232344,1,1.0,1.7627758064002998,5187.109863000001,5205.379883,5117.22998,5144.950195,90604000,-0.8127776182403221,-1,11811.469729999999,11847.79004,11669.95996,11715.030270000001,93600200,-0.8164899221224842,-1,-0.4767,-1,0.7932999999999999,1,-1.1981,1.021,4.699,0.28,-1,2.0361,1,1.7778999999999998,1
359,2018-10-18,154.92,21675100,2.2648413349315524,1,-0.02822732404968009,-1,159.42,-0.5708192196713064,-1,-1,1,-1,1770.72,5874000,2.787278546684307,1,-0.033307310575248494,-1,1831.73,-0.5590343554999923,-1,-1,1,-1,216.02,32389280,0.8445790874873788,1,-0.015001595914458932,-1,-1.505493015054923,-1,1,-1,346.71,18461000,3.8705742091108317,1,-0.049328214971209206,-1,364.7,-1.1050178228681033,-1,-1,1,-1,1087.97,2094500,3.0191471154531744,1,-0.024845611236096077,-1,1115.69,0.551228387813807,1,-1,1,1,263.910004,5421200,1.9978479780881817,1,-0.028957226539691128,-1,271.77999900000003,-0.9161785301206194,-1,-1,1,-1,25645.560547,25691.460938,25236.009766,25379.449219,328020000,-1.0376506589212853,-1,1.0,0.0031531592865232344,5150.22998,5175.589844,5115.310059,5116.790039,99240000,-0.6492902478114121,-1,11695.19043,11791.219729999999,11586.32031,11589.20996,97180800,-0.9061884937601689,-1,-0.29600000000000004,-1,1.5553,1,0.17659999999999998,0.18600000000000003,1.294,0.52,1,0.0,-1,2.661,1
360,2018-10-19,154.05,19761300,1.1612986013088684,1,-0.005615801704105139,-1,154.92,0.6067647818228933,1,-1,1,1,1764.03,5907200,1.1836474041542555,1,-0.00377812415288703,-1,1770.72,0.8154874853167104,1,-1,1,1,219.31,32874330,-0.5732367238374759,-1,-0.006072966236120525,-1,0.9443570039811092,-1,-1,1,332.67,16717200,5.222222222222218,1,-0.040494938132733305,-1,346.71,1.2373453318335268,1,-1,1,1,1096.46,1267600,-0.2826124733621872,-1,0.00780352399422779,1,1087.97,0.49633721518055307,1,1,-1,1,260.0,9375500,2.763758773864464,1,-0.014815671784840778,-1,263.910004,1.318635499698598,1,-1,1,1,25421.089844,25608.710938,25350.019531,25444.339844,350810000,0.0914594934468853,1,-1.0,-1.0376506589212853,5119.640136999999,5133.589844,5057.450195,5084.660156,130238900,-0.6832507766941804,-1,11578.84961,11617.280270000001,11498.69043,11553.83008,128743800,-0.21607958340171912,-1,0.8311999999999999,1,1.7058,1,-0.9978,0.4270000000000001,3.573,0.0,-1,-0.3243999999999999,-1,0.9577,1
361,2018-10-22,154.78,15424700,-0.012923235978295575,-1,0.004738721194417428,1,154.05,0.46088932164880203,1,1,-1,1,1789.3,4500000,-0.29708520179371944,-1,0.014325153200342333,1,1764.03,1.1320669149617653,1,1,-1,1,220.65,28751540,-0.39128258792484355,-1,-0.009338661159251083,-1,0.2188682686607951,-1,-1,1,329.54,17097200,1.0687481236865812,1,-0.009408723359485394,-1,332.67,0.12925722187152638,1,-1,1,1,1101.16,1514200,0.17224810980362482,1,0.004286522080148902,1,1096.46,0.6019371431698292,1,1,1,1,260.950012,5600300,-0.1035825561035636,-1,0.003653892307692308,1,260.0,0.26153576923077865,1,1,0,1,25492.140625,25561.339844,25236.050781,25317.410156,314940000,-0.6854287820326908,-1,1.0,0.0914594934468853,5130.290039,5135.689941,5052.240234000001,5053.310059,74610400,-1.50049957048832,-1,11665.67969,11677.4502,11497.08984,11524.33984,73772600,-1.211586926402231,-1,-0.04400000000000004,-1,1.065,1,1.0727000000000002,0.27699999999999997,5.817,0.906,1,0.0,-1,2.7075,1
362,2018-10-23,154.39,19095000,-2.0962835603756034,-1,-0.0025197053882931586,-1,154.78,-2.3000387646982827,-1,-1,-1,-1,1768.7,6723900,-1.518734502709158,-1,-0.011512882132677538,-1,1789.3,-2.6300788017660506,-1,-1,-1,-1,222.73,38681170,-3.196960570819616,-1,0.03552001487749301,1,-2.1844550192612706,1,-1,-1,333.16,14907300,-4.767295597484285,-1,0.01098500940705227,1,329.54,-3.501851065121084,-1,1,-1,-1,1103.69,1848700,-2.109372831647989,-1,0.0022975771005122603,1,1101.16,-1.8407860801336755,-1,1,-1,-1,294.140015,19027800,-11.47156576101045,-1,0.12718912233657997,1,260.950012,1.1189817458218787,1,1,0,1,25038.460938,25307.699219,24768.789063,25191.429688,436430000,0.6109351144975714,1,-1.0,-0.6854287820326908,4991.910156,5009.430176,4955.669922,4967.689941,114932000,-0.4851893211837741,-1,11367.57031,11394.20996,11228.5,11274.280270000001,115195200,-0.8206682470917399,-1,0.6359999999999999,1,3.0704,1,0.0,0.0,1.0,0.0,-1,0.2805000000000001,1,1.8291,1
363,2018-10-25,150.95,22105700,-2.1796520679618214,-1,0.033620925773760524,1,146.04,1.1572172007669117,1,1,-1,1,1782.17,10285700,-4.627966231051943,-1,0.07088691263069347,1,1664.2,2.3518807835596607,1,1,-1,1,219.8,29027340,-0.959992650773967,-1,0.016181229773462702,1,1.2180947510344529,1,-1,1,312.87,13346900,-1.8722323521750455,-1,0.03657688102574297,1,301.83,1.7526422158168575,1,1,-1,1,1095.57,2545800,-2.2187182190541033,-1,0.042694939612262006,1,1050.71,2.0062624320697364,1,1,-1,1,314.859985,20840700,0.7439682216002431,1,0.0913690987868283,1,288.5,9.954939688041584,1,1,1,1,24736.539063,25104.289063,24645.560547,24984.550781,439670000,1.0026128447813798,1,-1.0,-2.341650684725866,4933.950195,5033.52002,4925.560059,5032.299805,125445400,1.993323931394068,1,11098.67969,11324.91992,11078.37012,11307.12012,0,1.8780651016337124,1,2.4611,1,1.712,1,0.8506,0.0,2.46,0.54,1,3.2557,1,1.6606999999999998,1
364,2018-10-26,145.37,31303300,0.30859964339595986,1,-0.03696588274262991,-1,150.95,-3.3984763166611436,-1,-1,1,-1,1642.81,14963800,0.41101122097005766,1,-0.07819680501860093,-1,1782.17,-7.439245414298308,-1,-1,1,-1,216.3,47191700,-0.1852709587772143,-1,0.01912928759894461,1,-1.774340309372159,1,-1,-1,299.83,19616000,0.22628198728827886,1,-0.04167865247546909,-1,312.87,-3.9505225812637876,-1,-1,1,-1,1071.47,4187600,-3.3210225355100675,-1,-0.02199768157214954,-1,1095.57,-5.343337258230872,-1,-1,-1,-1,330.899994,27425500,-7.347929927007296,-1,0.05094330738788533,1,314.859985,-2.0993410769552043,-1,1,0,-1,24770.25,24916.160156,24445.189453,24688.310547,505310000,-0.3307978441880847,-1,1.0,1.0026128447813798,4978.390136999999,4978.390136999999,4896.799805,4967.370117,131619600,-0.22135709931804856,-1,11180.95996,11205.83008,11051.04004,11200.62012,138702800,0.17583606479527586,1,-4.3051,-1,-4.6231,-1,-0.6611,0.445,2.555,0.0,-1,0.4588,1,3.637,1
365,2018-10-29,142.09,31336800,4.316498316498314,1,-0.022563114810483564,-1,145.37,2.153126504780901,1,-1,1,1,1538.88,13866100,7.296385542168668,1,-0.06326355451939047,-1,1642.81,1.0463778525818601,1,-1,1,1,212.24,45713690,3.1707650896482455,1,-0.004969526488513787,-1,1.3361072584373492,-1,1,1,284.84,21698800,6.689379545305646,1,-0.049994997165060284,-1,299.83,1.8110262482073198,1,-1,1,1,1020.08,3880700,5.7636701248071525,1,-0.047962145463708694,-1,1071.47,1.0266269704238102,1,-1,1,1,334.850006,14486000,0.7763638226320332,1,0.011937177611432759,1,330.899994,1.9854962584254308,1,1,1,1,24818.980469,25040.580078,24122.230469,24442.919922,443850000,-1.5152135176129153,-1,-1.0,-0.3307978441880847,4958.509765999999,5030.02002,4958.509765999999,4989.350098,83255000,0.6219677575603403,1,11270.66992,11444.86035,11218.91992,11335.48047,98716300,0.5750372467655424,1,0.04559999999999997,1,3.2717,1,0.0,0.0,3.0,0.0,-1,0.6477999999999999,1,0.6427,1
366,2018-10-31,151.79,60101300,2.070967741935489,1,0.038093284092463264,1,146.22,6.004650526603748,1,1,1,1,1598.01,9390200,-1.7847247434697024,-1,0.04416434704198835,1,1530.42,2.5855647469322105,1,1,-1,1,218.86,38016810,-0.9129472519365631,-1,-0.015120151201512,-1,1.6783872480074937,-1,-1,1,301.78,20360300,-1.3466769654431243,-1,0.05587628144571566,1,285.81,4.184598159616521,1,1,-1,1,1076.77,2529800,-1.600286843868244,-1,0.039142644830681084,1,1036.21,2.2775306163808406,1,1,-1,1,337.320007,7624300,-1.4374204217935105,-1,0.02249170395559319,1,329.899994,0.800247059113316,1,1,0,1,25008.820313,25336.550781,25008.820313,25115.759766,448930000,0.4276069469154854,1,1.0,1.6036309761197274,5049.740234000001,5106.759765999999,5047.350098,5093.439941,130251200,0.8653852470621729,1,11417.08984,11499.37988,11391.63965,11447.50977,127284000,0.2664420655903328,1,0.906,1,0.0,-1,0.26780000000000004,1.0090000000000001,11.428,1.5630000000000002,1,0.0,-1,1.1267,1
367,2018-11-02,150.35,24708700,0.9552042160737925,1,-0.009225700164744666,-1,151.75,0.0329489291598098,1,-1,1,1,1665.53,6955500,0.7780339451563483,1,0.0,-1,1665.53,0.7841347799199021,1,-1,1,1,207.48,91046560,0.9878310665712342,1,0.029217719132893505,1,-5.70155701557015,1,1,-1,309.1,13404600,2.798742138364773,1,-0.026088600415905105,-1,317.38,0.19534942340412265,1,-1,1,1,1057.79,1839000,1.4845445316792913,1,-0.01141121495327102,-1,1070.0,0.3485981308411232,1,-1,1,1,346.410004,7808000,-0.7767539645300036,-1,0.006186839218620843,1,344.27999900000003,-0.1568516909400986,-1,1,0,-1,25443.599609,25578.980469,25078.720703,25270.830078,429480000,-0.6790294363022796,-1,1.0,0.9492458669274377,5147.02002,5162.180176,5101.279785,5102.129883,94431400,-0.8721578083156616,-1,11636.37012,11689.95996,11518.87012,11518.99023,109924000,-1.0087328676341567,-1,-1.5148,-1,1.2193999999999998,1,0.3064000000000001,0.28,2.352,0.368,1,0.4588,1,2.7055,1
368,2018-11-06,149.94,16667100,-0.42194092827003915,-1,0.008474576271186418,1,148.68,0.423728813559319,1,1,-1,1,1642.81,4257400,-1.5114159483424499,-1,0.009221034525126015,1,1627.8,-0.580538149649837,-1,1,-1,-1,203.77,31774720,-0.9162044374009621,-1,-0.02943557989997614,-1,0.16369859616051594,-1,-1,1,310.84,9710400,1.2453933155420054,1,-0.014582804970834418,-1,315.44,-0.21557189956885836,-1,-1,1,-1,1055.81,1233300,-1.570977796590596,-1,0.015114076666442378,1,1040.09,-0.05864877077944216,-1,1,-1,-1,341.059998,6762900,-0.5868967938529673,-1,-0.0009958875394707745,-1,341.399994,-0.6824800940096142,-1,-1,0,-1,25452.830078,25651.859375,25444.900391,25635.009766,265450000,0.7157541516668753,1,1.0,0.7926241443108873,5110.799805,5110.799805,5066.390136999999,5075.189941,67159700,-0.6967571683234816,-1,11518.16992,11528.51953,11436.530270000001,11484.33984,0,-0.2937105480728984,-1,-0.3708,-1,1.2114,1,0.0,0.0,3.0,0.0,-1,0.0,-1,1.9118,1
369,2018-11-07,151.53,21877400,0.02639044665830444,1,0.010604241696678729,1,149.94,1.0871015072695716,1,1,1,1,1755.49,8192200,-4.930663478780635,-1,0.0685897943158369,1,1642.81,1.8377049080538868,1,1,-1,1,209.95,33291640,-1.932320240811764,-1,0.007002733944073913,1,1.0796486234479996,1,-1,1,327.5,13328300,-4.6660274848194385,-1,0.05359670570068209,1,310.84,0.6627203706086741,1,1,-1,1,1093.39,2058400,-2.28157156220768,-1,0.0355935253502051,1,1055.81,1.2492778056657974,1,1,-1,1,348.160004,7374500,-1.4038585822084153,-1,0.020817469189101434,1,341.059998,0.6685034930422938,1,1,0,1,25788.460938,26200.140625,25765.880859,26180.300781,361780000,1.5194386510387476,1,1.0,0.7157541516668753,5100.080078,5150.640136999999,5098.899902,5137.939941,88816200,0.7423385990214971,1,11542.08984,11634.80957,11532.33984,11579.09961,85986800,0.3206505105491256,1,-0.25,-1,1.7083,1,-0.4404,0.225,0.775,0.0,-1,0.4215,1,0.009200000000000041,1
370,2018-11-08,147.87,24145800,1.740979467074227,1,-0.024153632943971437,-1,151.53,-0.6863327393915344,-1,-1,1,-1,1754.91,6534900,0.0051282051282004635,1,-0.0003303920842613328,-1,1755.49,-0.02791243470484076,-1,-1,1,-1,208.49,25289270,0.7095913896561485,1,0.01966058590502273,1,0.01428911645629966,1,1,1,317.92,11023900,3.0731707317073123,1,-0.02925190839694647,-1,327.5,0.15267175572519084,1,-1,1,1,1082.4,1488200,0.8228114863750496,1,-0.01005130831633727,-1,1093.39,-0.18383193553992544,-1,-1,1,-1,351.399994,7090700,-0.8321360114777597,-1,0.009306037347127205,1,348.160004,0.09765509998098032,1,1,0,1,26139.589844,26277.820313,26081.900391,26191.220703,295650000,0.19751977482482178,1,1.0,1.5194386510387476,5147.189941,5168.109863000001,5120.140136999999,5131.450195,87240200,-0.3057929895810559,-1,11629.0,11648.79004,11503.36035,11527.32031,80629900,-0.8743631438644841,-1,1.2087,1,1.8352,1,-0.4939,0.32899999999999996,3.529,0.141,-1,0.4588,1,0.9042,1
371,2018-11-12,141.55,18542100,2.027962347729775,1,-0.02352373068432667,-1,144.96,-0.33112582781458205,-1,-1,1,-1,1636.85,6806200,3.614918974938766,1,-0.04413611067313705,-1,1712.43,-0.828647010388749,-1,-1,1,-1,194.17,50991030,2.427135678391966,1,0.010092077199188365,1,-2.6752090771262282,1,1,-1,294.07,10924800,1.976666666666669,1,-0.030975055194912282,-1,303.47,-1.1434408673015544,-1,-1,1,-1,1038.63,1471800,2.144357870339836,1,-0.025812502931107262,-1,1066.15,-0.44646625709327864,-1,-1,1,-1,331.27999900000003,6941500,4.905702628034881,1,-0.054862943857152624,-1,350.51001,-0.6105431910489533,-1,-1,1,-1,25959.330078,25966.710938,25340.509766,25387.179688,346910000,-2.204026021784301,-1,-1.0,-0.6111435449223527,5130.379883,5140.450195,5058.490234000001,5059.089844,77068100,-1.389566477060029,-1,11591.58984,11598.50977,11310.719729999999,11325.44043,93211100,-2.296056137886949,-1,-0.3732,-1,2.4738,1,0.2809,0.17600000000000002,3.283,0.541,1,-0.29169999999999985,-1,0.8555,1
372,2018-11-14,144.22,22068400,-0.36186499652053605,-1,0.01449071468767582,1,142.16,1.0832864378165392,1,1,-1,1,1599.01,6486900,3.4600801777434276,1,-0.019715909439236956,-1,1631.17,1.5418380671542429,1,-1,1,1,186.8,60547340,3.661681279009796,1,-0.024084426101039558,-1,0.8687509753940675,-1,1,1,286.73,16853600,4.550599201065233,1,-0.026052989130434634,-1,294.4,2.0380434782608696,1,-1,1,1,1043.66,1565900,0.603809523809516,1,0.007345205347232486,1,1036.05,1.346460112928917,1,1,1,1,344.0,5040300,-0.37933701618895327,-1,0.015558081152720726,1,338.730011,1.1720251737600025,1,1,0,1,25388.080078,25501.289063,24935.820313,25080.5,384240000,-1.21151373815987,-1,-1.0,-0.13712102507662222,5062.439941,5131.040039,5026.220215,5068.850098,88350000,0.1266218873647326,1,11394.75,11566.79004,11314.59961,11412.530270000001,106400600,0.15603914083241063,1,0.3612,1,0.3909,1,-0.6785,0.595,3.2540000000000004,0.151,-1,0.4215,1,2.5266,1
373,2018-11-15,143.85,30320300,-1.0679407011873687,-1,-0.0025655248925253726,-1,144.22,-1.3104978505061617,-1,-1,-1,-1,1619.44,8427300,-2.430724663348117,-1,0.012776655555625016,1,1599.01,-1.1256965247246735,-1,1,-1,-1,191.41,46271660,-1.6030574871277723,-1,-0.010954373998863232,-1,0.8511777301927059,-1,-1,1,290.06,9967100,-1.593639452208333,-1,0.011613713249398305,1,286.73,-0.4254873923203108,-1,1,-1,-1,1064.71,1836100,-1.9144068688918454,-1,0.020169403828833143,1,1043.66,0.10060747753099233,1,1,-1,1,348.440002,4625700,-1.784831955139231,-1,0.012906982558139601,1,344.0,-0.4854688953488323,-1,1,0,-1,25061.480469,25354.560547,24787.789063,25289.269531,392750000,0.908921012394974,1,-1.0,-1.21151373815987,5097.089844,5106.560059,4993.47998,5033.620117,99859900,-1.245214994095358,-1,11447.83984,11500.66016,11254.91992,11353.66992,96865000,-0.8225999080713926,-1,1.069,1,0.3358999999999999,1,-1.222,0.7440000000000001,3.1180000000000003,0.138,-1,0.26280000000000003,1,1.2273999999999998,1
374,2018-11-16,139.53,37250600,1.091656624370874,1,-0.030031282586027053,-1,143.85,-1.932568647897116,-1,-1,1,-1,1593.41,6066100,-0.3722834645669343,-1,-0.016073457491478482,-1,1619.44,-1.9722867163957947,-1,-1,-1,-1,193.53,36191330,-1.5905511811023627,-1,0.0412676207898417,1,-0.4754192570921042,1,-1,-1,286.21,9099500,0.3238838197395023,1,-0.013273115907053823,-1,290.06,-1.0066882713921312,-1,-1,1,-1,1061.49,1658100,-0.1963356962837737,-1,-0.0030242976960862533,-1,1064.71,-0.49778813010115003,-1,-1,-1,-1,354.309998,7206200,-2.6420220594917505,-1,0.01684650432300261,1,348.440002,-0.9327287284311289,-1,1,0,-1,25242.349609,25510.230469,25147.800781,25413.220703,354460000,0.6769223017934719,1,1.0,0.908921012394974,5068.640136999999,5081.0,4986.189941,5025.200195,99615100,-0.8570334611624267,-1,11425.799809999999,11448.55957,11233.20996,11341.0,113018300,-0.7421783280832628,-1,-1.4102,-1,-1.0209,-1,-0.4767,0.307,1.693,0.0,-1,-0.29600000000000004,-1,1.8062,1
375,2018-11-19,131.55,44362700,4.403749727490736,1,-0.057192001720060115,-1,139.53,-1.37604816168565,-1,-1,1,-1,1512.29,7790000,4.103968903177534,1,-0.050909684262054444,-1,1593.41,-1.029239178867968,-1,-1,1,-1,185.86,41626820,2.1789473684210456,1,0.0501751610351453,1,-1.8240066139616602,1,1,-1,270.6,12993800,4.647802952887697,1,-0.05454037245379251,-1,286.21,-0.8455330002445614,-1,-1,1,-1,1020.0,1858600,3.518728717366633,1,-0.03908656699544977,-1,1061.49,-0.4041488850577927,-1,-1,1,-1,353.47000099999997,9708900,0.8054091688321222,1,-0.0023707967732822244,-1,354.309998,0.5729440352964519,1,-1,1,1,25392.609375,25392.609375,24900.980469,25017.439453,358090000,-1.4774768376871508,-1,1.0,0.6769223017934719,5040.680176,5062.75,4979.97998,4985.450195,75776800,-1.095685087559491,-1,11384.0,11419.549809999999,11231.58984,11244.54004,78718200,-1.2250523541813083,-1,0.5689000000000001,1,0.6518,1,-2.4165,1.656,3.927,0.41700000000000004,-1,0.9318,1,4.8574,1
