,date,cac_open,cac_high,cac_low,cac_close,cac_vol,cac_perc_change,cac_return
0,2010-04-19,3964.530029,3987.0500490000004,3949.080078,3970.469971,0,0.1498271410873446,1
1,2010-04-20,3987.75,4030.040039,3970.6298829999996,4026.649902,119539400,0.9754849727289853,1
2,2010-04-21,4037.389893,4037.389893,3976.9499509999996,3977.669922,138462800,-1.4791727473123684,-1
3,2010-04-22,3969.5,4007.3000490000004,3907.429932,3924.649902,189281900,-1.1298676911449776,-1
4,2010-04-23,3921.8701170000004,3968.5,3907.1899409999996,3951.3000490000004,161657800,0.7504055749432155,1
5,2010-04-26,3995.26001,4017.530029,3978.3100590000004,3997.389893,129533400,0.053310247510025346,1
6,2010-04-27,3988.8701170000004,3995.959961,3844.600098,3844.600098,164571600,-3.6168141545933543,-1
7,2010-04-28,3815.389893,3848.149902,3749.530029,3787.0,284113000,-0.7440889082420188,-1
8,2010-04-29,3796.4399409999996,3857.639893,3775.3400880000004,3840.6201170000004,180090900,1.163726456538214,1
9,2010-04-30,3829.639893,3857.080078,3783.9499509999996,3816.98999,179653200,-0.3303157308111945,-1
10,2010-05-03,3796.790039,3847.209961,3771.959961,3828.459961,100879200,0.834123606380438,1
11,2010-05-04,3827.0500490000004,3836.169922,3678.889893,3689.290039,245235200,-3.5996396241537734,-1
12,2010-05-05,3688.149902,3705.080078,3613.570068,3636.030029,274467800,-1.413171220934829,-1
13,2010-05-06,3583.75,3667.889893,3541.820068,3556.110107,331062400,-0.7712561702127667,-1
14,2010-05-07,3454.600098,3538.860107,3349.959961,3392.5900880000004,438501300,-1.794998212264843,-1
15,2010-05-10,3605.8400880000004,3720.290039,3461.959961,3720.290039,413011200,3.1740162682444386,1
16,2010-05-11,3655.23999,3700.290039,3623.219971,3693.1999509999996,222168000,1.0385080351454452,1
17,2010-05-12,3665.7700200000004,3763.070068,3639.3400880000004,3733.8701170000004,207577300,1.857729661938803,1
18,2010-05-13,3774.100098,3774.100098,3702.73999,3731.540039,130644800,-1.1276876048558877,-1
19,2010-05-14,3706.7700200000004,3711.1201170000004,3543.73999,3560.360107,239780000,-3.949797592244485,-1
20,2010-05-17,3526.8701170000004,3594.9399409999996,3515.399902,3543.5500490000004,167306700,0.47293865230818777,1
21,2010-05-18,3601.3798829999996,3640.0600590000004,3576.2700200000004,3617.320068,158030000,0.44261326263426526,1
22,2010-05-19,3557.350098,3576.139893,3485.889893,3511.669922,221007000,-1.2841068419350117,-1
23,2010-05-20,3522.459961,3555.639893,3362.169922,3432.5200200000004,279907600,-2.5533275607330497,-1
24,2010-05-21,3433.1899409999996,3458.669922,3341.76001,3430.73999,291508000,-0.07136077648200242,-1
25,2010-05-24,3460.48999,3477.860107,3399.580078,3430.929932,134297800,-0.8542159661036911,-1
26,2010-05-25,3326.540039,3348.639893,3287.570068,3331.290039,224325800,0.14279100640038922,1
27,2010-05-26,3393.4399409999996,3449.570068,3374.780029,3408.5900880000004,220441200,0.4464539600938452,1
28,2010-05-27,3433.2700200000004,3527.6999509999996,3420.780029,3525.3100590000004,207762200,2.6808272714885373,1
29,2010-05-28,3553.169922,3553.169922,3501.169922,3515.0600590000004,153896600,-1.0725595408211857,-1
30,2010-05-31,3506.3000490000004,3528.780029,3498.070068,3507.5600590000004,64323600,0.03593560112915384,1
31,2010-06-01,3481.6599119999996,3521.23999,3414.5,3503.080078,187823600,0.6152285559589812,1
32,2010-06-02,3471.830078,3505.7299799999996,3432.1999509999996,3501.5,143898400,0.8545902689192626,1
33,2010-06-03,3572.76001,3598.3798829999996,3549.8798829999996,3557.3400880000004,163039000,-0.4315969154614331,-1
34,2010-06-04,3567.98999,3593.0,3443.110107,3455.610107,223099000,-3.149669234357915,-1
35,2010-06-07,3397.169922,3455.320068,3381.7299799999996,3413.719971,175973200,0.48717165699667186,1
36,2010-06-08,3433.860107,3433.860107,3343.590088,3380.360107,177003000,-1.5580133824013118,-1
37,2010-06-09,3411.8100590000004,3446.7700200000004,3364.8400880000004,3446.7700200000004,167829200,1.0246748909066399,1
38,2010-06-10,3416.540039,3538.610107,3405.26001,3516.639893,172744600,2.929860410162167,1
39,2010-06-11,3536.850098,3570.389893,3507.570068,3555.5200200000004,177228600,0.5278686255478532,1
40,2010-06-14,3583.469971,3630.1599119999996,3581.969971,3626.040039,155673600,1.1879565991764243,1
41,2010-06-15,3590.830078,3672.709961,3590.830078,3661.51001,152375600,1.9683452144682634,1
42,2010-06-16,3689.649902,3689.649902,3639.280029,3675.929932,166233600,-0.3718501853675358,-1
43,2010-06-17,3671.959961,3716.1899409999996,3660.25,3683.080078,147755800,0.30283873239651415,1
44,2010-06-18,3685.350098,3704.5900880000004,3662.580078,3687.209961,197360200,0.050466385839691597,1
45,2010-06-21,3750.6999509999996,3759.540039,3722.3798829999996,3736.149902,131633000,-0.3879288983412337,-1
46,2010-06-22,3703.3100590000004,3726.040039,3671.389893,3705.320068,136381400,0.05427601167541416,1
47,2010-06-23,3665.850098,3696.030029,3626.540039,3641.790039,133447000,-0.6563295922309126,-1
48,2010-06-24,3666.419922,3667.9399409999996,3543.469971,3555.360107,151023400,-3.029107886240644,-1
49,2010-06-25,3559.1201170000004,3577.51001,3504.3100590000004,3519.7299799999996,144737600,-1.1067380617994684,-1
50,2010-06-28,3537.669922,3577.5900880000004,3506.6599119999996,3576.4499509999996,110519000,1.0962025812197738,1
51,2010-06-29,3520.330078,3532.3798829999996,3424.719971,3432.98999,176011800,-2.4810198494119713,-1
52,2010-06-30,3448.0,3470.6899409999996,3408.5500490000004,3442.889893,169320000,-0.14820495939675088,-1
53,2010-07-01,3386.790039,3403.080078,3321.350098,3339.899902,188797200,-1.3845008536119612,-1
54,2010-07-02,3371.899902,3390.780029,3337.409912,3348.3701170000004,161435300,-0.6978197954821649,-1
55,2010-07-05,3362.719971,3364.75,3331.590088,3332.459961,82880200,-0.8998670796546075,-1
56,2010-07-06,3352.389893,3456.429932,3349.679932,3423.360107,139601000,2.1170035784975427,1
57,2010-07-07,3386.469971,3483.4399409999996,3361.179932,3483.4399409999996,161380200,2.863452823453359,1
58,2010-07-08,3516.1298829999996,3553.610107,3504.780029,3538.25,137177600,0.6291040927398072,1
59,2010-07-09,3567.3701170000004,3570.889893,3540.389893,3554.4799799999996,102697000,-0.3613344446255778,-1
60,2010-07-12,3562.6999509999996,3593.1201170000004,3545.570068,3567.6599119999996,81693200,0.13921916154089345,1
61,2010-07-13,3568.389893,3642.530029,3567.679932,3637.76001,120330000,1.9440173041651403,1
62,2010-07-14,3652.1899409999996,3656.76001,3596.2700200000004,3632.9799799999996,104902600,-0.525984719040658,-1
63,2010-07-15,3617.3701170000004,3654.100098,3569.4099119999996,3581.820068,129048000,-0.9827595145139083,-1
64,2010-07-16,3595.0200200000004,3614.5900880000004,3487.209961,3500.1599119999996,153679600,-2.6386531221598246,-1
65,2010-07-19,3476.070068,3534.48999,3476.070068,3486.330078,98873200,0.2951611963881726,1
66,2010-07-20,3512.419922,3514.389893,3419.7700200000004,3468.0200200000004,121121400,-1.2640829680386847,-1
67,2010-07-21,3500.360107,3541.5900880000004,3488.6201170000004,3493.919922,121735000,-0.18398635577867786,-1
68,2010-07-22,3473.4799799999996,3604.899902,3469.469971,3600.570068,152198400,3.658869166708149,1
69,2010-07-23,3595.6599119999996,3628.1999509999996,3575.320068,3607.0500490000004,144253200,0.31677459155655485,1
70,2010-07-26,3634.76001,3636.179932,3589.929932,3636.179932,120159000,0.03906508259399614,1
71,2010-07-27,3661.0600590000004,3698.0200200000004,3654.219971,3666.399902,189935300,0.14585510518661898,1
72,2010-07-28,3680.600098,3700.399902,3656.1899409999996,3670.360107,144008200,-0.2782152564078945,-1
73,2010-07-29,3680.0600590000004,3720.6298829999996,3651.9099119999996,3651.9099119999996,163107200,-0.764937162673647,-1
74,2010-07-30,3647.209961,3680.070068,3600.830078,3643.139893,212444400,-0.11159401415113629,-1
75,2010-08-02,3675.8798829999996,3755.719971,3671.929932,3752.030029,128950400,2.0716168216533752,1
76,2010-08-03,3744.5200200000004,3751.959961,3716.040039,3747.51001,118021400,0.07984975334701454,1
77,2010-08-04,3746.5600590000004,3779.98999,3716.030029,3760.719971,122176400,0.37794434833587226,1
78,2010-08-05,3763.719971,3802.9399409999996,3758.5200200000004,3764.1899409999996,111002400,0.012486848214554596,1
79,2010-08-06,3780.820068,3794.030029,3698.149902,3716.0500490000004,137452400,-1.7131209059166363,-1
80,2010-08-09,3764.25,3781.6298829999996,3752.98999,3777.3701170000004,90481000,0.3485453144716847,1
81,2010-08-10,3769.469971,3771.669922,3710.01001,3730.580078,104085000,-1.0317071975422305,-1
82,2010-08-11,3705.4399409999996,3708.6201170000004,3625.6999509999996,3628.290039,130808800,-2.0820713121362573,-1
83,2010-08-12,3611.459961,3641.850098,3584.4399409999996,3621.070068,142554800,0.2661003334878166,1
84,2010-08-13,3650.459961,3652.080078,3577.540039,3610.9099119999996,112094400,-1.0834264564612874,-1
85,2010-08-16,3622.600098,3628.6599119999996,3563.8798829999996,3597.600098,81349400,-0.6901120555316674,-1
86,2010-08-17,3615.350098,3664.6201170000004,3610.2700200000004,3663.1298829999996,98604600,1.3215811388897398,1
87,2010-08-18,3650.5200200000004,3668.5,3625.48999,3647.929932,84809600,-0.07095120656263043,-1
88,2010-08-19,3666.9399409999996,3680.030029,3570.350098,3572.399902,126822600,-2.5781725504404585,-1
89,2010-08-20,3570.399902,3596.429932,3517.48999,3526.1201170000004,122422600,-1.240191189093297,-1
90,2010-08-23,3536.9499509999996,3583.4499509999996,3524.6298829999996,3553.2299799999996,84709800,0.4602844039508439,1
91,2010-08-24,3523.48999,3529.9099119999996,3457.1201170000004,3491.110107,129505800,-0.9189719026277144,-1
92,2010-08-25,3482.530029,3500.8100590000004,3414.8400880000004,3450.1899409999996,139057400,-0.9286377355168638,-1
93,2010-08-26,3490.75,3491.850098,3455.51001,3475.030029,117566800,-0.4503321922223014,-1
94,2010-08-27,3460.350098,3509.580078,3435.5500490000004,3507.4399409999996,124786200,1.3608404255747577,1
95,2010-08-30,3518.6899409999996,3520.6999509999996,3477.2700200000004,3487.01001,70376000,-0.900333122019735,-1
96,2010-08-31,3435.0500490000004,3490.790039,3430.9099119999996,3490.790039,132464300,1.6226834894655002,1
97,2010-09-01,3507.8701170000004,3626.26001,3478.850098,3623.8400880000004,168577800,3.3059938689856563,1
98,2010-09-02,3610.399902,3646.290039,3598.179932,3631.429932,121208000,0.58248478204174,1
99,2010-09-03,3642.100098,3706.4799799999996,3631.320068,3672.1999509999996,132819000,0.8264422226211894,1
100,2010-09-06,3695.469971,3695.469971,3674.76001,3684.7299799999996,74534600,-0.29062584960186033,-1
101,2010-09-07,3669.149902,3672.540039,3620.360107,3643.8100590000004,108087700,-0.690618908379496,-1
102,2010-09-08,3632.6201170000004,3686.9099119999996,3613.290039,3677.209961,125221000,1.2274843656601273,1
103,2010-09-09,3666.76001,3731.0600590000004,3655.469971,3722.149902,123690800,1.51059496255388,1
104,2010-09-10,3703.0200200000004,3731.860107,3697.179932,3725.820068,109389800,0.6157149536555734,1
105,2010-09-13,3765.23999,3781.4799799999996,3751.570068,3767.149902,131294400,0.050724841047916226,1
106,2010-09-14,3767.3798829999996,3784.1298829999996,3746.969971,3774.399902,118190200,0.1863369030470693,1
107,2010-09-15,3776.1899409999996,3784.040039,3738.4399409999996,3755.639893,117818000,-0.544200591630134,-1
108,2010-09-16,3757.9099119999996,3766.1298829999996,3729.669922,3736.3000490000004,107104400,-0.5750500545793612,-1
109,2010-09-17,3778.23999,3795.4799799999996,3705.290039,3722.0200200000004,278399800,-1.487993620013525,-1
110,2010-09-20,3738.0,3792.3798829999996,3737.01001,3788.01001,142000600,1.3378814874264302,1
111,2010-09-21,3781.73999,3824.9799799999996,3777.6201170000004,3784.399902,146668200,0.07033566577907638,1
112,2010-09-22,3796.75,3796.75,3729.820068,3735.0500490000004,141261000,-1.625072785935329,-1
113,2010-09-23,3762.429932,3771.6899409999996,3666.2299799999996,3710.610107,133300600,-1.3772967453630187,-1
114,2010-09-24,3687.830078,3786.350098,3686.290039,3782.4799799999996,191285800,2.566547264871016,1
115,2010-09-27,3796.530029,3800.8701170000004,3764.1201170000004,3766.1599119999996,109771000,-0.799944074405223,-1
116,2010-09-28,3750.530029,3780.4499509999996,3711.149902,3762.350098,157413800,0.3151572953317067,1
117,2010-09-29,3780.929932,3798.4799799999996,3725.570068,3737.1201170000004,143812000,-1.1587047575046048,-1
118,2010-09-30,3711.959961,3782.669922,3693.459961,3715.179932,160919000,0.08674584407781512,1
119,2010-10-01,3722.929932,3754.080078,3672.899902,3692.0900880000004,135442000,-0.8283756225149291,-1
120,2010-10-04,3689.179932,3691.8000490000004,3640.4799799999996,3649.8100590000004,113094000,-1.0671713965075218,-1
121,2010-10-05,3648.959961,3742.6599119999996,3638.3400880000004,3731.929932,124876600,2.2737977913372887,1
122,2010-10-06,3750.8701170000004,3779.709961,3746.6298829999996,3764.9099119999996,145799900,0.37430768227262584,1
123,2010-10-07,3769.26001,3799.709961,3732.4499509999996,3770.469971,134926800,0.032100757092637426,1
124,2010-10-08,3763.350098,3774.919922,3738.5600590000004,3763.179932,123024800,-0.004521662762396576,-1
125,2010-10-11,3770.030029,3782.0200200000004,3763.639893,3768.48999,99536800,-0.04084951547212142,-1
126,2010-10-12,3738.040039,3756.25,3700.26001,3748.860107,127968000,0.28945832273360494,1
127,2010-10-13,3768.850098,3828.3400880000004,3766.929932,3828.3400880000004,126062800,1.5784652733089544,1
128,2010-10-14,3833.419922,3845.360107,3812.4099119999996,3819.169922,153148800,-0.37173073365167325,-1
129,2010-10-15,3829.6899409999996,3837.51001,3798.929932,3827.3701170000004,145198400,-0.06057472108025269,-1
130,2010-10-18,3803.459961,3842.389893,3798.1298829999996,3834.5,88536800,0.8161000593743328,1
131,2010-10-19,3828.75,3853.959961,3794.889893,3807.169922,137790400,-0.563632464903688,-1
132,2010-10-20,3793.389893,3832.8701170000004,3786.360107,3828.149902,115420600,0.9163310384767791,1
133,2010-10-21,3820.7299799999996,3889.73999,3811.4399409999996,3878.2700200000004,135072000,1.5059959824745526,1
134,2010-10-22,3859.330078,3887.820068,3855.9099119999996,3868.540039,103381200,0.23864144330388165,1
135,2010-10-25,3894.9099119999996,3894.9099119999996,3862.8000490000004,3870.0,90223000,-0.6395504020068238,-1
