,date,tsla_close,tsla_vol,tsla_intra_perc_change,tsla_intra_returns,tsla_pct_change,tsla_pct_returns,tsla_previous_close,tsla_opening_change,tsla_opening_returns,tsla_target,tsla_intra_target,tsla_open_target
32,2010-08-13,18.32,634000,-0.7700770077007731,-1,0.040909090909090784,1,17.6,3.2954545454545356,1,1,0,1
33,2010-08-16,18.780001000000002,485800,-1.788617789234818,-1,0.025109224890829784,1,18.32,0.7096124454148474,1,1,0,1
34,2010-08-17,19.15,447900,-1.0021150317571152,-1,0.019701756139416382,1,18.780001000000002,0.9584557530108633,1,1,0,1
35,2010-08-18,18.77,601300,4.185809086268506,1,-0.01984334203655347,-1,19.15,2.29765013054831,1,-1,1,1
36,2010-08-19,18.790001,579100,-1.34843574172407,-1,0.001065583377730439,1,18.77,-1.2253542887586544,-1,1,0,-1
37,2010-08-20,19.1,296000,-2.41286863270779,-1,0.01649808320925583,1,18.790001,-0.7450824510334065,-1,1,0,-1
38,2010-08-23,20.129998999999998,1088100,-5.44787323205866,-1,0.053926649214659506,1,19.1,-0.05235602094241656,-1,1,0,-1
39,2010-08-24,19.200001,673100,0.25973506493506326,1,-0.04619960487827135,-1,20.129998999999998,-4.371579948911066,-1,-1,1,-1
40,2010-08-25,19.9,503300,-3.86221294363256,-1,0.03645827935113122,1,19.200001,-0.20833853081570242,-1,1,0,-1
41,2010-08-26,19.75,433800,0.7038662998424461,1,-0.007537688442211032,-1,19.9,-0.05025628140703035,-1,-1,1,-1
42,2010-08-27,19.700001,379600,0.2531594936708845,1,-0.0025315949367088475,-1,19.75,0.0,-1,-1,1,-1
43,2010-08-30,19.870001000000002,732800,-0.8629441186322868,-1,0.008629441186322806,1,19.700001,0.0,-1,1,0,-1
44,2010-08-31,19.48,201100,0.9155645981688695,1,-0.019627628604548253,-1,19.870001000000002,-1.0568746322660068,-1,-1,1,-1
45,2010-09-01,20.450001,494900,-4.23037695054143,-1,0.04979471252566725,1,19.48,0.7186909650924106,1,1,0,1
46,2010-09-02,21.059998999999998,487100,-3.387324330519157,-1,0.029828751597615888,1,20.450001,-0.3911980248802838,-1,1,0,-1
47,2010-09-03,21.049999,434600,-0.8624724071647032,-1,-0.0004748338307137834,-1,21.059998999999998,-0.9021747816796938,-1,-1,0,-1
48,2010-09-07,20.540001,243400,0.33964093451523986,1,-0.024227934642657156,-1,21.049999,-2.0902518807720574,-1,-1,1,-1
49,2010-09-08,20.9,288400,-1.161665053242974,-1,0.017526727481658844,1,20.540001,0.5842210036893375,1,1,0,1
50,2010-09-09,20.709999,376200,1.3809571428571437,1,-0.009090956937798933,-1,20.9,0.4784688995215379,1,-1,1,1
51,2010-09-10,20.17,386600,2.795180722891558,1,-0.026074313185625808,-1,20.709999,0.19314824689272161,1,-1,1,1
52,2010-09-13,20.719998999999998,360800,0.8137865396738492,1,0.027268170550322157,1,20.17,3.569652949925621,1,1,1,1
53,2010-09-14,21.120001000000002,654700,-2.8237583824849954,-1,0.01930511676183011,1,20.719998999999998,-0.8687162581426653,-1,1,0,-1
54,2010-09-15,21.98,684600,-4.7664442326024785,-1,0.04071964769319836,1,21.120001000000002,-0.6628834913407513,-1,1,0,-1
55,2010-09-16,20.940001000000002,2684500,5.462749435665898,1,-0.04731569608735209,-1,21.98,0.7734303912647778,1,-1,1,1
56,2010-09-17,20.23,1198500,3.7583254043767798,1,-0.03390644537218512,-1,20.940001000000002,0.3820391412588627,1,-1,1,1
57,2010-09-20,21.059998999999998,947500,-1.886787614900803,-1,0.04102812654473542,1,20.23,2.174987642115676,1,1,0,1
58,2010-09-21,20.77,796000,0.5744327704371838,1,-0.013770133607318713,-1,21.059998999999998,-0.8072175122135483,-1,-1,1,-1
59,2010-09-22,19.870001000000002,962900,4.791566612766333,1,-0.04333168030813661,-1,20.77,0.48146846413096994,1,-1,1,1
60,2010-09-23,19.559998999999998,668100,1.659125271952009,1,-0.015601509028610683,-1,19.870001000000002,0.10064418215176493,1,-1,1,1
61,2010-09-24,20.1,578900,-0.7518746490288452,-1,0.027607414499356775,1,19.559998999999998,1.9938753575601036,1,1,0,1
62,2010-09-27,20.530001000000002,418600,-0.6372598039215862,-1,0.02139308457711442,1,20.1,1.4925373134328215,1,1,0,1
63,2010-09-28,21.4,1214500,-1.7110217817955349,-1,0.04237695848139489,1,20.530001000000002,2.4841693870350903,1,1,0,1
64,2010-09-29,21.98,1969300,-3.7281687716767826,-1,0.02710280373831786,1,21.4,-0.9813037383177396,-1,1,0,-1
65,2010-09-30,20.41,2195800,7.227272727272727,1,-0.0714285714285714,-1,21.98,0.09099181073703173,1,-1,1,1
66,2010-10-01,20.6,597700,0.43499756234908293,1,0.009309162175404229,1,20.41,1.3718814306712501,1,1,1,1
67,2010-10-04,20.99,643600,-2.7410670582476686,-1,0.018932038834951204,1,20.6,-0.8252427184466102,-1,1,0,-1
68,2010-10-05,21.120001000000002,332000,0.14183924349880167,1,0.006193473082420464,1,20.99,0.7622677465459751,1,1,1,1
69,2010-10-06,20.459999,313400,2.849002984283133,1,-0.03125009321732519,-1,21.120001000000002,-0.28410036533617744,-1,-1,1,-1
70,2010-10-07,20.43,141000,0.6806028196402555,1,-0.0014662268556318026,-1,20.459999,0.5376393224652672,1,-1,1,1
71,2010-10-08,20.43,267800,0.0,-1,0.0,-1,20.43,0.0,-1,-1,0,-1
72,2010-10-11,20.24,171200,0.9784784257104677,1,-0.00930004894762615,-1,20.43,0.048952520802753745,1,-1,1,1
73,2010-10-12,20.24,244000,-0.19801484168242428,-1,0.0,-1,20.24,-0.197623517786552,-1,-1,0,-1
74,2010-10-13,20.540001,318200,0.4844864575817051,1,0.014822183794466426,1,20.24,1.9762796442687802,1,1,1,1
75,2010-10-14,20.75,294800,1.1904761904761905,1,0.010223904078680457,1,20.540001,2.239527641697777,1,1,1,1
76,2010-10-15,20.540001,284700,1.6754333018397911,1,-0.01012043373493976,-1,20.75,0.6746939759036122,1,-1,1,1
77,2010-10-18,20.23,162800,1.4132553606237777,1,-0.015092550384978032,-1,20.540001,-0.09737584725531709,-1,-1,1,-1
78,2010-10-19,20.049999,245200,0.7425841216542545,1,-0.008897726149283303,-1,20.23,-0.14828966880870048,-1,-1,1,-1
79,2010-10-20,20.65,312500,-2.430555555555548,-1,0.02992523840026129,1,20.049999,0.5486334438221192,1,1,0,1
80,2010-10-21,20.75,417100,-0.6792770170171245,-1,0.004842615012106588,1,20.65,-0.1936997578692403,-1,1,0,-1
81,2010-10-22,20.719998999999998,161100,-0.19341876208896575,-1,-0.0014458313253012944,-1,20.75,-0.3373493975903628,-1,-1,0,-1
82,2010-10-25,20.85,118500,0.4298041819577796,1,0.006274179839487637,1,20.719998999999998,1.0617857655302227,1,1,1,1
83,2010-10-26,21.360001,660900,-2.6923174371306495,-1,0.02446047961630682,1,20.85,-0.2398129496402961,-1,1,0,-1
84,2010-10-27,21.0,356500,1.1764705882352942,1,-0.016853978611705123,-1,21.360001,-0.5149859309463537,-1,-1,1,-1
85,2010-10-28,21.190001000000002,224200,0.9350070563350528,1,0.009047666666666787,1,21.0,1.857138095238093,1,1,1,1
86,2010-10-29,21.84,280600,-3.311263165149631,-1,0.030674797986087743,1,21.190001000000002,-0.23596978593820153,-1,1,0,-1
87,2010-11-01,21.41,455800,2.4156835726671213,1,-0.01968864468864473,-1,21.84,0.4578800366300479,1,-1,1,1
88,2010-11-02,21.25,322500,1.9833948339483383,1,-0.007473143390938852,-1,21.41,1.261092947220923,1,-1,1,1
89,2010-11-03,21.77,372600,-2.3026267714930904,-1,0.024470588235294022,1,21.25,0.14118117647059844,1,1,0,1
