,date,open,high,low,close,adj close,volume,MA5,MA10,MA20,MA50,change,volatility
30,2010-08-11,18.690001000000002,18.879998999999998,17.85,17.9,17.9,797600,18.744000200000002,19.448000399999994,19.645000150000005,19.710400019999998,-0.061216021009955074,0.04182643415555352
31,2010-08-12,17.799999,17.9,17.389999,17.6,17.6,691000,18.490000200000004,19.168000299999996,19.577500250000003,19.827799999999996,-0.016901810802603025,0.042108533888803666
32,2010-08-13,18.18,18.450001,17.66,18.32,18.32,634000,18.326000400000005,18.919000299999997,19.536500300000004,19.93060002,0.040094457201877994,0.03677536033794128
33,2010-08-16,18.450001,18.799999,18.26,18.780001000000002,18.780001000000002,485800,18.350000200000004,18.753000299999997,19.506500300000003,19.98600004,0.024799167782267626,0.038086268860148736
34,2010-08-17,18.959999,19.4,18.780001000000002,19.15,19.15,447900,18.524000200000007,18.704000299999997,19.494500300000002,20.05920002,0.01951018859840303,0.0375189921427668
35,2010-08-18,19.59,19.59,18.6,18.77,18.77,601300,18.762000400000005,18.757000199999997,19.44200035,20.133600039999997,-0.02004286502823749,0.035021453302725804
36,2010-08-19,18.540001,19.25,18.33,18.790001,18.790001,579100,18.918000400000004,18.774000199999996,19.318500300000004,20.16820008,0.001065016046752863,0.03136678376778784
37,2010-08-20,18.65,19.110001,18.51,19.1,19.1,296000,19.188000000000006,18.9740002,19.278000350000003,20.16260006,0.016363468407413907,0.03138412387820253
38,2010-08-23,19.09,20.389999,19.0,20.129998999999998,20.129998999999998,1088100,19.198000200000006,19.1890002,19.30850025,20.166800079999998,0.052522854922015666,0.030300416229053693
39,2010-08-24,19.25,19.709999,18.950001,19.200001,19.200001,673100,19.42400020000001,19.327000299999998,19.381500200000005,20.16460012,-0.04730085885753205,0.03256657760204743
40,2010-08-25,19.16,19.98,18.559998999999998,19.9,19.9,503300,19.616000000000007,19.436000299999996,19.428500250000006,20.154400120000002,0.035809400613378804,0.03389468174925366
41,2010-08-26,19.889999,20.27,19.6,19.75,19.75,433800,19.736000200000007,19.469000299999998,19.5220002,20.18800014,-0.007566240383315813,0.034785628278712045
42,2010-08-27,19.75,19.870001000000002,19.5,19.700001,19.700001,379600,19.684000600000008,19.637000399999998,19.662500150000003,20.19180016,-0.002534804841768008,0.034734637061240525
43,2010-08-30,19.700001,20.190001000000002,19.610001,19.870001000000002,19.870001000000002,732800,19.740000400000007,19.8640002,19.791000150000002,20.18380016,0.008592420385487704,0.03454775456782632
44,2010-08-31,19.66,19.790001,19.33,19.48,19.48,201100,19.85000060000001,20.0590001,19.911000100000003,20.177800140000002,-0.019822808676461617,0.03433665671371835
45,2010-09-01,19.620001000000002,20.690001000000002,19.6,20.450001,20.450001,494900,20.11200040000001,20.100000299999998,20.0280001,20.18120014,0.04859463317417592,0.03273345586417013
46,2010-09-02,20.370001000000002,21.24,20.309998999999998,21.059998999999998,21.059998999999998,487100,20.382000000000012,20.2700002,20.1695001,20.179400140000006,0.029392527833882274,0.03277553668624819
47,2010-09-03,20.870001000000002,21.299999,20.66,21.049999,21.049999,434600,20.516000000000012,20.3510001,20.278000150000004,20.173600160000003,-0.0004749465999963717,0.03283505896887184
48,2010-09-07,20.610001,21.0,20.5,20.540001,20.540001,243400,20.800000000000008,20.393000100000002,20.350000100000003,20.175200160000003,-0.02452625943654827,0.03163747050525177
49,2010-09-08,20.66,20.950001,20.6,20.9,20.9,288400,20.851999600000006,20.4949999,20.44800005,20.181200139999998,0.017374905784862615,0.03058372395691748
50,2010-09-09,21.0,21.049999,20.690001000000002,20.709999,20.709999,376200,20.673999800000008,20.6199999,20.4800001,20.167600139999998,-0.009132531849125828,0.030756550169740403
51,2010-09-10,20.75,20.93,19.76,20.17,20.17,386600,20.60799980000001,20.8699999,20.5135001,20.139400139999996,-0.026420275155518844,0.029989394402169293
52,2010-09-13,20.889999,20.9,20.5,20.719998999999998,20.719998999999998,360800,20.72399980000001,20.9189999,20.49650005,20.12920014,0.026903017162612376,0.02701841670868217
53,2010-09-14,20.540001,21.6,20.530001000000002,21.120001000000002,21.120001000000002,654700,20.93999980000001,20.836,20.514000050000003,20.131000139999998,0.019121137057811717,0.02687798192517933
54,2010-09-15,20.98,22.0,20.790001,21.98,21.98,684600,20.98600020000001,20.837,20.555500050000006,20.143800139999996,0.03991244278893072,0.025991931641458188
55,2010-09-16,22.15,23.16,20.84,20.940001000000002,20.940001000000002,2684500,20.99800020000001,20.859999900000002,20.632000000000005,20.152800119999995,-0.048471695777593714,0.026715184688697848
56,2010-09-17,21.02,21.32,19.799999,20.23,20.23,1198500,21.06600020000001,20.757,20.757000000000005,20.185200099999996,-0.03449460201822753,0.02919032511204934
57,2010-09-20,20.67,21.35,20.16,21.059998999999998,21.059998999999998,947500,20.996000000000006,20.642000000000003,20.754999950000006,20.242200099999994,0.04020880804279329,0.029952217377664344
58,2010-09-21,20.889999,21.549999,20.67,20.77,20.77,796000,20.574000200000008,20.635,20.732000000000006,20.304600079999993,-0.013865821334426489,0.030988792968253593
59,2010-09-22,20.870001000000002,20.950001,19.799999,19.870001000000002,19.870001000000002,962900,20.297999800000007,20.616000200000002,20.729000050000007,20.355200079999992,-0.04429853099717027,0.03115721289512158
60,2010-09-23,19.889999,20.139999,19.5,19.559998999999998,19.559998999999998,668100,20.271999800000007,20.644000100000003,20.758000050000007,20.406800079999993,-0.01572449340892511,0.0307779727147195
61,2010-09-24,19.950001,20.190001000000002,19.65,20.1,20.1,578900,20.166000200000006,20.644000100000003,20.736000000000008,20.443800079999995,0.027233201583104674,0.029109427988519763
62,2010-09-27,20.4,20.809998999999998,20.049999,20.530001000000002,20.530001000000002,418600,20.29200020000001,20.591,20.72200005000001,20.492200099999994,0.02116746467501698,0.028651509878913118
63,2010-09-28,21.040001,21.49,20.76,21.4,21.4,1214500,20.71400000000001,20.628000000000004,20.735000050000007,20.553200079999993,0.04150364228775853,0.02893295072925679
64,2010-09-29,21.190001000000002,22.030001000000002,21.129998999999998,21.98,21.98,1969300,20.88400020000001,20.621000100000003,20.71100010000001,20.599400079999995,0.026742026947669605,0.030169217209229007
65,2010-09-30,22.0,22.15,20.190001000000002,20.41,20.41,2195800,20.984000200000008,20.6560002,20.66700005000001,20.621800099999994,-0.07410797215372185,0.03056646768274039
66,2010-10-01,20.690001000000002,20.75,20.309998999999998,20.6,20.6,597700,21.076000000000008,20.715000000000003,20.59500010000001,20.673200079999997,0.009266098973781986,0.034761089345409585
67,2010-10-04,20.43,21.17,20.299999,20.99,20.99,643600,21.02000020000001,20.802000100000004,20.58550005000001,20.773200079999995,0.018755058037005976,0.03316030461877958
68,2010-10-05,21.15,21.280001000000002,21.01,21.120001000000002,21.120001000000002,332000,20.716000000000008,20.835000100000006,20.60100010000001,20.867000099999995,0.006174372354003094,0.032773436662401
69,2010-10-06,21.059998999999998,21.26,20.32,20.459999,20.459999,313400,20.72000000000001,20.806000000000004,20.559500150000012,20.972600079999996,-0.03174879453892061,0.03280233472464785
70,2010-10-07,20.57,20.639999,20.34,20.43,20.43,141000,20.686000000000014,20.690000000000005,20.523500100000014,21.067800039999998,-0.0014673028180932025,0.033110505481354545
71,2010-10-08,20.43,20.790001,20.389999,20.43,20.43,267800,20.536000000000012,20.546000100000008,20.56250005000001,21.265400059999997,0.0,0.032865230762321875
72,2010-10-11,20.440001000000002,20.700001,20.07,20.24,20.24,171200,20.35999980000001,20.580000100000007,20.62200010000001,21.41720006,-0.009343564410266006,0.03281377434206245
73,2010-10-12,20.200001,20.280001000000002,20.030001000000002,20.24,20.24,244000,20.376000200000014,20.574000200000008,20.65300005000001,21.592800079999996,0.0,0.03235150605633646
74,2010-10-13,20.639999,20.85,20.360001,20.540001,20.540001,318200,20.440000200000014,20.498000200000003,20.669000000000008,21.787800079999997,0.014713408766637938,0.031767151191032544
75,2010-10-14,21.0,21.030001000000002,20.4,20.75,20.75,294800,20.462000400000015,20.391000000000002,20.66700005000001,21.970400059999996,0.010171993490804627,0.031641065212412875
76,2010-10-15,20.889999,20.9,20.25,20.540001,20.540001,284700,20.46000040000002,20.4100001,20.61800005000001,22.142200059999997,-0.010171993490804596,0.030341897890723616
77,2010-10-18,20.52,20.639999,20.219998999999998,20.23,20.23,162800,20.42200020000002,20.4420001,20.65700010000001,22.325800059999995,-0.01520760200624857,0.028554142792967512
78,2010-10-19,20.200001,20.41,20.0,20.049999,20.049999,245200,20.44400000000002,20.471,20.719000100000006,22.542200059999995,-0.00893754730238893,0.027718124697647985
79,2010-10-20,20.16,20.690001000000002,20.040001,20.65,20.65,312500,20.44400000000002,20.532,20.740000100000007,22.79580012,0.029486215529776556,0.02618587682101623
80,2010-10-21,20.610001,20.950001,20.450001,20.75,20.75,417100,20.47999960000002,20.6440001,20.746500050000005,23.0648001,0.004830927269665592,0.026930092257270083
81,2010-10-22,20.68,20.93,20.549999,20.719998999999998,20.719998999999998,161100,20.603999600000016,20.69,20.812000100000006,23.334600119999994,-0.001446877547974512,0.02497773880142173
82,2010-10-25,20.940001000000002,20.98,20.73,20.85,20.85,118500,20.866000000000017,20.7340001,21.035500100000004,23.622200099999997,0.006254579116077764,0.024661659885413568
83,2010-10-26,20.799999,21.870001000000002,20.51,21.360001,21.360001,660900,20.936000000000018,20.864,21.236000150000002,23.904200139999993,0.024166112663661806,0.024037026443717358
84,2010-10-27,21.25,21.379998999999998,20.65,21.0,21.0,356500,21.024000200000017,20.982000000000003,21.473000150000004,24.18960019999999,-0.0169976231850494,0.0241667352804672
85,2010-10-28,21.389999,21.5,20.959999,21.190001000000002,21.190001000000002,224200,21.248000400000016,21.102000100000005,21.692500100000004,24.46120015999999,0.009006981748855444,0.022698935440665976
86,2010-10-29,21.139999,21.85,21.049999,21.84,21.84,280600,21.36000040000002,21.214000100000003,22.133500100000003,24.710800099999986,0.030213731404425848,0.021936243481882056
87,2010-11-01,21.940001000000002,22.75,21.309998999999998,21.41,21.41,455800,21.338000200000018,21.629000100000006,22.498000150000003,24.949400119999986,-0.019885048275112907,0.015636952013673506
88,2010-11-02,21.68,21.879998999999998,21.049999,21.25,21.25,322500,21.492000200000017,22.001000300000005,22.963000100000002,25.15360009999999,-0.007501207231165631,0.01635142150995062
89,2010-11-03,21.280001000000002,22.5,21.16,21.77,21.77,372600,22.23400000000002,22.414000300000005,23.491500050000003,25.37420005999999,0.02417597987603014,0.0159929797575292
90,2010-11-04,22.6,25.33,22.15,24.9,24.9,1874000,22.754000200000018,22.7410001,23.9725001,25.593600039999988,0.13433492822420587,0.016770995475537925
91,2010-11-05,24.870001000000002,24.969998999999998,23.719998999999998,24.440001000000002,24.440001000000002,1011000,23.468000200000017,23.577000200000004,24.414500100000005,25.79500001999999,-0.018646628250737724,0.03230343056485619
92,2010-11-08,24.5,25.0,24.030001000000002,24.98,24.98,509500,24.144000000000016,24.262000200000006,24.87150005,26.017200019999986,0.02185432947750752,0.032804764377960906
93,2010-11-09,25.0,25.690001000000002,24.049999,24.629998999999998,24.629998999999998,956400,25.662000200000016,25.062000200000004,25.385000100000006,26.21619999999999,-0.014110333165879235,0.03286708396428077
94,2010-11-10,24.48,29.969998999999998,24.049999,29.360001,29.360001,3060500,26.290000400000014,26.0010001,26.012500200000005,26.367000019999992,0.17566806627470732,0.03302037501129218
95,2010-11-11,28.6,29.1,27.33,28.040001,28.040001,1945300,27.370000200000014,26.8430001,26.673000150000007,26.53659999999999,-0.046001139976533004,0.04894509938881055
96,2010-11-12,28.25,30.5,28.07,29.84,29.84,2729100,28.53400000000002,27.615000100000003,27.39650020000001,26.743599999999994,0.06221767750583332,0.050885857387352094
97,2010-11-15,30.219998999999998,32.939999,30.219998999999998,30.799999,30.799999,2622900,29.542000200000018,28.114000000000004,28.103000150000007,26.96220001999999,0.0316648821764356,0.05190528377478354
98,2010-11-16,31.0,31.4,28.42,29.67,29.67,1347600,29.56800000000002,28.768999900000004,28.72750025000001,27.18760003999999,-0.03737822320926523,0.05160011931129352
99,2010-11-17,30.200001,30.75,28.610001,29.49,29.49,750000,29.93799960000002,29.611000100000002,29.423500350000012,27.427999999999987,-0.006085211475545675,0.052559180533502385
100,2010-11-18,30.67,30.74,28.92,29.889999,29.889999,956100,30.16799960000002,30.6050002,30.078500250000012,27.675800019999986,0.013472720012655714,0.05248908346386186
101,2010-11-19,30.16,31.370001000000002,29.700001,30.99,30.99,1150500,30.688000200000022,31.216000200000003,30.607500150000014,27.866799999999984,0.03614062895981618,0.052435846135050784
102,2010-11-22,31.57,33.450001,31.5,33.400002,33.400002,1529700,31.668000200000016,31.9440001,30.937000150000017,27.962799979999986,0.07489138806323573,0.052499410464788315
103,2010-11-23,33.290001000000004,35.68,32.189999,34.57,34.57,1577800,32.864000400000016,32.3930003,31.23050005000001,28.080199959999987,0.03443029407064062,0.05363610355544721
104,2010-11-24,35.27,35.970001,34.330002,35.470001,35.470001,1425000,33.95000060000002,32.846000599999996,31.559500000000007,28.230199959999986,0.02570104304483601,0.05355555359142261
105,2010-11-26,35.599998,36.0,34.75,35.32,35.32,350600,34.618001000000014,33.31400039999999,31.946500000000007,28.359199979999985,-0.0042379212426099265,0.053556727661406796
106,2010-11-29,35.41,35.950001,33.330002,34.330002,34.330002,1145600,35.00400100000002,33.60000019999999,32.08099990000001,28.478799959999982,-0.02842971000807698,0.05313729148741931
107,2010-11-30,33.740002000000004,35.330002,33.41,35.330002,35.330002,2222600,34.960000600000015,33.76000029999999,32.254999850000004,28.596199979999984,0.028712852252483958,0.054307258421051184
108,2010-12-01,35.869999,36.419998,33.450001,34.349998,34.349998,1299200,34.33600000000002,33.69200019999999,32.290499800000006,28.715199999999985,-0.028130557535972718,0.05429824351264438
109,2010-12-02,34.009997999999996,34.299999,31.200001,32.349998,32.349998,2007000,33.57000000000002,33.507999899999994,32.176999900000006,28.834799999999987,-0.05998800132108818,0.05465179551146263
110,2010-12-03,32.009997999999996,32.25,30.870001000000002,31.49,31.49,1160100,32.76599940000002,33.287999799999994,32.17349990000001,28.965199959999985,-0.026943924010172222,0.05723224964253653
111,2010-12-06,31.35,31.450001,29.559998999999998,30.309998999999998,30.309998999999998,1274400,32.01199880000002,32.94599959999999,32.23949985,29.109999959999985,-0.03819237703563386,0.05812646234271056
112,2010-12-07,30.49,32.400002,30.049999,31.559998999999998,31.559998999999998,1311300,31.615999000000023,32.56599959999999,32.312999950000005,29.255199959999985,0.04041280621469543,0.052742032784064835
113,2010-12-08,32.48,32.490002000000004,31.52,32.369999,32.369999,660000,31.555999200000024,32.187999299999994,32.34850000000001,29.357599939999986,0.025341572753355683,0.052748445254844824
114,2010-12-09,32.509997999999996,32.720001,31.65,32.049999,32.049999,406000,31.561999200000024,31.5079992,32.29149980000001,29.468599919999985,-0.009934884879920058,0.052785917422578536
115,2010-12-10,32.049999,32.919998,31.129998999999998,31.52,31.52,429400,31.609999200000026,31.032999400000005,32.19449985000001,29.567999899999982,-0.016674887175752183,0.052689076264626475
116,2010-12-13,31.639999,31.77,30.4,30.549999,30.549999,410400,31.003999600000025,30.87899950000001,31.925499800000004,29.64759989999998,-0.03125761210529883,0.037419023608147015
117,2010-12-14,30.290001,30.389999,27.76,28.530001000000002,28.530001000000002,1765700,30.449999800000022,30.86599960000001,31.436999750000002,29.66239987999998,-0.06840845260814778,0.03657497097606163
118,2010-12-15,28.67,29.969998999999998,28.530001000000002,29.6,29.6,742900,30.20199980000002,31.004999800000007,31.040999649999996,29.654199879999982,0.03681816105378288,0.03729428737011987
119,2010-12-16,30.0,30.91,29.65,30.809998999999998,30.809998999999998,790100,30.170000000000023,31.074999700000006,30.660999549999996,29.606999899999984,0.04006491882156665,0.0375439464447282
120,2010-12-17,31.34,31.540001,30.709999,31.360001,31.360001,813000,30.40000040000002,31.100999900000005,30.268499649999995,29.575199939999983,0.017693947218380253,0.037687224684427784
121,2010-12-20,31.639999,32.189999,31.26,31.700001,31.700001,523400,31.14599980000002,30.905,29.982499699999995,29.477799919999985,0.010783485059013971,0.037795682951872994
122,2010-12-21,31.799999,32.689999,31.709999,32.259997999999996,32.259997999999996,777700,31.75200000000002,30.307999900000006,29.738999749999994,29.410599899999983,0.01751129827180476,0.03776270951982537
123,2010-12-22,32.25,32.860001000000004,31.700001,32.630001,32.630001,833300,31.60800020000002,29.894000000000005,29.556999799999993,29.308799899999986,0.01140413055109254,0.03715422603872071
124,2010-12-23,31.26,32.48,29.92,30.09,30.09,1552600,30.445999800000017,29.813999900000006,29.320499849999997,29.191199919999985,-0.08103925060991911,0.033302382816019716
125,2010-12-27,28.02,28.58,25.059998999999998,25.549999,25.549999,9301900,29.38799960000001,29.503999900000004,29.09599985,29.077999919999982,-0.16355561313118444,0.0365181322253999
126,2010-12-28,25.85,26.75,25.0,26.41,26.41,4056300,28.48200000000001,29.0859999,28.905499900000002,28.97019991999998,0.03310544879827152,0.0492717355704947
127,2010-12-29,27.030001000000002,28.01,26.5,27.73,27.73,3319200,27.255999800000012,28.6119999,28.751999950000005,28.850599939999984,0.04877213331864587,0.05036486715443104
128,2010-12-30,27.700001,27.9,26.379998999999998,26.5,26.5,2041100,26.56399960000001,28.108999800000003,28.572499950000008,28.70959995999998,-0.045370126635510176,0.05203676155189424
129,2010-12-31,26.57,27.25,26.5,26.629998999999998,26.629998999999998,1417900,26.77800000000001,27.566000000000003,28.493999850000012,28.51419989999998,0.004893629282030102,0.05177971451871371
130,2011-01-03,26.84,27.0,25.9,26.620001000000002,26.620001000000002,1283000,26.830000000000013,27.090999800000002,28.32499980000001,28.29199987999998,-0.0003755117415015454,0.051820832032687496
131,2011-01-04,26.66,26.950001,26.02,26.67,26.67,1187400,26.650000000000016,26.905999800000007,28.071999850000015,28.043999859999982,0.0018764876612180693,0.050688058875687794
132,2011-01-05,26.48,26.9,26.190001000000002,26.83,26.83,1446700,26.925999800000017,27.196000000000005,27.785999750000013,27.827399859999982,0.0059813262436098375,0.050576022622950474
133,2011-01-06,26.83,28.0,26.809998999999998,27.879998999999998,27.879998999999998,2061200,27.24800000000002,27.2509999,27.40249975000001,27.604999799999984,0.03838888558678389,0.050170606500675924
134,2011-01-07,28.0,28.58,27.9,28.24,28.24,2247900,27.614000000000022,27.173999799999997,26.92049990000001,27.362799739999982,0.012829862600724662,0.05007923919306477
135,2011-01-10,28.17,28.68,28.049999,28.450001,28.450001,1342700,27.671999800000027,27.145999699999994,26.44099990000001,27.140799779999984,0.007408783096682961,0.04976234771789583
136,2011-01-11,28.59,28.709999,26.92,26.959999,26.959999,1710200,27.697999600000024,27.057999799999994,26.160999900000007,26.955399819999982,-0.053793946769606714,0.04984633622165818
137,2011-01-12,27.01,27.4,26.52,26.959999,26.959999,964400,27.365999600000027,26.959999599999993,26.117499950000006,26.78239981999998,0.0,0.05090287889112881
138,2011-01-13,26.959999,26.969998999999998,26.16,26.219998999999998,26.219998999999998,723600,26.867999600000026,26.695999699999994,26.034499950000008,26.670799839999983,-0.027831808755389858,0.05062790451374113
139,2011-01-14,26.15,26.58,25.610001,25.75,25.75,1192000,26.30599920000002,26.274999799999996,25.893999950000005,26.51159985999998,-0.01808781308698247,0.04886884485021527
140,2011-01-18,25.48,25.639999,24.75,25.639999,25.639999,1621700,25.719999600000016,25.790999999999997,25.769499950000004,26.32779987999998,-0.004281034058836676,0.04803634063376429
141,2011-01-19,25.27,25.469998999999998,23.75,24.030001000000002,24.030001000000002,2371500,24.852000000000018,25.415999999999997,25.643000000000008,26.124199919999977,-0.06485050168788334,0.04684057711538356
142,2011-01-20,24.030001000000002,24.450001,22.370001000000002,22.620001000000002,22.620001000000002,2279900,24.21600040000002,25.0389999,25.507499950000003,25.930399919999978,-0.06046857646638666,0.04796083107324753
143,2011-01-21,23.120001000000002,23.59,22.709999,23.040001,23.040001,1217000,23.96400040000002,24.817999999999998,25.371000000000006,25.76999995999998,0.01839736433382902,0.04873223910633888
144,2011-01-24,23.530001000000002,24.809998999999998,23.23,24.49,24.49,1645100,23.77200060000002,24.614000099999995,25.210999950000005,25.671599959999977,0.061032991733609064,0.04876314275137951
145,2011-01-25,24.65,24.889999,24.02,24.68,24.68,1271500,23.916000400000023,24.393000199999996,24.989999950000005,25.55739993999998,0.0077283280731107835,0.051295958936112496
146,2011-01-26,24.709999,24.879998999999998,24.1,24.75,24.75,1079900,24.37600020000002,24.228000199999997,24.731499950000007,25.419999979999975,0.00283228997751222,0.049075803149942546
147,2011-01-27,24.74,25.08,24.530001000000002,24.92,24.92,895700,24.570000000000018,24.0550003,24.533499900000006,25.273199959999975,0.00684520490455313,0.03409450618228021
148,2011-01-28,24.879998999999998,24.879998999999998,23.75,24.01,24.01,1048400,24.492000000000022,24.0460003,24.345999900000006,25.126399959999976,-0.037200283686090574,0.03323190823928482
149,2011-01-31,24.049999,24.120001000000002,23.5,24.1,24.1,830300,24.338000000000022,24.147000100000003,24.158999900000005,24.980200019999973,0.0037414302634473638,0.03183149775114352
150,2011-02-01,24.309998999999998,24.73,23.540001,23.91,23.91,707800,24.176000200000022,24.188999900000002,24.010499950000007,24.826400019999973,-0.007915059026376032,0.03064255063816351
151,2011-02-02,24.16,24.18,23.67,23.940001000000002,23.940001000000002,569500,23.91800000000002,24.046999900000003,23.876999950000005,24.717800019999977,0.0012539604306872833,0.030573190849769977
152,2011-02-03,23.82,23.9,23.15,23.629998999999998,23.629998999999998,512000,23.80799980000002,24.027999900000005,23.737000000000005,24.701200019999973,-0.013033693021191083,0.030587926643520186
153,2011-02-04,23.440001000000002,23.67,23.219998999999998,23.459999,23.459999,544000,23.601999800000023,23.8739998,23.771999950000005,24.65320001999997,-0.007220248280147003,0.03059208533103504
154,2011-02-07,23.26,23.26,22.879998999999998,23.07,23.07,895100,23.717999800000023,23.703999699999997,23.820999900000007,24.58000001999997,-0.016763728413920195,0.03047409542777595
155,2011-02-08,23.780001000000002,25.25,23.0,24.49,24.49,3504900,23.571999400000028,23.627999699999997,23.827999850000005,24.51500001999997,0.059731798778414065,0.02874965172016236
156,2011-02-09,24.129998999999998,24.18,22.790001,23.209999,23.209999,2635600,23.489999400000027,23.525999699999996,23.696999900000005,24.441400059999967,-0.05368169376260876,0.03215221332305503
157,2011-02-10,23.26,23.639999,22.809998999999998,23.219998999999998,23.219998999999998,836100,23.447999600000028,23.418999699999997,23.554499900000003,24.36540003999997,0.00043075600195469625,0.033537648392000644
158,2011-02-11,23.25,23.75,22.940001000000002,23.25,23.25,634500,23.44999960000003,23.497999599999996,23.443499950000007,24.288200019999966,0.0012911988299429667,0.0320258653498955
159,2011-02-14,23.639999,24.139999,23.049999,23.08,23.08,1283100,23.119999600000032,23.4949997,23.378000000000007,24.210799999999967,-0.007338690393466629,0.032041436771569815
160,2011-02-15,23.01,23.17,22.559998999999998,22.84,22.84,953700,23.423999800000033,23.4669998,23.371999950000006,24.107800019999967,-0.010453056852089256,0.03168696339171495
161,2011-02-16,23.1,24.969998999999998,23.07,24.73,24.73,4115100,23.500000000000036,23.346999899999997,23.364000000000004,23.986800039999967,0.07950369674551541,0.03158586960680722
162,2011-02-17,24.629998999999998,25.49,23.549999,23.6,23.6,2618400,23.486000000000036,23.080999899999995,23.369500000000002,23.861999999999966,-0.04677036950176046,0.03665957242023337
163,2011-02-18,23.33,23.49,22.959999,23.18,23.18,2370700,23.244000200000038,23.013000099999992,23.390500000000003,23.769400019999967,-0.017956874119958846,0.035289532962605404
164,2011-02-22,22.879998999999998,23.0,21.780001000000002,21.870001000000002,21.870001000000002,2064600,23.042000200000036,23.052000299999996,23.456500100000003,23.68520003999997,-0.058173957498193096,0.032832963248582446
