,date,equinix_close,equinix_vol,equinix_intra_perc_change,equinix_intra_returns,equinix_pct_change,equinix_pct_returns,equinix_previous_close,equinix_opening_change,equinix_opening_returns,equinix_target,equinix_intra_target,equinix_open_target
46,2010-06-03,91.17,932800,0.30617823947512424,1,-0.0031707850426414552,-1,91.46,-0.010933741526340374,-1,-1,1,-1
47,2010-06-04,86.89,1379600,3.4126278345931453,1,-0.046945267083470466,-1,91.17,-1.3271909619392432,-1,-1,1,-1
48,2010-06-07,82.81,1719600,4.376443418013848,1,-0.04695592127977899,-1,86.89,-0.33375532282196596,-1,-1,1,-1
49,2010-06-08,80.88,2224500,2.2480058013052933,1,-0.023306363965704735,-1,82.81,-0.08453085376163191,-1,-1,1,-1
50,2010-06-09,83.1,2227200,0.8234872896527174,1,0.027448071216617187,1,80.88,3.597922848664702,1,1,1,1
51,2010-06-10,84.6,1456800,-0.7142857142857075,-1,0.018050541516245522,1,83.1,1.0830324909747362,1,1,-1,1
52,2010-06-11,84.65,1169200,-0.35566093657381315,-1,0.0005910165484634966,1,84.6,-0.2955082742316785,-1,1,-1,-1
53,2010-06-14,82.44,1360400,3.1371166725414192,1,-0.026107501476668737,-1,84.65,0.5434140578854031,1,-1,1,1
54,2010-06-15,85.05,1490000,-2.903811252268592,-1,0.031659388646288145,1,82.44,0.25473071324600677,1,1,-1,1
55,2010-06-16,86.06,1623400,-1.294726930320161,-1,0.0118753674309231,1,85.05,-0.10582010582010984,-1,1,-1,-1
56,2010-06-17,84.45,701200,1.710893854748602,1,-0.01870787822449449,-1,86.06,-0.16267720195212707,-1,-1,1,-1
57,2010-06-18,84.87,813800,-0.951587962412289,-1,0.00497335701598578,1,84.45,-0.44997039668444005,-1,1,-1,-1
58,2010-06-21,85.07,1815700,0.409740107703124,1,0.0023565453045832907,1,84.87,0.6480499587604538,1,1,1,1
59,2010-06-22,83.08,921500,2.247323214495819,1,-0.02339250029387563,-1,85.07,-0.09404020218643269,-1,-1,1,-1
60,2010-06-23,83.74,1163500,-0.9402121504339455,-1,0.007944150216658619,1,83.08,-0.1444390948483444,-1,1,-1,-1
61,2010-06-24,82.88,1169100,0.8612440191387547,1,-0.010269882971100985,-1,83.74,-0.1671841413900174,-1,-1,1,-1
62,2010-06-25,84.1,996700,-1.2886908346380743,-1,0.014720077220077288,1,82.88,0.18098455598456284,1,1,-1,1
63,2010-06-28,83.5,789300,0.8902077151335311,1,-0.007134363852556391,-1,84.1,0.17835909631391877,1,-1,1,1
64,2010-06-29,79.45,892300,3.6969696969696937,1,-0.048502994011976,-1,83.5,-1.1976047904191618,-1,-1,1,-1
65,2010-06-30,81.22,888000,-2.1763743867153154,-1,0.022278162366268006,1,79.45,0.05034612964127381,1,1,-1,1
66,2010-07-01,79.39,986000,1.2684989429175426,1,-0.022531396207830512,-1,81.22,-0.9972913075597173,-1,-1,1,-1
67,2010-07-02,78.69,431900,1.1307953260459926,1,-0.00881723138934376,-1,79.39,0.2519208968383963,1,-1,1,1
68,2010-07-06,78.57,450200,1.7875000000000085,1,-0.001524971406786202,-1,78.69,1.6647604524081867,1,-1,1,1
69,2010-07-07,79.41,2129700,-3.3042799531676748,-1,0.010691103474608665,1,78.57,-2.1636757031945892,-1,1,-1,-1
70,2010-07-08,82.49,1346200,-2.8938505675439603,-1,0.0387860470973429,1,79.41,0.9570583049993768,1,1,-1,1
71,2010-07-09,83.62,730400,-1.6903806396692211,-1,0.013698630136986356,1,82.49,-0.31518971996604545,-1,1,-1,-1
72,2010-07-12,82.29,517400,1.0342754058929637,1,-0.015905285816790182,-1,83.62,-0.5620664912700297,-1,-1,1,-1
73,2010-07-13,84.92,922900,-2.104124083203078,-1,0.0319601409648802,1,82.29,1.06938874711386,1,1,-1,1
74,2010-07-14,85.2,1318500,-0.04697040864256253,-1,0.0032972209138011355,1,84.92,0.2826189354686704,1,1,-1,1
75,2010-07-15,86.03,995000,-1.1641580432737475,-1,0.009741784037558654,1,85.2,-0.18779342723004294,-1,1,-1,-1
76,2010-07-16,82.24,1039100,3.632528708694643,1,-0.04405439962803681,-1,86.03,-0.8020457979774471,-1,-1,1,-1
77,2010-07-19,83.05,459300,-0.39893617021276395,-1,0.009849221789883345,1,82.24,0.5836575875486429,1,1,-1,1
78,2010-07-20,84.37,543600,-3.015873015873014,-1,0.015894039735099508,1,83.05,-1.3847080072245534,-1,1,-1,-1
79,2010-07-21,84.72,742900,-0.09451795841209629,-1,0.0041483939789024316,1,84.37,0.32001896408675595,1,1,-1,1
80,2010-07-22,86.51,748900,-1.2404915155061467,-1,0.02112842304060436,1,84.72,0.861661945231355,1,1,-1,1
81,2010-07-23,88.81,1078900,-2.8012501446926747,-1,0.026586521789388584,1,86.51,-0.13871228759681486,-1,1,-1,-1
82,2010-07-26,90.84,1075500,-2.2397298818233082,-1,0.022857786285328308,1,88.81,0.04503997297600725,1,1,-1,1
83,2010-07-27,90.45,1269400,1.0826771653543252,1,-0.004293262879788595,-1,90.84,0.6605019815059382,1,-1,1,1
84,2010-07-28,88.06,1122600,2.5669395884045065,1,-0.02642343836373684,-1,90.45,-0.07739082365948854,-1,-1,1,-1
85,2010-07-29,93.82,2699700,-2.60279965004374,-1,0.06540994776288889,1,88.06,3.838292073586186,1,1,-1,1
86,2010-07-30,93.51,1448500,-1.4098253985468079,-1,-0.0033041995310166827,-1,93.82,-1.7160520144958427,-1,-1,-1,-1
87,2010-08-02,94.01,933000,-0.0212788594531442,-1,0.005347021708908217,1,93.51,0.5133140840551703,1,1,-1,1
88,2010-08-03,94.04,838700,-0.5237840726884117,-1,0.0003191149877672661,1,94.01,-0.48930964790980525,-1,1,-1,-1
89,2010-08-04,94.23,684800,0.07423117709437241,1,0.0020204168438962,1,94.04,0.27647809442789334,1,1,1,1
90,2010-08-05,94.0,953200,-0.06387055567383677,-1,-0.002440836251724532,-1,94.23,-0.30775761434787885,-1,-1,-1,-1
91,2010-08-06,93.38,1575700,-0.36543422184005714,-1,-0.006595744680851112,-1,94.0,-1.021276595744674,-1,-1,-1,-1
92,2010-08-09,93.87,677800,0.15954052329290735,1,0.005247376311844132,1,93.38,0.6853715999143293,1,1,1,1
93,2010-08-10,94.3,708000,-1.4960714670110866,-1,0.0045808032385212805,1,93.87,-1.0226909555768702,-1,1,-1,-1
94,2010-08-11,90.71,974000,1.9987035436473728,1,-0.03806998939554618,-1,94.3,-1.8451749734888598,-1,-1,1,-1
95,2010-08-12,89.96,734500,1.1211255220927787,1,-0.008268107154668747,-1,90.71,0.2976518575680854,1,-1,1,1
96,2010-08-13,89.83,415300,-0.37993071851603916,-1,-0.0014450867052022698,-1,89.96,-0.522454424188527,-1,-1,-1,-1
97,2010-08-16,90.08,578600,-1.0658588578480903,-1,0.002783034620950753,1,89.83,-0.7792496938661949,-1,1,-1,-1
98,2010-08-17,90.56,433400,0.09928295642581732,1,0.005328596802842034,1,90.08,0.632770870337486,1,1,1,1
99,2010-08-18,90.47,369100,-0.11065619121389213,-1,-0.0009938162544169682,-1,90.56,-0.20980565371024484,-1,-1,-1,-1
100,2010-08-19,90.17,766300,-0.3673196794300961,-1,-0.003316016359014018,-1,90.47,-0.6963634353929429,-1,-1,-1,-1
101,2010-08-20,90.02,588300,-0.30083565459609585,-1,-0.0016635244538095728,-1,90.17,-0.4657868470666538,-1,-1,-1,-1
102,2010-08-23,90.0,690400,0.2991026919242229,1,-0.00022217285047765323,-1,90.02,0.27771606309708957,1,-1,1,1
103,2010-08-24,88.98,1138000,-0.22527596305474523,-1,-0.011333333333333306,-1,90.0,-1.3555555555555543,-1,-1,-1,-1
104,2010-08-25,90.24,855000,-1.9661016949152486,-1,0.014160485502360043,1,88.98,-0.5394470667565789,-1,1,-1,-1
105,2010-08-26,89.25,471000,1.3703171621173555,1,-0.010970744680851019,-1,90.24,0.2770390070921986,1,-1,1,1
106,2010-08-27,91.37,559700,-1.477121279431362,-1,0.023753501400560317,1,89.25,0.8851540616246569,1,1,-1,1
107,2010-08-30,90.57,479500,0.1433296582139026,1,-0.008755609062055525,-1,91.37,-0.7332822589471398,-1,-1,1,-1
108,2010-08-31,91.21,580200,-1.7060660124888345,-1,0.0070663575135254675,1,90.57,-0.982665341724618,-1,1,-1,-1
109,2010-09-01,93.7,655800,-1.847826086956525,-1,0.02729963819756609,1,91.21,0.8661330994408576,1,1,-1,1
110,2010-09-02,95.95,622200,-2.895442359249333,-1,0.024012806830309597,1,93.7,-0.48025613660619304,-1,1,-1,-1
111,2010-09-03,96.94,563300,-0.8321198252548336,-1,0.010317873892652374,1,95.95,0.19801980198019564,1,1,-1,1
112,2010-09-07,94.9,232800,1.3103161397670453,1,-0.02104394470806681,-1,96.94,-0.8046214153084393,-1,-1,1,-1
113,2010-09-08,94.6,535100,0.41056953363512005,1,-0.0031612223393046035,-1,94.9,0.09483667017912455,1,-1,1,1
114,2010-09-09,95.25,368400,-0.25260498894852634,-1,0.006871035940803516,1,94.6,0.4334038054968402,1,1,-1,1
115,2010-09-10,94.53,388400,1.1295889551302147,1,-0.0075590551181101695,-1,95.25,0.3779527559055112,1,-1,1,1
116,2010-09-13,96.14,548500,-0.8708425139020022,-1,0.017031630170316392,1,94.53,0.8251348778165672,1,1,-1,1
117,2010-09-14,95.78,481700,0.4676296373272397,1,-0.0037445392136468136,-1,96.14,0.09361348034117267,1,-1,1,1
118,2010-09-15,95.73,364800,-0.6201387429051959,-1,-0.0005220296512841172,-1,95.78,-0.6681979536437676,-1,-1,-1,-1
119,2010-09-16,95.2,400200,0.6574141709276797,1,-0.005536404470907752,-1,95.73,0.10446046171523483,1,-1,1,1
120,2010-09-17,96.72,1165300,-1.543307086614172,-1,0.015966386554621792,1,95.2,0.05252100840335836,1,1,-1,1
121,2010-09-20,98.21,550800,-1.195260175167436,-1,0.015405293631099992,1,96.72,0.34119106699751683,1,1,-1,1
122,2010-09-21,99.54,679600,-1.436869458881087,-1,0.013542409123307397,1,98.21,-0.08145809998981601,-1,1,-1,-1
123,2010-09-22,99.04,402200,-0.03029996970003145,-1,-0.005023106288929102,-1,99.54,-0.532449266626483,-1,-1,-1,-1
124,2010-09-23,100.63,932200,-2.547640884540915,-1,0.01605411954765734,1,99.04,-0.9188206785137426,-1,1,-1,-1
125,2010-09-24,102.24,793300,-0.009781864423350196,-1,0.01599920500844676,1,100.63,1.5899831064295027,1,1,-1,1
126,2010-09-27,102.52,875900,-0.048794769200738906,-1,0.0027386541471048353,1,102.24,0.22496087636933096,1,1,-1,1
127,2010-09-28,103.16,617800,-0.6144543060567594,-1,0.006242684354272443,1,102.52,0.009754194303555517,1,1,-1,1
128,2010-09-29,103.31,440500,-1.0070394994133762,-1,0.0014540519581234257,1,103.16,-0.8530438154323337,-1,1,-1,-1
129,2010-09-30,102.35,515700,1.1111111111111165,1,-0.009292420869228657,-1,103.31,0.1839124963701459,1,-1,1,1
130,2010-10-01,102.84,588900,-0.23391812865497966,-1,0.004787493893502859,1,102.35,0.24425989252564728,1,1,-1,1
131,2010-10-04,101.1,565400,1.4043300175541367,1,-0.016919486581096987,-1,102.84,-0.2917152858809774,-1,-1,1,-1
132,2010-10-05,105.09,4947900,-3.0698313063946743,-1,0.039465875370920056,1,101.1,0.8506429277942626,1,1,-1,1
133,2010-10-06,70.34,30574200,11.477472942360926,1,-0.3306689504234466,-1,105.09,-24.38861927871349,-1,-1,1,-1
134,2010-10-07,75.0,11092800,-4.529616724738676,-1,0.06624964458345173,1,70.34,2.004549331816884,1,1,-1,1
135,2010-10-08,74.92,3856900,0.1066666666666644,1,-0.0010666666666666602,-1,75.0,0.0,-1,-1,1,-1
136,2010-10-11,72.95,2429500,2.73333333333333,1,-0.02629471436198605,-1,74.92,0.10678056593699718,1,-1,1,1
137,2010-10-12,74.01,1474600,-1.620211451325013,-1,0.014530500342700536,1,72.95,-0.16449623029472865,-1,1,-1,-1
138,2010-10-13,74.28,1504600,0.6287625418060185,1,0.003648155654641272,1,74.01,0.9998648831238952,1,1,1,1
139,2010-10-14,73.54,1312700,0.742340396814681,1,-0.009962304792676235,-1,74.28,-0.2557889068389846,-1,-1,1,-1
140,2010-10-15,73.94,1885800,0.17550965303091057,1,0.005439216752787468,1,73.54,0.720696219744339,1,1,1,1
141,2010-10-18,75.06,1513900,-1.2545528126264762,-1,0.015147416824452309,1,73.94,0.2569651068433835,1,1,-1,1
142,2010-10-19,75.41,2437700,-1.2758528068761792,-1,0.004662936317612498,1,75.06,-0.7993605115907387,-1,1,-1,-1
143,2010-10-20,75.36,1082300,0.14575327944878683,1,-0.0006630420368650691,-1,75.41,0.0795650444238195,1,-1,1,1
144,2010-10-21,74.27,1212100,1.6682113067655304,1,-0.014463906581741015,-1,75.36,0.22558386411889822,1,-1,1,1
145,2010-10-22,75.18,674000,-0.9669621273166976,-1,0.01225259189443939,1,74.27,0.2558233472465299,1,1,-1,1
146,2010-10-25,74.8,1357500,0.756269072575305,1,-0.005054535780792846,-1,75.18,0.25272678903963514,1,-1,1,1
147,2010-10-26,76.59,2969100,-3.332433890987586,-1,0.023930481283422456,1,74.8,-0.9090909090908993,-1,1,-1,-1
148,2010-10-27,83.0,4337400,-3.75,-1,0.08369238804021406,1,76.59,4.452278365321839,1,1,-1,1
149,2010-10-28,82.86,1475600,1.1335162868392827,1,-0.0016867469879517927,-1,83.0,0.9759036144578341,1,-1,1,1
150,2010-10-29,84.24,1229200,-1.6777308388654204,-1,0.016654598117306296,1,82.86,-0.012068549360373057,-1,1,-1,-1
151,2010-11-01,82.89,909600,1.742532005689899,1,-0.01602564102564097,-1,84.24,0.14245014245014787,1,-1,1,1
152,2010-11-02,84.88,909400,-1.6892296633520982,-1,0.02400772107612492,1,82.89,0.6997225238267563,1,1,-1,1
153,2010-11-03,84.42,754100,0.5185010605703485,1,-0.00541941564561732,-1,84.88,-0.023562676720070713,-1,-1,1,-1
154,2010-11-04,84.38,1621800,1.0901418356581958,1,-0.0004738213693438187,-1,84.42,1.054252546789861,1,-1,1,1
155,2010-11-05,83.27,2310300,1.092766361800691,1,-0.013154776013273306,-1,84.38,-0.22517184166863918,-1,-1,1,-1
156,2010-11-08,84.92,848300,-2.7092404450894954,-1,0.019815059445178473,1,83.27,-0.7085384892518185,-1,1,-1,-1
157,2010-11-09,83.41,1175800,2.0319473807845947,1,-0.017781441356571004,-1,84.92,0.259067357512952,1,-1,1,1
158,2010-11-10,83.93,1145100,-0.7442083783459422,-1,0.006234264476681517,1,83.41,-0.11988970147463651,-1,1,-1,-1
159,2010-11-11,85.79,1267100,-3.0510510510510587,-1,0.022161324913618552,1,83.93,-0.8101989753365981,-1,1,-1,-1
160,2010-11-12,83.78,1092600,1.4584803575629204,1,-0.02342930411469879,-1,85.79,-0.8975405058864788,-1,-1,1,-1
161,2010-11-15,83.19,734800,0.6449301325689791,1,-0.007042253521126751,-1,83.78,-0.05968011458581662,-1,-1,1,-1
162,2010-11-16,81.17,1093800,1.6478856173512655,1,-0.024281764635172398,-1,83.19,-0.7933645870897904,-1,-1,1,-1
163,2010-11-17,81.38,651100,0.2940455770644561,1,0.002587162744856375,1,81.17,0.5543920167549623,1,1,1,1
164,2010-11-18,81.82,1076200,0.8242424242424325,1,0.005406733841238687,1,81.38,1.3762595232243853,1,1,1,1
165,2010-11-19,82.41,765000,-0.20671206225681144,-1,0.00721095086775847,1,81.82,0.5133219261794204,1,1,-1,1
166,2010-11-22,82.52,867400,-0.46262478694910575,-1,0.0013347894672977034,1,82.41,-0.32763014197305673,-1,1,-1,-1
167,2010-11-23,80.86,1019000,1.0886850152905205,1,-0.020116335433834176,-1,82.52,-0.9331071255453176,-1,-1,1,-1
168,2010-11-24,80.32,1498000,1.5203531142717128,1,-0.0066782092505566215,-1,80.86,0.8656937917388113,1,-1,1,1
169,2010-11-26,79.96,422700,-0.22562045625469118,-1,-0.004482071713147406,-1,80.32,-0.6723107569721016,-1,-1,-1,-1
170,2010-11-29,79.33,920600,0.5640511406367547,1,-0.007878939469734836,-1,79.96,-0.22511255627812987,-1,-1,1,-1
171,2010-11-30,77.6,1392200,1.1590880142657123,1,-0.02180763897642768,-1,79.33,-1.0336568763393335,-1,-1,1,-1
172,2010-12-01,79.6,1167000,-0.9767854877584626,-1,0.025773195876288568,1,77.6,1.5850515463917576,1,1,-1,1
173,2010-12-02,81.52,1053300,-2.424927754743049,-1,0.024120603015075348,1,79.6,-0.012562814070340333,-1,1,-1,-1
174,2010-12-03,82.59,823600,-2.0259419394688085,-1,0.013125613346418152,1,81.52,-0.6992149165848788,-1,1,-1,-1
175,2010-12-06,83.9,933900,-1.9564953214242304,-1,0.015861484441215712,1,82.59,-0.36324010170722504,-1,1,-1,-1
176,2010-12-07,84.31,1221400,1.0910370717972695,1,0.004886769964243198,1,83.9,1.597139451728235,1,1,1,1
177,2010-12-08,83.74,1018200,1.03994327582133,1,-0.006760763847704965,-1,84.31,0.3676906654014972,1,-1,1,1
178,2010-12-09,83.39,797200,1.1966824644549823,1,-0.004179603534750331,-1,83.74,0.7881538094100918,1,-1,1,1
179,2010-12-10,84.83,1117100,-1.2895522388059681,-1,0.017268257584842184,1,83.39,0.43170643962105704,1,1,-1,1
180,2010-12-13,84.73,768800,0.5516431924882615,1,-0.0011788282447247056,-1,84.83,0.4361664505481605,1,-1,1,1
181,2010-12-14,84.32,594400,0.800000000000008,1,-0.004838900035406768,-1,84.73,0.3186592706243314,1,-1,1,1
182,2010-12-15,83.24,901200,1.2808349146110038,1,-0.012808349146110065,-1,84.32,0.0,-1,-1,1,-1
183,2010-12-16,83.53,773200,-0.31223730034827085,-1,0.0034839019702066487,1,83.24,0.03604036520903549,1,1,-1,1
184,2010-12-17,81.28,2561200,2.868068833652014,1,-0.02693643002514068,-1,83.53,0.17957620016761125,1,-1,1,1
185,2010-12-20,81.78,1021200,-0.4051565377532207,-1,0.00615157480314954,1,81.28,0.2091535433070887,1,1,-1,1
186,2010-12-21,81.43,643200,0.6951219512195039,1,-0.004279775006113873,-1,81.78,0.26901442895573346,1,-1,1,1
187,2010-12-22,80.65,611600,0.8970262963873062,1,-0.009578779319661113,-1,81.43,-0.061402431536302794,-1,-1,1,-1
188,2010-12-23,80.9,562400,-0.35975685398834667,-1,0.0030998140111593298,1,80.65,-0.04959702417855704,-1,1,-1,-1
189,2010-12-27,81.04,256200,-0.2102139235810581,-1,0.001730531520395484,1,80.9,-0.03708281829419176,-1,1,-1,-1
190,2010-12-28,79.93,302100,1.1745796241345063,1,-0.01369693978282327,-1,81.04,-0.19743336623890767,-1,-1,1,-1
191,2010-12-29,81.2,780700,-1.4366021236727118,-1,0.01588890278994115,1,79.93,0.15013136494431417,1,1,-1,1
192,2010-12-30,81.86,666400,-0.8128078817733949,-1,0.00812807881773403,1,81.2,0.0,-1,1,-1,-1
193,2010-12-31,81.26,444900,0.8661705502012855,1,-0.007329587099926593,-1,81.86,0.13437576349865554,1,-1,1,1
194,2011-01-03,83.46,1110000,-1.495804450930305,-1,0.02707359094265316,1,81.26,1.193699237016981,1,1,-1,1
195,2011-01-04,82.35,599500,1.9876219947631537,1,-0.013299784327821751,-1,83.46,0.6709801102324495,1,-1,1,1
196,2011-01-05,82.84,800800,-0.533980582524269,-1,0.005950212507589647,1,82.35,0.06071645415909092,1,1,-1,1
197,2011-01-06,82.0,1128600,0.8704061895551243,1,-0.010140028971511339,-1,82.84,-0.14485755673588188,-1,-1,1,-1
198,2011-01-07,82.17,727400,0.1579586877278195,1,0.00207317073170743,1,82.0,0.3658536585365819,1,1,1,1
199,2011-01-10,85.88,1309400,-4.604141291108406,-1,0.04515029816234617,1,82.17,-0.08518924181575682,-1,1,-1,-1
200,2011-01-11,87.11,916900,-0.9619842373667111,-1,0.014322310200279409,1,85.88,0.4657661853749484,1,1,-1,1
201,2011-01-12,87.49,579300,0.011428571428577275,1,0.00436230053954767,1,87.11,0.44770979221673807,1,1,1,1
202,2011-01-13,87.05,310600,0.6732085805568272,1,-0.005029146188135769,-1,87.49,0.1714481655046356,1,-1,1,1
203,2011-01-14,87.71,372000,-0.7350407717928111,-1,0.007581849511774763,1,87.05,0.022975301550828286,1,1,-1,1
204,2011-01-18,88.75,774200,-1.4285714285714286,-1,0.011857256869228117,1,87.71,-0.23942537909017644,-1,1,-1,-1
205,2011-01-19,86.5,676800,2.4252679075014165,1,-0.025352112676056304,-1,88.75,-0.11267605633802176,-1,-1,1,-1
206,2011-01-20,85.13,1051100,-1.6356255969436369,-1,-0.01583815028901736,-1,86.5,-3.1676300578034624,-1,-1,-1,-1
207,2011-01-21,85.12,881600,0.8387698042870442,1,-0.00011746740279561241,-1,85.13,0.8340185598496511,1,-1,1,1
208,2011-01-24,88.8,1193100,-2.16290842153704,-1,0.043233082706766846,1,85.12,2.1146616541353347,1,1,-1,1
209,2011-01-25,87.94,843100,0.8679968436478369,1,-0.009684684684684641,-1,88.8,-0.1013513513513552,-1,-1,1,-1
210,2011-01-26,87.55,561900,0.7819582955575678,1,-0.004434841937684841,-1,87.94,0.34114168751421103,1,-1,1,1
211,2011-01-27,87.68,1020600,0.034203625584297036,1,0.0014848657909767304,1,87.55,0.18275271273557578,1,1,1,1
212,2011-01-28,88.82,2320000,4.195879624635963,1,0.013001824817518104,1,87.68,5.736770072992686,1,1,1,1
213,2011-01-31,88.42,677000,0.6293549112160062,1,-0.0045034902049087,-1,88.82,0.18013960819636435,1,-1,1,1
214,2011-02-01,89.37,693600,-0.48347200359793885,-1,0.010744175525899236,1,88.42,0.5881022393123683,1,1,-1,1
215,2011-02-02,90.44,1077400,-1.5267175572519078,-1,0.011972697773301899,1,89.37,-0.32449367796800516,-1,1,-1,-1
216,2011-02-03,90.79,698200,-0.6429442412149569,-1,0.0038699690402477227,1,90.44,-0.2543122512162804,-1,1,-1,-1
