,close,tsla_compound,tsla_sentiment,em_tweets3_compound,em_tweets3_sentiment,lag_1_tsla_close,lag_1_tsla_sentiment,lag_1_em_tweets3_sentiment,lag_2_tsla_close,lag_2_tsla_sentiment,lag_2_em_tweets3_sentiment,lag_3_close,lag_3_tsla_sentiment,lag_3_em_tweets3_sentiment
2015-06-30,227.01,0.29600000000000004,1.0,0.0,0.0,221.31,-1.0,1.0,216.88,1.0,1.0,219.25,0.0,0.0
2015-07-01,228.1,-0.4588,-1.0,0.7906,1.0,227.01,1.0,0.0,221.31,-1.0,1.0,216.88,1.0,1.0
2015-07-02,213.03,-0.546,-1.0,0.0,0.0,228.1,-1.0,1.0,227.01,1.0,0.0,221.31,-1.0,1.0
2015-07-03,210.09,0.7096,1.0,2.8893,1.0,213.03,-1.0,0.0,228.1,-1.0,1.0,227.01,1.0,0.0
2015-07-04,211.72,0.4588,1.0,0.8619,1.0,210.09,1.0,1.0,213.03,-1.0,0.0,228.1,-1.0,1.0
2015-07-05,209.09,0.0,-1.0,1.9091,1.0,211.72,1.0,1.0,210.09,1.0,1.0,213.03,-1.0,0.0
2015-07-06,215.26,0.4404,1.0,1.2077,1.0,209.09,-1.0,1.0,211.72,1.0,1.0,210.09,1.0,1.0
2015-07-07,210.35,-0.0258,-1.0,0.765,1.0,215.26,1.0,1.0,209.09,-1.0,1.0,211.72,1.0,1.0
2015-07-08,212.96,0.0,-1.0,0.0,0.0,210.35,-1.0,1.0,215.26,1.0,1.0,209.09,-1.0,1.0
2015-07-09,211.63,0.0,0.0,-0.031000000000000024,-1.0,212.96,-1.0,0.0,210.35,-1.0,1.0,215.26,1.0,1.0
2015-07-10,206.93,-0.9649,-1.0,0.8478,1.0,211.63,0.0,-1.0,212.96,-1.0,0.0,210.35,-1.0,1.0
2015-07-11,213.79,0.0,-1.0,0.3382,1.0,206.93,-1.0,1.0,211.63,0.0,-1.0,212.96,-1.0,0.0
2015-07-12,208.35,1.1724,1.0,0.0,0.0,213.79,-1.0,1.0,206.93,-1.0,1.0,211.63,0.0,-1.0
2015-07-13,231.63,0.1910000000000001,1.0,0.0,-1.0,208.35,1.0,0.0,213.79,-1.0,1.0,206.93,-1.0,1.0
2015-07-14,231.77,0.0,0.0,0.0,0.0,231.63,1.0,-1.0,208.35,1.0,0.0,213.79,-1.0,1.0
2015-07-15,232.36,0.29600000000000004,1.0,0.0,0.0,231.77,0.0,0.0,231.63,1.0,-1.0,208.35,1.0,0.0
2015-07-16,225.33,0.0,0.0,0.0,0.0,232.36,1.0,0.0,231.77,0.0,0.0,231.63,1.0,-1.0
2015-07-17,216.5,-1.3763999999999998,-1.0,0.0,0.0,225.33,0.0,0.0,232.36,1.0,0.0,231.77,0.0,0.0
2015-07-18,219.08,0.0,0.0,0.0,0.0,216.5,-1.0,0.0,225.33,0.0,0.0,232.36,1.0,0.0
2015-07-19,212.94,0.0,0.0,0.0,0.0,219.08,0.0,0.0,216.5,-1.0,0.0,225.33,0.0,0.0
2015-07-20,207.19,0.0,-1.0,0.0,0.0,212.94,0.0,0.0,219.08,0.0,0.0,216.5,-1.0,0.0
2015-07-21,214.31,0.0,0.0,0.0,0.0,207.19,-1.0,0.0,212.94,0.0,0.0,219.08,0.0,0.0
2015-07-22,214.0,0.0,-1.0,0.0,0.0,214.31,0.0,0.0,207.19,-1.0,0.0,212.94,0.0,0.0
2015-07-23,221.07,-0.4588,-1.0,0.0,0.0,214.0,-1.0,0.0,214.31,0.0,0.0,207.19,-1.0,0.0
2015-07-24,221.8,0.1933,1.0,0.0,0.0,221.07,-1.0,0.0,214.0,-1.0,0.0,214.31,0.0,0.0
2015-07-25,220.01,-0.2899,-1.0,1.3030000000000002,1.0,221.8,1.0,0.0,221.07,-1.0,0.0,214.0,-1.0,0.0
2015-07-26,217.75,0.29600000000000004,1.0,0.0,0.0,220.01,-1.0,1.0,221.8,1.0,0.0,221.07,-1.0,0.0
2015-07-27,218.25,-0.4588,-1.0,2.4705,1.0,217.75,1.0,0.0,220.01,-1.0,1.0,221.8,1.0,0.0
2015-07-28,229.64,0.8726,1.0,0.0,0.0,218.25,-1.0,1.0,217.75,1.0,0.0,220.01,-1.0,1.0
2015-07-29,231.61,0.0,0.0,0.0,0.0,229.64,1.0,0.0,218.25,-1.0,1.0,217.75,1.0,0.0
2015-07-30,230.26,0.0,0.0,0.0,0.0,231.61,0.0,0.0,229.64,1.0,0.0,218.25,-1.0,1.0
2015-07-31,237.19,0.0,-1.0,0.0,0.0,230.26,0.0,0.0,231.61,0.0,0.0,229.64,1.0,0.0
2015-08-01,231.99,-0.2263,-1.0,0.0,-1.0,237.19,-1.0,0.0,230.26,0.0,0.0,231.61,0.0,0.0
2015-08-02,232.71,-0.0993,-1.0,0.4404,1.0,231.99,-1.0,-1.0,237.19,-1.0,0.0,230.26,0.0,0.0
2015-08-03,230.38,0.0,-1.0,0.4753,1.0,232.71,-1.0,1.0,231.99,-1.0,-1.0,237.19,-1.0,0.0
2015-08-04,231.13,0.4019,1.0,0.0,0.0,230.38,-1.0,1.0,232.71,-1.0,1.0,231.99,-1.0,-1.0
2015-08-05,226.72,0.0,-1.0,0.0,0.0,231.13,1.0,0.0,230.38,-1.0,1.0,232.71,-1.0,1.0
2015-08-06,224.52,0.4784,1.0,0.5859,1.0,226.72,-1.0,0.0,231.13,1.0,0.0,230.38,-1.0,1.0
2015-08-07,227.07,0.5096,1.0,-0.06680000000000003,-1.0,224.52,1.0,1.0,226.72,-1.0,0.0,231.13,1.0,0.0
2015-08-08,217.02,0.0,0.0,0.0,-1.0,227.07,1.0,-1.0,224.52,1.0,1.0,226.72,-1.0,0.0
2015-08-09,218.58,0.34,1.0,0.0,0.0,217.02,0.0,-1.0,227.07,1.0,-1.0,224.52,1.0,1.0
2015-08-10,221.09,0.0,0.0,0.0,0.0,218.58,1.0,0.0,217.02,0.0,-1.0,227.07,1.0,-1.0
2015-08-11,234.51,1.1187,1.0,0.0,0.0,221.09,0.0,0.0,218.58,1.0,0.0,217.02,0.0,-1.0
2015-08-12,233.39,0.0,-1.0,0.0,-1.0,234.51,1.0,0.0,221.09,0.0,0.0,218.58,1.0,0.0
2015-08-13,230.46,0.0,-1.0,0.10369999999999983,1.0,233.39,-1.0,-1.0,234.51,1.0,0.0,221.09,0.0,0.0
2015-08-14,232.56,-0.2732,-1.0,0.0,-1.0,230.46,-1.0,1.0,233.39,-1.0,-1.0,234.51,1.0,0.0
2015-08-15,229.95,0.0,0.0,1.6751999999999998,1.0,232.56,-1.0,-1.0,230.46,-1.0,1.0,233.39,-1.0,-1.0
2015-08-16,229.7,0.0,0.0,0.0,0.0,229.95,0.0,1.0,232.56,-1.0,-1.0,230.46,-1.0,1.0
2015-08-17,230.57,0.0,0.0,0.0,0.0,229.7,0.0,0.0,229.95,0.0,1.0,232.56,-1.0,-1.0
2015-08-18,228.95,0.0,0.0,0.0,0.0,230.57,0.0,0.0,229.7,0.0,0.0,229.95,0.0,1.0
2015-08-19,237.19,1.1185,1.0,0.0,0.0,228.95,0.0,0.0,230.57,0.0,0.0,229.7,0.0,0.0
2015-08-20,238.09,0.0,-1.0,0.0,0.0,237.19,1.0,0.0,228.95,0.0,0.0,230.57,0.0,0.0
2015-08-21,240.01,0.0,-1.0,0.0,0.0,238.09,-1.0,0.0,237.19,1.0,0.0,228.95,0.0,0.0
2015-08-22,223.41,-0.9431,-1.0,0.0,0.0,240.01,-1.0,0.0,238.09,-1.0,0.0,237.19,1.0,0.0
2015-08-23,223.43,0.0,-1.0,0.0,0.0,223.41,-1.0,0.0,240.01,-1.0,0.0,238.09,-1.0,0.0
2015-08-24,219.04,0.0,0.0,0.0,0.0,223.43,-1.0,0.0,223.41,-1.0,0.0,240.01,-1.0,0.0
2015-08-25,215.65,0.25,1.0,0.0,0.0,219.04,0.0,0.0,223.43,-1.0,0.0,223.41,-1.0,0.0
2015-08-26,211.0,0.0,0.0,0.0,0.0,215.65,1.0,0.0,219.04,0.0,0.0,223.43,-1.0,0.0
2015-08-27,207.85,-0.29600000000000004,-1.0,-0.4404,-1.0,211.0,0.0,0.0,215.65,1.0,0.0,219.04,0.0,0.0
2015-08-28,209.97,0.29600000000000004,1.0,0.4019,1.0,207.85,-1.0,-1.0,211.0,0.0,0.0,215.65,1.0,0.0
2015-08-29,200.31,0.0,0.0,0.0,0.0,209.97,1.0,1.0,207.85,-1.0,-1.0,211.0,0.0,0.0
2015-08-30,206.18,0.8225,1.0,0.0,0.0,200.31,0.0,0.0,209.97,1.0,1.0,207.85,-1.0,-1.0
2015-08-31,204.99,0.0,0.0,0.0,0.0,206.18,1.0,0.0,200.31,0.0,0.0,209.97,1.0,1.0
2015-09-01,204.72,0.0,-1.0,0.9246,1.0,204.99,0.0,0.0,206.18,1.0,0.0,200.31,0.0,0.0
2015-09-02,198.7,0.0,-1.0,0.0,-1.0,204.72,-1.0,1.0,204.99,0.0,0.0,206.18,1.0,0.0
2015-09-03,199.97,0.0,0.0,0.0,0.0,198.7,-1.0,-1.0,204.72,-1.0,1.0,204.99,0.0,0.0
2015-09-04,202.55,0.5106,1.0,0.0,0.0,199.97,0.0,0.0,198.7,-1.0,-1.0,204.72,-1.0,1.0
2015-09-05,196.38,0.4404,1.0,0.0,0.0,202.55,1.0,0.0,199.97,0.0,0.0,198.7,-1.0,-1.0
2015-09-06,193.56,0.0,-1.0,0.0,0.0,196.38,1.0,0.0,202.55,1.0,0.0,199.97,0.0,0.0
2015-09-07,188.07,0.0,0.0,0.0,0.0,193.56,-1.0,0.0,196.38,1.0,0.0,202.55,1.0,0.0
2015-09-08,189.7,0.0,0.0,0.0,0.0,188.07,0.0,0.0,193.56,-1.0,0.0,196.38,1.0,0.0
2015-09-09,191.2,0.0,0.0,0.0,0.0,189.7,0.0,0.0,188.07,0.0,0.0,193.56,-1.0,0.0
2015-09-10,196.94,-0.7764,-1.0,0.0,0.0,191.2,0.0,0.0,189.7,0.0,0.0,188.07,0.0,0.0
2015-09-11,182.78,-0.2592,-1.0,0.0,0.0,196.94,-1.0,0.0,191.2,0.0,0.0,189.7,0.0,0.0
2015-09-12,173.48,-0.3816,-1.0,-0.128,-1.0,182.78,-1.0,0.0,196.94,-1.0,0.0,191.2,0.0,0.0
2015-09-13,175.33,0.0,0.0,0.0,0.0,173.48,-1.0,-1.0,182.78,-1.0,0.0,196.94,-1.0,0.0
2015-09-14,162.6,0.0,0.0,-0.29600000000000004,-1.0,175.33,0.0,0.0,173.48,-1.0,-1.0,182.78,-1.0,0.0
2015-09-15,147.99,1.0939,1.0,0.0,0.0,162.6,0.0,-1.0,175.33,0.0,0.0,173.48,-1.0,-1.0
2015-09-16,148.25,0.5024000000000001,1.0,0.0,0.0,147.99,1.0,0.0,162.6,0.0,-1.0,175.33,0.0,0.0
2015-09-17,143.67,0.732,1.0,0.6369,1.0,148.25,1.0,0.0,147.99,1.0,0.0,162.6,0.0,-1.0
2015-09-18,150.47,0.10829999999999997,1.0,0.8195,1.0,143.67,1.0,1.0,148.25,1.0,0.0,147.99,1.0,0.0
2015-09-19,151.04,0.4588,1.0,0.0,0.0,150.47,1.0,1.0,143.67,1.0,1.0,148.25,1.0,0.0
2015-09-20,155.17,1.0979999999999999,1.0,1.3974,1.0,151.04,1.0,0.0,150.47,1.0,1.0,143.67,1.0,1.0
2015-09-21,168.68,1.827,1.0,0.4019,1.0,155.17,1.0,1.0,151.04,1.0,0.0,150.47,1.0,1.0
2015-09-22,166.77,0.0,0.0,1.2986,1.0,168.68,1.0,1.0,155.17,1.0,1.0,151.04,1.0,0.0
2015-09-23,166.58,0.0,0.0,1.0269,1.0,166.77,0.0,1.0,168.68,1.0,1.0,155.17,1.0,1.0
2015-09-24,177.74,0.0,0.0,0.0,0.0,166.58,0.0,1.0,166.77,0.0,1.0,168.68,1.0,1.0
2015-09-25,177.21,0.6369,1.0,0.0,-1.0,177.74,0.0,0.0,166.58,0.0,1.0,166.77,0.0,1.0
2015-09-26,179.0,0.29600000000000004,1.0,0.8402,1.0,177.21,1.0,-1.0,177.74,0.0,0.0,166.58,0.0,1.0
2015-09-27,187.43,0.0,-1.0,0.0,0.0,179.0,1.0,1.0,177.21,1.0,-1.0,177.74,0.0,0.0
2015-09-28,190.34,0.0,0.0,0.0,0.0,187.43,-1.0,0.0,179.0,1.0,1.0,177.21,1.0,-1.0
2015-09-29,191.93,0.0,-1.0,-0.7096,-1.0,190.34,0.0,0.0,187.43,-1.0,0.0,179.0,1.0,1.0
2015-09-30,186.35,0.29600000000000004,1.0,0.5445,1.0,191.93,-1.0,-1.0,190.34,0.0,0.0,187.43,-1.0,0.0
2015-10-01,188.34,0.0,0.0,0.15230000000000002,1.0,186.35,1.0,1.0,191.93,-1.0,-1.0,190.34,0.0,0.0
2015-10-02,195.74,-0.4404,-1.0,0.0,0.0,188.34,0.0,1.0,186.35,1.0,1.0,191.93,-1.0,-1.0
2015-10-03,201.04,0.03760000000000008,1.0,0.0,-1.0,195.74,-1.0,0.0,188.34,0.0,1.0,186.35,1.0,1.0
2015-10-04,205.29,0.0,0.0,0.0,0.0,201.04,1.0,-1.0,195.74,-1.0,0.0,188.34,0.0,1.0
2015-10-05,202.6,0.0,-1.0,0.0,0.0,205.29,0.0,0.0,201.04,1.0,-1.0,195.74,-1.0,0.0
2015-10-06,208.72,0.0,0.0,0.5479,1.0,202.6,-1.0,0.0,205.29,0.0,0.0,201.04,1.0,-1.0
2015-10-07,205.18,0.0,0.0,0.0,0.0,208.72,0.0,1.0,202.6,-1.0,0.0,205.29,0.0,0.0
2015-10-08,207.5,-0.4019,-1.0,0.0,0.0,205.18,0.0,0.0,208.72,0.0,1.0,202.6,-1.0,0.0
2015-10-09,215.15,0.6611,1.0,0.0,0.0,207.5,-1.0,0.0,205.18,0.0,0.0,208.72,0.0,1.0
2015-10-10,218.34,0.0,0.0,0.0,0.0,215.15,1.0,0.0,207.5,-1.0,0.0,205.18,0.0,0.0
2015-10-11,221.93,0.29600000000000004,1.0,0.0,0.0,218.34,0.0,0.0,215.15,1.0,0.0,207.5,-1.0,0.0
2015-10-12,226.38,0.0,0.0,0.0,0.0,221.93,1.0,0.0,218.34,0.0,0.0,215.15,1.0,0.0
2015-10-13,232.74,0.8755999999999999,1.0,0.3182,1.0,226.38,0.0,0.0,221.93,1.0,0.0,218.34,0.0,0.0
2015-10-14,238.32,0.6369,1.0,0.0,0.0,232.74,1.0,1.0,226.38,0.0,0.0,221.93,1.0,0.0
2015-10-15,234.24,0.027000000000000024,1.0,0.0,0.0,238.32,1.0,0.0,232.74,1.0,1.0,226.38,0.0,0.0
2015-10-16,222.58,-0.4739,-1.0,0.0,0.0,234.24,1.0,0.0,238.32,1.0,0.0,232.74,1.0,1.0
2015-10-17,227.75,0.0,0.0,0.0,0.0,222.58,-1.0,0.0,234.24,1.0,0.0,238.32,1.0,0.0
2015-10-18,230.26,-0.6611,-1.0,0.0,0.0,227.75,0.0,0.0,222.58,-1.0,0.0,234.24,1.0,0.0
2015-10-19,230.13,0.2672,1.0,0.5859,1.0,230.26,-1.0,0.0,227.75,0.0,0.0,222.58,-1.0,0.0
2015-10-20,226.89,0.0,0.0,1.2117,1.0,230.13,1.0,1.0,230.26,-1.0,0.0,227.75,0.0,0.0
2015-10-21,229.77,2.1956,1.0,2.1659999999999995,1.0,226.89,0.0,1.0,230.13,1.0,1.0,230.26,-1.0,0.0
2015-10-22,237.59,2.3520000000000003,1.0,4.515,1.0,229.77,1.0,1.0,226.89,0.0,1.0,230.13,1.0,1.0
2015-10-23,246.99,-0.9224,-1.0,2.9381,1.0,237.59,1.0,1.0,229.77,1.0,1.0,226.89,0.0,1.0
2015-10-24,255.47,0.3818,1.0,0.0,-1.0,246.99,-1.0,1.0,237.59,1.0,1.0,229.77,1.0,1.0
2015-10-25,265.42,0.0,-1.0,-0.4417,-1.0,255.47,1.0,-1.0,246.99,-1.0,1.0,237.59,1.0,1.0
2015-10-26,257.2,0.0,-1.0,-0.5691999999999999,-1.0,265.42,-1.0,-1.0,255.47,1.0,-1.0,246.99,-1.0,1.0
2015-10-27,250.07,0.0,0.0,3.0241,1.0,257.2,-1.0,-1.0,265.42,-1.0,-1.0,255.47,1.0,-1.0
2015-10-28,249.92,-0.5859,-1.0,1.3107,1.0,250.07,0.0,1.0,257.2,-1.0,-1.0,265.42,-1.0,-1.0
2015-10-29,247.82,0.5106,1.0,0.0,0.0,249.92,-1.0,1.0,250.07,0.0,1.0,257.2,-1.0,-1.0
2015-10-30,254.53,0.2023,1.0,0.0,0.0,247.82,1.0,0.0,249.92,-1.0,1.0,250.07,0.0,1.0
