,close,tsla_compound,tsla_sentiment,em_tweets3_compound,em_tweets3_sentiment,lag_1_tsla_close,lag_1_tsla_sentiment,lag_1_em_tweets3_sentiment,lag_2_tsla_close,lag_2_tsla_sentiment,lag_2_em_tweets3_sentiment,lag_3_close,lag_3_tsla_sentiment,lag_3_em_tweets3_sentiment
2014-12-04,218.26,0.0,0.0,0.0,0.0,205.82,1.0,0.0,197.81,-1.0,0.0,204.04,0.0,0.0
2014-12-05,219.29,-0.14359999999999998,-1.0,-0.5223,-1.0,218.26,0.0,0.0,205.82,1.0,0.0,197.81,-1.0,0.0
2014-12-06,222.6,0.0,0.0,0.0,0.0,219.29,-1.0,-1.0,218.26,0.0,0.0,205.82,1.0,0.0
2014-12-07,220.97,0.2732,1.0,0.0,0.0,222.6,0.0,0.0,219.29,-1.0,-1.0,218.26,0.0,0.0
2014-12-08,222.26,0.0,0.0,0.0,0.0,220.97,1.0,0.0,222.6,0.0,0.0,219.29,-1.0,-1.0
2014-12-09,227.82,0.4019,1.0,0.6846,1.0,222.26,0.0,0.0,220.97,1.0,0.0,222.6,0.0,0.0
2014-12-10,225.71,0.0,0.0,0.0,0.0,227.82,1.0,1.0,222.26,0.0,0.0,220.97,1.0,0.0
2014-12-11,222.23,0.128,1.0,0.0,-1.0,225.71,0.0,0.0,227.82,1.0,1.0,222.26,0.0,0.0
2014-12-12,222.41,-0.34,-1.0,0.4767,1.0,222.23,1.0,-1.0,225.71,0.0,0.0,227.82,1.0,1.0
2014-12-13,219.31,0.0,-1.0,0.0,0.0,222.41,-1.0,1.0,222.23,1.0,-1.0,225.71,0.0,0.0
2014-12-14,210.09,0.0,0.0,0.3818,1.0,219.31,-1.0,0.0,222.41,-1.0,1.0,222.23,1.0,-1.0
2014-12-15,211.28,-0.29600000000000004,-1.0,-0.29600000000000004,-1.0,210.09,0.0,1.0,219.31,-1.0,0.0,222.41,-1.0,1.0
2014-12-16,210.95,0.0,-1.0,0.0,0.0,211.28,-1.0,-1.0,210.09,0.0,1.0,219.31,-1.0,0.0
2014-12-17,210.62,0.0,-1.0,0.0,0.0,210.95,-1.0,0.0,211.28,-1.0,-1.0,210.09,0.0,1.0
2014-12-18,206.66,0.0,0.0,0.0,0.0,210.62,-1.0,0.0,210.95,-1.0,0.0,211.28,-1.0,-1.0
2014-12-19,202.21,0.34,1.0,0.0,-1.0,206.66,0.0,0.0,210.62,-1.0,0.0,210.95,-1.0,0.0
2014-12-20,204.25,-0.7998999999999999,-1.0,0.0,0.0,202.21,1.0,-1.0,206.66,0.0,0.0,210.62,-1.0,0.0
2014-12-21,192.69,-0.5267,-1.0,0.0,0.0,204.25,-1.0,0.0,202.21,1.0,-1.0,206.66,0.0,0.0
2014-12-22,191.87,0.4019,1.0,1.1457,1.0,192.69,-1.0,0.0,204.25,-1.0,0.0,202.21,1.0,-1.0
2014-12-23,193.07,0.0,0.0,0.28319999999999995,1.0,191.87,1.0,1.0,192.69,-1.0,0.0,204.25,-1.0,0.0
2014-12-24,191.93,0.0,-1.0,0.0,-1.0,193.07,0.0,1.0,191.87,1.0,1.0,192.69,-1.0,0.0
2014-12-25,196.57,0.3182,1.0,0.0,0.0,191.93,-1.0,-1.0,193.07,0.0,1.0,191.87,1.0,1.0
2014-12-26,201.62,0.0,0.0,0.0,0.0,196.57,1.0,0.0,191.93,-1.0,-1.0,193.07,0.0,1.0
2014-12-27,201.29,0.0,0.0,2.0116,1.0,201.62,0.0,0.0,196.57,1.0,0.0,191.93,-1.0,-1.0
2014-12-28,206.55,0.0,-1.0,0.6277,1.0,201.29,0.0,1.0,201.62,0.0,0.0,196.57,1.0,0.0
2014-12-29,205.98,0.0,0.0,0.0,0.0,206.55,-1.0,1.0,201.29,0.0,1.0,201.62,0.0,0.0
2014-12-30,199.37,0.0,0.0,0.34,1.0,205.98,0.0,0.0,206.55,-1.0,1.0,201.29,0.0,1.0
2014-12-31,205.2,0.0,-1.0,-0.23109999999999994,-1.0,199.37,0.0,1.0,205.98,0.0,0.0,206.55,-1.0,1.0
2015-01-01,203.6,0.0,0.0,0.3182,1.0,205.2,-1.0,-1.0,199.37,0.0,1.0,205.98,0.0,0.0
2015-01-02,210.94,0.7184,1.0,0.0,0.0,203.6,0.0,1.0,205.2,-1.0,-1.0,199.37,0.0,1.0
2015-01-03,218.36,0.0,-1.0,0.0,0.0,210.94,1.0,0.0,203.6,0.0,1.0,205.2,-1.0,-1.0
2015-01-04,218.55,0.0,0.0,0.0,0.0,218.36,-1.0,0.0,210.94,1.0,0.0,203.6,0.0,1.0
2015-01-05,220.99,0.0,0.0,0.0,0.0,218.55,0.0,0.0,218.36,-1.0,0.0,210.94,1.0,0.0
2015-01-06,217.36,-0.2732,-1.0,0.0,0.0,220.99,0.0,0.0,218.55,0.0,0.0,218.36,-1.0,0.0
2015-01-07,217.48,0.0,0.0,0.0,0.0,217.36,-1.0,0.0,220.99,0.0,0.0,218.55,0.0,0.0
2015-01-08,216.29,0.01960000000000001,1.0,0.5458999999999999,1.0,217.48,0.0,0.0,217.36,-1.0,0.0,220.99,0.0,0.0
2015-01-09,212.8,-0.14289999999999994,-1.0,2.2059,1.0,216.29,1.0,1.0,217.48,0.0,0.0,217.36,-1.0,0.0
2015-01-10,202.88,-0.9062,-1.0,0.0,-1.0,212.8,-1.0,1.0,216.29,1.0,1.0,217.48,0.0,0.0
2015-01-11,203.77,0.0,-1.0,0.0,0.0,202.88,-1.0,-1.0,212.8,-1.0,1.0,216.29,1.0,1.0
2015-01-12,204.35,-0.128,-1.0,0.0,0.0,203.77,-1.0,0.0,202.88,-1.0,-1.0,212.8,-1.0,1.0
2015-01-13,204.46,0.0,0.0,0.0,0.0,204.35,-1.0,0.0,203.77,-1.0,0.0,202.88,-1.0,-1.0
2015-01-14,211.71,0.0,-1.0,0.0,0.0,204.46,0.0,0.0,204.35,-1.0,0.0,203.77,-1.0,0.0
2015-01-15,217.11,0.0,0.0,0.0,0.0,211.71,-1.0,0.0,204.46,0.0,0.0,204.35,-1.0,0.0
2015-01-16,207.34,0.0,-1.0,0.0,0.0,217.11,0.0,0.0,211.71,-1.0,0.0,204.46,0.0,0.0
2015-01-17,204.11,0.5859,1.0,0.6369,1.0,207.34,-1.0,0.0,217.11,0.0,0.0,211.71,-1.0,0.0
2015-01-18,203.76,0.0,0.0,0.0,0.0,204.11,1.0,1.0,207.34,-1.0,0.0,217.11,0.0,0.0
2015-01-19,207.19,0.0,-1.0,0.8653,1.0,203.76,0.0,0.0,204.11,1.0,1.0,207.34,-1.0,0.0
2015-01-20,203.34,0.0,0.0,0.0,0.0,207.19,-1.0,1.0,203.76,0.0,0.0,204.11,1.0,1.0
2015-01-21,197.33,-0.29600000000000004,-1.0,-0.09189999999999998,-1.0,203.34,0.0,0.0,207.19,-1.0,1.0,203.76,0.0,0.0
2015-01-22,199.56,0.0,-1.0,0.0,0.0,197.33,-1.0,-1.0,203.34,0.0,0.0,207.19,-1.0,1.0
2015-01-23,202.44,0.0,-1.0,0.0,0.0,199.56,-1.0,0.0,197.33,-1.0,-1.0,203.34,0.0,0.0
2015-01-24,200.63,0.0,0.0,0.0,0.0,202.44,-1.0,0.0,199.56,-1.0,0.0,197.33,-1.0,-1.0
2015-01-25,193.88,-0.3182,-1.0,0.0,0.0,200.63,0.0,0.0,202.44,-1.0,0.0,199.56,-1.0,0.0
2015-01-26,190.88,-0.2732,-1.0,0.0,0.0,193.88,-1.0,0.0,200.63,0.0,0.0,202.44,-1.0,0.0
2015-01-27,190.32,0.4019,1.0,0.0,0.0,190.88,-1.0,0.0,193.88,-1.0,0.0,200.63,0.0,0.0
2015-01-28,193.74,0.0,0.0,-0.2263,-1.0,190.32,1.0,0.0,190.88,-1.0,0.0,193.88,-1.0,0.0
2015-01-29,191.07,0.0,-1.0,0.1045,1.0,193.74,0.0,-1.0,190.32,1.0,0.0,190.88,-1.0,0.0
2015-01-30,188.68,0.0,-1.0,0.6376,1.0,191.07,-1.0,1.0,193.74,0.0,-1.0,190.32,1.0,0.0
2015-01-31,195.7,0.0,-1.0,-0.2554,-1.0,188.68,-1.0,1.0,191.07,-1.0,1.0,193.74,0.0,-1.0
2015-02-01,194.73,0.0,-1.0,2.1006,1.0,195.7,-1.0,-1.0,188.68,-1.0,1.0,191.07,-1.0,1.0
2015-02-02,200.71,0.0,-1.0,0.6696,1.0,194.73,-1.0,1.0,195.7,-1.0,-1.0,188.68,-1.0,1.0
2015-02-03,195.65,0.0,-1.0,0.0,0.0,200.71,-1.0,1.0,194.73,-1.0,1.0,195.7,-1.0,-1.0
2015-02-04,198.08,0.0,-1.0,0.0,0.0,195.65,-1.0,0.0,200.71,-1.0,1.0,194.73,-1.0,1.0
2015-02-05,199.63,0.0,0.0,-0.0414,-1.0,198.08,-1.0,0.0,195.65,-1.0,0.0,200.71,-1.0,1.0
2015-02-06,201.72,0.7845,1.0,-0.3020999999999999,-1.0,199.63,0.0,-1.0,198.08,-1.0,0.0,195.65,-1.0,0.0
2015-02-07,194.3,0.0,-1.0,0.0,0.0,201.72,1.0,-1.0,199.63,0.0,-1.0,198.08,-1.0,0.0
2015-02-08,190.41,0.0,0.0,0.0,0.0,194.3,-1.0,0.0,201.72,1.0,-1.0,199.63,0.0,-1.0
2015-02-09,185.0,0.3182,1.0,0.0,0.0,190.41,0.0,0.0,194.3,-1.0,0.0,201.72,1.0,-1.0
2015-02-10,190.57,0.0,-1.0,0.0,-1.0,185.0,1.0,0.0,190.41,0.0,0.0,194.3,-1.0,0.0
2015-02-11,188.77,0.0,0.0,0.7412000000000001,1.0,190.57,-1.0,-1.0,185.0,1.0,0.0,190.41,0.0,0.0
2015-02-12,187.59,0.0,-1.0,0.5859,1.0,188.77,0.0,1.0,190.57,-1.0,-1.0,185.0,1.0,0.0
2015-02-13,191.0,0.6932,1.0,0.0,0.0,187.59,-1.0,1.0,188.77,0.0,1.0,190.57,-1.0,-1.0
2015-02-14,203.1,0.0,-1.0,1.0065,1.0,191.0,1.0,0.0,187.59,-1.0,1.0,188.77,0.0,1.0
2015-02-15,203.25,0.0,0.0,0.0,0.0,203.1,-1.0,1.0,191.0,1.0,0.0,187.59,-1.0,1.0
2015-02-16,207.67,0.1531,1.0,0.0,0.0,203.25,0.0,0.0,203.1,-1.0,1.0,191.0,1.0,0.0
2015-02-17,210.09,0.0,0.0,0.0,-1.0,207.67,1.0,0.0,203.25,0.0,0.0,203.1,-1.0,1.0
2015-02-18,210.9,0.0,0.0,0.0,0.0,210.09,0.0,-1.0,207.67,1.0,0.0,203.25,0.0,0.0
2015-02-19,209.78,0.0,0.0,-0.048400000000000026,-1.0,210.9,0.0,0.0,210.09,0.0,-1.0,207.67,1.0,0.0
2015-02-20,207.46,-0.29600000000000004,-1.0,0.4869,1.0,209.78,0.0,-1.0,210.9,0.0,0.0,210.09,0.0,-1.0
2015-02-21,207.83,0.0,0.0,-0.843,-1.0,207.46,-1.0,1.0,209.78,0.0,-1.0,210.9,0.0,0.0
2015-02-22,206.7,0.0,0.0,0.0,0.0,207.83,0.0,-1.0,207.46,-1.0,1.0,209.78,0.0,-1.0
2015-02-23,206.79,0.0,0.0,0.0,0.0,206.7,0.0,0.0,207.83,0.0,-1.0,207.46,-1.0,1.0
2015-02-24,205.27,0.4588,1.0,0.0,0.0,206.79,0.0,0.0,206.7,0.0,0.0,207.83,0.0,-1.0
2015-02-25,209.41,0.0,-1.0,0.0,0.0,205.27,1.0,0.0,206.79,0.0,0.0,206.7,0.0,0.0
2015-02-26,219.44,0.2732,1.0,0.0,0.0,209.41,-1.0,0.0,205.27,1.0,0.0,206.79,0.0,0.0
2015-02-27,218.6,0.5991,1.0,0.4215,1.0,219.44,1.0,0.0,209.41,-1.0,0.0,205.27,1.0,0.0
2015-02-28,218.43,0.0,0.0,0.0,0.0,218.6,1.0,1.0,219.44,1.0,0.0,209.41,-1.0,0.0
2015-03-01,231.55,0.2732,1.0,0.7734,1.0,218.43,0.0,0.0,218.6,1.0,1.0,219.44,1.0,0.0
2015-03-02,230.48,0.0,0.0,0.0,0.0,231.55,1.0,1.0,218.43,0.0,0.0,218.6,1.0,1.0
2015-03-03,232.45,0.0,0.0,0.4404,1.0,230.48,0.0,0.0,231.55,1.0,1.0,218.43,0.0,0.0
2015-03-04,226.05,0.0,-1.0,0.8779,1.0,232.45,0.0,1.0,230.48,0.0,0.0,231.55,1.0,1.0
2015-03-05,226.03,2.1591,1.0,0.6947,1.0,226.05,-1.0,1.0,232.45,0.0,1.0,230.48,0.0,0.0
2015-03-06,230.51,0.2732,1.0,0.4927,1.0,226.03,1.0,1.0,226.05,-1.0,1.0,232.45,0.0,1.0
2015-03-07,232.95,0.0,-1.0,-0.34,-1.0,230.51,1.0,1.0,226.03,1.0,1.0,226.05,-1.0,1.0
2015-03-08,230.43,0.4697,1.0,0.2023,1.0,232.95,-1.0,-1.0,230.51,1.0,1.0,226.03,1.0,1.0
2015-03-09,236.8,0.0,-1.0,0.0,0.0,230.43,1.0,1.0,232.95,-1.0,-1.0,230.51,1.0,1.0
2015-03-10,236.61,0.0,-1.0,0.0,0.0,236.8,-1.0,0.0,230.43,1.0,1.0,232.95,-1.0,-1.0
2015-03-11,239.49,0.0,0.0,0.0,0.0,236.61,-1.0,0.0,236.8,-1.0,0.0,230.43,1.0,1.0
2015-03-12,244.74,0.4019,1.0,1.0802999999999998,1.0,239.49,0.0,0.0,236.61,-1.0,0.0,236.8,-1.0,0.0
2015-03-13,243.18,0.0,-1.0,0.0,0.0,244.74,1.0,1.0,239.49,0.0,0.0,236.61,-1.0,0.0
2015-03-14,244.1,0.0,0.0,0.0,0.0,243.18,-1.0,0.0,244.74,1.0,1.0,239.49,0.0,0.0
2015-03-15,248.84,0.0,0.0,0.0,0.0,244.1,0.0,0.0,243.18,-1.0,0.0,244.74,1.0,1.0
2015-03-16,248.75,-0.2263,-1.0,0.0,0.0,248.84,0.0,0.0,244.1,0.0,0.0,243.18,-1.0,0.0
2015-03-17,247.14,0.0,0.0,0.0,-1.0,248.75,-1.0,0.0,248.84,0.0,0.0,244.1,0.0,0.0
2015-03-18,244.35,0.0,0.0,0.0,0.0,247.14,0.0,-1.0,248.75,-1.0,0.0,248.84,0.0,0.0
2015-03-19,245.62,0.25,1.0,0.0,0.0,244.35,0.0,0.0,247.14,0.0,-1.0,248.75,-1.0,0.0
2015-03-20,247.73,0.0,0.0,1.0773,1.0,245.62,1.0,0.0,244.35,0.0,0.0,247.14,0.0,-1.0
2015-03-21,247.46,0.0,0.0,0.0,0.0,247.73,0.0,1.0,245.62,1.0,0.0,244.35,0.0,0.0
2015-03-22,247.43,0.1979,1.0,0.34,1.0,247.46,0.0,0.0,247.73,0.0,1.0,245.62,1.0,0.0
2015-03-23,251.45,0.0,0.0,0.0,0.0,247.43,1.0,1.0,247.46,0.0,0.0,247.73,0.0,1.0
2015-03-24,250.8,0.0,0.0,0.0,0.0,251.45,0.0,0.0,247.43,1.0,1.0,247.46,0.0,0.0
2015-03-25,249.45,0.6705,1.0,0.7906,1.0,250.8,0.0,0.0,251.45,0.0,0.0,247.43,1.0,1.0
2015-03-26,248.35,0.0,0.0,0.0,0.0,249.45,1.0,1.0,250.8,0.0,0.0,251.45,0.0,0.0
2015-03-27,248.99,0.0,0.0,0.0,0.0,248.35,0.0,0.0,249.45,1.0,1.0,250.8,0.0,0.0
2015-03-28,245.92,0.0,0.0,0.0,0.0,248.99,0.0,0.0,248.35,0.0,0.0,249.45,1.0,1.0
2015-03-29,249.14,-0.128,-1.0,0.0,0.0,245.92,0.0,0.0,248.99,0.0,0.0,248.35,0.0,0.0
2015-03-30,256.29,0.4767,1.0,0.0,0.0,249.14,-1.0,0.0,245.92,0.0,0.0,248.99,0.0,0.0
2015-03-31,256.0,0.0,-1.0,0.0,0.0,256.29,1.0,0.0,249.14,-1.0,0.0,245.92,0.0,0.0
2015-04-01,250.7,0.0,0.0,0.0,0.0,256.0,-1.0,0.0,256.29,1.0,0.0,249.14,-1.0,0.0
2015-04-02,251.41,0.0,0.0,0.0,0.0,250.7,0.0,0.0,256.0,-1.0,0.0,256.29,1.0,0.0
2015-04-03,250.69,0.3818,1.0,0.4926,1.0,251.41,0.0,0.0,250.7,0.0,0.0,256.0,-1.0,0.0
2015-04-04,250.38,0.3818,1.0,1.2128,1.0,250.69,1.0,1.0,251.41,0.0,0.0,250.7,0.0,0.0
2015-04-05,253.12,0.6369,1.0,0.0,0.0,250.38,1.0,1.0,250.69,1.0,1.0,251.41,0.0,0.0
2015-04-06,260.41,0.5574,1.0,0.0,0.0,253.12,1.0,0.0,250.38,1.0,1.0,250.69,1.0,1.0
2015-04-07,261.89,0.0,0.0,0.0,0.0,260.41,1.0,0.0,253.12,1.0,0.0,250.38,1.0,1.0
2015-04-08,262.51,0.0,0.0,0.8398,1.0,261.89,0.0,0.0,260.41,1.0,0.0,253.12,1.0,0.0
2015-04-09,259.79,1.0582,1.0,0.0,0.0,262.51,0.0,1.0,261.89,0.0,0.0,260.41,1.0,0.0
2015-04-10,267.67,0.0,0.0,0.4939,1.0,259.79,1.0,0.0,262.51,0.0,1.0,261.89,0.0,0.0
2015-04-11,265.17,-0.0258,-1.0,0.0,0.0,267.67,0.0,1.0,259.79,1.0,0.0,262.51,0.0,1.0
2015-04-12,268.79,0.7964,1.0,0.0,0.0,265.17,-1.0,0.0,267.67,0.0,1.0,259.79,1.0,0.0
2015-04-13,267.09,0.0,-1.0,0.0,0.0,268.79,1.0,0.0,265.17,-1.0,0.0,267.67,0.0,1.0
2015-04-14,262.02,0.7351,1.0,0.0,-1.0,267.09,-1.0,0.0,268.79,1.0,0.0,265.17,-1.0,0.0
2015-04-15,268.26,0.0,0.0,0.0,0.0,262.02,1.0,-1.0,267.09,-1.0,0.0,268.79,1.0,0.0
2015-04-16,269.15,0.0,0.0,0.0,0.0,268.26,0.0,0.0,262.02,1.0,-1.0,267.09,-1.0,0.0
2015-04-17,280.02,0.0,-1.0,0.0,0.0,269.15,0.0,0.0,268.26,0.0,0.0,262.02,1.0,-1.0
2015-04-18,279.72,0.0,0.0,0.0258,1.0,280.02,-1.0,0.0,269.15,0.0,0.0,268.26,0.0,0.0
2015-04-19,267.88,0.2263,1.0,0.0,0.0,279.72,0.0,1.0,280.02,-1.0,0.0,269.15,0.0,0.0
2015-04-20,254.96,0.4588,1.0,0.0,0.0,267.88,1.0,0.0,279.72,0.0,1.0,280.02,-1.0,0.0
2015-04-21,257.92,-0.0258,-1.0,0.0,0.0,254.96,1.0,0.0,267.88,1.0,0.0,279.72,0.0,1.0
2015-04-22,259.15,0.0,-1.0,0.0,0.0,257.92,-1.0,0.0,254.96,1.0,0.0,267.88,1.0,0.0
2015-04-23,262.16,0.0,0.0,0.0,0.0,259.15,-1.0,0.0,257.92,-1.0,0.0,254.96,1.0,0.0
2015-04-24,265.65,0.0,0.0,0.0,0.0,262.16,0.0,0.0,259.15,-1.0,0.0,257.92,-1.0,0.0
2015-04-25,263.14,0.3182,1.0,0.0,0.0,265.65,0.0,0.0,262.16,0.0,0.0,259.15,-1.0,0.0
2015-04-26,266.68,0.843,1.0,0.0,0.0,263.14,1.0,0.0,265.65,0.0,0.0,262.16,0.0,0.0
2015-04-27,274.66,0.0,-1.0,0.0,-1.0,266.68,1.0,0.0,263.14,1.0,0.0,265.65,0.0,0.0
2015-04-28,282.26,0.4767,1.0,0.0,0.0,274.66,-1.0,-1.0,266.68,1.0,0.0,263.14,1.0,0.0
2015-04-29,266.77,0.0,-1.0,0.0,0.0,282.26,1.0,0.0,274.66,-1.0,-1.0,266.68,1.0,0.0
2015-04-30,267.87,0.0,0.0,0.0,0.0,266.77,-1.0,0.0,282.26,1.0,0.0,274.66,-1.0,-1.0
2015-05-01,267.2,0.0,0.0,0.0,0.0,267.87,0.0,0.0,266.77,-1.0,0.0,282.26,1.0,0.0
2015-05-02,265.41,0.0,0.0,0.0,0.0,267.2,0.0,0.0,267.87,0.0,0.0,266.77,-1.0,0.0
2015-05-03,253.01,0.0,-1.0,0.0,-1.0,265.41,0.0,0.0,267.2,0.0,0.0,267.87,0.0,0.0
2015-05-04,264.82,0.0,0.0,-0.3195000000000001,-1.0,253.01,-1.0,-1.0,265.41,0.0,0.0,267.2,0.0,0.0
2015-05-05,263.82,0.4767,1.0,0.0,0.0,264.82,0.0,-1.0,253.01,-1.0,-1.0,265.41,0.0,0.0
2015-05-06,266.79,0.0,0.0,1.2022,1.0,263.82,1.0,0.0,264.82,0.0,-1.0,253.01,-1.0,-1.0
2015-05-07,266.15,0.4767,1.0,0.4731,1.0,266.79,0.0,1.0,263.82,1.0,0.0,264.82,0.0,-1.0
2015-05-08,259.99,0.0,0.0,0.0,0.0,266.15,1.0,1.0,266.79,0.0,1.0,263.82,1.0,0.0
2015-05-09,266.28,0.0,0.0,0.0,0.0,259.99,0.0,0.0,266.15,1.0,1.0,266.79,0.0,1.0
2015-05-10,270.13,0.0,-1.0,0.0,0.0,266.28,0.0,0.0,259.99,0.0,0.0,266.15,1.0,1.0
2015-05-11,246.13,-1.0206,-1.0,-0.022000000000000002,-1.0,270.13,-1.0,0.0,266.28,0.0,0.0,259.99,0.0,0.0
2015-05-12,242.51,-0.16610000000000005,-1.0,0.0,0.0,246.13,-1.0,-1.0,270.13,-1.0,0.0,266.28,0.0,0.0
2015-05-13,241.14,-0.3182,-1.0,0.0,0.0,242.51,-1.0,0.0,246.13,-1.0,-1.0,270.13,-1.0,0.0
2015-05-14,237.37,0.0,0.0,0.0,0.0,241.14,-1.0,0.0,242.51,-1.0,0.0,246.13,-1.0,-1.0
2015-05-15,238.17,0.0,0.0,0.0,0.0,237.37,0.0,0.0,241.14,-1.0,0.0,242.51,-1.0,0.0
2015-05-16,242.51,0.0,-1.0,0.0,0.0,238.17,0.0,0.0,237.37,0.0,0.0,241.14,-1.0,0.0
2015-05-17,243.15,0.0,-1.0,0.0,0.0,242.51,-1.0,0.0,238.17,0.0,0.0,237.37,0.0,0.0
2015-05-18,254.99,-0.12479999999999995,-1.0,0.0,-1.0,243.15,-1.0,0.0,242.51,-1.0,0.0,238.17,0.0,0.0
2015-05-19,260.72,0.0,0.0,0.0,0.0,254.99,-1.0,-1.0,243.15,-1.0,0.0,242.51,-1.0,0.0
2015-05-20,255.25,0.0,0.0,0.0,0.0,260.72,0.0,0.0,254.99,-1.0,-1.0,243.15,-1.0,0.0
2015-05-21,242.18,0.0,0.0,0.0,0.0,255.25,0.0,0.0,260.72,0.0,0.0,254.99,-1.0,-1.0
2015-05-22,230.77,0.0,0.0,0.0,0.0,242.18,0.0,0.0,255.25,0.0,0.0,260.72,0.0,0.0
2015-05-23,218.87,-0.5106,-1.0,0.0,0.0,230.77,0.0,0.0,242.18,0.0,0.0,255.25,0.0,0.0
2015-05-24,220.03,0.4588,1.0,0.0,0.0,218.87,-1.0,0.0,230.77,0.0,0.0,242.18,0.0,0.0
2015-05-25,224.84,0.0,0.0,0.0,0.0,220.03,1.0,0.0,218.87,-1.0,0.0,230.77,0.0,0.0
2015-05-26,242.99,-0.2023,-1.0,0.0,0.0,224.84,0.0,0.0,220.03,1.0,0.0,218.87,-1.0,0.0
2015-05-27,248.48,0.0,-1.0,0.0,0.0,242.99,-1.0,0.0,224.84,0.0,0.0,220.03,1.0,0.0
2015-05-28,249.06,-0.4215,-1.0,0.0,0.0,248.48,-1.0,0.0,242.99,-1.0,0.0,224.84,0.0,0.0
2015-05-29,238.63,0.0,-1.0,0.0,0.0,249.06,-1.0,0.0,248.48,-1.0,0.0,242.99,-1.0,0.0
2015-05-30,247.69,0.0,-1.0,0.1531,1.0,238.63,-1.0,0.0,249.06,-1.0,0.0,248.48,-1.0,0.0
2015-05-31,245.57,0.0,0.0,0.0,0.0,247.69,-1.0,1.0,238.63,-1.0,0.0,249.06,-1.0,0.0
2015-06-01,241.93,0.0,0.0,0.0,0.0,245.57,0.0,0.0,247.69,-1.0,1.0,238.63,-1.0,0.0
2015-06-02,248.17,0.0,0.0,0.0,0.0,241.93,0.0,0.0,245.57,0.0,0.0,247.69,-1.0,1.0
2015-06-03,248.91,0.0,0.0,0.0,0.0,248.17,0.0,0.0,241.93,0.0,0.0,245.57,0.0,0.0
2015-06-04,248.48,0.09369999999999998,1.0,0.0,0.0,248.91,0.0,0.0,248.17,0.0,0.0,241.93,0.0,0.0
2015-06-05,250.24,0.3612,1.0,0.0,0.0,248.48,1.0,0.0,248.91,0.0,0.0,248.17,0.0,0.0
2015-06-06,253.19,0.0,0.0,1.3167,1.0,250.24,1.0,0.0,248.48,1.0,0.0,248.91,0.0,0.0
2015-06-07,253.57,0.0772,1.0,0.0,0.0,253.19,0.0,1.0,250.24,1.0,0.0,248.48,1.0,0.0
2015-06-08,262.25,0.0,0.0,0.0,0.0,253.57,1.0,0.0,253.19,0.0,1.0,250.24,1.0,0.0
2015-06-09,262.07,0.4215,1.0,0.0,0.0,262.25,0.0,0.0,253.57,1.0,0.0,253.19,0.0,1.0
2015-06-10,260.62,0.4019,1.0,0.0,0.0,262.07,1.0,0.0,262.25,0.0,0.0,253.57,1.0,0.0
2015-06-11,264.2,0.1628,1.0,0.0,0.0,260.62,1.0,0.0,262.07,1.0,0.0,262.25,0.0,0.0
2015-06-12,260.94,-0.0258,-1.0,0.0,0.0,264.2,1.0,0.0,260.62,1.0,0.0,262.07,1.0,0.0
2015-06-13,261.06,0.0,0.0,0.7783,1.0,260.94,-1.0,0.0,264.2,1.0,0.0,260.62,1.0,0.0
2015-06-14,263.12,0.0,-1.0,0.0,0.0,261.06,0.0,1.0,260.94,-1.0,0.0,264.2,1.0,0.0
2015-06-15,256.91,0.6249,1.0,0.6369,1.0,263.12,-1.0,0.0,261.06,0.0,1.0,260.94,-1.0,0.0
2015-06-16,248.43,0.0,0.0,0.0,0.0,256.91,1.0,1.0,263.12,-1.0,0.0,261.06,0.0,1.0
2015-06-17,246.65,1.0957,1.0,0.0,-1.0,248.43,0.0,0.0,256.91,1.0,1.0,263.12,-1.0,0.0
2015-06-18,248.4,0.7547999999999999,1.0,-0.3535,-1.0,246.65,1.0,-1.0,248.43,0.0,0.0,256.91,1.0,1.0
2015-06-19,239.88,0.6597,1.0,0.0,0.0,248.4,1.0,-1.0,246.65,1.0,-1.0,248.43,0.0,0.0
2015-06-20,247.57,1.2094,1.0,2.0291,1.0,239.88,1.0,0.0,248.4,1.0,-1.0,246.65,1.0,-1.0
2015-06-21,246.15,0.0,0.0,0.0,0.0,247.57,1.0,1.0,239.88,1.0,0.0,248.4,1.0,-1.0
2015-06-22,241.46,-0.8533999999999999,-1.0,0.0,0.0,246.15,0.0,0.0,247.57,1.0,1.0,239.88,1.0,0.0
2015-06-23,231.96,-0.08579999999999999,-1.0,0.0,0.0,241.46,-1.0,0.0,246.15,0.0,0.0,247.57,1.0,1.0
2015-06-24,226.72,0.0,-1.0,0.0,0.0,231.96,-1.0,0.0,241.46,-1.0,0.0,246.15,0.0,0.0
2015-06-25,220.69,-0.7608999999999999,-1.0,1.5125,1.0,226.72,-1.0,0.0,231.96,-1.0,0.0,241.46,-1.0,0.0
2015-06-26,215.58,1.2667,1.0,0.0,0.0,220.69,-1.0,1.0,226.72,-1.0,0.0,231.96,-1.0,0.0
2015-06-27,219.25,0.0,0.0,0.0,0.0,215.58,1.0,0.0,220.69,-1.0,1.0,226.72,-1.0,0.0
2015-06-28,216.88,0.6227999999999999,1.0,0.6808,1.0,219.25,0.0,0.0,215.58,1.0,0.0,220.69,-1.0,1.0
2015-06-29,221.31,0.0,-1.0,1.2855,1.0,216.88,1.0,1.0,219.25,0.0,0.0,215.58,1.0,0.0
