,date,fb_close,fb_vol,fb_intra_perc_change,fb_intra_returns,fb_pct_change,fb_pct_returns,fb_previous_close,fb_opening_change,fb_opening_returns,fb_target,fb_intra_target,fb_open_target
45,2012-07-24,28.45,11539800,1.2838306731436537,1,-0.01043478260869568,-1,28.75,0.2434782608695662,1,-1,1,1
46,2012-07-25,29.34,17230200,-3.346248679112361,-1,0.03128295254833047,1,28.45,-0.2108963093145825,-1,1,-1,-1
47,2012-07-26,26.85,64597400,3.2432432432432377,1,-0.0848670756646216,-1,29.34,-5.419222903885481,-1,-1,1,-1
48,2012-07-27,23.71,123102300,-2.242345838723586,-1,-0.1169459962756052,-1,26.85,-13.631284916201118,-1,-1,-1,-1
49,2012-07-30,23.15,29285900,3.5416666666666727,1,-0.023618726275833057,-1,23.71,1.2231126107127759,1,-1,1,1
50,2012-07-31,21.71,56179400,7.103123662815576,1,-0.062203023758099274,-1,23.15,0.9503239740820839,1,-1,1,1
51,2012-08-01,20.88,44604400,2.883720930232563,1,-0.03823122984799643,-1,21.71,-0.9672961768770191,-1,-1,1,-1
52,2012-08-02,20.04,56374500,3.514684641309583,1,-0.04022988505747127,-1,20.88,-0.5268199233716448,-1,-1,1,-1
53,2012-08-03,21.09,80647000,-3.5854616895874285,-1,0.05239520958083843,1,20.04,1.5968063872255505,1,1,-1,1
54,2012-08-06,21.92,27778900,-2.4777933613838297,-1,0.039355144618302695,1,21.09,1.4224751066856363,1,1,-1,1
55,2012-08-07,20.72,36782900,6.66666666666667,1,-0.054744525547445355,-1,21.92,1.2773722627737116,1,-1,1,1
56,2012-08-08,20.72,29537400,-0.04828585224528252,-1,0.0,-1,20.72,-0.04826254826253866,-1,-1,-1,-1
57,2012-08-09,21.01,15610700,-1.2530120481927787,-1,0.013996138996139162,1,20.72,0.1447876447876503,1,1,-1,1
58,2012-08-10,21.81,25794700,-1.8682858477346969,-1,0.0380771061399332,1,21.01,1.9038553069966613,1,1,-1,1
59,2012-08-13,21.6,24973100,2.483069977426624,1,-0.009628610729023213,-1,21.81,1.5589179275561664,1,-1,1,1
60,2012-08-14,20.38,39308800,4.810836057916867,1,-0.05648148148148158,-1,21.6,-0.8796296296296354,-1,-1,1,-1
61,2012-08-15,21.2,47861100,-2.713178294573637,-1,0.04023552502453387,1,20.38,1.2757605495583983,1,1,-1,1
62,2012-08-16,19.87,157565300,2.7886497064579268,1,-0.06273584905660368,-1,21.2,-3.5849056603773493,-1,-1,1,-1
63,2012-08-17,19.05,129293400,4.797601199400304,1,-0.0412682435832914,-1,19.87,0.7045797684952217,1,-1,1,1
64,2012-08-20,20.01,101186600,-5.039370078740162,-1,0.050393700787401574,1,19.05,0.0,-1,1,-1,-1
65,2012-08-21,19.16,70640600,2.145045965270675,1,-0.04247876061969025,-1,20.01,-2.1489255372314005,-1,-1,1,-1
66,2012-08-22,19.44,49892200,-0.41322314049587733,-1,0.014613778705636848,1,19.16,1.0438413361169065,1,1,-1,1
67,2012-08-23,19.44,32813700,0.30769230769230116,1,0.0,-1,19.44,0.30864197530863535,1,-1,1,1
68,2012-08-24,19.41,29622200,0.5635245901639315,1,-0.0015432098765432167,-1,19.44,0.41152263374484715,1,-1,1,1
69,2012-08-27,19.15,20704000,1.744484350949204,1,-0.013395157135497215,-1,19.41,0.41215868109221165,1,-1,1,1
70,2012-08-28,19.34,25417000,-1.2565445026177928,-1,0.00992167101827679,1,19.15,-0.2610966057441105,-1,1,-1,-1
