,date,fb_close,fb_vol,fb_intra_perc_change,fb_intra_returns,fb_pct_change,fb_pct_returns,fb_previous_close,fb_opening_change,fb_opening_returns,fb_target,fb_intra_target,fb_open_target
415,2014-01-14,57.74,37503600,-2.267091746369113,-1,0.032731175102843846,1,55.91,0.9837238418887574,1,1,-1,1
416,2014-01-15,57.6,33663400,0.6553984132459391,1,-0.002424662279182588,-1,57.74,0.41565639071699845,1,-1,1,1
417,2014-01-16,57.19,34541800,0.12224938875305673,1,-0.007118055555555669,-1,57.6,-0.5902777777777837,-1,-1,1,-1
418,2014-01-17,56.3,40849200,1.7452006980802792,1,-0.01556216121699594,-1,57.19,0.19234131841230886,1,-1,1,1
419,2014-01-21,58.51,48669200,-3.3745583038869196,-1,0.03925399644760219,1,56.3,0.5328596802841994,1,1,-1,1
420,2014-01-22,57.51,61352900,2.2769753610875165,1,-0.017091095539224055,-1,58.51,0.581097248333624,1,-1,1,1
421,2014-01-23,56.63,47951800,-0.4612382472946694,-1,-0.015301686663188985,-1,57.51,-1.982263954094941,-1,-1,-1,-1
422,2014-01-24,54.45,55200700,3.027604630454133,1,-0.03849549708635003,-1,56.63,-0.8476072752957866,-1,-1,1,-1
423,2014-01-27,53.55,73924100,2.156038735611182,1,-0.016528925619834767,-1,54.45,0.5142332415059578,1,-1,1,1
424,2014-01-28,55.14,48191200,-2.073306182895219,-1,0.029691876750700397,1,53.55,0.8776844070961829,1,1,-1,1
425,2014-01-29,53.53,92995600,1.9776597692730238,1,-0.029198404062386607,-1,55.14,-0.9611896989481341,-1,-1,1,-1
426,2014-01-30,61.08,150178900,1.6741790083708938,1,0.14104240612740515,1,53.53,16.047076405753778,1,1,1,1
427,2014-01-31,62.57,87794600,-3.472796427980819,-1,0.024394237066142743,1,61.08,-0.9986902423051727,-1,1,-1,-1
428,2014-02-03,61.48,74866600,2.4591464382040367,1,-0.017420489052261567,-1,62.57,0.7351766022055312,1,-1,1,1
429,2014-02-04,62.75,45985500,-1.1281224818694648,-1,0.02065712426805466,1,61.48,0.9271307742355243,1,1,-1,1
430,2014-02-05,62.19,51685100,0.8766337264902841,1,-0.008924302788844707,-1,62.75,-0.01593625498007651,-1,-1,1,-1
431,2014-02-06,62.16,42086500,-1.1389521640091045,-1,-0.0004823926676315038,-1,62.19,-1.1738221579031949,-1,-1,-1,-1
432,2014-02-07,64.32,60704300,-3.2921149831379317,-1,0.03474903474903468,1,62.16,0.1769626769626875,1,1,-1,1
433,2014-02-10,63.55,43666100,1.166407465007776,1,-0.011971393034825861,-1,64.32,-0.031094527363177898,-1,-1,1,-1
434,2014-02-11,64.85,45675600,-1.7254901960784226,-1,0.020456333595594067,1,63.55,0.3147128245476048,1,1,-1,1
435,2014-02-12,64.45,47282100,0.7239679605668498,1,-0.006168080185042224,-1,64.85,0.10794140323825349,1,-1,1,1
436,2014-02-13,67.33,61911700,-4.908071050171379,-1,0.04468580294802171,1,64.45,-0.4189294026376975,-1,1,-1,-1
437,2014-02-14,67.09,36694900,0.6074074074074023,1,-0.0035645328976681157,-1,67.33,0.2524877469181668,1,-1,1,1
438,2014-02-18,67.3,43809900,-0.5377950403346271,-1,0.0031301237144134575,1,67.09,-0.22358026531525663,-1,1,-1,-1
439,2014-02-19,68.06,62087100,-1.5063385533184268,-1,0.011292719167905085,1,67.3,-0.37147102526002973,-1,1,-1,-1
440,2014-02-20,69.63,130928900,-2.805256164181295,-1,0.02306788128122239,1,68.06,-0.4848662944460745,-1,1,-1,-1
441,2014-02-21,68.59,70932400,1.578418711436353,1,-0.01493609076547453,-1,69.63,0.08616975441620318,1,-1,1,1
442,2014-02-24,70.78,76620300,-2.967704393366317,-1,0.03192885260242018,1,68.59,0.2186907712494408,1,1,-1,1
443,2014-02-25,69.85,52077000,1.5503875968992367,1,-0.01313930488838666,-1,70.78,0.24018084204577805,1,-1,1,1
444,2014-02-26,69.26,55322700,1.3249750676734473,1,-0.008446671438797293,-1,69.85,0.48675733715104286,1,-1,1,1
445,2014-02-27,68.94,41653700,0.5768676088837693,1,-0.004620271440947232,-1,69.26,0.11550678602367642,1,-1,1,1
446,2014-02-28,68.46,66783700,1.453864977688218,1,-0.006962576153176747,-1,68.94,0.7687844502465929,1,-1,1,1
447,2014-03-03,67.41,56824100,-0.6720430107526926,-1,-0.015337423312883347,-1,68.46,-2.1910604732690624,-1,-1,-1,-1
448,2014-03-04,68.8,42013500,-0.2039032915817078,-1,0.02062008604064669,1,67.41,1.8543242842308263,1,1,-1,1
449,2014-03-05,71.57,74567700,-2.697661070454865,-1,0.04026162790697674,1,68.8,1.2936046511627914,1,1,-1,1
450,2014-03-06,70.84,46026500,1.4468558708959267,1,-0.010199804387312938,-1,71.57,0.43314237809138234,1,-1,1,1
451,2014-03-07,69.8,38927000,1.8007878446820498,1,-0.014680971202710391,-1,70.84,0.33879164313946203,1,-1,1,1
452,2014-03-10,72.03,59871600,-1.7804154302670696,-1,0.03194842406876797,1,69.8,1.38968481375358,1,1,-1,1
453,2014-03-11,70.1,59408300,3.3103448275862144,1,-0.026794391225878234,-1,72.03,0.6525059003193099,1,-1,1,1
454,2014-03-12,70.88,46340500,-1.4600629831090697,-1,0.011126961483594933,1,70.1,-0.3423680456490655,-1,1,-1,-1
455,2014-03-13,68.83,57091000,3.4506943470332554,1,-0.0289221218961625,-1,70.88,0.5784424379232658,1,-1,1,1
456,2014-03-14,67.72,48227000,1.124251715578911,1,-0.01612668894377456,-1,68.83,-0.493970652331837,-1,-1,1,-1
457,2014-03-17,68.74,52197000,-0.8213552361396127,-1,0.015062020082693417,1,67.72,0.6792675723567749,1,1,-1,1
458,2014-03-18,69.19,40827000,-0.6253635834787559,-1,0.006546406750072675,1,68.74,0.02909514111144928,1,1,-1,1
459,2014-03-19,68.24,43981000,1.344513517420857,1,-0.013730307847954926,-1,69.19,-0.028905911258846687,-1,-1,1,-1
460,2014-03-20,66.97,44439000,1.5291868842817322,1,-0.01861078546307149,-1,68.24,-0.3370457209847447,-1,-1,1,-1
461,2014-03-21,67.24,59999900,0.42943876795499225,1,0.0040316559653574835,1,66.97,0.8361953113334363,1,1,1,1
462,2014-03-24,64.1,85696000,4.598898645631796,1,-0.046698393813206396,-1,67.24,-0.07436049970255378,-1,-1,1,-1
463,2014-03-25,64.89,68786000,0.0,-1,0.01232449297971927,1,64.1,1.2324492979719288,1,1,-1,1
464,2014-03-26,60.39,97503900,6.719184430027796,1,-0.06934812760055475,-1,64.89,-0.23116042533519138,-1,-1,1,-1
465,2014-03-27,60.97,112650000,-0.7602049248058187,-1,0.009604239112435797,1,60.39,0.19870839542970264,1,1,-1,1
466,2014-03-28,60.01,67052000,2.1682425823280163,1,-0.015745448581269472,-1,60.97,0.6068558307364352,1,-1,1,1
467,2014-03-31,60.24,53011000,0.8884501480750232,1,0.003832694550908178,1,60.01,1.2831194800866574,1,1,1,1
468,2014-04-01,62.62,59291000,-3.5726099900760775,-1,0.039508632138114175,1,60.24,0.3652058432934908,1,1,-1,1
469,2014-04-02,62.72,66277000,0.7751937984496156,1,0.0015969338869370464,1,62.62,0.9421909932928832,1,1,1,1
470,2014-04-03,59.49,83859000,4.8920863309352445,1,-0.051498724489795866,-1,62.72,-0.27104591836734965,-1,-1,1,-1
471,2014-04-04,56.75,125214400,5.321988655321985,1,-0.046058161035468226,-1,59.49,0.7564296520423529,1,-1,1,1
472,2014-04-07,56.95,108488000,-1.8783542039356071,-1,0.0035242290748900285,1,56.75,-1.4977973568281964,-1,1,-1,-1
473,2014-04-08,58.19,78836000,-0.88418862690707,-1,0.02177348551360825,1,56.95,1.2818261633011359,1,1,-1,1
474,2014-04-09,62.41,100215000,-4.662082844205926,-1,0.07252105172710088,1,58.19,2.4746520020622187,1,1,-1,1
475,2014-04-10,59.16,114988000,6.214331008243503,1,-0.05207498798269505,-1,62.41,1.0735459061047936,1,-1,1,1
476,2014-04-11,58.53,91452000,-1.6145833333333328,-1,-0.010649087221095255,-1,59.16,-2.636916835699789,-1,-1,-1,-1
477,2014-04-14,58.89,72325000,1.9970044932601145,1,0.006150691952844678,1,58.53,2.665299846232705,1,1,1,1
478,2014-04-15,59.09,108623000,0.3373250126496808,1,0.003396162336559705,1,58.89,0.6792324673119351,1,1,1,1
479,2014-04-16,59.72,78774000,0.11707643418631926,1,0.010661702487730462,1,59.09,1.1846336097478352,1,1,1,1
480,2014-04-17,58.94,88040000,0.6070826306913987,1,-0.01306095110515737,-1,59.72,-0.7032819825854014,-1,-1,1,-1
481,2014-04-21,61.24,60364000,-2.9936091490077383,-1,0.0390227349847303,1,58.94,0.8822531387852106,1,1,-1,1
482,2014-04-22,63.03,60631000,-0.6065442936951357,-1,0.02922926192031361,1,61.24,2.3024167210973165,1,1,-1,1
483,2014-04-23,61.36,95908700,3.2939322301024485,1,-0.026495319689036956,-1,63.03,0.6663493574488366,1,-1,1,1
484,2014-04-24,60.87,138769000,4.292452830188685,1,-0.007985658409387253,-1,61.36,3.6505867014341624,1,-1,1,1
485,2014-04-25,57.71,92502000,3.768550942137732,1,-0.051913914900607816,-1,60.87,-1.4785608674223734,-1,-1,1,-1
486,2014-04-28,56.14,107758000,3.290267011197238,1,-0.027204990469589352,-1,57.71,0.5891526598509726,1,-1,1,1
487,2014-04-29,58.15,75557000,-3.6726689249420486,-1,0.03580334877092972,1,56.14,-0.08906305664409896,-1,1,-1,-1
488,2014-04-30,59.78,76093000,-3.8207711010767675,-1,0.028030954428202914,1,58.15,-0.9802235597592438,-1,1,-1,-1
489,2014-05-01,61.15,82429000,-1.1914611947708074,-1,0.0229173636667781,1,59.78,1.0873201739712255,1,1,-1,1
490,2014-05-02,60.46,54189000,1.370309951060353,1,-0.011283728536385929,-1,61.15,0.2452984464431702,1,-1,1,1
491,2014-05-05,61.22,46057000,-2.5976202446790633,-1,0.01257029440952695,1,60.46,-1.3066490241481958,-1,1,-1,-1
492,2014-05-06,58.53,55901000,4.017710724827806,1,-0.04393988892518785,-1,61.22,-0.39202874877491345,-1,-1,1,-1
493,2014-05-07,57.39,78587000,2.348136804492092,1,-0.019477191184008258,-1,58.53,0.4100461301896497,1,-1,1,1
494,2014-05-08,56.76,61251000,0.8212475974139419,1,-0.010977522216414015,-1,57.39,-0.2787942150200448,-1,-1,1,-1
495,2014-05-09,57.24,52584000,-0.6860158311345657,-1,0.008456659619450413,1,56.76,0.15856236786469946,1,1,-1,1
496,2014-05-12,59.83,48575000,-3.1907554329079018,-1,0.04524807826694621,1,57.24,1.2928022361984537,1,1,-1,1
497,2014-05-13,59.83,48525000,-0.28494803888702935,-1,0.0,-1,59.83,-0.28413839211098396,-1,-1,-1,-1
498,2014-05-14,59.23,47429000,0.5039475894507043,1,-0.010028413839211159,-1,59.83,-0.5014206919605502,-1,-1,1,-1
499,2014-05-15,57.92,56814000,2.2612217347283097,1,-0.022117170352861648,-1,59.23,0.050650008441669996,1,-1,1,1
500,2014-05-16,58.02,47933000,0.49734179386039984,1,0.0017265193370166187,1,57.92,0.6733425414364651,1,1,1,1
501,2014-05-19,59.21,43034000,-2.2801865607186045,-1,0.020510168907273307,1,58.02,-0.2240606687349234,-1,1,-1,-1
502,2014-05-20,58.56,53931000,1.5798319327731056,1,-0.010977875358892053,-1,59.21,0.48978213139672205,1,-1,1,1
503,2014-05-21,60.49,58992000,-3.2957650273224037,-1,0.03295765027322406,1,58.56,0.0,-1,1,-1,-1
504,2014-05-22,60.52,54200000,0.689202494256637,1,0.0004959497437593274,1,60.49,0.7439246156389415,1,1,1,1
505,2014-05-23,61.35,38294000,-1.556033769243511,-1,0.01371447455386643,1,60.52,-0.18175809649703656,-1,1,-1,-1
506,2014-05-27,63.48,55682000,-3.0185004868549163,-1,0.034718826405867986,1,61.35,0.4400977995109959,1,1,-1,1
507,2014-05-28,63.51,47795000,-0.18930430667297277,-1,0.0004725897920605515,1,63.48,-0.1417769376181416,-1,1,-1,-1
508,2014-05-29,63.83,42700000,0.01566416040101052,1,0.005038576602109934,1,63.51,0.5196032120925923,1,1,1,1
509,2014-05-30,63.3,45253500,1.016419077404231,1,-0.008303305655647852,-1,63.83,0.18799937333542935,1,-1,1,1
510,2014-06-02,63.08,35996000,0.23722916337181493,1,-0.003475513428120025,-1,63.3,-0.11058451816745701,-1,-1,1,-1
511,2014-06-03,62.87,32217000,-0.3992334717342702,-1,-0.00332910589727331,-1,63.08,-0.729232720355106,-1,-1,-1,-1
512,2014-06-04,63.34,36514000,-1.4251401120896725,-1,0.007475743597900486,1,62.87,-0.6680451725783276,-1,1,-1,-1
513,2014-06-05,63.19,47352000,0.7382972038956942,1,-0.002368171771392591,-1,63.34,0.5052099778970527,1,-1,1,1
514,2014-06-06,62.5,42442000,1.3728893798327244,1,-0.010919449279949367,-1,63.19,0.2848551986073741,1,-1,1,1
515,2014-06-09,62.88,37617000,-0.7692307692307756,-1,0.006080000000000085,1,62.5,-0.16000000000000228,-1,1,-1,-1
516,2014-06-10,65.77,69338000,-3.5258932787659294,-1,0.04596055979643765,1,62.88,1.033715012722644,1,1,-1,1
517,2014-06-11,65.78,44242000,-0.7042253521126883,-1,0.00015204500532162157,1,65.77,-0.6842025239470927,-1,1,-1,-1
518,2014-06-12,64.29,55730000,2.3690205011389343,1,-0.02265126178169652,-1,65.78,0.10641532380661778,1,-1,1,1
519,2014-06-13,64.5,29419000,0.30911901081916976,1,0.003266448903406438,1,64.29,0.6377352620936328,1,1,1,1
520,2014-06-16,64.19,31046000,-0.04675810473815639,-1,-0.004806201550387579,-1,64.5,-0.5271317829457417,-1,-1,-1,-1
521,2014-06-17,64.4,27715000,-0.46801872074884776,-1,0.0032715376226828408,1,64.19,-0.14020875525783363,-1,1,-1,-1
522,2014-06-18,65.6,35570000,-1.7211970848193512,-1,0.01863354037267073,1,64.4,0.13975155279501428,1,1,-1,1
523,2014-06-19,64.34,34245000,1.7109685304002298,1,-0.019207317073170582,-1,65.6,-0.21341463414634235,-1,-1,1,-1
524,2014-06-20,64.5,46466000,-0.062053986968672446,-1,0.0024867889337891746,1,64.34,0.18650917003417833,1,1,-1,1
525,2014-06-23,65.37,34560000,-1.632462686567182,-1,0.013488372093023226,1,64.5,-0.27906976744187106,-1,1,-1,-1
526,2014-06-24,65.72,57335000,-0.5507955936352501,-1,0.005354137983784479,1,65.37,-0.015297537096535283,-1,1,-1,-1
527,2014-06-25,67.44,44308000,-2.83623055809698,-1,0.026171637248934898,1,65.72,-0.21302495435179636,-1,1,-1,-1
528,2014-06-26,67.13,47714000,1.279411764705889,1,-0.00459667852906287,-1,67.44,0.8303677342823285,1,-1,1,1
529,2014-06-27,67.6,46461000,-0.43084237111869267,-1,0.007001340682258217,1,67.13,0.26813645166096656,1,1,-1,1
530,2014-06-30,67.29,27102800,0.2520011858879151,1,-0.004585798816567843,-1,67.6,-0.2071005917159772,-1,-1,1,-1
531,2014-07-01,68.06,33243000,-0.7102693104468837,-1,0.011443007876356104,1,67.29,0.43097042651209994,1,1,-1,1
532,2014-07-02,66.45,41895000,2.3368606701940084,1,-0.02365559800176309,-1,68.06,-0.029385836027029124,-1,-1,1,-1
533,2014-07-03,66.29,25203200,0.8525276697576925,1,-0.002407825432656052,-1,66.45,0.6170052671181289,1,-1,1,1
534,2014-07-07,65.29,28745000,1.5233785822020978,1,-0.015085231558304435,-1,66.29,0.0150852315582907,1,-1,1,1
535,2014-07-08,62.76,68926000,3.535198278512149,1,-0.038750191453515215,-1,65.29,-0.3522744677592341,-1,-1,1,-1
536,2014-07-09,64.97,51432000,-2.4601797823687153,-1,0.03521351179094956,1,62.76,1.0356915232632227,1,1,-1,1
537,2014-07-10,64.87,44422000,-2.464065708418895,-1,-0.0015391719255040126,-1,64.97,-2.5550253963367653,-1,-1,-1,-1
538,2014-07-11,66.34,39212000,-1.6237745098039251,-1,0.022660706027439526,1,64.87,0.6320332973639534,1,1,-1,1
539,2014-07-14,67.9,38537000,-1.1470281543274397,-1,0.023515224600542783,1,66.34,1.1908350919505457,1,1,-1,1
540,2014-07-15,67.17,44213200,1.1624484991171162,1,-0.010751104565537628,-1,67.9,0.08836524300440067,1,-1,1,1
541,2014-07-16,67.66,29541600,-0.17767249037605912,-1,0.007294923328867053,1,67.17,0.5508411493226211,1,1,-1,1
542,2014-07-17,66.41,38188000,0.9249589735939199,1,-0.018474726574046696,-1,67.66,-0.9311262193319472,-1,-1,1,-1
543,2014-07-18,68.42,42456000,-2.4251497005988094,-1,0.03026652612558367,1,66.41,0.5872609546755015,1,1,-1,1
544,2014-07-21,69.4,49539000,-0.8574335125708522,-1,0.014323297281496616,1,68.42,0.5700087693656833,1,1,-1,1
545,2014-07-22,69.27,40398000,0.7024082568807469,1,-0.0018731988472623362,-1,69.4,0.5187319884726216,1,-1,1,1
546,2014-07-23,71.29,78435000,-2.2225408660740054,-1,0.029161253067706117,1,69.27,0.6785044030604864,1,1,-1,1
547,2014-07-24,74.98,124168000,1.2901527119536464,1,0.05176041520549868,1,71.29,6.55070837424602,1,1,1,1
548,2014-07-25,75.19,45917000,-0.26670222696359897,-1,0.002800746865830872,1,74.98,0.013336889837277814,1,1,-1,1
549,2014-07-28,74.92,41725000,0.3325794864972728,1,-0.0035909030456177105,-1,75.19,-0.026599281819385586,-1,-1,1,-1
550,2014-07-29,73.71,41324000,1.351713062098508,1,-0.016150560597971264,-1,74.92,-0.26695141484250245,-1,-1,1,-1
551,2014-07-30,74.68,36853000,-0.6333378250909758,-1,0.013159679826346693,1,73.71,0.6783340116673451,1,1,-1,1
552,2014-07-31,72.65,43992000,1.8243243243243168,1,-0.027182645956079332,-1,74.68,-0.9105516871987235,-1,-1,1,-1
553,2014-08-01,72.36,43535000,-0.1938521185267247,-1,-0.003991741225051748,-1,72.65,-0.5918788713007663,-1,-1,-1,-1
554,2014-08-04,73.51,30777000,-1.5892758430071943,-1,0.015892758430071874,1,72.36,0.0,-1,1,-1,-1
555,2014-08-05,72.69,34986000,0.6967213114754168,1,-0.0111549449054551,-1,73.51,-0.4217113317915961,-1,-1,1,-1
556,2014-08-06,72.47,30986000,-0.6248264371008093,-1,-0.0030265511074425433,-1,72.69,-0.9217223827211469,-1,-1,-1,-1
557,2014-08-07,73.17,38141000,-0.23287671232876944,-1,0.009659169311439175,1,72.47,0.7313371050089709,1,1,-1,1
558,2014-08-08,73.06,27202000,0.4632152588555904,1,-0.0015033483668169811,-1,73.17,0.3143364766981057,1,-1,1,1
559,2014-08-11,73.44,24591000,0.027225701061796927,1,0.005201204489460709,1,73.06,0.5474952094169059,1,1,1,1
560,2014-08-12,72.83,27419000,0.3557258174852991,1,-0.008306100217864931,-1,73.44,-0.47657952069716003,-1,-1,1,-1
561,2014-08-13,73.77,29266000,-0.8889496717724172,-1,0.012906769188521183,1,72.83,0.39818756007140776,1,1,-1,1
562,2014-08-14,74.3,22207000,-0.44612680816547023,-1,0.00718449234106,1,73.77,0.27111291853057184,1,1,-1,1
563,2014-08-15,73.63,38846600,0.9284176533907398,1,-0.009017496635262523,-1,74.3,0.026917900403763153,1,-1,1,1
564,2014-08-18,74.59,23974000,-0.797297297297302,-1,0.013038163791932789,1,73.63,0.5025125628140765,1,1,-1,1
565,2014-08-19,75.29,26679000,-0.6416254511429007,-1,0.009384636010189018,1,74.59,0.29494570317736807,1,1,-1,1
566,2014-08-20,74.81,22917000,0.21341870081365427,1,-0.006375348651879498,-1,75.29,-0.4250232434586364,-1,-1,1,-1
567,2014-08-21,74.57,20102000,0.46716497597438406,1,-0.003208127255714621,-1,74.81,0.14703916588691276,1,-1,1,1
568,2014-08-22,74.57,20897000,-0.30938929244012614,-1,0.0,-1,74.57,-0.3084350274909344,-1,-1,-1,-1
569,2014-08-25,75.02,19734000,-0.10675206832132145,-1,0.00603459836395337,1,74.57,0.49617808770283567,1,1,-1,1
570,2014-08-26,75.96,23993000,-1.2799999999999918,-1,0.012529992002132673,1,75.02,-0.026659557451341007,-1,1,-1,-1
571,2014-08-27,74.63,36323000,0.8502723528630272,1,-0.017509215376513954,-1,75.96,-0.9083728278041044,-1,-1,1,-1
572,2014-08-28,73.86,21947000,0.18918918918918998,1,-0.010317566662200184,-1,74.63,-0.8441645450891002,-1,-1,1,-1
573,2014-08-29,74.82,26241000,-0.6998654104979758,-1,0.01299756295694543,1,73.86,0.595721635526669,1,1,-1,1
574,2014-09-02,76.68,34979000,-2.226369817357688,-1,0.02485966319166022,1,74.82,0.2539427960438545,1,1,-1,1
575,2014-09-03,75.83,32389000,1.698211044853516,1,-0.011085028690662635,-1,76.68,0.5998956703181973,1,-1,1,1
576,2014-09-04,75.95,26676000,-0.07906179997364907,-1,0.0015824871422920328,1,75.83,0.07912435711460145,1,1,-1,1
577,2014-09-05,77.26,29476000,-1.5243101182654544,-1,0.017248189598420005,1,75.95,0.19749835418037062,1,1,-1,1
578,2014-09-08,77.89,28183000,-0.815428423505042,-1,0.00815428423505038,1,77.26,0.0,-1,1,-1,-1
579,2014-09-09,76.67,28882000,1.185719809253772,1,-0.01566311464886372,-1,77.89,-0.3851585569392697,-1,-1,1,-1
580,2014-09-10,77.43,29909000,-1.189231573444865,-1,0.009912612495108997,1,76.67,-0.1956436676666306,-1,1,-1,-1
581,2014-09-11,77.92,32219000,-1.0242447815376718,-1,0.006328296525894395,1,77.43,-0.38744672607517927,-1,1,-1,-1
582,2014-09-12,77.48,26676800,0.6921302230197284,1,-0.0056468172484599455,-1,77.92,0.12833675564680996,1,-1,1,1
583,2014-09-15,74.58,49679000,3.331173039533386,1,-0.03742901393908116,-1,77.48,-0.42591636551367873,-1,-1,1,-1
584,2014-09-16,76.08,37742000,-3.4820457018498403,-1,0.02011263073209979,1,74.58,-1.4212925717350529,-1,1,-1,-1
585,2014-09-17,76.43,28693000,-0.6187467087941194,-1,0.004600420609884415,1,76.08,-0.15772870662461166,-1,1,-1,-1
586,2014-09-18,77.0,23031000,-0.2995961964309027,-1,0.007457804527018164,1,76.43,0.44485149810282504,1,1,-1,1
587,2014-09-19,77.91,76671000,-0.6589147286821587,-1,0.011818181818181728,1,77.0,0.5194805194805269,1,1,-1,1
588,2014-09-22,76.8,31961000,0.25974025974026343,1,-0.014247208317289206,-1,77.91,-1.168014375561541,-1,-1,1,-1
589,2014-09-23,78.29,36814000,-2.567797720424483,-1,0.019401041666666785,1,76.8,-0.6119791666666652,-1,1,-1,-1
590,2014-09-24,78.54,30680000,-0.5633802816901562,-1,0.0031932558436582603,1,78.29,-0.24268744411803794,-1,1,-1,-1
591,2014-09-25,77.22,37533000,1.755725190839689,1,-0.01680672268907568,-1,78.54,0.07639419404123766,1,-1,1,1
592,2014-09-26,78.79,28872000,-1.546591055548399,-1,0.020331520331520414,1,77.22,0.4791504791504851,1,1,-1,1
593,2014-09-29,79.0,34031000,-1.1264720942140238,-1,0.002665312856961366,1,78.79,-0.8503617210305897,-1,1,-1,-1
594,2014-09-30,79.04,35899000,0.39067422810332464,1,0.000506329113924231,1,79.0,0.4430379746835371,1,1,1,1
595,2014-10-01,76.55,55090000,2.8306676821528356,1,-0.031503036437247056,-1,79.04,-0.3289473684210591,-1,-1,1,-1
596,2014-10-02,77.08,36488000,-0.666057202559756,-1,0.006923579359895404,1,76.55,0.026126714565638174,1,1,-1,1
597,2014-10-03,77.44,23340000,0.4115226337448655,1,0.004670472236637302,1,77.08,0.8822003113648247,1,1,1,1
598,2014-10-06,77.56,25729000,-0.47933670164529674,-1,0.0015495867768595684,1,77.44,-0.3228305785123967,-1,1,-1,-1
599,2014-10-07,76.29,25317000,0.9863724853990797,1,-0.016374419804022655,-1,77.56,-0.6575554409489494,-1,-1,1,-1
600,2014-10-08,77.52,32976000,-1.7589918613809257,-1,0.016122689736531415,1,76.29,-0.14418665618036364,-1,1,-1,-1
601,2014-10-09,75.91,32487000,1.7727743271221592,1,-0.02076883384932915,-1,77.52,-0.30959752321980766,-1,-1,1,-1
602,2014-10-10,72.91,52146000,3.5454425188517087,1,-0.03952048478461334,-1,75.91,-0.4215518377025335,-1,-1,1,-1
603,2014-10-13,72.99,43938000,0.32773453502664085,1,0.0010972431765190471,1,72.91,0.4388972706076085,1,1,1,1
604,2014-10-14,73.59,50299000,0.5540540540540494,1,0.008220304151253632,1,72.99,1.3837511987943625,1,1,1,1
605,2014-10-15,73.21,61528000,-2.1202399218858923,-1,-0.005163745074059145,-1,73.59,-2.5818725370294953,-1,-1,-1,-1
606,2014-10-16,72.63,53529000,-2.5992371803926955,-1,-0.007922414970632397,-1,73.21,-3.3055593498155824,-1,-1,-1,-1
607,2014-10-17,75.95,76342000,-2.3171224572275344,-1,0.04571113864794163,1,72.63,2.2029464408646686,1,1,-1,1
608,2014-10-20,76.95,34701000,-1.7857142857142971,-1,0.013166556945358732,1,75.95,-0.4608294930875688,-1,1,-1,-1
609,2014-10-21,78.69,32252000,-1.4569365652398085,-1,0.022612085769980528,1,76.95,0.7927225471085113,1,1,-1,1
610,2014-10-22,78.37,41862000,0.5709210860187626,1,-0.004066590418096205,-1,78.69,0.16520523573515752,1,-1,1,1
611,2014-10-23,80.04,35056000,-0.8314436885865594,-1,0.021309174428990607,1,78.37,1.2887584534898442,1,1,-1,1
612,2014-10-24,80.67,32248000,-0.5860349127182031,-1,0.007871064467765976,1,80.04,0.19990004997500824,1,1,-1,1
613,2014-10-27,80.28,30169000,0.5697299975229053,1,-0.004834510970621042,-1,80.67,0.08677327383165138,1,-1,1,1
614,2014-10-28,80.77,74212000,-0.7358443502120093,-1,0.006103637269556428,1,80.28,-0.1245640259093103,-1,1,-1,-1
615,2014-10-29,75.86,106120000,-0.5434062292909165,-1,-0.06078989723907391,-1,80.77,-6.586603937105353,-1,-1,-1,-1
616,2014-10-30,74.11,83270000,1.2524983344437013,1,-0.02306881096757185,-1,75.86,-1.0677563933561853,-1,-1,1,-1
617,2014-10-31,74.99,44544000,-0.08007473642064335,-1,0.01187424099311829,1,74.11,1.106463365267855,1,1,-1,1
618,2014-11-03,73.88,40727000,2.1067974029415706,1,-0.0148019735964795,-1,74.99,0.6400853447126337,1,-1,1,1
619,2014-11-04,75.76,39326000,-2.061161255557054,-1,0.025446670276123573,1,73.88,0.4737412019491182,1,1,-1,1
620,2014-11-05,74.83,35913000,2.195791399817026,1,-0.012275607180570303,-1,75.76,0.9899683210137276,1,-1,1,1
621,2014-11-06,75.26,21383000,-0.4940579516624443,-1,0.005746358412401564,1,74.83,0.0801817452893255,1,1,-1,1
622,2014-11-07,75.6,20774000,-0.2785515320334179,-1,0.004517672070156742,1,75.26,0.17273452032951828,1,1,-1,1
623,2014-11-10,75.0,21575100,0.47770700636942603,1,-0.007936507936507908,-1,75.6,-0.3174603174603107,-1,-1,1,-1
624,2014-11-11,74.61,18715700,0.45363575717145216,1,-0.005199999999999982,-1,75.0,-0.06666666666666288,-1,-1,1,-1
625,2014-11-12,74.72,26536600,-0.5923532579429156,-1,0.0014743331993030129,1,74.61,-0.44229995979091047,-1,1,-1,-1
626,2014-11-13,74.25,26448500,0.6556061011506488,1,-0.006290149892933639,-1,74.72,0.0267665952890739,1,-1,1,1
627,2014-11-14,74.88,19476900,-0.8213275885283419,-1,0.008484848484848317,1,74.25,0.026936026936021578,1,1,-1,1
628,2014-11-17,74.24,28701200,0.8547008547008554,1,-0.008547008547008517,-1,74.88,0.0,-1,-1,1,-1
629,2014-11-18,74.34,20690500,0.1477501678979173,1,0.0013469827586207739,1,74.24,0.2828663793103556,1,1,1,1
630,2014-11-19,73.33,25441200,0.9187947574652167,1,-0.013586225450632261,-1,74.34,-0.44390637610976363,-1,-1,1,-1
631,2014-11-20,73.6,19154900,-1.098901098901095,-1,0.0036819855447973726,1,73.33,-0.7227601254602497,-1,1,-1,-1
