,date,msft_close,msft_vol,msft_intra_perc_change,msft_intra_returns,msft_pct_change,msft_pct_returns,msft_previous_close,msft_opening_change,msft_opening_returns,msft_target,msft_intra_target,msft_open_target
492,2012-03-09,31.99,34628400,0.342679127725866,1,-0.0006248047485161168,-1,32.01,0.2811621368322506,1,-1,1,1
493,2012-03-12,32.04,34073600,-0.21895527056615666,-1,0.0015629884338856925,1,31.99,-0.06251953735542225,-1,1,-1,-1
494,2012-03-13,32.67,48951700,-1.3337468982630263,-1,0.0196629213483146,1,32.04,0.6242197253433297,1,1,-1,1
495,2012-03-14,32.77,41986900,-0.7377805102981924,-1,0.003060912151821249,1,32.67,-0.4285277012549757,-1,1,-1,-1
496,2012-03-15,32.85,49068300,-0.18298261665142507,-1,0.0024412572474823424,1,32.77,0.06103143118704919,1,1,-1,1
497,2012-03-16,32.6,65626400,0.9419629292008362,1,-0.007610350076103556,-1,32.85,0.1826484018264693,1,-1,1,1
498,2012-03-19,32.2,44789200,1.0448678549477453,1,-0.012269938650306678,-1,32.6,-0.18404907975460819,-1,-1,1,-1
499,2012-03-20,31.99,41566800,0.342679127725866,1,-0.006521739130434967,-1,32.2,-0.31055900621118454,-1,-1,1,-1
500,2012-03-21,31.91,37928600,0.15644555694618495,1,-0.0025007814942168416,-1,31.99,-0.09377930603312781,-1,-1,1,-1
501,2012-03-22,32.0,31749500,-0.5972964476579732,-1,0.0028204324663114733,1,31.91,-0.3133813851457268,-1,1,-1,-1
502,2012-03-23,32.01,35912200,0.2803738317757115,1,0.00031249999999993783,1,32.0,0.31250000000000444,1,1,1,1
503,2012-03-26,32.59,36758300,-1.2426219322771226,-1,0.01811933770696683,1,32.01,0.562324273664479,1,1,-1,1
504,2012-03-27,32.52,36274900,0.3981623277182097,1,-0.002147898128260217,-1,32.59,0.18410555385085964,1,-1,1,1
505,2012-03-28,32.19,41344800,1.0147601476014925,1,-0.0101476014760149,-1,32.52,0.0,-1,-1,1,-1
506,2012-03-29,32.12,37038500,-0.1871490954460236,-1,-0.0021745883814849876,-1,32.19,-0.4038521279900449,-1,-1,-1,-1
507,2012-03-30,32.26,31749400,0.4320987654321006,1,0.004358655043586568,1,32.12,0.8717310087173138,1,1,1,1
508,2012-04-02,32.29,35853600,-0.21725636250776006,-1,0.00092994420334791,1,32.26,-0.12399256044637058,-1,1,-1,-1
509,2012-04-03,31.94,42752100,0.6840796019900353,1,-0.010839269123567585,-1,32.29,-0.4026014245896642,-1,-1,1,-1
510,2012-04-04,31.21,49455900,1.421351863550219,1,-0.022855353788353128,-1,31.94,-0.8766437069505358,-1,-1,1,-1
511,2012-04-05,31.52,50368600,-1.1878009630818653,-1,0.009932713873758381,1,31.21,-0.19224607497597654,-1,1,-1,-1
512,2012-04-09,31.1,31056400,0.3843689942344569,1,-0.013324873096446588,-1,31.52,-0.9517766497461952,-1,-1,1,-1
513,2012-04-10,30.47,54131300,1.899549259497746,1,-0.020257234726688167,-1,31.1,-0.12861736334406013,-1,-1,1,-1
514,2012-04-11,30.35,43014000,0.2628984554715685,1,-0.003938299967180758,-1,30.47,-0.13127666557269166,-1,-1,1,-1
515,2012-04-12,30.98,38304000,-1.6404199475065617,-1,0.020757825370675498,1,30.35,0.4283360790774267,1,1,-1,1
516,2012-04-13,30.81,39749200,0.2589834898025311,1,-0.0054874112330536295,-1,30.98,-0.29051000645577746,-1,-1,1,-1
517,2012-04-16,31.08,38124800,-0.290416263310745,-1,0.008763388510223846,1,30.81,0.584225900681596,1,1,-1,1
518,2012-04-17,31.44,34361500,-0.5436520626798903,-1,0.011583011583011782,1,31.08,0.6113256113256155,1,1,-1,1
519,2012-04-18,31.14,40552900,0.44757033248082023,1,-0.009541984732824416,-1,31.44,-0.5089058524173032,-1,-1,1,-1
520,2012-04-19,31.01,54781200,0.3854802441374797,1,-0.004174694926139977,-1,31.14,-0.032113037893389734,-1,-1,1,-1
521,2012-04-20,32.42,106045000,-0.8398133748056085,-1,0.04546920348274752,1,31.01,3.676233473073193,1,1,-1,1
522,2012-04-23,32.12,61398200,0.5880532342928035,1,-0.009253547193090794,-1,32.42,-0.33929673041332337,-1,-1,1,-1
523,2012-04-24,31.92,40871100,0.9003415088481811,1,-0.0062266500622664145,-1,32.12,0.2801992528020032,1,-1,1,1
524,2012-04-25,32.2,62495500,-0.877192982456144,-1,0.00877192982456143,1,31.92,0.0,-1,1,-1,-1
525,2012-04-26,32.11,40308100,0.031133250311326313,1,-0.002795031055900732,-1,32.2,-0.24844720496896086,-1,-1,1,-1
526,2012-04-27,31.98,41419100,0.4358655043586458,1,-0.004048582995951344,-1,32.11,0.031142946122697013,1,-1,1,1
527,2012-04-30,32.02,35697200,-0.1250781738586701,-1,0.001250781738586726,1,31.98,0.0,-1,1,-1,-1
528,2012-05-01,32.01,43832300,0.12480499219968534,1,-0.0003123048094941794,-1,32.02,0.0936914428482012,1,-1,1,1
529,2012-05-02,31.8,37385300,0.15698587127158778,1,-0.006560449859418838,-1,32.01,-0.4998437988128604,-1,-1,1,-1
530,2012-05-03,31.76,31501300,0.37641154328731946,1,-0.0012578616352201255,-1,31.8,0.25157232704401983,1,-1,1,1
531,2012-05-04,30.98,57927200,1.4944356120826674,1,-0.024559193954659997,-1,31.76,-0.9760705289672615,-1,-1,1,-1
532,2012-05-07,30.65,48641400,0.16286644951140297,1,-0.010652033570045294,-1,30.98,-0.903808908973535,-1,-1,1,-1
533,2012-05-08,30.5,46328300,-0.06561679790026106,-1,-0.004893964110929794,-1,30.65,-0.5546492659053773,-1,-1,-1,-1
534,2012-05-09,30.76,50309300,-1.888042398145082,-1,0.008524590163934587,1,30.5,-1.0163934426229466,-1,1,-1,-1
535,2012-05-10,30.74,43839200,0.3888528839922262,1,-0.0006501950585177108,-1,30.76,0.32509752925877067,1,-1,1,1
536,2012-05-11,31.16,43459300,-1.5314434669273342,-1,0.013662979830839417,1,30.74,-0.16265452179569667,-1,1,-1,-1
537,2012-05-14,30.68,40528900,0.4542504866969519,1,-0.015404364569961526,-1,31.16,-1.0911424903722717,-1,-1,1,-1
538,2012-05-15,30.21,61822800,1.4033942558746726,1,-0.015319426336375397,-1,30.68,-0.13037809647978862,-1,-1,1,-1
539,2012-05-16,29.9,60083700,1.3526888815572422,1,-0.010261502813637913,-1,30.21,0.3310162197947629,1,-1,1,1
540,2012-05-17,29.72,48484000,0.9003001000333432,1,-0.006020066889632081,-1,29.9,0.30100334448160493,1,-1,1,1
541,2012-05-18,29.27,56205300,1.7455521987244027,1,-0.015141318977119789,-1,29.72,0.23553162853297538,1,-1,1,1
542,2012-05-21,29.75,38787900,-2.233676975945012,-1,0.01639904338913567,1,29.27,-0.580799453365214,-1,1,-1,-1
543,2012-05-22,29.76,39504900,-0.23576961940047247,-1,0.0003361344537815558,1,29.75,-0.20168067226890327,-1,1,-1,-1
544,2012-05-23,29.11,65171000,0.8177172061328859,1,-0.021841397849462485,-1,29.76,-1.3776881720430112,-1,-1,1,-1
545,2012-05-24,29.07,52575000,0.30864197530864146,1,-0.0013740982480247022,-1,29.11,0.17176228100309415,1,-1,1,1
546,2012-05-25,29.06,29507200,0.47945205479452246,1,-0.00034399724802203213,-1,29.07,0.4471964224286171,1,-1,1,1
547,2012-05-29,29.56,37758800,-0.6126616746085763,-1,0.01720578114246396,1,29.06,1.1011699931176886,1,1,-1,1
548,2012-05-30,29.34,41585500,0.03407155025554195,1,-0.007442489851150147,-1,29.56,-0.7104194857916012,-1,-1,1,-1
549,2012-05-31,29.19,39134000,0.3754266211604076,1,-0.005112474437627745,-1,29.34,-0.13633265167007208,-1,-1,1,-1
550,2012-06-01,28.45,56634300,1.0778859527121079,1,-0.02535114765330604,-1,29.19,-1.473107228502911,-1,-1,1,-1
551,2012-06-04,28.55,47926300,0.2445842068483588,1,0.0035149384885764245,1,28.45,0.5975395430580025,1,1,1,1
552,2012-06-05,28.51,45715400,0.0,-1,-0.0014010507880910517,-1,28.55,-0.14010507880910383,-1,-1,-1,-1
553,2012-06-06,29.35,46860500,-1.6274238227146898,-1,0.029463346194317674,1,28.51,1.2977902490354172,1,1,-1,1
554,2012-06-07,29.23,37792800,1.3832658569500678,1,-0.004088586030664421,-1,29.35,0.9880749574105593,1,-1,1,1
555,2012-06-08,29.65,42551100,-1.5063334474494958,-1,0.01436879917892564,1,29.23,-0.06842285323297836,-1,1,-1,-1
556,2012-06-11,28.9,46361900,2.7917928018836253,1,-0.025295109612141653,-1,29.65,0.2698145025295172,1,-1,1,1
557,2012-06-12,29.29,35337900,-0.6529209621993048,-1,0.01349480968858141,1,28.9,0.6920415224913594,1,1,-1,1
558,2012-06-13,29.13,32984600,0.3080082135523609,1,-0.005462615227039946,-1,29.29,-0.2389894161829986,-1,-1,1,-1
559,2012-06-14,29.34,39458900,-0.03409478349813012,-1,0.00720906282183309,1,29.13,0.6865774116031559,1,1,-1,1
560,2012-06-15,30.02,62314400,-1.4531936465021957,-1,0.023176550783912786,1,29.34,0.8520790729379687,1,1,-1,1
561,2012-06-18,29.84,58679900,0.5001667222407422,1,-0.005996002664890088,-1,30.02,-0.09993337774817168,-1,-1,1,-1
562,2012-06-19,30.7,75725800,-1.6893010930771712,-1,0.028820375335120607,1,29.84,1.1729222520107285,1,1,-1,1
563,2012-06-20,30.93,36257100,0.0,-1,0.007491856677524389,1,30.7,0.7491856677524444,1,1,-1,1
564,2012-06-21,30.14,48456600,2.64857881136951,1,-0.025541545425153522,-1,30.93,0.0969932104752704,1,-1,1,1
565,2012-06-22,30.7,45098100,-1.3201320132013155,-1,0.01857996018579966,1,30.14,0.5308560053085605,1,1,-1,1
566,2012-06-25,29.87,42217200,1.419141914191418,1,-0.027035830618892476,-1,30.7,-1.3029315960912007,-1,-1,1,-1
567,2012-06-26,30.02,38421300,-0.06666666666666525,-1,0.005021760964178057,1,29.87,0.4352192835620991,1,1,-1,1
568,2012-06-27,30.17,33781700,0.06624710168929968,1,0.004996668887408573,1,30.02,0.566289140572957,1,1,1,1
569,2012-06-28,29.91,45328400,0.23348899266177545,1,-0.00861783228372559,-1,30.17,-0.629764666887641,-1,-1,1,-1
570,2012-06-29,30.59,55227200,-0.4597701149425306,-1,0.022734871280508218,1,29.91,1.8054162487462357,1,1,-1,1
571,2012-07-02,30.56,30589100,0.1959503592423327,1,-0.0009807126511932607,-1,30.59,0.09807126511932375,1,-1,1,1
572,2012-07-03,30.76,20938100,-1.7532252729077114,-1,0.00654450261780104,1,30.56,-1.0798429319371674,-1,1,-1,-1
573,2012-07-05,30.7,28801900,-0.3595946387708383,-1,-0.0019505851755526882,-1,30.76,-0.5526657997399275,-1,-1,-1,-1
574,2012-07-06,30.19,38294800,1.3721006207121795,1,-0.016612377850162785,-1,30.7,-0.29315960912052075,-1,-1,1,-1
575,2012-07-09,30.0,30680800,0.39840637450199534,1,-0.006293474660483689,-1,30.19,-0.23186485591255473,-1,-1,1,-1
576,2012-07-10,29.74,37534100,1.1303191489361697,1,-0.008666666666666711,-1,30.0,0.266666666666661,1,-1,1,1
577,2012-07-11,29.3,39184900,1.3800067317401552,1,-0.014794889038332149,-1,29.74,-0.10087424344316605,-1,-1,1,-1
578,2012-07-12,28.63,63523600,1.7838765008576316,1,-0.022866894197952292,-1,29.3,-0.5119453924914749,-1,-1,1,-1
579,2012-07-13,29.39,39085000,-2.1905424200278127,-1,0.02654558155780662,1,28.63,0.45406915822564636,1,1,-1,1
580,2012-07-16,29.44,27900600,0.1356852103120731,1,0.0017012589316094395,1,29.39,0.30622660768968984,1,1,1,1
581,2012-07-17,29.66,33771300,-0.0674763832658555,-1,0.007472826086956541,1,29.44,0.6793478260869541,1,1,-1,1
582,2012-07-18,30.45,41090400,-2.871621621621614,-1,0.026635198921105774,1,29.66,-0.2022926500337111,-1,1,-1,-1
583,2012-07-19,30.67,46663200,-0.5244182235332682,-1,0.007224958949096916,1,30.45,0.19704433497537693,1,1,-1,1
584,2012-07-20,30.12,64021700,2.8387096774193514,1,-0.017932833387675262,-1,30.67,1.0759700032605095,1,-1,1,1
585,2012-07-23,29.28,55151900,0.9807237064592463,1,-0.027888446215139417,-1,30.12,-1.8260292164674656,-1,-1,1,-1
586,2012-07-24,29.15,47723300,0.3077975376196986,1,-0.0044398907103826435,-1,29.28,-0.13661202185793273,-1,-1,1,-1
587,2012-07-25,28.83,45579500,1.4021887824897405,1,-0.010977701543739338,-1,29.15,0.30874785591766674,1,-1,1,1
588,2012-07-26,29.16,45301400,0.23947998631543033,1,0.011446409989594342,1,28.83,1.3874436351023316,1,1,1,1
589,2012-07-27,29.76,44242600,-0.9497964721845357,-1,0.020576131687242816,1,29.16,1.0973936899862835,1,1,-1,1
590,2012-07-30,29.64,28905000,0.36974789915966194,1,-0.0040322580645161255,-1,29.76,-0.03360215053763966,-1,-1,1,-1
591,2012-07-31,29.47,37620900,0.0339213025780243,1,-0.005735492577597867,-1,29.64,-0.5398110661268561,-1,-1,1,-1
592,2012-08-01,29.41,31721800,0.6083136194660349,1,-0.002035968781812003,-1,29.47,0.40719375636240585,1,-1,1,1
593,2012-08-02,29.19,39520500,0.06846970215679415,1,-0.007480448826929553,-1,29.41,-0.6800408024481445,-1,-1,1,-1
594,2012-08-03,29.75,35859400,-0.7450050795800842,-1,0.01918465227817734,1,29.19,1.164782459746488,1,1,-1,1
595,2012-08-06,29.95,27471800,0.16666666666666904,1,0.006722689075630228,1,29.75,0.8403361344537815,1,1,1,1
596,2012-08-07,30.26,28002900,-0.6318589956767585,-1,0.010350584307178723,1,29.95,0.40066777963272454,1,1,-1,1
597,2012-08-08,30.33,26257600,-0.3972194637537154,-1,0.0023132848645075477,1,30.26,-0.16523463317911669,-1,1,-1,-1
598,2012-08-09,30.5,24920800,-0.36196117143797113,-1,0.0056050115397296985,1,30.33,0.19782393669634776,1,1,-1,1
599,2012-08-10,30.42,27810300,0.2622950819672075,1,-0.0026229508196721207,-1,30.5,0.0,-1,-1,1,-1
600,2012-08-13,30.39,23049100,-0.1317957166392064,-1,-0.0009861932938856066,-1,30.42,-0.23011176857330792,-1,-1,-1,-1
601,2012-08-14,30.13,34551400,0.5610561056105667,1,-0.008555445870352174,-1,30.39,-0.2961500493583411,-1,-1,1,-1
602,2012-08-15,30.2,24351000,-0.2989040185984718,-1,0.0023232658479921398,1,30.13,-0.06637902422834242,-1,1,-1,-1
603,2012-08-16,30.78,35787200,-1.3833992094861718,-1,0.01920529801324511,1,30.2,0.5298013245033117,1,1,-1,1
604,2012-08-17,30.9,32589900,0.0646830530401136,1,0.0038986354775827348,1,30.78,0.4548408057180005,1,1,1,1
605,2012-08-20,30.74,23737700,0.25957170668397744,1,-0.00517799352750814,-1,30.9,-0.258899676375399,-1,-1,1,-1
606,2012-08-21,30.8,28822700,-0.1300390117035083,-1,0.0019518542615486467,1,30.74,0.06506180871829255,1,1,-1,1
607,2012-08-22,30.54,33437400,0.16345210853220238,1,-0.008441558441558472,-1,30.8,-0.6818181818181845,-1,-1,1,-1
608,2012-08-23,30.26,28355600,0.42777229351760115,1,-0.009168303863785088,-1,30.54,-0.4911591355599168,-1,-1,1,-1
609,2012-08-24,30.56,22943300,-1.0247933884297478,-1,0.009914077990746728,1,30.26,-0.03304692663582803,-1,1,-1,-1
610,2012-08-27,30.69,34691100,0.7759456838021288,1,0.004253926701570654,1,30.56,1.210732984293197,1,1,1,1
611,2012-08-28,30.63,23947900,0.22801302931596185,1,-0.0019550342130988385,-1,30.69,0.032583903551639,1,-1,1,1
612,2012-08-29,30.65,23346800,0.0,-1,0.0006529546196538671,1,30.63,0.06529546196539202,1,1,-1,1
613,2012-08-30,30.32,23982100,0.6878480183426166,1,-0.010766721044045635,-1,30.65,-0.3915171288743799,-1,-1,1,-1
614,2012-08-31,30.82,36590100,-0.7189542483660093,-1,0.01649076517150405,1,30.32,0.9234828496042254,1,1,-1,1
615,2012-09-04,30.39,48556700,0.19704433497536528,1,-0.0139519792342635,-1,30.82,-1.200519143413371,-1,-1,1,-1
616,2012-09-05,30.39,33650000,-0.562541363335545,-1,0.0,-1,30.39,-0.559394537676873,-1,-1,-1,-1
617,2012-09-06,31.35,48371700,-2.7868852459016438,-1,0.031589338598223105,1,30.39,0.36196117143797113,1,1,-1,1
618,2012-09-07,30.95,42649100,0.28994845360824695,1,-0.012759170653907526,-1,31.35,-0.9888357256778382,-1,-1,1,-1
619,2012-09-10,30.72,40524000,0.35679532922477925,1,-0.0074313408723748475,-1,30.95,-0.3877221324717318,-1,-1,1,-1
620,2012-09-11,30.79,25191800,-0.32583903551644794,-1,0.0022786458333332593,1,30.72,-0.09765624999999215,-1,1,-1,-1
621,2012-09-12,30.78,32775800,0.5171299288946352,1,-0.00032478077297815044,-1,30.79,0.48717115946736644,1,-1,1,1
622,2012-09-13,30.94,45047300,-0.16186468112658048,-1,0.005198180636777128,1,30.78,0.3573749187784257,1,1,-1,1
623,2012-09-14,31.21,51422800,-0.6449532408900331,-1,0.00872656755009693,1,30.94,0.2262443438914036,1,1,-1,1
624,2012-09-17,31.21,36488500,-0.06412311638345487,-1,0.0,-1,31.21,-0.06408202499198838,-1,-1,-1,-1
625,2012-09-18,31.18,34542700,-0.2572347266880974,-1,-0.000961230374879829,-1,31.21,-0.3524511374559418,-1,-1,-1,-1
626,2012-09-19,31.05,48871900,0.12865873271148007,1,-0.0041693393200769036,-1,31.18,-0.2886465683130207,-1,-1,1,-1
627,2012-09-20,31.45,45543000,-1.615508885298869,-1,0.012882447665056418,1,31.05,-0.32206119162641356,-1,1,-1,-1
628,2012-09-21,31.19,102348900,0.7636016544702463,1,-0.008267090620031725,-1,31.45,-0.063593004769474,-1,-1,1,-1
629,2012-09-24,30.78,46825900,0.709677419354835,1,-0.013145238858608521,-1,31.19,-0.6091696056428384,-1,-1,1,-1
630,2012-09-25,30.39,54266400,1.8093699515347295,1,-0.012670565302144277,-1,30.78,0.5523066926575638,1,-1,1,1
631,2012-09-26,30.17,54672000,0.3632760898282676,1,-0.007239223428759378,-1,30.39,-0.36196117143797113,-1,-1,1,-1
632,2012-09-27,30.16,47129900,0.03314550878356501,1,-0.0003314550878356082,-1,30.17,0.0,-1,-1,1,-1
633,2012-09-28,29.76,54229300,1.3916500994035723,1,-0.013262599469495928,-1,30.16,0.0663129973474787,1,-1,1,1
634,2012-10-01,29.49,54042700,1.0734652801073477,1,-0.009072580645161366,-1,29.76,0.16801075268816248,1,-1,1,1
635,2012-10-02,29.66,43338900,0.06738544474393388,1,0.005764665988470696,1,29.49,0.6442861987114319,1,1,1,1
636,2012-10-03,29.86,46655900,-0.36974789915966194,-1,0.006743088334457248,1,29.66,0.30343897505057266,1,1,-1,1
637,2012-10-04,30.03,43634900,-0.2002002002002078,-1,0.005693235097119942,1,29.86,0.3683858004018735,1,1,-1,1
638,2012-10-05,29.85,41133900,1.2570294409526928,1,-0.005994005994006013,-1,30.03,0.6660006660006635,1,-1,1,1
639,2012-10-08,29.78,29752000,-0.4723346828610006,-1,-0.0023450586264657236,-1,29.85,-0.7035175879397013,-1,-1,-1,-1
640,2012-10-09,29.28,45121100,1.3477088948787015,1,-0.016789791806581578,-1,29.78,-0.3357958361316367,-1,-1,1,-1
641,2012-10-10,28.98,47227100,0.583190394511143,1,-0.010245901639344246,-1,29.28,-0.4439890710382601,-1,-1,1,-1
642,2012-10-11,28.95,41488500,0.9240246406570828,1,-0.0010351966873706209,-1,28.98,0.8281573498964748,1,-1,1,1
643,2012-10-12,29.2,46464700,-0.7939247497411129,-1,0.008635578583765069,1,28.95,0.06908462867011943,1,1,-1,1
644,2012-10-15,29.51,42440200,-0.4766768811712651,-1,0.010616438356164437,1,29.2,0.5821917808219237,1,1,-1,1
645,2012-10-16,29.49,47739400,-0.13582342954159302,-1,-0.0006777363605559028,-1,29.51,-0.20332090816673085,-1,-1,-1,-1
646,2012-10-17,29.59,44206100,-0.9897610921501676,-1,0.003390979993218135,1,29.49,-0.64428619871142,-1,1,-1,-1
647,2012-10-18,29.5,59238500,0.5059021922428283,1,-0.0030415680973301384,-1,29.59,0.20277120648867428,1,-1,1,1
648,2012-10-19,28.64,90470800,1.411359724612737,1,-0.02915254237288134,-1,29.5,-1.525423728813557,-1,-1,1,-1
649,2012-10-22,28.0,83374000,2.54089801601114,1,-0.022346368715083775,-1,28.64,0.31424581005586544,1,-1,1,1
650,2012-10-23,28.05,64414800,-1.008282319049338,-1,0.0017857142857142794,1,28.0,-0.821428571428573,-1,1,-1,-1
651,2012-10-24,27.9,53320400,0.9232954545454601,1,-0.005347593582887722,-1,28.05,0.39215686274509604,1,-1,1,1
652,2012-10-25,27.88,54084300,1.0996807378503095,1,-0.0007168458781361409,-1,27.9,1.0394265232975006,1,-1,1,1
653,2012-10-26,28.21,57790000,-1.2562814070351809,-1,0.011836441893830818,1,27.88,-0.0717360114777603,-1,1,-1,-1
654,2012-10-31,28.54,69464100,0.03502626970228218,1,0.011697979439914796,1,28.21,1.2052463665366886,1,1,1,1
655,2012-11-01,29.52,72047900,-2.3578363384188616,-1,0.034337771548703655,1,28.54,1.0511562718990917,1,1,-1,1
656,2012-11-02,29.5,57131600,0.30415680973301745,1,-0.0006775067750677266,-1,29.52,0.23712737127371372,1,-1,1,1
657,2012-11-05,29.63,38070800,-0.03376097231599598,-1,0.004406779661016991,1,29.5,0.40677966101695257,1,1,-1,1
658,2012-11-06,29.86,43401500,-0.13413816230717351,-1,0.007762402969963,1,29.63,0.6412419844751983,1,1,-1,1
659,2012-11-07,29.08,57871800,1.523874026413826,1,-0.02612190221031485,-1,29.86,-1.1051574012056207,-1,-1,1,-1
660,2012-11-08,28.81,49841800,1.0645604395604473,1,-0.009284731774415356,-1,29.08,0.1375515818432005,1,-1,1,1
661,2012-11-09,28.83,43291200,0.17313019390581963,1,0.0006942034015966492,1,28.81,0.24297119055883476,1,1,1,1
662,2012-11-12,28.22,61112300,2.4879060124395385,1,-0.021158515435310443,-1,28.83,0.3815469996531495,1,-1,1,1
663,2012-11-13,27.09,131689200,-0.2590673575129544,-1,-0.040042523033309685,-1,28.22,-4.252303330970941,-1,-1,-1,-1
664,2012-11-14,26.84,76086100,1.4684287812041066,1,-0.009228497600590635,-1,27.09,0.5537098560354322,1,-1,1,1
665,2012-11-15,26.66,50955600,0.8184523809523768,1,-0.006706408345752646,-1,26.84,0.149031296572277,1,-1,1,1
666,2012-11-16,26.52,64083300,0.5624296962879719,1,-0.005251312828207122,-1,26.66,0.03750937734434195,1,-1,1,1
667,2012-11-19,26.73,57179300,0.2611940298507473,1,0.007918552036199067,1,26.52,1.0558069381598836,1,1,1,1
668,2012-11-20,26.71,47070400,0.18684603886397871,1,-0.0007482229704451893,-1,26.73,0.11223344556678316,1,-1,1,1
669,2012-11-21,26.95,66360300,-0.8985398727068454,-1,0.008985398727068494,1,26.71,0.0,-1,1,-1,-1
670,2012-11-23,27.7,57845700,-1.7260374586852694,-1,0.027829313543599188,1,26.95,1.038961038961043,1,1,-1,1
671,2012-11-26,27.39,85198700,0.5446623093681866,1,-0.01119133574007214,-1,27.7,-0.577617328519856,-1,-1,1,-1
672,2012-11-27,27.08,45018600,1.0233918128655013,1,-0.011317999269806589,-1,27.39,-0.10952902519167994,-1,-1,1,-1
673,2012-11-28,27.36,53018400,-1.295816364309507,-1,0.010339734121122657,1,27.08,-0.25849335302805293,-1,1,-1,-1
674,2012-11-29,26.95,69551400,0.590188122464036,1,-0.014985380116959046,-1,27.36,-0.9137426900584795,-1,-1,1,-1
675,2012-11-30,26.62,83690200,1.5896487985212557,1,-0.012244897959183598,-1,26.95,0.3710575139146621,1,-1,1,1
676,2012-12-03,26.43,53173800,1.3069454817027684,1,-0.007137490608565056,-1,26.62,0.6010518407212627,1,-1,1,1
677,2012-12-04,26.37,49777500,0.4905660377358453,1,-0.002270147559591318,-1,26.43,0.26485054861899465,1,-1,1,1
678,2012-12-05,26.67,68283800,-1.09931766489766,-1,0.011376564277588264,1,26.37,0.037921880925286346,1,1,-1,1
679,2012-12-06,26.73,39182300,0.2983961208504226,1,0.0022497187851517886,1,26.67,0.5249343832020885,1,1,1,1
680,2012-12-07,26.46,46162100,1.3422818791946287,1,-0.010101010101010055,-1,26.73,0.33670033670033617,1,-1,1,1
681,2012-12-10,26.94,47031100,-1.4307228915662746,-1,0.018140589569161092,1,26.46,0.37792894935751276,1,1,-1,1
682,2012-12-11,27.32,52282800,-0.9981515711645086,-1,0.01410541945063093,1,26.94,0.40831477357089613,1,1,-1,1
683,2012-12-12,27.24,43966300,1.0533962949509723,1,-0.002928257686676483,-1,27.32,0.7686676427525654,1,-1,1,1
684,2012-12-13,27.11,45080100,0.7686676427525654,1,-0.004772393538913344,-1,27.24,0.2936857562408291,1,-1,1,1
685,2012-12-14,26.81,42077500,1.106602729620069,1,-0.011066027296200653,-1,27.11,0.0,-1,-1,1,-1
686,2012-12-17,27.1,42046100,-1.1571481896230023,-1,0.010816859380828214,1,26.81,-0.07459903021260565,-1,1,-1,-1
687,2012-12-18,27.56,50486900,-1.137614678899078,-1,0.01697416974169741,1,27.1,0.5535055350553453,1,1,-1,1
688,2012-12-19,27.31,53519900,1.3723365836041983,1,-0.00907111756168355,-1,27.56,0.47169811320755645,1,-1,1,1
689,2012-12-20,27.68,52607300,-1.1695906432748548,-1,0.01354815086049066,1,27.31,0.1830831197363629,1,1,-1,1
690,2012-12-21,27.45,98776500,0.0,-1,-0.008309248554913329,-1,27.68,-0.830924855491331,-1,-1,-1,-1
691,2012-12-24,27.06,20842400,0.5147058823529432,1,-0.014207650273224015,-1,27.45,-0.9107468123861567,-1,-1,1,-1
692,2012-12-26,26.86,31631100,0.6289308176100692,1,-0.007390983000739038,-1,27.06,-0.11086474501107756,-1,-1,1,-1
693,2012-12-27,26.96,39394000,-0.2603198214949806,-1,0.0037230081906181045,1,26.86,0.1116902457185448,1,1,-1,1
694,2012-12-28,26.55,28239900,0.599026581804568,1,-0.015207715133531141,-1,26.96,-0.9272997032640948,-1,-1,1,-1
695,2012-12-31,26.71,42749500,-0.45129748025573896,-1,0.006026365348399176,1,26.55,0.15065913370997797,1,1,-1,1
696,2013-01-02,27.62,52899300,-1.3577981651376183,-1,0.034069636840134754,1,26.71,2.0217147135904123,1,1,-1,1
697,2013-01-03,27.25,48294400,1.3753166847629352,1,-0.013396089790007282,-1,27.62,0.036205648081093444,1,-1,1,1
698,2013-01-04,26.74,52521100,1.9435276861019475,1,-0.018715596330275308,-1,27.25,0.07339449541284247,1,-1,1,1
699,2013-01-07,26.69,37110400,0.2988419872992092,1,-0.0018698578908001862,-1,26.74,0.1121914734480222,1,-1,1,1
700,2013-01-08,26.55,44703100,0.7476635514018665,1,-0.005245410266017214,-1,26.69,0.22480329711501956,1,-1,1,1
701,2013-01-09,26.7,49047900,0.07485029940119602,1,0.005649717514124131,1,26.55,0.640301318267413,1,1,1,1
702,2013-01-10,26.46,71431300,0.7129455909943629,1,-0.008988764044943753,-1,26.7,-0.18726591760299893,-1,-1,1,-1
703,2013-01-11,26.83,55512100,-1.2835032087580214,-1,0.013983371126228272,1,26.46,0.11337868480724711,1,1,-1,1
704,2013-01-14,26.89,48324400,0.03717472118958368,1,0.002236302646291488,1,26.83,0.26090197540067195,1,1,1,1
705,2013-01-15,27.21,48244500,-1.4163250093179374,-1,0.011900334696913317,1,26.89,-0.22313127556713377,-1,1,-1,-1
706,2013-01-16,27.04,41077400,0.4051565377532208,1,-0.006247703050349163,-1,27.21,-0.22050716648291901,-1,-1,1,-1
707,2013-01-17,27.25,51685900,-0.22066936373666318,-1,0.0077662721893492215,1,27.04,0.5547337278106588,1,1,-1,1
708,2013-01-18,27.25,52167700,-0.5535055350553453,-1,0.0,-1,27.25,-0.5504587155963251,-1,-1,-1,-1
