,date,open,high,low,close,volume,tsla_intra_perc_change,tsla_intra_returns,tsla_pct_change,tsla_pct_returns,tsla_previous_close,tsla_opening_change,tsla_opening_returns,tsla_target,tsla_intra_target,tsla_open_target,tsla_compound,tsla_sentiment,em_tweets3_compound,em_tweets3_sentiment
333,2016-03-11,207.93,209.42,205.33,207.5,3343100,0.2067970059519004,1,0.011307179448046822,1,205.179993,1.3402866233648816,1,1,1,1,-0.4019,-1.0,0.0,0.0
334,2016-03-14,212.65,216.72,210.64,215.15,4065700,-1.1756407573658338,-1,0.036867440963855413,1,207.5,2.4819248192771046,1,1,-1,1,0.6611,1.0,0.0,0.0
335,2016-03-15,214.27,218.97,211.5,218.34,3180500,-1.8994688589262287,-1,0.014826874687247303,1,215.149994,-0.4090123283944838,-1,1,-1,-1,0.0,0.0,0.0,0.0
336,2016-03-16,218.0,222.58,217.02,221.93,3516700,-1.8027490825688184,-1,0.016442232599473083,1,218.33999599999999,-0.15571860686485728,-1,1,-1,-1,0.29600000000000004,1.0,0.0,0.0
337,2016-03-17,221.47,228.5,220.0,226.38,3782900,-2.2170063565403675,-1,0.020051422251880842,1,221.92999300000002,-0.20726896521825988,-1,1,-1,-1,0.0,0.0,0.0,0.0
338,2016-03-18,229.1,234.48,228.06,232.74,4711800,-1.5888253621433603,-1,0.028094354004453592,1,226.38000499999998,1.2015199840639743,1,1,-1,1,0.8755999999999999,1.0,0.3182,1.0
339,2016-03-21,235.34,239.88,235.0,238.32,5307800,-1.2662577762600074,-1,0.02397525943165646,1,232.74000499999997,1.117122516174225,1,1,-1,1,0.6369,1.0,0.0,0.0
340,2016-03-22,237.21,238.99,232.56,234.24,4316000,1.252055947201259,1,-0.017119846761333823,-1,238.32000699999998,-0.4657603085753456,-1,-1,1,-1,0.027000000000000024,1.0,0.0,0.0
341,2016-03-23,232.37,234.73,222.03,222.58,4948800,4.213105482917452,1,-0.04977801720931474,-1,234.24000499999997,-0.7983307548170309,-1,-1,1,-1,-0.4739,-1.0,0.0,0.0
342,2016-03-24,215.78,228.89,215.0,227.75,4960900,-5.547317200608554,-1,0.02322759436402544,1,222.580002,-3.0550826394547226,-1,1,-1,-1,0.0,0.0,0.0,0.0
343,2016-03-28,231.61,234.81,225.0,230.26,3925700,0.58287897507498,1,0.011020834248079092,1,227.75,1.6948412733260076,1,1,1,1,-0.6611,-1.0,0.0,0.0
344,2016-03-29,229.89,232.38,225.33,230.13,4014300,-0.10440036584626088,-1,-0.0005645357544633577,-1,230.25999500000003,-0.16068618432829146,-1,-1,-1,-1,0.2672,1.0,0.5859,1.0
345,2016-03-30,235.09,235.5,226.5,226.89,4033000,3.4880246456765294,1,-0.014079024593077194,-1,230.13000499999998,2.1552995664342,1,-1,1,1,0.0,0.0,1.2117,1.0
346,2016-03-31,229.34,237.42,225.01,229.77,8012900,-0.1874980411179632,-1,0.01269339773764111,1,226.88999900000002,1.0798170967420946,1,1,-1,1,2.1956,1.0,2.1659999999999995,1.0
347,2016-04-01,244.83,247.9,233.25,237.59,15997500,2.9571563700759285,1,0.03403399862411982,1,229.770004,6.554379482884983,1,1,1,1,2.3520000000000003,1.0,4.515,1.0
348,2016-04-04,249.12,252.12,243.64,246.99,13475300,0.8550056369421688,1,0.03956399325836935,1,237.58999599999999,4.8528975100450085,1,1,1,1,-0.9224,-1.0,2.9381,1.0
349,2016-04-05,240.5,256.56,240.0,255.47,9948700,-6.224532640332629,-1,0.034333356930779546,1,246.99000499999997,-2.627638717607204,-1,1,-1,-1,0.3818,1.0,0.0,-1.0
350,2016-04-06,253.97,267.74,253.45,265.42,11705500,-4.508411211921056,-1,0.0389478684818263,1,255.47000099999997,-0.5871530880841075,-1,1,-1,-1,0.0,-1.0,-0.4417,-1.0
351,2016-04-07,266.45,269.34,254.51,257.2,8856200,3.471570494806357,1,-0.030969785989724774,-1,265.420013,0.3880638043673188,1,-1,1,1,0.0,-1.0,-0.5691999999999999,-1.0
352,2016-04-08,260.5,260.82,248.02,250.07,7363900,4.003836084452985,1,-0.02772163556508711,-1,257.200012,1.2830434860166278,1,-1,1,1,0.0,0.0,3.0241,1.0
353,2016-04-11,251.0,258.99,245.3,249.92,9161700,0.4302796812749034,1,-0.0005998680201579898,-1,250.07000699999998,0.3718930595303356,1,-1,1,1,-0.5859,-1.0,1.3107,1.0
354,2016-04-12,249.5,251.8,243.63,247.82,5763200,0.6733438877755609,1,-0.008402652916154496,-1,249.919998,-0.16805297829747606,-1,-1,1,-1,0.5106,1.0,0.0,0.0
355,2016-04-13,248.51,255.5,247.33,254.53,4925600,-2.4224393871964787,-1,0.027076070577304327,1,247.82000699999998,0.278423041122768,1,1,-1,1,0.2023,1.0,0.0,0.0
356,2016-04-14,253.0,256.84,251.05,251.86,4132200,0.4505924901185839,1,-0.010489914786036893,-1,254.52999900000003,-0.6011075338903498,-1,-1,1,-1,0.0,-1.0,0.6249,1.0
357,2016-04-15,251.31,254.6,249.12,254.51,3752400,-1.2733265789131178,-1,0.010521694550458038,1,251.86000099999998,-0.2183764781292029,-1,1,-1,-1,0.0,0.0,0.0,0.0
358,2016-04-18,252.23,258.31,251.66,253.88,4271400,-0.6541684280881418,-1,-0.002475305537607886,-1,254.50999500000003,-0.8958386879855276,-1,-1,-1,-1,0.0,-1.0,0.4019,1.0
359,2016-04-19,253.12,254.37,241.25,247.37,6357500,2.2716498552396067,1,-0.02564207449105716,-1,253.88000499999998,-0.2993579584969544,-1,-1,1,-1,0.0,-1.0,0.0,0.0
360,2016-04-20,246.26,253.66,241.5,249.97,5194100,-1.5065402726090105,-1,0.01051059567673085,1,247.36999500000002,-0.4487205491514786,-1,1,-1,-1,0.3561,1.0,1.0707,1.0
361,2016-04-21,248.99,250.9,246.91,248.29,2783100,0.28114060241091143,1,-0.0067208384737332824,-1,249.97000099999997,-0.3920454438850844,-1,-1,1,-1,0.0,-1.0,0.0,0.0
362,2016-04-22,248.89,254.0,245.71,253.75,3786300,-1.9526702637818656,-1,0.02199044324754551,1,248.289993,0.2416553292182048,1,1,-1,1,0.0,-1.0,0.0,0.0
363,2016-04-25,253.01,257.38,250.76,251.82,3670300,0.4703324072236974,1,-0.007605883743842413,-1,253.75,-0.29162758620688395,-1,-1,1,-1,0.0,-1.0,0.0,0.0
364,2016-04-26,252.05,255.73,249.39,253.74,3223800,-0.6705026700594774,-1,0.007624485531842584,1,251.82000699999998,0.0913334896380969,1,1,-1,1,0.2023,1.0,0.0,0.0
365,2016-04-27,252.75,255.0,249.4,251.47,3205800,0.5064288822947703,1,-0.008946180954004457,-1,253.74000499999997,-0.390165121971984,-1,-1,1,-1,0.0,0.0,0.3771,1.0
366,2016-04-28,249.85,253.43,247.44,247.71,2519000,0.8565134875362048,1,-0.014952057840091904,-1,251.47000099999997,-0.6442100423739849,-1,-1,1,-1,0.0,0.0,0.0,0.0
367,2016-04-29,248.14,248.43,237.81,240.76,5413800,2.974129132643377,1,-0.02805704979048329,-1,247.710007,0.17358685069191696,1,-1,1,1,0.0,0.0,-0.37799999999999995,-1.0
368,2016-05-02,241.5,243.19,234.82,241.8,3843900,-0.1242248447204867,-1,0.004319687745465872,1,240.75999500000003,0.30736210972257577,1,1,-1,1,0.2732,1.0,0.9905,1.0
369,2016-05-03,237.36,238.91,231.62,232.32,4302200,2.1233543894364946,1,-0.039205938305964416,-1,241.80000299999998,-1.8362290921890487,-1,-1,1,-1,-0.1483,-1.0,0.0,0.0
370,2016-05-04,230.29,234.46,220.4,222.56,8700500,3.356635214279589,1,-0.04201105675758687,-1,232.32000699999998,-0.8738007656826413,-1,-1,1,-1,-1.5743,-1.0,0.0,0.0
371,2016-05-05,228.46,228.64,209.79,211.53,11254800,7.410490887361287,1,-0.04955966525484945,-1,222.559998,2.650974592478197,1,-1,1,1,1.9210000000000005,1.0,0.9738,1.0
372,2016-05-06,210.87,216.37,208.11,214.93,5685200,-1.9253559521353465,-1,0.01607334191875065,1,211.52999900000003,-0.3120143729589933,-1,1,-1,-1,0.0,0.0,1.7643,1.0
373,2016-05-09,215.72,216.15,206.8,208.92,4776400,3.1522357539762744,1,-0.02796257011928549,-1,214.92999300000002,0.3675652657746764,1,-1,1,1,-0.2732,-1.0,0.0,0.0
374,2016-05-10,207.55,209.47,205.0,208.69,4070600,-0.5492647475413377,-1,-0.0011008807304315749,-1,208.919998,-0.6557510114469697,-1,-1,-1,-1,0.0,0.0,0.0,-1.0
375,2016-05-11,207.59,215.48,206.05,208.96,5161900,-0.6599600300584975,-1,0.0012938089865945912,1,208.690002,-0.5271004789199282,-1,1,-1,-1,-0.2732,-1.0,0.0,0.0
376,2016-05-12,211.44,211.67,203.66,207.28,3650500,1.967462618544616,1,-0.00803985424828213,-1,208.96000700000002,1.1868275827536576,1,-1,1,1,0.732,1.0,0.7859,1.0
377,2016-05-13,207.78,211.2,206.7,207.61,2822800,0.08181634460398306,1,0.001592059058240336,1,207.279999,0.24121960749334045,1,1,1,1,0.0,-1.0,0.0,0.0
378,2016-05-16,208.15,213.15,207.92,208.29,2949400,-0.06725870960149481,-1,0.003275333542337222,1,207.610001,0.260099704927019,1,1,-1,1,-0.4588,-1.0,0.8286,1.0
379,2016-05-17,209.05,209.82,204.02,204.66,2843600,2.0999755737865207,1,-0.017427572720692175,-1,208.28999299999998,0.3648807074471516,1,-1,1,1,-0.9176,-1.0,0.4201,1.0
380,2016-05-18,209.15,215.31,207.75,211.17,5617500,-0.9658159492942658,-1,0.03180882376998273,1,204.66000400000001,2.193877607859314,1,1,-1,1,0.4346,1.0,0.10390000000000003,1.0
381,2016-05-19,213.62,216.79,207.3,215.21,6866300,-0.7443179651792301,-1,0.019131548223057626,1,211.169998,1.1602012706369509,1,1,-1,1,0.8978999999999999,1.0,0.6249,1.0
382,2016-05-20,216.99,220.55,216.35,220.28,9007100,-1.5161961031339046,-1,0.023558346894157367,1,215.210007,0.8270981562674165,1,1,-1,1,1.2003,1.0,0.0,0.0
383,2016-05-23,219.87,222.6,215.86,216.22,5102500,1.6600691695108507,1,-0.018431078710873128,-1,220.27999900000003,-0.18612856449123866,-1,-1,1,-1,0.4588,1.0,0.0,0.0
384,2016-05-24,216.6,218.74,215.18,217.91,3013800,-0.6048005372631463,-1,0.007816127056627042,1,216.22000099999997,0.17574923607554682,1,1,-1,1,0.3818,1.0,0.0,0.0
385,2016-05-25,217.91,221.36,216.51,219.58,3126800,-0.7663705058717692,-1,0.007663705058717606,1,217.91000400000001,0.0,-1,1,-1,-1,-0.29600000000000004,-1.0,0.8313,1.0
386,2016-05-26,220.5,225.26,219.05,225.12,4072400,-2.095235827664407,-1,0.025229952407050282,1,219.580002,0.4189807776757341,1,1,-1,1,-0.01839999999999997,-1.0,0.4131,1.0
387,2016-05-27,224.99,225.93,220.75,223.04,3650300,0.8667105012064685,1,-0.009239525791567279,-1,225.11999500000002,-0.05774253859593818,-1,-1,1,-1,0.0,0.0,0.5174,1.0
388,2016-05-31,223.04,224.75,221.5,223.23,2789000,-0.08518786135363184,-1,0.0008518786135363055,1,223.039993,0.0,-1,1,-1,-1,0.0,0.0,0.0,0.0
389,2016-06-01,221.48,222.4,216.89,219.56,2982700,0.8668945433789842,1,-0.016440433928064047,-1,223.229996,-0.7839448243326582,-1,-1,1,-1,0.2585,1.0,0.4404,1.0
390,2016-06-02,219.59,219.91,217.11,218.96,2032800,0.2868933063781261,1,-0.0027326972374995817,-1,219.559998,0.013662780230111755,1,-1,1,1,-0.4019,-1.0,0.6124,1.0
391,2016-06-03,220.0,221.94,218.01,218.99,2229000,0.4590886363636509,1,0.00013700218780132722,1,218.960007,0.47496938561936103,1,1,1,1,1.3594,1.0,1.6963,1.0
392,2016-06-06,218.0,220.9,215.45,220.68,2249500,-1.2293545871559746,-1,0.00771719238967128,1,218.99000499999997,-0.4520777101219611,-1,1,-1,-1,0.7547999999999999,1.0,0.0,-1.0
393,2016-06-07,222.24,234.44,221.52,232.34,6213600,-4.5446322771636085,-1,0.05283670187537104,1,220.67999300000002,0.7069113872955141,1,1,-1,1,0.7293999999999999,1.0,0.0,-1.0
394,2016-06-08,233.8,240.85,232.61,235.52,5972000,-0.7356719323908755,-1,0.013686872922215263,1,232.33999599999999,0.6283924529291937,1,1,-1,1,0.4123000000000001,1.0,0.7631,1.0
395,2016-06-09,234.98,235.33,227.06,229.36,4492100,2.3916908229073326,1,-0.026154903597912726,-1,235.520004,-0.2292832841494009,-1,-1,1,-1,-0.2324,-1.0,-0.29600000000000004,-1.0
396,2016-06-10,227.39,227.97,218.42,218.79,6026600,3.782051118264004,1,-0.046084792265064456,-1,229.36000099999998,-0.858912622693948,-1,-1,1,-1,0.6909,1.0,0.5938999999999999,1.0
397,2016-06-13,219.5,225.77,217.66,217.87,4193000,0.7425990888382609,1,-0.004204936374763713,-1,218.789993,0.3245152990155223,1,-1,1,1,0.0,-1.0,0.0,0.0
398,2016-06-14,218.88,222.2,212.53,214.96,3580200,1.790934717860589,1,-0.013356534019289934,-1,217.86999500000002,0.4635837991367125,1,-1,1,1,0.0,-1.0,0.0,0.0
399,2016-06-15,216.95,221.9,215.13,217.7,2908500,-0.34570177938283164,-1,0.012746510563707014,1,214.960007,0.9257489464075216,1,1,-1,1,0.0,0.0,1.7813,1.0
400,2016-06-16,217.42,218.04,213.5,217.93,2440300,-0.2345667393484347,-1,0.001056481410975918,1,217.69999700000002,-0.12861690576873644,-1,1,-1,-1,0.0,-1.0,0.0,0.0
401,2016-06-17,217.81,219.99,214.5,215.47,3112600,1.0743294713220828,1,-0.011287991919497031,-1,217.92999300000002,-0.055061259970772894,-1,-1,1,-1,0.3182,1.0,0.6266,1.0
402,2016-06-20,219.5,223.75,218.23,219.7,3555500,-0.09111480637814333,-1,0.01963148457032804,1,215.47000099999997,1.870329503548864,1,1,-1,1,1.0955,1.0,1.4347,1.0
403,2016-06-21,220.68,222.57,218.81,219.61,4529000,0.4848613530634115,1,-0.0004096313210237845,-1,219.69999700000002,0.44606099835313145,1,-1,1,1,-0.3639,-1.0,0.0,0.0
404,2016-06-22,199.47,205.95,195.75,196.66,23742400,1.4087316317805512,1,-0.104503423776224,-1,219.61000099999998,-9.170802744998843,-1,-1,1,-1,-1.3948999999999998,-1.0,-0.5994,-1.0
405,2016-06-23,195.69,197.55,192.13,196.4,10130700,-0.3628146521251504,-1,-0.001322129536822425,-1,196.66000400000001,-0.4932380658346891,-1,-1,-1,-1,-0.2599,-1.0,0.0,0.0
406,2016-06-24,190.05,195.12,189.73,193.15,7026500,-1.6311449361039942,-1,-0.016547862012663783,-1,196.399994,-3.233193072297135,-1,-1,-1,-1,-0.1628,-1.0,0.0,0.0
407,2016-06-27,190.86,198.81,187.87,198.55,7205400,-4.029132327207726,-1,0.02795759341312753,1,193.149994,-1.1856034538628986,-1,1,-1,-1,0.6634,1.0,0.8274999999999999,1.0
408,2016-06-28,201.89,204.05,199.41,201.79,6212400,0.0495348954853418,1,0.016318257119341206,1,198.550003,1.682193880399984,1,1,1,1,1.4051999999999998,1.0,0.8016,1.0
409,2016-06-29,205.13,211.78,203.0,210.19,5994900,-2.4667268935132043,-1,0.04162748050642938,1,201.78999299999998,1.6551920887375369,1,1,-1,1,1.3177,1.0,0.6560999999999999,1.0
410,2016-06-30,212.97,213.5,209.02,212.28,4843100,0.3239902318448766,1,0.009943370189415823,1,210.190002,1.3226123857213603,1,1,1,1,-2.958,-1.0,-0.6878,-1.0
411,2016-07-01,206.14,218.24,206.0,216.5,5400000,-5.025711191548037,-1,0.01987940936442145,1,212.27999900000003,-2.892406269513899,-1,1,-1,-1,0.5489999999999999,1.0,0.0,0.0
412,2016-07-05,209.73,214.54,208.0,213.98,5175300,-2.0264149530618405,-1,-0.011639741339491971,-1,216.5,-3.127022632794457,-1,-1,-1,-1,-1.9674,-1.0,-0.9502,-1.0
413,2016-07-06,210.0,215.23,209.0,214.44,4919900,-2.114286666666663,-1,0.002149761700154463,1,213.979996,-1.8599850801006648,-1,1,-1,-1,-2.7688,-1.0,0.9046,1.0
414,2016-07-07,213.1,218.12,213.01,215.94,3612000,-1.3327057344146602,-1,0.006994963560949864,1,214.440002,-0.6248815461212247,-1,1,-1,-1,-0.4019,-1.0,0.0,0.0
415,2016-07-08,217.8,219.81,214.5,216.78,4074800,0.4683213893252074,1,0.003889955507178522,1,215.940002,0.8613508302181004,1,1,1,1,-0.45899999999999996,-1.0,-0.15339999999999998,-1.0
416,2016-07-11,219.96,226.78,219.51,224.78,5429800,-2.1913038036955697,-1,0.036903773581067334,1,216.77999900000003,1.466928690224765,1,1,-1,1,0.2993000000000001,1.0,0.0,0.0
417,2016-07-12,224.1,227.5,223.22,224.65,4571300,-0.2454207877174197,-1,-0.0005783655155191525,-1,224.77999900000003,-0.3025149048069995,-1,-1,-1,-1,-0.29600000000000004,-1.0,0.8326,1.0
418,2016-07-13,225.5,225.59,220.29,222.53,3567100,1.3170736141906731,1,-0.009436879842516066,-1,224.649994,0.3783690285787445,1,-1,1,1,-1.3634,-1.0,0.4215,1.0
419,2016-07-14,223.12,224.94,221.05,221.53,2675800,0.7126192343272439,1,-0.0044937761402676895,-1,222.52999900000003,0.26513099476533275,1,-1,1,1,-0.7218,-1.0,-0.4742999999999999,-1.0
420,2016-07-15,222.52,222.75,219.64,220.4,2234200,0.9527278275619696,1,-0.005100911863408775,-1,221.52999900000003,0.44689432784223865,1,-1,1,1,-1.0311,-1.0,1.7696,1.0
421,2016-07-18,219.64,227.09,218.3,226.25,3412100,-3.009470510879024,-1,0.026542677673575543,1,220.399994,-0.3448253269916038,-1,1,-1,-1,0.4404,1.0,2.4696,1.0
422,2016-07-19,225.0,229.1,224.75,225.26,3115100,-0.11555333333334755,-1,-0.004375712707182178,-1,226.25,-0.5524861878453038,-1,-1,-1,-1,0.0,-1.0,0.0,-1.0
423,2016-07-20,226.47,229.8,225.0,228.36,2568500,-0.8345476185165978,-1,0.013761902107828572,1,225.25999500000003,0.5371597384612993,1,1,-1,1,0.8494,1.0,-0.38299999999999995,-1.0
424,2016-07-21,226.0,227.85,219.1,220.5,4428700,2.433628318584071,1,-0.0344193421158725,-1,228.36000099999998,-1.0334563801302412,-1,-1,1,-1,0.7769999999999999,1.0,1.4061,1.0
425,2016-07-22,221.99,224.5,218.88,222.27,2579700,-0.12613135442743564,-1,0.008027229024943239,1,220.5,0.6757392290249288,1,1,-1,1,-0.6705,-1.0,0.4019,1.0
426,2016-07-25,222.27,231.39,221.37,230.01,4490700,-3.482247204170668,-1,0.03482247204170673,1,222.270004,0.0,-1,1,-1,-1,1.227,1.0,0.4019,1.0
427,2016-07-26,227.69,230.0,225.3,229.51,3430000,-0.799329344289803,-1,-0.0021738185768840346,-1,230.00999500000003,-1.0086487763281935,-1,-1,-1,-1,-0.8805,-1.0,0.4215,1.0
428,2016-07-27,229.34,233.36,226.92,228.49,2889000,0.37062484295151776,1,-0.004444207320905891,-1,229.50999500000003,-0.0740704124890277,-1,-1,1,-1,0.5431,1.0,1.2318,1.0
429,2016-07-28,227.95,230.76,226.6,230.61,2419100,-1.1669243408675969,-1,0.0092782876870261,1,228.49000499999997,-0.2363376901321979,-1,1,-1,-1,0.0,0.0,0.4404,1.0
430,2016-07-29,230.7,235.28,230.24,234.79,3070800,-1.772863482091846,-1,0.01812580539384334,1,230.61000099999998,0.0390251938813538,1,1,-1,1,0.0,-1.0,0.8736999999999999,1.0
431,2016-08-01,235.5,236.63,229.38,230.01,4016300,2.33121231422504,1,-0.02035861042851161,-1,234.789993,0.30240087787727404,1,-1,1,1,0.32309999999999994,1.0,0.2235,1.0
432,2016-08-02,229.37,229.87,221.4,227.2,3934400,0.946068817763192,1,-0.012216851706813858,-1,230.00999500000003,-0.27824877784116064,-1,-1,1,-1,0.0,-1.0,0.0,0.0
433,2016-08-03,227.37,229.7,224.21,225.79,3887800,0.6949034765998949,1,-0.00620600360307233,-1,227.19999700000002,0.074823064368259,1,-1,1,1,-0.4404,-1.0,0.0,0.0
434,2016-08-04,225.69,230.86,222.05,230.61,4147000,-2.1799809279987468,-1,0.02134730567975152,1,225.789993,-0.04428495641966605,-1,1,-1,-1,0.044999999999999984,1.0,0.0,0.0
435,2016-08-05,230.0,232.0,227.4,230.03,3205200,-0.01304304347827482,-1,-0.0025150773925018965,-1,230.61000099999998,-0.2645162817548328,-1,-1,-1,-1,0.0,-1.0,0.0,0.0
436,2016-08-08,228.0,229.6,226.09,226.16,2263600,0.8070157894736777,1,-0.016823870872598734,-1,230.02999900000003,-0.8824931569034313,-1,-1,1,-1,0.8009,1.0,0.0,0.0
437,2016-08-09,226.82,231.54,226.65,229.08,2207800,-0.9963825633776796,-1,0.012911204228666321,1,226.16000400000001,0.2918301151073381,1,1,-1,1,-0.17659999999999998,-1.0,2.0313,1.0
438,2016-08-10,228.24,229.87,224.62,225.65,2338300,1.1347752117337957,1,-0.014972970010712738,-1,229.080002,-0.36668281502810507,-1,-1,1,-1,-0.4019,-1.0,0.0,-1.0
439,2016-08-11,226.17,227.57,223.41,224.91,1880900,0.5571004161214953,1,-0.0032793707940447225,-1,225.649994,0.23044715879762004,1,-1,1,1,0.2023,1.0,0.8805,1.0
440,2016-08-12,225.41,226.65,224.04,225.61,1813500,-0.08872587571577692,-1,0.0031123426595109915,1,224.91000400000001,0.2223111427271149,1,1,-1,1,0.0,0.0,0.0,0.0
441,2016-08-15,226.02,229.5,224.93,225.59,2034300,0.1902521867046844,1,-8.867071455753717e-05,-1,225.61000099999998,0.18173086218816048,1,-1,1,1,-0.1059,-1.0,0.0,-1.0
442,2016-08-16,225.49,227.19,223.41,223.61,2267100,0.8337416108532109,1,-0.008776962786949172,-1,225.58999599999999,-0.04432421728489106,-1,-1,1,-1,-0.6947,-1.0,0.0,0.0
443,2016-08-17,224.33,224.83,222.8,223.24,1787100,0.4858899791745374,1,-0.0016546487113517914,-1,223.61000099999998,0.32198962335321696,1,-1,1,1,0.0,-1.0,0.0,0.0
444,2016-08-18,223.82,225.66,222.29,223.51,1714500,0.1385095122438914,1,0.0012094158482036654,1,223.24000499999997,0.2598109599576508,1,1,1,1,0.0,-1.0,0.0,0.0
445,2016-08-19,223.54,225.17,222.53,225.0,1659500,-0.6531301090270636,-1,0.006666390914643383,1,223.50999500000003,0.013421323730948929,1,1,-1,1,0.0,0.0,0.0,0.0
446,2016-08-22,224.17,225.11,222.68,222.93,2065500,0.5531538613833453,1,-0.009200031111111008,-1,225.0,-0.3688897777777811,-1,-1,1,-1,0.0,-1.0,-0.4588,-1.0
447,2016-08-23,224.32,228.49,222.8,224.84,4784400,-0.23180678663228185,-1,0.008567725563962014,1,222.92999300000002,0.6235204071441167,1,1,-1,1,0.25349999999999995,1.0,0.0,-1.0
448,2016-08-24,227.05,227.15,222.22,222.62,2570700,1.9511155875210269,1,-0.009873692579144056,-1,224.83999599999999,0.9829243192123124,1,-1,1,1,0.4703,1.0,0.0,0.0
449,2016-08-25,223.11,223.8,220.77,220.96,1762500,0.9636475238059778,1,-0.007456598855821728,-1,222.61999500000002,0.22010871036088447,1,-1,1,1,1.6162999999999998,1.0,0.0,0.0
450,2016-08-26,222.14,222.86,218.82,219.99,2239000,0.9678554108573888,1,-0.004389943742172386,-1,220.960007,0.5340296717134096,1,-1,1,1,0.0,0.0,0.0,0.0
451,2016-08-29,220.15,220.4,215.0,215.2,3266300,2.2484656529220564,1,-0.02177375285754435,-1,219.99000499999997,0.07272557678246536,1,-1,1,1,0.0,-1.0,0.0,0.0
452,2016-08-30,216.11,216.11,210.52,211.34,3168900,2.207211594987683,1,-0.01793680787086649,-1,215.19999700000002,0.4228643181625871,1,-1,1,1,0.0,-1.0,0.6908,1.0
453,2016-08-31,210.43,212.6,208.65,212.01,3276500,-0.7508444863180731,-1,0.0031702423236539268,1,211.33999599999999,-0.43058721360057217,-1,1,-1,-1,-0.1027,-1.0,1.2197,1.0
454,2016-09-01,209.01,211.1,200.5,200.77,7943100,3.9423908890098787,1,-0.05301632595199124,-1,212.00999500000003,-1.4150276264097963,-1,-1,1,-1,-0.4882,-1.0,-0.6348,-1.0
455,2016-09-02,202.33,203.2,196.2,197.78,5977400,2.248802923453737,1,-0.014892687853908624,-1,200.770004,0.7770075055634343,1,-1,1,1,0.4588,1.0,0.0,0.0
456,2016-09-06,199.02,203.25,199.0,202.83,4390600,-1.9143794208747007,-1,0.025533436270267273,1,197.779999,0.6269617788803793,1,1,-1,1,0.4939,1.0,0.0,0.0
457,2016-09-07,205.5,206.5,200.71,201.71,3640900,1.8442788321167791,1,-0.005521840896101749,-1,202.830002,1.3163723185290863,1,-1,1,1,-1.2978,-1.0,0.0,0.0
458,2016-09-08,199.55,199.89,196.36,197.36,3377900,1.097470291694254,1,-0.021565642997573242,-1,201.71000700000002,-1.0708462272771695,-1,-1,1,-1,0.2210999999999999,1.0,0.0,0.0
459,2016-09-09,199.09,199.92,193.7,194.47,3757000,2.3205560765594617,1,-0.014643291372905988,-1,197.360001,0.8765681958017288,1,-1,1,1,-0.9735,-1.0,0.6721999999999999,1.0
460,2016-09-12,195.0,201.37,194.1,198.3,3715200,-1.6923092307692331,-1,0.01969456461307884,1,194.470001,0.2725350939860404,1,1,-1,1,0.09189999999999998,1.0,0.0,0.0
461,2016-09-13,197.06,198.49,193.45,196.05,3589400,0.5125317214303451,1,-0.011346444608979713,-1,198.300003,-0.6253176909936791,-1,-1,1,-1,-0.22120000000000006,-1.0,-0.16410000000000002,-1.0
462,2016-09-14,195.75,197.92,194.86,196.41,2254500,-0.3371667943805951,-1,0.0018362713312480847,1,196.050003,-0.1530237160975732,-1,1,-1,-1,-1.8075,-1.0,0.0,0.0
463,2016-09-15,196.49,202.52,196.4,200.42,3077200,-2.0000981729325096,-1,0.02041644477538917,1,196.41000400000001,0.04073163197938817,1,1,-1,1,3.0805,1.0,0.0,0.0
464,2016-09-16,200.42,205.7,199.0,205.4,3107800,-2.484779986875362,-1,0.024847799868753517,1,200.419998,0.0,-1,1,-1,-1,-1.5330000000000001,-1.0,0.8849,1.0
465,2016-09-19,207.0,209.43,205.0,206.34,2299500,0.31884251207730185,1,0.004576446092788178,1,205.399994,0.7789708114597158,1,1,1,1,-0.3188,-1.0,0.7845,1.0
466,2016-09-20,206.85,207.75,203.91,204.64,2410500,1.0684104113586628,1,-0.00823881473759458,-1,206.33999599999999,0.24716972467132475,1,-1,1,1,-0.5343,-1.0,0.0,0.0
467,2016-09-21,206.37,207.0,201.56,205.22,2633500,0.5572486446006807,1,0.0028342552914106807,1,204.639999,0.8453850705892546,1,1,1,1,0.0,-1.0,0.2093,1.0
468,2016-09-22,206.4,207.28,203.0,206.43,2382900,-0.014534399647319594,-1,0.005896072478822401,1,205.220001,0.57498927699547,1,1,-1,1,-1.179,-1.0,0.6904999999999999,1.0
469,2016-09-23,205.99,210.18,205.67,207.45,2905200,-0.7087683696109429,-1,0.004941161820414264,1,206.429993,-0.2131415079784456,-1,1,-1,-1,0.0,-1.0,0.4404,1.0
470,2016-09-26,206.5,211.0,206.5,208.99,2394400,-1.205813559322032,-1,0.007423514207136829,1,207.449997,-0.4579402331830336,-1,1,-1,-1,0.1952,1.0,0.7056999999999998,1.0
471,2016-09-27,209.65,209.98,204.61,205.81,3373200,1.8316222799414843,1,-0.015216072175317619,-1,208.990005,0.3157993129862818,1,-1,1,1,0.0,-1.0,0.4662,1.0
472,2016-09-28,207.51,208.25,205.26,206.27,2088400,0.5975572405560529,1,0.002235100356980713,1,205.809998,0.8260031176911027,1,1,1,1,-0.4404,-1.0,0.7487,1.0
473,2016-09-29,205.6,207.33,200.58,200.7,2727000,2.383272790371422,1,-0.02700347550291416,-1,206.270004,-0.3248160115418394,-1,-1,1,-1,-0.8259,-1.0,0.0,0.0
