,date,open,high,low,close,volume,tsla_intra_perc_change,tsla_intra_returns,tsla_pct_change,tsla_pct_returns,tsla_previous_close,tsla_opening_change,tsla_opening_returns,tsla_target,tsla_intra_target,tsla_open_target,tsla_compound,tsla_sentiment,em_tweets3_compound,em_tweets3_sentiment
30,2014-12-26,221.51,228.5,221.5,227.82,3327000,-2.8486353403601234,-1,0.025015801876536292,1,222.25999500000003,-0.33744264234326105,-1,1,-1,-1,0.4019,1.0,0.6846,1.0
31,2014-12-29,226.9,227.91,224.02,225.71,2802500,0.5244543990600555,1,-0.009261697547046309,-1,227.82000699999998,-0.4038332770308374,-1,-1,1,-1,0.0,0.0,0.0,0.0
32,2014-12-30,223.99,225.65,221.4,222.23,2903200,0.7857533643074692,1,-0.015418062523032015,-1,225.710007,-0.7620406480249776,-1,-1,1,-1,0.128,1.0,0.0,-1.0
33,2014-12-31,223.09,225.68,222.25,222.41,2297500,0.3048061375194835,1,0.0008100076643120513,1,222.229996,0.3869864624395643,1,1,1,1,-0.34,-1.0,0.4767,1.0
34,2015-01-02,222.87,223.25,213.26,219.31,4764400,1.5973424327487464,1,-0.013938248928766715,-1,222.41000400000001,0.20682118237811026,1,-1,1,1,0.0,-1.0,0.0,0.0
35,2015-01-05,214.55,216.5,207.16,210.09,5368500,2.078772751170733,1,-0.04204095610816627,-1,219.309998,-2.1704414041351785,-1,-1,1,-1,0.0,0.0,0.3818,1.0
36,2015-01-06,210.06,214.2,204.21,211.28,6261900,-0.5807869235531578,-1,0.005664253523047558,1,210.08999599999999,-0.014278642758400437,-1,1,-1,-1,-0.29600000000000004,-1.0,-0.29600000000000004,-1.0
37,2015-01-07,213.35,214.78,209.78,210.95,2968400,1.1249163030255471,1,-0.0015619178415463564,-1,211.27999900000003,0.9797458395481984,1,-1,1,1,0.0,-1.0,0.0,0.0
38,2015-01-08,212.81,213.8,210.01,210.62,3442500,1.0290883983749626,1,-0.0015643612452860278,-1,210.94999700000002,0.8817260139614899,1,-1,1,1,0.0,-1.0,0.0,0.0
39,2015-01-09,208.92,209.98,204.96,206.66,4668300,1.0817509197946562,1,-0.018801590988547945,-1,210.61999500000002,-0.8071394171289504,-1,-1,1,-1,0.0,0.0,0.0,0.0
40,2015-01-12,203.05,204.47,199.25,202.21,5950300,0.4136892329915332,1,-0.02153293774251541,-1,206.66000400000001,-1.7468309929965988,-1,-1,1,-1,0.34,1.0,0.0,-1.0
41,2015-01-13,203.32,207.61,200.91,204.25,4477300,-0.4574035844883657,-1,0.01008848686702235,1,202.21000700000002,0.5489342572447392,1,1,-1,1,-0.7998999999999999,-1.0,0.0,0.0
42,2015-01-14,185.83,195.2,185.0,192.69,11551900,-3.6915459969698463,-1,-0.056597297429620615,-1,204.25,-9.018358873929003,-1,-1,-1,-1,-0.5267,-1.0,0.0,0.0
43,2015-01-15,194.49,195.75,190.0,191.87,5216500,1.347118069126487,1,-0.0042555762701170785,-1,192.690002,0.9341444710763998,1,-1,1,1,0.4019,1.0,1.1457,1.0
44,2015-01-16,190.7,194.49,189.65,193.07,3603200,-1.2427949854661025,-1,0.006254297343365245,1,191.869995,-0.6097868507267082,-1,1,-1,-1,0.0,0.0,0.28319999999999995,1.0
45,2015-01-20,193.87,194.12,187.04,191.93,4503200,1.000671609858964,1,-0.005904666487115295,-1,193.070007,0.4143512565366949,1,-1,1,1,0.0,-1.0,0.0,-1.0
46,2015-01-21,189.55,198.68,189.51,196.57,4153000,-3.703510360799098,-1,0.024175554468967242,1,191.929993,-1.2400302645767265,-1,1,-1,-1,0.3182,1.0,0.0,0.0
47,2015-01-22,197.0,203.24,195.2,201.62,4116900,-2.3451751269035475,-1,0.02569053171982638,1,196.570007,0.2187480209022916,1,1,-1,1,0.0,0.0,0.0,0.0
48,2015-01-23,200.29,203.5,198.33,201.29,3438600,-0.4992760671772554,-1,-0.0016367523469088539,-1,201.619995,-0.6596577884053649,-1,-1,-1,-1,0.0,0.0,2.0116,1.0
49,2015-01-26,201.83,208.62,201.05,206.55,3234500,-2.3386022658811627,-1,0.026131502722045445,1,201.28999299999998,0.26827414117900344,1,1,-1,1,0.0,-1.0,0.6277,1.0
50,2015-01-27,204.42,208.03,203.3,205.98,2781000,-0.7631337517183654,-1,-0.002759656217482643,-1,206.550003,-1.0312297114805709,-1,-1,-1,-1,0.0,0.0,0.0,0.0
51,2015-01-28,206.11,206.37,198.42,199.37,3149600,3.270101386298097,1,-0.032090499700757384,-1,205.979996,0.06311535223061722,1,-1,1,1,0.0,0.0,0.34,1.0
